,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,WHERE THE CRAWDADS SING;by Delia Owens;69 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;70 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;70 weeks on the list,EDUCATED;by Tara Westover;98 weeks on the list,EDUCATED;by Tara Westover;98 weeks on the list,JUST MERCY;by Bryan Stevenson;186 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;9 weeks on the list",A TALE OF MAGIC...;by Chris Colfer;14 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;19 weeks on the list,DOG MAN;by Dav Pilkey;123 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;5 weeks on the list,THE GUARDIANS;by John Grisham;,TALKING TO STRANGERS;by Malcolm Gladwell;,THE RIDE OF A LIFETIME;by Robert Iger;,GUTS;by Raina Telgemeier;,SILENT NIGHT;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,LOOKING FOR ALASKA;by John Green;
2,THE GUARDIANS;by John Grisham;12 weeks on the list,THE GUARDIANS;by John Grisham;12 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;33 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;17 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;17 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;63 weeks on the list,THE DEFINED DISH;by Alex Snodgrass;New this week,ALI CROSS;by James Patterson;6 weeks on the list,THE SERIOUS GOOSE;by Jimmy Kimmel;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;564 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;96 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,ATOMIC HABITS;by James Clear;,STRANGE PLANET;by Nathan W. Pyle;,THE 13-MINUTE MURDER;by James Patterson;,WISH;by Barbara O'Connor;,"LET IT SNOW;by John Green, Maureen Johnson and Lauren Myracle;"
3,THE LAST WISH;by Andrzej Sapkowski;2 weeks on the list,SUCH A FUN AGE;by Kiley Reid;New this week,THE OVERSTORY;by Richard Powers;39 weeks on the list,CATCH AND KILL;by Ronan Farrow;7 weeks on the list,BECOMING;by Michelle Obama;56 weeks on the list,SAPIENS;by Yuval Noah Harari;86 weeks on the list,ATOMIC HABITS;by James Clear;9 weeks on the list,WONDER;by R.J. Palacio;229 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;216 weeks on the list,HARRY POTTER;by J.K. Rowling;563 weeks on the list,THE HATE U GIVE;by Angie Thomas;149 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,DARE TO LEAD;by Brené Brown;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,THE HOUSE NEXT DOOR;by James Patterson;,A LONG WALK TO WATER;by Linda Sue Park;,GIRL IN THE BLUE COAT;by Monica Hesse;
4,THE WIVES;by Tarryn Fisher;New this week,THE SILENT PATIENT;by Alex Michaelides;31 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;35 weeks on the list,BECOMING;by Michelle Obama;57 weeks on the list,ME;by Elton John;12 weeks on the list,WHY WE SLEEP;by Matthew Walker;37 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;160 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;38 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;85 weeks on the list,THE BAD GUYS;by Aaron Blabey;59 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;57 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,EDUCATED;by Tara Westover;,PRINCIPLES;by Ray Dalio;,DRAMA;by Raina Telgemeier;,RUNNING SCARED;by Lisa Jackson;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE SUN IS ALSO A STAR;by Nicola Yoon;
5,SUCH A FUN AGE;by Kiley Reid;New this week,THE DUTCH HOUSE;by Ann Patchett;15 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;37 weeks on the list,JUST MERCY;by Bryan Stevenson;19 weeks on the list,THE BODY;by Bill Bryson;12 weeks on the list,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE;by Greta Thunberg;8 weeks on the list,TINY HABITS;by B.J. Fogg;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;39 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;12 weeks on the list",DORK DIARIES;by Rachel Renée Russell;307 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;102 weeks on the list,THE LAST WISH;by Andrzej Sapkowski;,BECOMING;by Michelle Obama;,THE INFINITE GAME;by Simon Sinek;,SMILE;by Raina Telgemeier;,TOM CLANCY: OATH OF OFFICE;by Marc Cameron;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,TURTLES ALL THE WAY DOWN;by John Green;
6,THE SILENT PATIENT;by Alex Michaelides;16 weeks on the list,CRISS CROSS;by James Patterson;6 weeks on the list,THE WIVES;by Tarryn Fisher;New this week,WHY WE SLEEP;by Matthew Walker;New this week,SAY NOTHING;by Patrick Radden Keefe;7 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;18 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;32 weeks on the list",LITTLE DREAMERS;by Vashti Harrison;2 weeks on the list,SULWE;by Lupita Nyong'o. Illustrated by Vashti Harrison;7 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;72 weeks on the list,THE FOUNTAINS OF SILENCE;by Ruta Sepetys;14 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,CATCH AND KILL;by Ronan Farrow;,OUTLIERS;by Malcolm Gladwell;,WATCHMEN;by Alan Moore. Illustrated by Dave Gibbons;,CHRISTMAS WITH YOU;by Nora Roberts;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
7,THE DUTCH HOUSE;by Ann Patchett;15 weeks on the list,THE INSTITUTE;by Stephen King;17 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;74 weeks on the list,SAY NOTHING;by Patrick Radden Keefe;7 weeks on the list,SAM HOUSTON AND THE ALAMO AVENGERS;by Brian Kilmeade;9 weeks on the list,I HEARD YOU PAINT HOUSES;by Charles Brandt;10 weeks on the list,THE BLUE ZONES KITCHEN;by Dan Buettner;4 weeks on the list,DOG DIARIES HAPPY HOWLIDAYS;by James Patterson with Steven Butler. Illustrated by Richard Watson;6 weeks on the list,"SOFIA VALDEZ, FUTURE PREZ;by Andrea Beaty. Illustrated by David Roberts;8 weeks on the list",CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;203 weeks on the list,WAYWARD SON;by Rainbow Rowell;14 weeks on the list,CONVICTION;by Denise Mina;,BORN A CRIME;by Trevor Noah;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,SISTERS;by Raina Telgemeier;,BLOODY TRAIL OF THE MOUNTAIN MAN;by William W. Johnstone and J.A. Johnstone;,MALALA: MY STORY OF STANDING UP FOR GIRLS' RIGHTS;by Malala Yousafzai with Patricia McCormick. Adapted by Sarah J. Robbins;,THE LIBRARIAN OF AUSCHWITZ;by Antonio Iturbe;
8,DAISY JONES & THE SIX;by Taylor Jenkins Reid;4 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;13 weeks on the list,THE GREAT ALONE;by Kristin Hannah;15 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;21 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;17 weeks on the list,BORN A CRIME;by Trevor Noah;47 weeks on the list,MAKE YOUR BED;by William H. McRaven;83 weeks on the list,"BEVERLY, RIGHT HERE;by Kate DiCamillo;5 weeks on the list",THE CRAYONS' CHRISTMAS;by Drew Daywalt. Illustrated by Oliver Jeffers;12 weeks on the list,THRONE OF GLASS;by Sarah J. Maas;28 weeks on the list,ON THE COME UP;by Angie Thomas;35 weeks on the list,BLOOD OF ELVES;by Andrzej Sapkowski;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE MAN WHO SOLVED THE MARKET;by Gregory Zuckerman;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE FIRST LADY;by James Patterson and Brendan DuBois;,MAX EINSTEIN: THE GENIUS EXPERIMENT;by James Patterson and Chris Grabenstein. Illustrated by Beverly Johnson;,THE FAULT IN OUR STARS;by John Green;
9,THE GIVER OF STARS;by Jojo Moyes;12 weeks on the list,A MINUTE TO MIDNIGHT;by David Baldacci;7 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;28 weeks on the list,MIDNIGHT IN CHERNOBYL;by Adam Higginbotham;3 weeks on the list,CATCH AND KILL;by Ronan Farrow;7 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;74 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;81 weeks on the list",LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;2 weeks on the list,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS;by Kimberly and James Dean;15 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;46 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;41 weeks on the list",THE WATER DANCER;by Ta-Nehisi Coates;,SAPIENS;by Yuval Noah Harari;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",NATHAN HALE'S HAZARDOUS TALES: MAJOR IMPOSSIBLE;by Nathan Hale;,WINTER'S PROPOSAL;by Sherryl Woods;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,GIRLS OF PAPER AND FIRE;by Natasha Ngan;
10,A MINUTE TO MIDNIGHT;by David Baldacci;7 weeks on the list,BLUE MOON;by Lee Child;10 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;118 weeks on the list,THE PIONEERS;by David McCullough;20 weeks on the list,HOW TO DO NOTHING;by Jenny Odell;New this week,OUTLIERS;by Malcolm Gladwell;307 weeks on the list,7-DAY APPLE CIDER VINEGAR CLEANSE;by J.J. Smith;2 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;26 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;3 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;29 weeks on the list,THE BEAUTIFUL;by Renée Ahdieh;10 weeks on the list,A MINUTE TO MIDNIGHT;by David Baldacci;,A WARNING;by Anonymous;,RANGE;by David Epstein;,"MY HERO ACADEMIA, VOL. 22;by Kohei Horikoshi;",SEA OF GREED;by Clive Cussler and Graham Brown;,THE BOY WHO HARNESSED THE WIND;William Kamkwamba and Bryan Mealer. Illustrated by Anna Hymas;,JUST MERCY;by Bryan Stevenson;
