,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,GONE TOMORROW;by Lee Child;New this week,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;3 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;9 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;121 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;17 weeks on the list",COOK YOURSELF THIN;by the staff of Lifetime Television;3 weeks on the list,DARK TOWER: TREACHERY;by Peter David and Robin Furth;5 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;13 weeks on the list,NEGIMA! 22;by Ken Akamatsu;New this week,TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;10 weeks on the list,LOCK AND KEY;by Sarah Dessen;2 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;18 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;94 weeks on the list
2,WICKED PREY;by John Sandford;2 weeks on the list,THE SHACK;by William P. Young;53 weeks on the list,,OUTLIERS;by Malcolm Gladwell;27 weeks on the list,IN DEFENSE OF FOOD;by Michael Pollan;4 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;7 weeks on the list,NATURALLY THIN;by Bethenny Frankel with Eve Adamson;11 weeks on the list,"SUPERMAN (NEW KRYPTON VOL. 1 - BIRTH);by Geoff Johns, James Robinson and Gary Frank;New this week","BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 4;by Joss Whedon, Jeph Loeb and Karl Moline;2 weeks on the list",FULLMETAL ALCHEMIST 18;by Hiromu Arakawa;New this week,MILES TO GO;by Miley Cyrus;12 weeks on the list,THE BOOK THIEF;by Markus Zusak;89 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;4 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;98 weeks on the list
3,THE 8TH CONFESSION;by James Patterson and Maxine Paetro;4 weeks on the list,VISION IN WHITE;by Nora Roberts;4 weeks on the list,,RESILIENCE;by Elizabeth Edwards;3 weeks on the list,AMERICAN LION;by Jon Meacham;3 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;59 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;412 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;11 weeks on the list,"COUNTDOWN;by Robert Orci, Alex Kurtzman, Tim Jones and Mike Johnson;6 weeks on the list","NARUTO, VOL. 44;by Masashi Kishimoto;8 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;31 weeks on the list,EVERMORE;by Alyson Noël;16 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;19 weeks on the list
4,DEAD AND GONE;by Charlaine Harris;3 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;8 weeks on the list,,THE GIRLS FROM AMES;by Jeffrey Zaslow;5 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;86 weeks on the list,THE G-FREE DIET;by Elisabeth Hasselbeck;3 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;35 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;13 weeks on the list,Wolverine: Origin;by Paul Jenkins and Andy Kubert;10 weeks on the list,"NARUTO, VOL. 43;by Masashi Kishimoto;10 weeks on the list",WINGS;by Aprilynne Pike;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;18 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;80 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;39 weeks on the list
5,CEMETERY DANCE;by Douglas Preston and Lincoln Child;2 weeks on the list,MY SISTER’S KEEPER;by Jodi Picoult;35 weeks on the list,,ALWAYS LOOKING UP;by Michael J. Fox;8 weeks on the list,BLINK;by Malcolm Gladwell;84 weeks on the list,THE SECRET;by Rhonda Byrne;124 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;6 weeks on the list,MARVEL ZOMBIES;by Fred Van Lente and Kev Walker;5 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;9 weeks on the list,"NARUTO, VOL. 42;by Masashi Kishimoto;9 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;34 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;29 weeks on the list,FRECKLEFACE STRAWBERRY AND THE DODGEBALL BULLY;by Julianne Moore and LeUyen Pham;3 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;9 weeks on the list
6,FIRST FAMILY;by David Baldacci;5 weeks on the list,ANGELS AND DEMONS;by Dan Brown;7 weeks on the list,,MY REMARKABLE JOURNEY;by Larry King with Cal Fussman;New this week,AN INCONVENIENT BOOK;by Glenn Beck;2 weeks on the list,"WHEN EVERYTHING CHANGES, CHANGE EVERYTHING;by Neale Donald Walsch;2 weeks on the list",SKINNY BITCH;by Kim Barnouin;98 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;11 weeks on the list,"THE SANDMAN: PRELUDES AND NOCTURNES;by Neil Gaiman, Sam Kieth, Mike Dringenberg and Malcolm Jones III;2 weeks on the list","Naruto, Vol. 40;by Masashi Kishimoto;13 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;37 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;40 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;32 weeks on the list,PENDRAGON;by D. J. MacHale;73 weeks on the list
7,THE HOST;by Stephenie Meyer;54 weeks on the list,UNACCUSTOMED EARTH;by Jhumpa Lahiri;7 weeks on the list,,LOSING MUM AND PUP;by Christopher Buckley;4 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;29 weeks on the list,THE NOTICER;by Andy Andrews;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;95 weeks on the list,CIVIL WAR;by Mark Millar and Steve McNiven;5 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;6 weeks on the list","Naruto, Vol. 41;by Masashi Kishimoto;12 weeks on the list",THE AWAKENING;by Kelley Armstrong;4 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;9 weeks on the list,DUCK! RABBIT!;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;3 weeks on the list,NIGHT WORLD;by L. J. Smith;24 weeks on the list
8,PYGMY;by Chuck Palahniuk;3 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;5 weeks on the list,,THE END OF OVEREATING;by David A. Kessler;4 weeks on the list,TIPPING POINT;by Malcolm Gladwell;242 weeks on the list,START WHERE YOU ARE;by Chris Gardner with Mim Eichler Rivas;2 weeks on the list,THE BIGGEST LOSER FAMILY COOKBOOK;by Devin Alexander and The Biggest Loser Experts and Cast with Melissa Roberson;11 weeks on the list,"Y THE LAST MAN DELUXE EDITION BOOK TWO;by Pia Guerra, Goran Parlov and Brian K. Vaughan;2 weeks on the list",BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;10 weeks on the list,OTOMEN 2;by Aya Kanno;3 weeks on the list,BLOODHOUND;by Tamora Pierce;6 weeks on the list,GLASS;by Ellen Hopkins;7 weeks on the list,LLAMA LLAMA MISSES MAMA;written and illustrated by Anna Dewdney;4 weeks on the list,VAMPIRE KISSES;by Ellen Schreiber;2 weeks on the list
9,THE SIGN;by Raymond Khoury;New this week,LOVE THE ONE YOU'RE WITH;by Emily Giffin;5 weeks on the list,,HORSE SOLDIERS;by Doug Stanton;2 weeks on the list,THE MIDDLE PLACE;by Kelly Corrigan;22 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;11 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;50 weeks on the list,"HULK V. 2 - RED AND GREEN;by Jeph Loeb, Arthur Adams and Frank Cho;2 weeks on the list","THE WALKING DEAD, VOL. 9;by Robert Kirkman and Charlie Adlard;7 weeks on the list","FRUIT BASKETS, Vol. 22;by Natsuki Takaya;10 weeks on the list",AIRHEAD: BEING NIKKI;by Meg Cabot;3 weeks on the list,UP;by Jasmine Jones;New this week,LADYBUG GIRL AND BUMBLEBEE BOY;by David Soman and Jacky Davis. Illustrated by David Soman.;11 weeks on the list,WARRIORS;by Erin Hunter;73 weeks on the list
10,SEDUCING AN ANGEL;by Mary Balogh;New this week,TESTIMONY;by Anita Shreve;3 weeks on the list,,UNFINISHED BUSINESS;by James Van Praagh;New this week,MY HORIZONTAL LIFE;by Chelsea Handler;31 weeks on the list,THANK GOD IT'S MONDAY!;by Roxanne Emmerich;New this week,HEALING THE ADDICTED BRAIN;by Harold C. Urschel III;New this week,DARK TOWER: THE GUNSLINGER BORN;by Peter David and Robin Furth;4 weeks on the list,TERMINATOR SALVATION MOVIE PREQUEL;by Dara Naraghi and Alan Robinson;3 weeks on the list,"VAMPIRE NIGHT, Vol. 6;by Matsuri Hino;8 weeks on the list",CHASING THE BEAR;by Robert B. Parker;New this week,THE MYSTERIOUS BENEDICT SOCIETY AND THE PERILOUS JOURNEY;by Trenton Lee Stewart. Illustrated by Diana Sudyka;4 weeks on the list,NAKED MOLE RAT GETS DRESSED;written and illustrated by Mo Willems;15 weeks on the list,MAXIMUM RIDE;by James Patterson;55 weeks on the list
