,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,PORT MORTUARY;by Patricia Cornwell;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;76 weeks on the list,,DECISION POINTS;by George W. Bush;4 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;200 weeks on the list",BAREFOOT CONTESSA: HOW EASY IS THAT?;by Ina Garten;6 weeks on the list,RACHAEL RAY'S LOOK AND COOK;by Rachael Ray;5 weeks on the list,"SERENITY: THE SHEPHERD’S TALE;by  Joss Whedon, Zack Whedon and Chris Samnee;5 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;9 weeks on the list","NARUTO, VOL. 49;by Masashi Kishimoto;10 weeks on the list",THE LOST HERO;by Rick Riordan;8 weeks on the list,THE BOOK THIEF;by Markus Zusak;169 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;99 weeks on the list
2,THE CONFESSION;by John Grisham;6 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;37 weeks on the list,,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1;by Mark Twain;7 weeks on the list",INSIDE OF A DOG;by Alexandra Horowitz;9 weeks on the list,GUINNESS WORLD RECORDS 2011;by Ina Garten;12 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;175 weeks on the list,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;6 weeks on the list","THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;2 weeks on the list","TSUBASA: RESERVOIR CHRONICLE, VOL. 28;by Clamp;2 weeks on the list",HARRY POTTER FILM WIZARDRY;by Brian Sibley;7 weeks on the list,FALLEN;by Lauren Kate;10 weeks on the list,LLAMA LLAMA HOLIDAY DRAMA;by Anna Dewdney;7 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;15 weeks on the list
3,CROSS FIRE;by James Patterson;3 weeks on the list,HOUSE RULES;by Jodi Picoult;4 weeks on the list,,UNBROKEN;by Laura Hillenbrand;3 weeks on the list,JUST KIDS;by Patti Smith;5 weeks on the list,KARDASHIAN KONFIDENTIAL;edited by Craig Glenday;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;489 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;11 weeks on the list",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;39 weeks on the list,"SPICE AND WOLF, VOL. 3;by Isuna Hasekura and Ju Ayakura;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;31 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;5 weeks on the list,LEGO STAR WARS;by Simon Beecroft;50 weeks on the list,HARRY POTTER;by J.K. Rowling;236 weeks on the list
4,"FULL DARK, NO STARS;by Stephen King;4 weeks on the list",CUTTING FOR STONE;by Abraham Verghese;45 weeks on the list,,LIFE;by Keith Richards with James Fox;6 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;201 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;26 weeks on the list,"EAT THIS, NOT THAT! 2011;David Zinczenko with Matt Goulding;7 weeks on the list",THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;17 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;35 weeks on the list,"HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;11 weeks on the list","JUSTIN BIEBER, FIRST STEP 2 FOREVER;by Justin Bieber;8 weeks on the list",PINKALICIOUS AND THE PINK DRINK;written and illustrated by Victoria Kann;13 weeks on the list,SPLENDIFEROUS CHRISTMAS;by Jane O’Connor. Illustrated by Robin Preiss Glasser;10 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;178 weeks on the list
5,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;28 weeks on the list,HAPPY EVER AFTER;by Nora Roberts;5 weeks on the list,,AMERICA BY HEART;by Sarah Palin;2 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;3 weeks on the list,"MY PASSION FOR DESIGN;by Kourtney Kardashian, Kim Kardashian and Khloé Kardashian;3 weeks on the list",CRAZY LOVE;by Francis Chan with Danae Yankoski;7 weeks on the list,THE EXILE: AN OUTLANDER GRAPHIC NOVEL;by Diana Gabaldon and Hoang Nguyen;11 weeks on the list,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;27 weeks on the list,"ALICE IN THE COUNTRY OF HEARTS, VOL. 5;by QuinRose;4 weeks on the list",MATCHED;by Ally Condie;New this week,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;10 weeks on the list,KNUFFLE BUNNY FREE;written and illustrated by Mo Willems;10 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;174 weeks on the list
6,HELL'S CORNER;by David Baldacci;4 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;78 weeks on the list,,DECODED;by Jay-Z;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;196 weeks on the list,A COURSE IN WEIGHT LOSS;by Barbra Streisand;5 weeks on the list,RADICAL;by David Platt;26 weeks on the list,"THE BEST AMERICAN COMICS 2010;by Neil Gaiman, Jessica Abel and Matt Madden;New this week",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;31 weeks on the list,"BLACK BUTLER, VOL. 3;by Yana Toboso;6 weeks on the list",LUKA AND THE FIRE OF LIFE;by Salman Rushdie;3 weeks on the list,"HUSH, HUSH;by Becca Fitzpatrick;10 weeks on the list",THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;28 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;7 weeks on the list
7,FALL OF GIANTS;by Ken Follett;10 weeks on the list,LITTLE BEE;by Chris Cleave;42 weeks on the list,,EARTH (THE BOOK);by Jon Stewart and others;11 weeks on the list,STONES INTO SCHOOLS;by Greg Mortenson;6 weeks on the list,TAO II;by Jessica Seinfeld;New this week,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;107 weeks on the list,"BATMAN AND ROBIN, VOL. 2;by Grant Morrison, Andy Clarke and Cameron Stewart;4 weeks on the list",SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;20 weeks on the list,"K-ON!, VOL. 1;by  Kakifly;New this week",DORK DIARIES;written and illustrated by Rachel Renée Russell;29 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;96 weeks on the list,FABULOUS FASHION BOUTIQUE;by Jane O’Connor. Illustrated by Robin Preiss Glasser;8 weeks on the list,THE 39 CLUES;by various authors;74 weeks on the list
8,CRESCENT DAWN;by Clive Cussler and Dirk Cussler;3 weeks on the list,HALF BROKE HORSES;by Jeannette Walls;13 weeks on the list,,BROKE;by Glenn Beck and Kevin Balfe;6 weeks on the list,HOLIDAYS ON ICE;by David Sedaris;21 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;16 weeks on the list,AWKWARD FAMILY PHOTOS;by Mike Bender and Doug Chernack;8 weeks on the list,"THE WALKING DEAD, BOOK 6;by Robert Kirkman and Charlie Adlard;6 weeks on the list",SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;33 weeks on the list,"MAID SAMA!, VOL. 7;by Hiro Fujiwara;New this week",THE UNOFFICIAL HARRY POTTER COOKBOOK;by Dinah Bucholz;2 weeks on the list,THE MAZE RUNNER;by James Dashner;8 weeks on the list,"IT'S CHRISTMAS, DAVID!;written and illustrated by David Shannon;4 weeks on the list",THE IMMORTALS;by Alyson Noël;22 weeks on the list
9,SQUIRREL SEEKS CHIPMUNK;by David Sedaris. Illustrated by Ian Falconer;10 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;95 weeks on the list,,I REMEMBER NOTHING;by Nora Ephron;4 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;20 weeks on the list,SIMPLE TIMES;by Denis Leary;5 weeks on the list,"COOK THIS, NOT THAT! EASY AND AWESOME 350-CALORIE MEALS;by David Zinczenko and Matt Goulding;7 weeks on the list",TWILIGHT;by Mark Cotta Vaz;30 weeks on the list,"EX MACHINA, VOL. 10;by Brian K. Vaughan and Tony Harris;New this week","MAXIMUM RIDE, VOL. 3;by James Patterson and NaRae Lee;11 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;21 weeks on the list,SAVVY;by Ingrid Law;27 weeks on the list,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU;written and illustrated by Nancy Tillman;9 weeks on the list",MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;231 weeks on the list
10,SAFE HAVEN;by Nicholas Sparks;12 weeks on the list,MAJOR PETTIGREW’S LAST STAND;by Helen Simonson;New this week,,CLEOPATRA;by Stacy Schiff;5 weeks on the list,TIPPING POINT;by Malcolm Gladwell;322 weeks on the list,RIPLEY'S BELIEVE IT OR NOT! ENTER IF YOU DARE!;by Amy Sedaris and Paul Dinello;New this week,WAITING FOR ‘SUPERMAN’;edited by Karl Weber;7 weeks on the list,"MOUSE GUARD: LEGENDS OF THE GUARD, VOL. 1;by David Petersen, Jeremy Bastian and Alex Sheikman;New this week","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;55 weeks on the list","BAKUMAN, VOL. 2;by Takeshi Obata and Tsugumi Ohba;5 weeks on the list",TORMENT;by Lauren Kate;10 weeks on the list,SHIVER;by Maggie Stiefvater;22 weeks on the list,ART AND MAX;written and illustrated by David Wiesner;8 weeks on the list,WARRIORS;by Erin Hunter;95 weeks on the list
