,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;37 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;38 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;3 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;New this week,UNFREEDOM OF THE PRESS;by Mark R. Levin;New this week,THE MUELLER REPORT;with related materials by The Washington Post;5 weeks on the list,MAKE YOUR BED;by William H. McRaven;63 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;7 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;47 weeks on the list,DOG MAN;by Dav Pilkey;91 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;25 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,WOLFPACK;by Abby Wambach;
2,A GAME OF THRONES;by George R.R. Martin;57 weeks on the list,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;4 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;New this week,HOWARD STERN COMES AGAIN;by Howard Stern;2 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;2 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;4 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;128 weeks on the list,WONDER;by R.J. Palacio;198 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;186 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;532 weeks on the list,THE HATE U GIVE;by Angie Thomas;117 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
3,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;4 weeks on the list,CARI MORA;by Thomas Harris;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;38 weeks on the list,THE PIONEERS;by David McCullough;3 weeks on the list,THE PIONEERS;by David McCullough;3 weeks on the list,SAPIENS;by Yuval Noah Harari;54 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;59 weeks on the list",WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;67 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;273 weeks on the list,HARRY POTTER;by J.K. Rowling;531 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;64 weeks on the list,HEADS WILL ROLL;by Kate McKinnon and Emily Lynne;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,FULL COUNT;by David Cone and Jack Curry;
4,CARI MORA;by Thomas Harris;New this week,FIRE AND BLOOD;by George R.R. Martin;22 weeks on the list,THE MISTER;by E L James;6 weeks on the list,SEA STORIES;by William H. McRaven;New this week,SEA STORIES;by William H. McRaven;New this week,BORN A CRIME;by Trevor Noah;15 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;12 weeks on the list",KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;8 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;26 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;172 weeks on the list,KINGSBANE;by Claire Legrand;New this week,A CLASH OF KINGS;by George R.R. Martin;,THE PIONEERS;by David McCullough;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",AMERICA BEFORE;by Graham Hancock;,K;by Tyler Kepner;
5,PAST TENSE;by Lee Child;12 weeks on the list,REDEMPTION;by David Baldacci;6 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;12 weeks on the list,EDUCATED;by Tara Westover;66 weeks on the list,EDUCATED;by Tara Westover;66 weeks on the list,JUST MERCY;by Bryan Stevenson;154 weeks on the list,MEDICAL MEDIUM CELERY JUICE;by Anthony William;New this week,REFUGEE;by Alan Gratz;56 weeks on the list,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;6 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;503 weeks on the list,"AGAIN, BUT BETTER;by Christine Riccio;3 weeks on the list",THE SILENT PATIENT;by Alex Michaelides;,UNFREEDOM OF THE PRESS;by Mark R. Levin;,THE LATTE FACTOR;by David Bach and John David Mann;,ENLIGHTENMENT NOW;by Steven Pinker;,SPRAWLBALL;by Kirk Goldsberry;
6,REDEMPTION;by David Baldacci;6 weeks on the list,THE GUEST BOOK;by Sarah Blake;3 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;9 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;5 weeks on the list,BECOMING;by Michelle Obama;28 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;2 weeks on the list,EVERYTHING IS F*CKED;by Mark Manson;2 weeks on the list,ENDLING: THE FIRST;by Katherine Applegate. Illustrated by Max Kostenko;3 weeks on the list,WE ARE THE GARDENERS;by Joanna Gaines and Kids. Illustrated by Julianna Swaney;9 weeks on the list,MAGNUS CHASE AND THE GODS OF ASGARD;by Rick Riordan;18 weeks on the list,ON THE COME UP;by Angie Thomas;16 weeks on the list,A STORM OF SWORDS;by George R.R. Martin;,BORN A CRIME;by Trevor Noah;,WOLFPACK;by Abby Wambach;,WHY WE SLEEP;by Matthew Walker;,DARKNESS TO LIGHT;by Lamar Odom and Chris Palmer;
7,BEFORE WE WERE YOURS;by Lisa Wingate;37 weeks on the list,SUNSET BEACH;by Mary Kay Andrews;3 weeks on the list,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;4 weeks on the list,BECOMING;by Michelle Obama;28 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;6 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;46 weeks on the list,DARE TO LEAD;by Brené Brown;18 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;94 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;271 weeks on the list,TRACK;by Jason Reynolds;6 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;3 weeks on the list,STORM CURSED;by Patricia Briggs;,SAPIENS;by Yuval Noah Harari;,"TRILLION DOLLAR COACH;by Eric Schmidt, Jonathan Rosenberg and Alan Eagle;",BEING MORTAL;by Atul Gawande;,SHOE DOG;by Phil Knight;
8,SUNSET BEACH;by Mary Kay Andrews;3 weeks on the list,BLESSING IN DISGUISE;by Danielle Steel;3 weeks on the list,A GAME OF THRONES;by George R.R. Martin;68 weeks on the list,FURIOUS HOURS;by Casey Cep;3 weeks on the list,FURIOUS HOURS;by Casey Cep;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;31 weeks on the list,YOU ARE A BADASS;by Jen Sincero;173 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;10 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;9 weeks on the list,THE BAD GUYS;by Aaron Blabey;32 weeks on the list,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;7 weeks on the list,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;,PRINCIPLES;by Ray Dalio;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,JUST SHOW UP;by Cal Ripken Jr. and James Dale;
9,LITTLE FIRES EVERYWHERE;by Celeste Ng;35 weeks on the list,NEON PREY;by John Sandford;5 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;51 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;6 weeks on the list,THE BRITISH ARE COMING;by Rick Atkinson;2 weeks on the list,GRIT;by Angela Duckworth;39 weeks on the list,VEGETABLES UNLEASHED;by José Andrés and Matt Goulding;New this week,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;4 weeks on the list,WHAT DO YOU DO WITH A CHANCE?;by Kobi Yamada. Illustrated by Mae Besom;5 weeks on the list,THEODORE BOONE;by John Grisham;25 weeks on the list,STEPSISTER;by Jennifer Donnelly;2 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,FLY GIRLS;by Keith O'Brien;
10,THE MISTER;by E L James;6 weeks on the list,THE NIGHT WINDOW;by Dean Koontz;2 weeks on the list,THE OVERSTORY;by Richard Powers;7 weeks on the list,THE BRITISH ARE COMING;by Rick Atkinson;2 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;5 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;4 weeks on the list,DARING GREATLY;by Brené Brown;75 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;2 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;2 weeks on the list,SPY SCHOOL;by Stuart Gibbs;9 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;19 weeks on the list",TRUTH AND LIES;by Caroline Mitchell;,THE MOMENT OF LIFT;by Melinda Gates;,GRIT;by Angela Duckworth;,BOTTLE OF LIES;by Katherine Eban;,MIND AND MATTER;by John Urschel and Louisa Thomas;
