,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,VERSES FOR THE DEAD;by Douglas Preston and Lincoln Child;New this week,WHERE THE CRAWDADS SING;by Delia Owens;18 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;18 weeks on the list,BECOMING;by Michelle Obama;8 weeks on the list,BECOMING;by Michelle Obama;8 weeks on the list,SAPIENS;by Yuval Noah Harari;34 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;39 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;11 weeks on the list,P IS FOR PTERODACTYL;by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia;5 weeks on the list,DOG MAN;by Dav Pilkey;71 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;New this week",WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,LEADERSHIP;by Doris Kearns Goodwin;,SAPIENS;by Yuval Noah Harari;,THE MAMBA MENTALITY;by Kobe Bryant;
2,WHERE THE CRAWDADS SING;by Delia Owens;17 weeks on the list,VERSES FOR THE DEAD;by Douglas Preston and Lincoln Child;New this week,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;31 weeks on the list,EDUCATED;by Tara Westover;46 weeks on the list,EDUCATED;by Tara Westover;46 weeks on the list,THE INNOCENT MAN;by John Grisham;43 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;147 weeks on the list,WONDER;by R.J. Palacio;178 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;253 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;512 weeks on the list,THE HATE U GIVE;by Angie Thomas;97 weeks on the list,OF BLOOD AND BONE;by Nora Roberts;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;,THE BIG FELLA;by Jane Leavy;
3,TARGET: ALEX CROSS;by James Patterson;7 weeks on the list,THE RECKONING;by John Grisham;11 weeks on the list,A DOG'S WAY HOME;by W. Bruce Cameron;6 weeks on the list,"THE POINT OF IT ALL;by Charles Krauthammer, edited by Daniel Krauthammer;5 weeks on the list","THE POINT OF IT ALL;by Charles Krauthammer, edited by Daniel Krauthammer;5 weeks on the list",WHITE FRAGILITY;by Robin DiAngelo;26 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;108 weeks on the list,AMAL UNBOUND;by Aisha Saeed;6 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;166 weeks on the list,HARRY POTTER;by J.K. Rowling;511 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;13 weeks on the list",ONE DAY IN DECEMBER;by Josie Silver;,SAPIENS;by Yuval Noah Harari;,BAD BLOOD;by John Carreyrou;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
4,BIRD BOX;by Josh Malerman;2 weeks on the list,FIRE AND BLOOD;by George R.R. Martin;7 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;37 weeks on the list,SAPIENS;by Yuval Noah Harari;54 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;8 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;11 weeks on the list,YOU ARE A BADASS;by Jen Sincero;153 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;80 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;257 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;25 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;72 weeks on the list,THE RECKONING;by John Grisham;,"EVIL HAS A NAME;by Paul Holes, Jim Clemente and Peter McDonnell;",ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
5,A DELICATE TOUCH;by Stuart Woods;New this week,EVERY BREATH;by Nicholas Sparks;12 weeks on the list,ONE DAY IN DECEMBER;by Josie Silver;5 weeks on the list,BAD BLOOD;by John Carreyrou;22 weeks on the list,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;12 weeks on the list,SHOE DOG;by Phil Knight;25 weeks on the list,CAN'T HURT ME;by David Goggins;2 weeks on the list,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;4 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;147 weeks on the list",WINGS OF FIRE;by Tui T. Sutherland;36 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;5 weeks on the list,NINE PERFECT STRANGERS;by Liane Moriarty;,BAD BLOOD;by John Carreyrou;,PRINCIPLES;by Ray Dalio;,WHAT IF?;by Randall Munroe;,SHOE DOG;by Phil Knight;
6,THE RECKONING;by John Grisham;11 weeks on the list,CIRCE;by Madeline Miller;6 weeks on the list,MILK AND HONEY;by Rupi Kaur;143 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;7 weeks on the list,KILLING THE SS;by Bill O'Reilly and Martin Dugard;13 weeks on the list,JUST MERCY;by Bryan Stevenson;134 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;3 weeks on the list,LOUISIANA'S WAY HOME;by Kate DiCamillo;12 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;30 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;152 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;44 weeks on the list,LONG ROAD TO MERCY;by David Baldacci;,BORN A CRIME;by Trevor Noah;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,THE STORY OF BASEBALL: IN 100 PHOTOGRAPHS;by The Editors of Sports Illustrated;
7,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;17 weeks on the list,NINE PERFECT STRANGERS;by Liane Moriarty;9 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;66 weeks on the list,KILLING THE SS;by Bill O'Reilly and Martin Dugard;13 weeks on the list,BAD BLOOD;by John Carreyrou;12 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;40 weeks on the list,HOMEBODY;by Joanna Gaines;9 weeks on the list,MAX EINSTEIN: THE GENIUS EXPERIMENT;by James Patterson and Chris Grabenstein. Illustrated by Beverly Johnson;13 weeks on the list,THE SNOWY NAP;by Jan Brett;5 weeks on the list,DARK ARTIFICES;by Cassandra Clare;5 weeks on the list,WHAT IF IT'S US;by Becky Albertalli and Adam Silvera;13 weeks on the list,FIRE AND BLOOD;by George R.R. Martin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,SHOE DOG;by Phil Knight;,HOMO DEUS;by Yuval Noah Harari;,"BASKETBALL: A LOVE STORY;by Jackie MacMullan, Rafe Bartholomew and Dan Klores;"
8,CIRCE;by Madeline Miller;3 weeks on the list,TARGET: ALEX CROSS;by James Patterson;7 weeks on the list,LESS;by Andrew Sean Greer;33 weeks on the list,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;12 weeks on the list,LEADERSHIP;by Doris Kearns Goodwin;16 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;8 weeks on the list,ATOMIC HABITS;by James Clear;2 weeks on the list,"MAC B., KID SPY: THE IMPOSSIBLE CRIME;by Mac Barnett. Illustrated by Mike Lowery;New this week",GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;4 weeks on the list,DORK DIARIES;by Rachel Renée Russell;273 weeks on the list,EVERMORE;by Sara Holland;New this week,CIRCE;by Madeline Miller;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",QUARTERBACK;by John Feinstein;
9,THE BOY;by Tami Hoag;New this week,A DELICATE TOUCH;by Stuart Woods;New this week,CHINA RICH GIRLFRIEND;by Kevin Kwan;22 weeks on the list,THE INNOCENT MAN;by John Grisham;2 weeks on the list,THE FIFTH RISK;by Michael Lewis;12 weeks on the list,BEAUTIFUL BOY;by David Sheff;17 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;116 weeks on the list,"MAC B., KID SPY: MAC UNDERCOVER;by Mac Barnett. Illustrated by Mike Lowery;7 weeks on the list",DINOSAURS;by Dan Kainen and Kathy Wollard;3 weeks on the list,THE BAD GUYS;by Aaron Blabey;22 weeks on the list,GIRLS OF PAPER AND FIRE;by Natasha Ngan;9 weeks on the list,EVERY BREATH;by Nicholas Sparks;,THE POWER OF HABIT;by Charles Duhigg;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THE PATS;by Glenn Stout and Richard A. Johnson;
10,NINE PERFECT STRANGERS;by Liane Moriarty;9 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;9 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;66 weeks on the list,LEADERSHIP;by Doris Kearns Goodwin;16 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;79 weeks on the list,GRIT;by Angela Duckworth;19 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;32 weeks on the list,BLENDED;by Sharon M. Draper;New this week,THE BOOK WITH NO PICTURES;by B.J. Novak;150 weeks on the list,THRONE OF GLASS;by Sarah J. Maas;27 weeks on the list,BRIDGE OF CLAY;by Markus Zusak;13 weeks on the list,THE NAME OF THE WIND;by Patrick Rothfuss;,WE'RE GOING TO NEED MORE WINE;by Gabrielle Union;,GRIT;by Angela Duckworth;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,BELICHICK;by Ian O'Connor;
