,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,THE BLACK BOOK;by James Patterson and David Ellis;3 weeks on the list,THE BLACK BOOK;by James Patterson and David Ellis;3 weeks on the list,MILK AND HONEY;by Rupi Kaur;53 weeks on the list,OLD SCHOOL;by Bill O'Reilly and Bruce Feirstein;3 weeks on the list,OLD SCHOOL;by Bill O'Reilly and Bruce Feirstein;3 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;37 weeks on the list,MAKE YOUR BED;by William H. McRaven;2 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;16 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;81 weeks on the list,HARRY POTTER;by J.K. Rowling;421 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;2 weeks on the list,UNSHAKABLE;by Tony Robbins with Peter Mallouk;,HIDDEN FIGURES;by Margot Lee Shetterly;,SHOE DOG;by Phil Knight;
2,BIG LITTLE LIES;by Liane Moriarty;35 weeks on the list,THRAWN: ALLIANCES;by Timothy Zahn;New this week,THE WOMAN IN CABIN 10;by Ruth Ware;New this week,THE ZOOKEEPER’S WIFE;by Diane Ackerman;10 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;38 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;19 weeks on the list,YOU ARE A BADASS;by Jen Sincero;66 weeks on the list,WONDER;by R.J. Palacio;88 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;422 weeks on the list,ALEX AND ELIZA;by Melissa de la Cruz;New this week,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,ATTITUDE;by Jay Wright with Michael Sheridan and Mark Dagostino;
3,ONE PERFECT LIE;by Lisa Scottoline;New this week,"ALL BY MYSELF, ALONE;by Mary Higgins Clark;2 weeks on the list",ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;2 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;38 weeks on the list,HALLELUJAH ANYWAY;by Anne Lamott;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;188 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;18 weeks on the list,DOG MAN;by Dav Pilkey;33 weeks on the list,"MIGHTY, MIGHTY CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;9 weeks on the list",MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;82 weeks on the list,THE HATE U GIVE;by Angie Thomas;7 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,SAPIENS;by Yuval Noah Harari;,THE BOYS IN THE BOAT;by Daniel James Brown;
4,THE BURIAL HOUR;by Jeffery Deaver;New this week,ONE PERFECT LIE;by Lisa Scottoline;New this week,BIG LITTLE LIES;by Liane Moriarty;24 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;18 weeks on the list,THE TRUE JESUS;by David Limbaugh;New this week,ON TYRANNY;by Timothy Snyder;7 weeks on the list,WEALTH CAN'T WAIT;by David Osborn and Paul Morris;New this week,LOST IN A BOOK;by Jennifer Donnelly;11 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;199 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;44 weeks on the list,CARVE THE MARK;by Veronica Roth;13 weeks on the list,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,HOMO DEUS;by Yuval Noah Harari;,SHAKEN;by Tim Tebow;
5,THRAWN: ALLIANCES;by Timothy Zahn;New this week,THE BURIAL HOUR;by Jeffery Deaver;New this week,A MAN CALLED OVE;by Fredrik Backman;68 weeks on the list,THE TRUE JESUS;by David Limbaugh;New this week,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;31 weeks on the list,WHITE TRASH;by Nancy Isenberg;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;196 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;15 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;165 weeks on the list,WARRIORS: A VISION OF SHADOWS;by Erin Hunter;New this week,THE MADDIE DIARIES;by Maddie Ziegler;6 weeks on the list,THE UNDOING PROJECT;by Michael Lewis;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,THE 1997 MASTERS: MY STORY;by Tiger Woods with Lorne Rubenstein;
6,THE SHACK;by William P. Young;12 weeks on the list,"TWO FROM THE HEART;by James Patterson and Frank Costantini, Emily Raymond and Brian Sitts;New this week",THE SHACK;by William P. Young;149 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;31 weeks on the list,AN AMERICAN SICKNESS;by Elisabeth Rosenthal;New this week,THE LOST CITY OF Z;by David Grann;20 weeks on the list,UNSHAKABLE;by Tony Robbins with Peter Mallouk;7 weeks on the list,DRAGONWATCH;by Brandon Mull. Illustrated by Brandon Dorman;4 weeks on the list,WE'RE ALL WONDERS;by R.J. Palacio;3 weeks on the list,DORK DIARIES;by Rachel Renée Russell;203 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;46 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE UNDOING PROJECT;by Michael Lewis;,A LIFE WELL PLAYED;by Arnold Palmer;
7,"ALL BY MYSELF, ALONE;by Mary Higgins Clark;2 weeks on the list",NORSE MYTHOLOGY;by Neil Gaiman;10 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;7 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;60 weeks on the list,THE MOST BEAUTIFUL;by Mayte Garcia;2 weeks on the list,THE GENIUS OF BIRDS;by Jennifer Ackerman;New this week,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;79 weeks on the list,JACK AND THE GENIUSES: AT THE BOTTOM OF THE WORLD;by Bill Nye and Gregory Mone. Illustrated by Nick Iluzada;2 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;96 weeks on the list",I FUNNY;by James Patterson and Chris Grabenstein. Illustrated by Laura Park;10 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;43 weeks on the list",ORIGINALS;by Adam Grant;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",I GOT THIS;by Laurie Hernandez;
8,A MAN CALLED OVE;by Fredrik Backman;47 weeks on the list,SONG OF THE LION;by Anne Hillerman;New this week,THE NEST;by Cynthia D'Aprix Sweeney;2 weeks on the list,AN AMERICAN SICKNESS;by Elisabeth Rosenthal;New this week,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;26 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;5 weeks on the list,"WAIT, WHAT?;by James E. Ryan;New this week",WORD OF MOUSE;by James Patterson and Chris Grabenstein. Illustrated by Joe Sutphin;15 weeks on the list,PETE THE CAT: FIVE LITTLE DUCKS;by James Dean;New this week,PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;7 weeks on the list,CARAVAL;by Stephanie Garber;11 weeks on the list,GRIT;by Angela Duckworth;,LAB GIRL;by Hope Jahren;,BARBARIAN DAYS;by William Finnegan;
9,THE WOMAN IN CABIN 10;by Ruth Ware;12 weeks on the list,THE LOST ORDER;by Steve Berry;2 weeks on the list,A DOG'S PURPOSE;by W. Bruce Cameron;35 weeks on the list,HALLELUJAH ANYWAY;by Anne Lamott;2 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;59 weeks on the list,EVICTED;by Matthew Desmond;3 weeks on the list,HOW TO BE A BAWSE;by Lilly Singh;3 weeks on the list,PAX;Sara Pennypacker. Illustrated by Jon Klassen;57 weeks on the list,HOW TO RAISE A MOM;by Jean Reagan. Illustrated by Lee Wildish;New this week,BIG NATE;written and illustrated by Lincoln Peirce;129 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;23 weeks on the list,RADICAL CANDOR;by Kim Scott;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,COURAGE TO SOAR;by Simone Biles with Michelle Burford;
10,MILK AND HONEY;by Rupi Kaur;18 weeks on the list,MISSISSIPPI BLOOD;by Greg Iles;4 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;10 weeks on the list,PRINCE CHARLES;by Sally Bedell Smith;2 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;26 weeks on the list,ORIGINALS;by Adam Grant;8 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;122 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;28 weeks on the list,OLIVIA THE SPY;by Ian Falconer;New this week,RED QUEEN;by Victoria Aveyard;10 weeks on the list,HEARTLESS;by Marissa Meyer;21 weeks on the list,EYES WIDE OPEN;by Isaac Lidsky;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,THE LEGENDS CLUB;by John Feinstein;
11,MISTER MONEYBAGS;by Vi Keeland and Penelope Ward;New this week,THE WOMEN IN THE CASTLE;by Jessica Shattuck;3 weeks on the list,,THE MOST BEAUTIFUL;by Mayte Garcia;2 weeks on the list,RETURN OF THE KING;by Brian Windhorst and Dave McMenamin;New this week,,,,,,,,,
12,SONG OF THE LION;by Anne Hillerman;New this week,THE UNDERGROUND RAILROAD;by Colson Whitehead;34 weeks on the list,,RETURN OF THE KING;by Brian Windhorst and Dave McMenamin;New this week,THE CUBS WAY;by Tom Verducci;2 weeks on the list,,,,,,,,,
13,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;80 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;22 weeks on the list,,LETTERMAN;by Jason Zinoman;New this week,PRINCE CHARLES;by Sally Bedell Smith;2 weeks on the list,,,,,,,,,
14,LILAC GIRLS;by Martha Hall Kelly;6 weeks on the list,THE TEA GIRL OF HUMMINGBIRD LANE;by Lisa See;4 weeks on the list,,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;18 weeks on the list,BIG AGENDA;by David Horowitz;10 weeks on the list,,,,,,,,,
15,A DOG'S PURPOSE;by W. Bruce Cameron;18 weeks on the list,THE NIGHT THE LIGHTS WENT OUT;by Karen White;New this week,,ON TYRANNY;by Timothy Snyder;6 weeks on the list,THE GATEKEEPERS;by Chris Whipple;New this week,,,,,,,,,
