,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;42 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;43 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;6 weeks on the list,EDUCATED;by Tara Westover;71 weeks on the list,EDUCATED;by Tara Westover;71 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;10 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;133 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;12 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;191 weeks on the list,THE BAD GUYS;by Aaron Blabey;37 weeks on the list,THE HATE U GIVE;by Angie Thomas;122 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;
2,BACKLASH;by Brad Thor;New this week,BACKLASH;by Brad Thor;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;8 weeks on the list,THE PIONEERS;by David McCullough;8 weeks on the list,THE PIONEERS;by David McCullough;8 weeks on the list,BORN A CRIME;by Trevor Noah;20 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;64 weeks on the list",REFUGEE;by Alan Gratz;61 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;278 weeks on the list,DOG MAN;by Dav Pilkey;96 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;30 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;,EDUCATED;by Tara Westover;,RANGE;by David Epstein;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THE SIXTH MAN;by Andre Iguodala with Carvell Wallace;
3,LOST AND FOUND;by Danielle Steel;New this week,SUMMER OF '69;by Elin Hilderbrand;2 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;43 weeks on the list,BECOMING;by Michelle Obama;33 weeks on the list,BECOMING;by Michelle Obama;33 weeks on the list,SAPIENS;by Yuval Noah Harari;59 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;17 weeks on the list",POPULARMMOS PRESENTS ENTER THE MINE;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;4 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;276 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;537 weeks on the list,THE REST OF THE STORY;by Sarah Dessen;4 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,BAD BLOOD;by John Carreyrou;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,WOLFPACK;by Abby Wambach;
4,SUMMER OF '69;by Elin Hilderbrand;2 weeks on the list,LOST AND FOUND;by Danielle Steel;New this week,THE RECKONING;by John Grisham;2 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;6 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;6 weeks on the list,CALYPSO;by David Sedaris;4 weeks on the list,DARE TO LEAD;by Brené Brown;23 weeks on the list,WONDER;by R.J. Palacio;203 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;52 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;81 weeks on the list,"GHOSTS OF THE SHADOW MARKET;by Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link and Robin Wasserman;4 weeks on the list",THE SILENT PATIENT;by Alex Michaelides;,BORN A CRIME;by Trevor Noah;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",ONE GIANT LEAP;by Charles Fishman;,THE MVP MACHINE;by Ben Lindbergh and Travis Sawchik;
5,THE RECKONING;by John Grisham;20 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;4 weeks on the list,THE OUTSIDER;by Stephen King;4 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;10 weeks on the list,SONGS OF AMERICA;by Jon Meacham and Tim McGraw;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;36 weeks on the list,YOU ARE A BADASS;by Jen Sincero;178 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;72 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;56 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;177 weeks on the list,ON THE COME UP;by Angie Thomas;21 weeks on the list,FALL; OR DODGE IN HELL;by Neal Stephenson;,SAPIENS;by Yuval Noah Harari;,ATOMIC HABITS;by James Clear;,UNDERLAND;by Robert Macfarlane;,K;by Tyler Kepner;
6,COTTAGE BY THE SEA;by Debbie Macomber;5 weeks on the list,UNSOLVED;by James Patterson and David Ellis;4 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;17 weeks on the list,THE SIXTH MAN;by Andre Iguodala with Carvell Wallace;New this week,THE SIXTH MAN;by Andre Iguodala with Carvell Wallace;New this week,WHITE FRAGILITY;by Robin DiAngelo;51 weeks on the list,EVERYTHING IS F*CKED;by Mark Manson;7 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;13 weeks on the list,CARMELA FULL OF WISHES;by Matt de la Peña. Illustrated by Christian Robinson;3 weeks on the list,HARRY POTTER;by J.K. Rowling;536 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;80 weeks on the list,A CLASH OF KINGS;by George R.R. Martin;,SIEGE;by Michael Wolff;,OUTLIERS;by Malcolm Gladwell;,BEING MORTAL;by Atul Gawande;,PLAY HUNGRY;by Pete Rose;
7,CITY OF GIRLS;by Elizabeth Gilbert;4 weeks on the list,MRS. EVERYTHING;by Jennifer Weiner;3 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;4 weeks on the list,BORN A CRIME;by Trevor Noah;50 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;7 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;7 weeks on the list,MAKE YOUR BED;by William H. McRaven;68 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;19 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;31 weeks on the list,I SURVIVED;by Lauren Tarshis;53 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;8 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BALLPARK;by Paul Goldberger;
8,BEFORE WE WERE YOURS;by Lisa Wingate;42 weeks on the list,BIG SKY;by Kate Atkinson;New this week,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;56 weeks on the list,SONGS OF AMERICA;by Jon Meacham and Tim McGraw;3 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;10 weeks on the list,JUST MERCY;by Bryan Stevenson;159 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;276 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;7 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;162 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;508 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;69 weeks on the list,HEADS WILL ROLL;by Kate McKinnon and Emily Lynne;,RANGE;by David Epstein;,GRIT;by Angela Duckworth;,ELDERHOOD;by Louise Aronson;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
9,MRS. EVERYTHING;by Jennifer Weiner;3 weeks on the list,TOM CLANCY: ENEMY CONTACT;by Mike Maden;3 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;3 weeks on the list,THE MAN WHO SOLD AMERICA;by Joy-Ann Reid;New this week,THE MAN WHO SOLD AMERICA;by Joy-Ann Reid;New this week,THE CHOICE;by Edith Eva Eger;2 weeks on the list,STAY SEXY AND DON'T GET MURDERED;by Karen Kilgariff and Georgia Hardstark;5 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;11 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;159 weeks on the list",WHAT WAS . . . ?;by various authors;15 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;31 weeks on the list",SUMMER OF '69;by Elin Hilderbrand;,MIDNIGHT IN CHERNOBYL;by Adam Higginbotham;,WOLFPACK;by Abby Wambach;,WHY WE SLEEP;by Matthew Walker;,UNBROKEN;by Laura Hillenbrand;
10,BIG SKY;by Kate Atkinson;New this week,ON EARTH WE'RE BRIEFLY GORGEOUS;by Ocean Vuong;4 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;14 weeks on the list,SAPIENS;by Yuval Noah Harari;75 weeks on the list,SEA STORIES;by William H. McRaven;6 weeks on the list,GRIT;by Angela Duckworth;44 weeks on the list,MEDICAL MEDIUM CELERY JUICE;by Anthony William;6 weeks on the list,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;9 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;14 weeks on the list,DORK DIARIES;by Rachel Renée Russell;291 weeks on the list,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;12 weeks on the list,UNSOLVED;by James Patterson and David Ellis;,UNFREEDOM OF THE PRESS;by Mark R. Levin;,PRINCIPLES;by Ray Dalio;,CONSCIOUS;by Annaka Harris;,DARKNESS TO LIGHT;by Lamar Odom and Chris Palmer;
