,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;3 weeks on the list,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;3 weeks on the list,THE HELP;by Kathryn Stockett;42 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,AMERITOPIA;by Mark R. Levin;New this week,AMERITOPIA;by Mark R. Levin;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;62 weeks on the list,AMERITOPIA;by Mark R. Levin;New this week,THE END OF ILLNESS;by David B. Agus with Kristin Loberg;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;234 weeks on the list,AMERITOPIA;by Mark R. Levin;,X-MEN: SCHISM;by Jason Aaron and others;2 weeks on the list,HEALTH CARE REFORM;by Jonathan Gruber;2 weeks on the list,"SAILOR MOON, VOL. 3;by Naoko Takeuchi;New this week",THE FAULT IN OUR STARS;by John Green;2 weeks on the list,WAR HORSE;by Michael Morpurgo;11 weeks on the list,HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;13 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;74 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,AMERITOPIA;by Mark R. Levin;
2,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;23 weeks on the list,DEATH OF KINGS;by Bernard Cornwell;New this week,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;5 weeks on the list,,,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;52 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;3 weeks on the list,BOSSYPANTS;by Tina Fey;3 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;52 weeks on the list,PSYCHOLOGY OF WEALTH;by Charles Richards;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;545 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,BATMAN: THROUGH THE LOOKING GLASS;by Bruce Jones and Sam Keith;New this week,"THE WALKING DEAD, VOL. 15;by Robert Kirkman and Charlie Adlard;4 weeks on the list","SAILOR MOON, VOL. 2;by Naoko Takeuchi;6 weeks on the list",THE INVENTION OF HUGO CABRET;by Brian Selznick;97 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;32 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;9 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;158 weeks on the list,TAKING PEOPLE WITH YOU;by David Novak;,MONEYBALL;by Michael Lewis;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
3,THE HELP;by Kathryn Stockett;49 weeks on the list,BELIEVING THE LIE;by Elizabeth George;2 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;135 weeks on the list,,,THE HELP;by Kathryn Stockett;,STEVE JOBS;by Walter Isaacson;13 weeks on the list,STEVE JOBS;by Walter Isaacson;13 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;46 weeks on the list,STEVE JOBS;by Walter Isaacson;13 weeks on the list,TAKING PEOPLE WITH YOU;by David Novak;3 weeks on the list,EAT TO LIVE;by Joel Fuhrman;31 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,"THE ADVENTURES OF TINTIN, VOL. 1;by Hergé;8 weeks on the list","THE UNWRITTEN, VOL. 5;by Mike Carey and Peter Gross;New this week","NARUTO, VOL. 54;by Masashi Kishimoto;3 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;16 weeks on the list,MATCHED;by Ally Condie;18 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;16 weeks on the list",INHERITANCE;by Christopher Paolini;32 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",MONEY CLASS;by Suze Orman;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;15 weeks on the list,DEATH COMES TO PEMBERLEY;by P. D. James;7 weeks on the list,THE TIGER'S WIFE;by Téa Obreht;12 weeks on the list,,,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;3 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;17 weeks on the list,____ FINISH FIRST;by Tucker Max;14 weeks on the list,UNBROKEN;by Laura Hillenbrand;52 weeks on the list,DELICIOUSLY G-FREE;by Elisabeth Hasselbeck;2 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;46 weeks on the list,STEVE JOBS;by Walter Isaacson;,FEAR ITSELF;by Matt Fraction and Stuart Immonen;New this week,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;18 weeks on the list","TWIN SPICA, VOL. 11;by Kou Yaginuma;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;33 weeks on the list,THE BOOK THIEF;by Markus Zusak;228 weeks on the list,EXTRA YARN;by Mac Barnett. Illustrated by Jon Klassen;New this week,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;255 weeks on the list,PSYCHOLOGY OF WEALTH;by Charles Richards;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
5,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;3 weeks on the list,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;75 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;85 weeks on the list,,,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;17 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;20 weeks on the list,OUTLIERS;by Malcolm Gladwell;33 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;3 weeks on the list,SEXPERIMENT;by Ed and Lisa Young;2 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;64 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,BATMAN: NOEL;by Lee Bermejo;10 weeks on the list,THE COMPLETE PERSEPOLIS;by Marjane Satrapi;11 weeks on the list,"ONE PIECE, VOL, 60;by Eiichiro Oda;2 weeks on the list",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;12 weeks on the list,SWITCHED;by Amanda Hocking;3 weeks on the list,IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;16 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;235 weeks on the list,BOOMERANG;by Michael Lewis;,THE BIG SHORT;by Michael Lewis;,CATHERINE THE GREAT;by Robert K. Massie;
6,AMERICAN GODS;by Neil Gaiman;New this week,11/22/63;by Stephen King;11 weeks on the list,10TH ANNIVERSARY;by James Patterson and Maxine Paetro;2 weeks on the list,,,DEATH OF KINGS;by Bernard Cornwell;,UNBROKEN;by Laura Hillenbrand;52 weeks on the list,UNBROKEN;by Laura Hillenbrand;62 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;New this week,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;17 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;7 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;21 weeks on the list,BOSSYPANTS;by Tina Fey;,HARK! A VAGRANT;by Kate Beaton;17 weeks on the list,BATMAN: YEAR ONE;by Frank Miller and David Mazzucchelli;2 weeks on the list,"BLACK BIRD, VOL. 12;by Kanoko Sakurakoji;2 weeks on the list",THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;3 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;125 weeks on the list,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;14 weeks on the list,BAD KITTY;by Nick Bruel;New this week,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,IN THE GARDEN OF BEASTS;by Erik Larson;
7,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;22 weeks on the list,RAYLAN;by Elmore Leonard;New this week,TINKER TAILOR SOLDIER SPY;by John le Carré;4 weeks on the list,,,THE TIGER'S WIFE;by Téa Obreht;,BOSSYPANTS;by Tina Fey;33 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;13 weeks on the list",WINNER-TAKE-ALL POLITICS;by Jacob S. Hacker and Paul Pierson;New this week,BOSSYPANTS;by Tina Fey;42 weeks on the list,THE 17 DAY DIET;by Mike Moreno;40 weeks on the list,RADICAL;by David Platt;73 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;,"BATMAN: THE DARK KNIGHT, VOL. 1;by David Finch;2 weeks on the list","B. P. R. D. HELL ON EARTH, VOL. 2;by Mike Mignola and others;New this week","YU-GI-OH GX, VOL. 8;by Naoyuki Kageyama;2 weeks on the list",EVERY THING ON IT;by Shel Silverstein;17 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;23 weeks on the list",STUCK;by Oliver Jeffers;5 weeks on the list,DORK DIARIES;by Rachel Renée Russell;30 weeks on the list,GREEDY BASTARDS;by Dylan Ratigan;,4 ESSENTIALS OF ENTREPRENEURIAL THINKING;by Cliff Michaels;,THE OBAMAS;by Jodi Kantor;
8,11/22/63;by Stephen King;11 weeks on the list,SHADOWS IN FLIGHT;by Orson Scott Card;New this week,NIGHT ROAD;by Kristin Hannah;3 weeks on the list,,,BELIEVING THE LIE;by Elizabeth George;,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;11 weeks on the list,THE OBAMAS;by Jodi Kantor;2 weeks on the list,IN THE STILL OF THE NIGHT;by Ann Rule;4 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;11 weeks on the list,CHOOSE TO LOSE;by Chris Powell;3 weeks on the list,THE RESOLUTION FOR MEN;by Stephen and Alex Kendrick with Randy Alcorn;5 weeks on the list,UNBROKEN;by Laura Hillenbrand;,HABIBI;by Craig Thompson;17 weeks on the list,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and others;2 weeks on the list,"ROSARIO+VAMPIRE SEASON II, VOL. 7;by Akihisa Ikeda;3 weeks on the list",WONDERSTRUCK;by Brian Selznick;19 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;16 weeks on the list,THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;16 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;62 weeks on the list,EMOTIONAL EQUATIONS;by Chip Conley;,DRIVE;by Daniel H. Pink;,HOW DO YOU KILL 11 MILLION PEOPLE?;by Andy Andrews;
9,THE LITIGATORS;by John Grisham;13 weeks on the list,THE ROPE;by Nevada Barr;New this week,A DISCOVERY OF WITCHES;by Deborah Harkness;4 weeks on the list,,,DEATH COMES TO PEMBERLEY;by P. D. James;,CATHERINE THE GREAT;by Robert K. Massie;11 weeks on the list,ELIZABETH THE QUEEN;by Sally Bedell Smith;2 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;200 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;37 weeks on the list,WEIGHT WATCHERS ONE POT COOKBOOK;by the Weight Watchers staff;2 weeks on the list,MONEY CLASS;by Suze Orman;2 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",ANNOTATED SANDMAN VOL. 1;by Leslie S. Klinger;New this week,"FABLES, VOL. 16;by Bill Willingham and others;5 weeks on the list","NARUTO, VOL. 53;by Masashi Kishimoto;7 weeks on the list",THE LOST HERO;by Rick Riordan;63 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;22 weeks on the list,LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;15 weeks on the list,THE 39 CLUES;by various authors;94 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,THE CHECKLIST MANIFESTO;by Atul Gawande;,ELIZABETH THE QUEEN;by Sally Bedell Smith;
10,ISLAND OF LOST GIRLS;by Jennifer McMahon;New this week,THE LITIGATORS;by John Grisham;13 weeks on the list,THE HARBINGER;by Jonathan Cahn;3 weeks on the list,,,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;,"THINKING, FAST AND SLOW;by Daniel Kahneman;11 weeks on the list",CATHERINE THE GREAT;by Robert K. Massie;10 weeks on the list,MONEYBALL;by Michael Lewis;39 weeks on the list,WHY ME?;by Sarah Burleton;12 weeks on the list,I GOT THIS;by Jennifer Hudson;2 weeks on the list,THE RESOLUTION FOR WOMEN;by Priscilla Shirer;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"INVINCIBLE IRON MAN, VOL. 2;by Matt Fraction and Salvador Larroca;New this week",WATCHMEN;by Alan Moore and Dave Gibbons;104 weeks on the list,"DENGEKI DAISY, VOL. 8;by Kyousuke Motomi;3 weeks on the list",HALLOWED;by Cynthia Hand;New this week,THE LYING GAME;by Sara Shepard;3 weeks on the list,ONE COOL FRIEND;by Toni Buzzeo. Illustrated by David Small;New this week,BIG NATE;written and illustrated by Lincoln Peirce;44 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,JACK KENNEDY;by Chris Matthews;
