,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;New this week,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;133 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;50 weeks on the list,STEVE JOBS;by Walter Isaacson;11 weeks on the list,BOSSYPANTS;by Tina Fey;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;50 weeks on the list,REAL MARRIAGE;by Mark and Grace Driscoll;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;232 weeks on the list,STEVE JOBS;by Walter Isaacson;,"THE ADVENTURES OF TINTIN, VOL. 1;by Hergé;6 weeks on the list","THE WALKING DEAD, VOL. 15;by Robert Kirkman and Charlie Adlard;2 weeks on the list","NARUTO, VOL. 54;by Masashi Kishimoto;New this week",THE SON OF NEPTUNE;by Rick Riordan;14 weeks on the list,WAR HORSE;by Michael Morpurgo;9 weeks on the list,HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;11 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;72 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
2,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;21 weeks on the list,LOVE IN A NUTSHELL;by Janet Evanovich and Dorien Kelly;New this week,THE HELP;by Kathryn Stockett;40 weeks on the list,,,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;New this week,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;60 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;New this week,TAKING PEOPLE WITH YOU;by David Novak;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;543 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,HABIBI;by Craig Thompson;15 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;16 weeks on the list","YU-GI-OH GX, VOL. 8;by Naoyuki Kageyama;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;31 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;30 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;156 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",MONEYBALL;by Michael Lewis;,UNBROKEN;by Laura Hillenbrand;
3,THE HELP;by Kathryn Stockett;47 weeks on the list,DEATH COMES TO PEMBERLEY;by P. D. James;5 weeks on the list,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;3 weeks on the list,,,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;,STEVE JOBS;by Walter Isaacson;11 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;15 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;44 weeks on the list,STEVE JOBS;by Walter Isaacson;11 weeks on the list,THE 17 DAY DIET;by Mike Moreno;38 weeks on the list,EAT TO LIVE;by Joel Fuhrman;29 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,HARK! A VAGRANT;by Kate Beaton;15 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;31 weeks on the list","ONE PIECE, VOL, 60;by Eiichiro Oda;New this week",CLOCKWORK PRINCE;by Cassandra Clare;5 weeks on the list,MATCHED;by Ally Condie;16 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;14 weeks on the list",INHERITANCE;by Christopher Paolini;30 weeks on the list,BOOMERANG;by Michael Lewis;,"I, STEVE;edited by George Beahm;",BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;
4,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;13 weeks on the list,11/22/63;by Stephen King;9 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;83 weeks on the list,,,THE HELP;by Kathryn Stockett;,BOSSYPANTS;by Tina Fey;31 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;11 weeks on the list",THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;41 weeks on the list,UNBROKEN;by Laura Hillenbrand;50 weeks on the list,THE DASH DIET ACTION PLAN;by Marla Heller;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;44 weeks on the list,BOSSYPANTS;by Tina Fey;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;44 weeks on the list","FABLES, VOL. 16;by Bill Willingham and others;3 weeks on the list","ROSARIO+VAMPIRE SEASON II, VOL. 7;by Akihisa Ikeda;New this week",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;10 weeks on the list,SWITCHED;by Amanda Hocking;New this week,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;12 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;60 weeks on the list,BACK TO WORK;by Bill Clinton;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,JACK KENNEDY;by Chris Matthews;
5,11/22/63;by Stephen King;9 weeks on the list,77 SHADOW STREET;by Dean Koontz;2 weeks on the list,THE TIGER'S WIFE;by Téa Obreht;10 weeks on the list,,,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;15 weeks on the list,UNBROKEN;by Laura Hillenbrand;60 weeks on the list,____ FINISH FIRST;by Tucker Max;12 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;15 weeks on the list,THE DUKAN DIET;by Pierre Dukan;25 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;62 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;13 weeks on the list",V FOR VENDETTA;by Alan Moore and David Lloyd;73 weeks on the list,"BLACK BIRD, VOL. 12;by Kanoko Sakurakoji;New this week",THE LOST HERO;by Rick Riordan;61 weeks on the list,THE BOOK THIEF;by Markus Zusak;226 weeks on the list,IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;14 weeks on the list,NIGHTSHADE;by Andrea Cremer;New this week,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,THE BIG SHORT;by Michael Lewis;,CATHERINE THE GREAT;by Robert K. Massie;
6,LOVE IN A NUTSHELL;by Janet Evanovich and Dorien Kelly;New this week,LOCKED ON;by Tom Clancy with Mark Greaney;4 weeks on the list,A DISCOVERY OF WITCHES;by Deborah Harkness;2 weeks on the list,,,LOVE IN A NUTSHELL;by Janet Evanovich and Dorien Kelly;,UNBROKEN;by Laura Hillenbrand;50 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;8 weeks on the list,GOD IS NOT GREAT;by Christopher Hitchens;9 weeks on the list,BOSSYPANTS;by Tina Fey;40 weeks on the list,EVERY DAY A FRIDAY;by Joel Osteen;17 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;19 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THE WALKING DEAD, BOOK 2;by Robert Kirkman and Charlie Adlard;4 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;103 weeks on the list","SKIP BEAT!, VOL. 26;by Yoshiki Nakamura;New this week",CROSSED;by Ally Condie;7 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;123 weeks on the list,STUCK;by Oliver Jeffers;3 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;253 weeks on the list,TIME TO GET TOUGH;by  Donald J. Trump;,DRIVE;by Daniel H. Pink;,BOOMERANG;by Michael Lewis;
7,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;New this week,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;73 weeks on the list,THE NEXT ALWAYS;by Nora Roberts;10 weeks on the list,,,DEATH COMES TO PEMBERLEY;by P. D. James;,"THINKING, FAST AND SLOW;by Daniel Kahneman;9 weeks on the list",THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;18 weeks on the list,OUTLIERS;by Malcolm Gladwell;31 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;9 weeks on the list,HOW DO YOU KILL 11 MILLION PEOPLE?;by Andy Andrews;New this week,RADICAL;by David Platt;71 weeks on the list,UNBROKEN;by Laura Hillenbrand;,VALVE PRESENTS THE SACRIFICE;by various;4 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;24 weeks on the list,"NARUTO, VOL. 53;by Masashi Kishimoto;5 weeks on the list",WONDERSTRUCK;by Brian Selznick;17 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;14 weeks on the list,THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;14 weeks on the list,WITCH AND WIZARD;by James Patterson and others;5 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,TIPPING POINT;by Malcolm Gladwell;,IN THE GARDEN OF BEASTS;by Erik Larson;
8,THE LITIGATORS;by John Grisham;11 weeks on the list,THE LITIGATORS;by John Grisham;11 weeks on the list,TINKER TAILOR SOLDIER SPY;by John le Carré;2 weeks on the list,,,11/22/63;by Stephen King;,CATHERINE THE GREAT;by Robert K. Massie;9 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;6 weeks on the list,IN THE STILL OF THE NIGHT;by Ann Rule;2 weeks on the list,WHY ME?;by Sarah Burleton;10 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;31 weeks on the list,A SIMPLE ACT OF GRATITUDE;by John Kralik;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"THE WALKING DEAD, BOOK 7;by Robert Kirkman and Charlie Adlard;8 weeks on the list","THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;22 weeks on the list","MAXIMUM RIDE MANGA, VOL. 5;by James Patterson;4 weeks on the list",EVERY THING ON IT;by Shel Silverstein;16 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;21 weeks on the list",LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;13 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;202 weeks on the list,CIVILIZATION;by Niall Ferguson;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,BACK TO WORK;by Bill Clinton;
9,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;20 weeks on the list,THE BEST OF ME;by Nicholas Sparks;13 weeks on the list,NIGHT ROAD;by Kristin Hannah;New this week,,,THE TIGER'S WIFE;by Téa Obreht;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;46 weeks on the list,BOOMERANG;by Michael Lewis;14 weeks on the list,BORN TO RUN;by Christopher McDougall;41 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;11 weeks on the list",WEIGHT WATCHERS ONE POT COOKBOOK;by the Weight Watchers staff;New this week,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;130 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;,THE BEST AMERICAN COMICS 2011;by various;9 weeks on the list,SMILE;by Raina Telgemeier;15 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 27;by Hiromu Arakawa;3 weeks on the list",DIVERGENT;by Veronica Roth;12 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;20 weeks on the list,THE MAN IN THE MOON;by William Joyce;2 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;42 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,THE CHECKLIST MANIFESTO;by Atul Gawande;,THE TIME OF OUR LIVES;by Tom Brokaw;
10,KILL ALEX CROSS;by James Patterson;8 weeks on the list,KILL ALEX CROSS;by James Patterson;8 weeks on the list,THE HARBINGER;by Jonathan Cahn;New this week,,,77 SHADOW STREET;by Dean Koontz;,IN THE GARDEN OF BEASTS;by Erik Larson;31 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;31 weeks on the list,THE SOCIAL ANIMAL;by David Brooks;New this week,IN THE GARDEN OF BEASTS;by Erik Larson;35 weeks on the list,CHOOSE TO LOSE;by Chris Powell;New this week,THE NEW ATKINS FOR A NEW YOU COOKBOOK;by Colette Heimowitz;New this week,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;,FEYNMAN;by Jim Ottaviani and Leland Myrick;10 weeks on the list,"CRIMINAL, VOL. 6;by Ed Brubaker and Sean Phillips;3 weeks on the list","DENGEKI DAISY, VOL. 8;by Kyousuke Motomi;New this week",CINDER;by Marissa Meyer;New this week,THE LYING GAME;by Sara Shepard;2 weeks on the list,WIZARD OF OZ SCANIMATION;by Rufus Butler Seder;7 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;233 weeks on the list,CURRENCY WARS;by James Rickards;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
