,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,CAMINO ISLAND;by John Grisham;4 weeks on the list,CAMINO ISLAND;by John Grisham;4 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;12 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;49 weeks on the list,REDISCOVERING AMERICANISM;by Mark R. Levin;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;199 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;29 weeks on the list,WONDER;by R.J. Palacio;99 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;5 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;73 weeks on the list,THE HATE U GIVE;by Angie Thomas;18 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,PAPI;by David Ortiz with Michael Holley;
2,USE OF FORCE;by Brad Thor;New this week,MURDER GAMES;by James Patterson and Howard Roughan;New this week,THE HANDMAID'S TALE;by Margaret Atwood;21 weeks on the list,REDISCOVERING AMERICANISM;by Mark R. Levin;New this week,HILLBILLY ELEGY;by J.D. Vance;49 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;380 weeks on the list,YOU ARE A BADASS;by Jen Sincero;77 weeks on the list,THE DARK PROPHECY;by Rick Riordan;9 weeks on the list,DRAGONS LOVE TACOS 2;by Adam Rubin and Daniel Salmieri;9 weeks on the list,HARRY POTTER;by J.K. Rowling;432 weeks on the list,GENERATION ONE;by Pittacus Lore;New this week,OUTLIERS;by Malcolm Gladwell;,HIDDEN FIGURES;by Margot Lee Shetterly;,THE BOYS IN THE BOAT;by Daniel James Brown;
3,MURDER GAMES;by James Patterson and Howard Roughan;New this week,USE OF FORCE;by Brad Thor;New this week,MILK AND HONEY;by Rupi Kaur;64 weeks on the list,THE SWAMP;by Eric Bolling;New this week,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;9 weeks on the list,ON TYRANNY;by Timothy Snyder;18 weeks on the list,MAKE YOUR BED;by William H. McRaven;13 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;27 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;176 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;433 weeks on the list,LORD OF SHADOWS;by Cassandra Clare;6 weeks on the list,GRIT;by Angela Duckworth;,SAPIENS;by Yuval Noah Harari;,COACH WOODEN AND ME;by Kareem Abdul-Jabbar;
4,THE DUCHESS;by Danielle Steel;New this week,THE DUCHESS;by Danielle Steel;New this week,LILAC GIRLS;by Martha Hall Kelly;18 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;9 weeks on the list,THE SWAMP;by Eric Bolling;New this week,THE ZOOKEEPER’S WIFE;by Diane Ackerman;48 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;207 weeks on the list,DOG MAN;by Dav Pilkey;44 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;92 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;15 weeks on the list,ONCE AND FOR ALL;by Sarah Dessen;4 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,SHOE DOG;by Phil Knight;
5,SEVEN STONES TO STAND OR FALL;by Diana Gabaldon;New this week,SEVEN STONES TO STAND OR FALL;by Diana Gabaldon;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;13 weeks on the list,UNDERSTANDING TRUMP;by Newt Gingrich;3 weeks on the list,UNDERSTANDING TRUMP;by Newt Gingrich;3 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;30 weeks on the list,THE LOSE YOUR BELLY DIET;by Travis Stork;12 weeks on the list,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;New this week,WAITING IS NOT EASY!;by Mo Willems;49 weeks on the list,DESCENDANTS;by Melissa de la Cruz;6 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;2 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,TEAMMATE;by David Ross with Don Yaeger;
6,THE IDENTICALS;by Elin Hilderbrand;3 weeks on the list,THE IDENTICALS;by Elin Hilderbrand;3 weeks on the list,THE COUPLE NEXT DOOR;by Shari Lapena;5 weeks on the list,"AL FRANKEN, GIANT OF THE SENATE;by Al Franken;5 weeks on the list","AL FRANKEN, GIANT OF THE SENATE;by Al Franken;5 weeks on the list",THE DEVIL IN THE WHITE CITY;by Erik Larson;342 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;90 weeks on the list,THE MISADVENTURES OF MAX CRUMBLY: MIDDLE SCHOOL MAYHEM;by Rachel Renée Russell;4 weeks on the list,PRESS HERE;by Hervé Tullet;250 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;93 weeks on the list,CRAZY HOUSE;by James Patterson and Gabrielle Charbonnet;6 weeks on the list,SHOE DOG;by Phil Knight;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",UNBROKEN;by Laura Hillenbrand;
7,THE HANDMAID'S TALE;by Margaret Atwood;15 weeks on the list,INTO THE WATER;by Paula Hawkins;9 weeks on the list,BEHOLD THE DREAMERS;by ﻿Imbolo Mbue;New this week,OPTION B;by Sheryl Sandberg and Adam Grant;10 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;10 weeks on the list,NO IS NOT ENOUGH;by Naomi Klein;3 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;133 weeks on the list,POTTYMOUTH AND STOOPID;by James Patterson and Chris Grabenstein. Illustrated by Stephen Gilpin;3 weeks on the list,THE LEGEND OF ROCK PAPER SCISSORS;by Drew Daywalt. Illustrated by Adam Rex;4 weeks on the list,MERCY WATSON;by Kate DiCamillo. Illustrated by Chris Van Dusen;3 weeks on the list,MIDNIGHT JEWEL;by Richelle Mead;New this week,THE POWER OF HABIT;by Charles Duhigg;,HOMO DEUS;by Yuval Noah Harari;,THE SECRETS OF MY LIFE;by Caitlyn Jenner with Buzz Bissinger;
8,THE WOMAN IN CABIN 10;by Ruth Ware;23 weeks on the list,THE SILENT CORNER;by Dean Koontz;2 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;79 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;11 weeks on the list,THEFT BY FINDING;by David Sedaris;5 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;81 weeks on the list,UNINVITED;by Lysa TerKeurst;28 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;44 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;210 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;435 weeks on the list,THE GENTLEMAN'S GUIDE TO VICE AND VIRTUE;by Mackenzi Lee;New this week,ORIGINALS;by Adam Grant;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,A LIFE WELL PLAYED;by Arnold Palmer;
9,HIGH STAKES;by Fern Michaels;New this week,TOM CLANCY: POINT OF CONTACT;by Mike Maden;3 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;10 weeks on the list,THEFT BY FINDING;by David Sedaris;5 weeks on the list,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;4 weeks on the list,OUTLIERS;by Malcolm Gladwell;235 weeks on the list,THUG KITCHEN;by the staff of Thug Kitchen;58 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;26 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;28 weeks on the list,I SURVIVED;by Lauren Tarshis;27 weeks on the list,ALEX AND ELIZA;by Melissa de la Cruz;12 weeks on the list,LEADERS EAT LAST;by Simon Sinek;,THE POWER OF HABIT;by Charles Duhigg;,BUT SERIOUSLY;by John McEnroe;
10,INTO THE WATER;by Paula Hawkins;9 weeks on the list,COME SUNDOWN;by Nora Roberts;5 weeks on the list,ALL THE MISSING GIRLS;by Megan Miranda;14 weeks on the list,HUE 1968;by Mark Bowden;4 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;11 weeks on the list,WE ARE NEVER MEETING IN REAL LIFE;by Samantha Irby;3 weeks on the list,BLAST THE SUGAR OUT!;by Ian K. Smith;4 weeks on the list,THE HIDDEN ORACLE;by Rick Riordan;45 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;29 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;289 weeks on the list,NOW I RISE;by Kiersten White;New this week,GET YOUR ------ TOGETHER;by Sarah Knight;,QUIET;by Susan Cain;,SHAKEN;by Tim Tebow;
