,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;28 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;29 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;3 weeks on the list,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;New this week,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;New this week,BORN A CRIME;by Trevor Noah;6 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;3 weeks on the list",THE WIZENARD: TRAINING CAMP;by Wesley King. Created by Kobe Bryant;New this week,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;6 weeks on the list,DOG MAN;by Dav Pilkey;82 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;16 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,SHOE DOG;by Phil Knight;
2,RUN AWAY;by Harlan Coben;New this week,RUN AWAY;by Harlan Coben;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;29 weeks on the list,EDUCATED;by Tara Westover;57 weeks on the list,BECOMING;by Michelle Obama;19 weeks on the list,SAPIENS;by Yuval Noah Harari;45 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;50 weeks on the list",A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;New this week,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;12 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;523 weeks on the list,THE HATE U GIVE;by Angie Thomas;108 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,FLY GIRLS;by Keith O'Brien;
3,CELTIC EMPIRE;by Clive Cussler and Dirk Cussler;New this week,CELTIC EMPIRE;by Clive Cussler and Dirk Cussler;New this week,THE FIRST LADY;by James Patterson and Brendan DuBois;2 weeks on the list,BECOMING;by Michelle Obama;19 weeks on the list,EDUCATED;by Tara Westover;57 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;37 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;119 weeks on the list,WONDER;by R.J. Palacio;189 weeks on the list,YOU ARE MY HAPPY;by Hoda Kotb. Illustrated by Suzie Mason;3 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;143 weeks on the list,ON THE COME UP;by Angie Thomas;7 weeks on the list,DAISY JONES & THE SIX;by Taylor Jenkins Reid;,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;,ATOMIC HABITS;by James Clear;,MAMA'S LAST HUG;by Frans de Waal;,THE IMPOSSIBLE CLIMB;by Mark Synnott;
4,THE FIRST LADY;by James Patterson and Brendan DuBois;2 weeks on the list,WOLF PACK;by C.J. Box;2 weeks on the list,THE LOST GIRLS OF PARIS;by Pam Jenoff;8 weeks on the list,"KUSHNER, INC.;by Vicky Ward;New this week",DOING JUSTICE;by Preet Bharara;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;22 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;158 weeks on the list,DRAGON PEARL;by Yoon Ha Lee;3 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;264 weeks on the list,HARRY POTTER;by J.K. Rowling;522 weeks on the list,INTERNMENT;by Samira Ahmed;New this week,CEMETERY ROAD;by Greg Iles;,BAD BLOOD;by John Carreyrou;,THE POWER OF HABIT;by Charles Duhigg;,THE POWER OF HABIT;by Charles Duhigg;,INSIDE THE EMPIRE;by Bob Klapisch and Paul Solotaroff;
5,THE WOMAN IN THE WINDOW;by A.J. Finn;19 weeks on the list,CEMETERY ROAD;by Greg Iles;3 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;42 weeks on the list,BAD BLOOD;by John Carreyrou;33 weeks on the list,"KUSHNER, INC.;by Vicky Ward;New this week",KILLERS OF THE FLOWER MOON;by David Grann;51 weeks on the list,YOU ARE A BADASS;by Jen Sincero;164 weeks on the list,MERCI SUÁREZ CHANGES GEARS;by Meg Medina;4 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;11 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;45 weeks on the list,SHOUT;by Laurie Halse Anderson;2 weeks on the list,TIAMAT'S WRATH;by James S.A. Corey;,BORN A CRIME;by Trevor Noah;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
6,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;28 weeks on the list,DAISY JONES & THE SIX;by Taylor Jenkins Reid;3 weeks on the list,THE HUNTRESS;by Kate Quinn;4 weeks on the list,DOING JUSTICE;by Preet Bharara;New this week,BAD BLOOD;by John Carreyrou;23 weeks on the list,PLEASURE ACTIVISM;edited by adrienne maree brown;New this week,THE HOME EDIT;by Clea Shearer and Joanna Teplin;New this week,A VELOCITY OF BEING;edited by Maria Popova and Claudia Bedrick;2 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;177 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;163 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;12 weeks on the list",RENEGADES;by Craig Alanson;,SAPIENS;by Yuval Noah Harari;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,26 MARATHONS;by Meb Keflezighi with Scott Douglas;
7,WOLF PACK;by C.J. Box;2 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;7 weeks on the list,THE IMMORTALISTS;by Chloe Benjamin;7 weeks on the list,SAPIENS;by Yuval Noah Harari;65 weeks on the list,MAMA'S LAST HUG;by Frans de Waal;2 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;37 weeks on the list,THE LONGEVITY PARADOX;by Steven R. Gundry;New this week,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;15 weeks on the list,THE BAD SEED;by Jory John. Illustrated by Pete Oswald;5 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;69 weeks on the list,THE NEAR WITCH;by V. E. Schwab;2 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GRIT;by Angela Duckworth;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",AFTER THE MIRACLE;by Art Shamsky and Erik Sherman;
8,THE LOST GIRLS OF PARIS;by Pam Jenoff;8 weeks on the list,THE ISLAND OF SEA WOMEN;by Lisa See;3 weeks on the list,MILK AND HONEY;by Rupi Kaur;154 weeks on the list,SHORTEST WAY HOME;by Pete Buttigieg;2 weeks on the list,SHORTEST WAY HOME;by Pete Buttigieg;2 weeks on the list,GRIT;by Angela Duckworth;30 weeks on the list,DARE TO LEAD;by Brené Brown;11 weeks on the list,REFUGEE;by Alan Gratz;50 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;266 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;499 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;55 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,DOING JUSTICE;by Preet Bharara;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BEING MORTAL;by Atul Gawande;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
9,CEMETERY ROAD;by Greg Iles;3 weeks on the list,SILENT NIGHT;by Danielle Steel;3 weeks on the list,SOLD ON A MONDAY;by Kristina McMorris;16 weeks on the list,BORN A CRIME;by Trevor Noah;39 weeks on the list,THE UNINHABITABLE EARTH;by David Wallace-Wells;5 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;4 weeks on the list,DREYER'S ENGLISH;by Benjamin Dreyer;8 weeks on the list,MAX AND THE MIDKNIGHTS;by Lincoln Peirce;11 weeks on the list,P IS FOR PTERODACTYL;by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia;15 weeks on the list,THE SCHOOL FOR GOOD AND EVIL;by Soman Chainani;8 weeks on the list,TWO CAN KEEP A SECRET;by Karen M. McManus;11 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;,THE CASE FOR TRUMP;by Victor Davis Hanson;,BEST SELF;by Mike Bayer;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,LIFERIDER;by Laird Hamilton with Julian Borra;
10,THE SILENT PATIENT;by Alex Michaelides;7 weeks on the list,THE CHEF;by James Patterson and Max DiLallo;5 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;12 weeks on the list,MAMA'S LAST HUG;by Frans de Waal;2 weeks on the list,FIRST: SANDRA DAY O'CONNOR;by Evan Thomas;New this week,UTOPIA FOR REALISTS;by Rutger Bregman;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;273 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;15 weeks on the list,BECAUSE;by Mo Willems. Illustrated by Amber Ren;3 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;36 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;24 weeks on the list",RUN AWAY;by Harlan Coben;,THE POWER OF HABIT;by Charles Duhigg;,SHOE DOG;by Phil Knight;,WHY WE SLEEP;by Matthew Walker;,THE MAMBA MENTALITY;by Kobe Bryant;
