,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;39 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;40 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;3 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;3 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;3 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;7 weeks on the list,STAY SEXY AND DON'T GET MURDERED;by Karen Kilgariff and Georgia Hardstark;2 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;9 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;188 weeks on the list,DOG MAN;by Dav Pilkey;93 weeks on the list,"GHOSTS OF THE SHADOW MARKET;by Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link and Robin Wasserman;New this week",WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,WOLFPACK;by Abby Wambach;
2,SHADOW WARRIOR;by Christine Feehan;New this week,CITY OF GIRLS;by Elizabeth Gilbert;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;5 weeks on the list,SIEGE;by Michael Wolff;New this week,THE PIONEERS;by David McCullough;5 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;6 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;130 weeks on the list,POPULARMMOS PRESENTS ENTER THE MINE;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;New this week,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;8 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;534 weeks on the list,THE REST OF THE STORY;by Sarah Dessen;New this week,A GAME OF THRONES;by George R.R. Martin;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
3,UNSOLVED;by James Patterson and David Ellis;New this week,UNSOLVED;by James Patterson and David Ellis;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;40 weeks on the list,EDUCATED;by Tara Westover;68 weeks on the list,EDUCATED;by Tara Westover;68 weeks on the list,BORN A CRIME;by Trevor Noah;17 weeks on the list,MAKE YOUR BED;by William H. McRaven;65 weeks on the list,WONDER;by R.J. Palacio;200 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;49 weeks on the list,DESCENDANTS;by Melissa de la Cruz;19 weeks on the list,THE HATE U GIVE;by Angie Thomas;119 weeks on the list,HEADS WILL ROLL;by Kate McKinnon and Emily Lynne;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,FULL COUNT;by David Cone and Jack Curry;
4,CITY OF GIRLS;by Elizabeth Gilbert;New this week,FALL; OR DODGE IN HELL;by Neal Stephenson;New this week,A GENTLEMAN IN MOSCOW;by Amor Towles;11 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;7 weeks on the list,SIEGE;by Michael Wolff;New this week,SAPIENS;by Yuval Noah Harari;56 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;61 weeks on the list",REFUGEE;by Alan Gratz;58 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;275 weeks on the list,HARRY POTTER;by J.K. Rowling;533 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;27 weeks on the list,A CLASH OF KINGS;by George R.R. Martin;,THE PIONEERS;by David McCullough;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",AMERICA BEFORE;by Graham Hancock;,K;by Tyler Kepner;
5,FALL; OR DODGE IN HELL;by Neal Stephenson;New this week,QUEEN BEE;by Dorothea Benton Frank;2 weeks on the list,THE OUTSIDER;by Stephen King;New this week,THE PIONEERS;by David McCullough;5 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;4 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;48 weeks on the list,EVERYTHING IS F*CKED;by Mark Manson;4 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;69 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;28 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;505 weeks on the list,SORCERY OF THORNS;by Margaret Rogerson;New this week,THE SILENT PATIENT;by Alex Michaelides;,UNFREEDOM OF THE PRESS;by Mark R. Levin;,THE LATTE FACTOR;by David Bach and John David Mann;,ENLIGHTENMENT NOW;by Steven Pinker;,SPRAWLBALL;by Kirk Goldsberry;
6,SKIN GAME;by Stuart Woods and Parnell Hall;New this week,ON EARTH WE'RE BRIEFLY GORGEOUS;by Ocean Vuong;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;14 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;4 weeks on the list,BECOMING;by Michelle Obama;30 weeks on the list,CALYPSO;by David Sedaris;New this week,"GIRL, STOP APOLOGIZING;by Rachel Hollis;14 weeks on the list",KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;10 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;11 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;174 weeks on the list,ON THE COME UP;by Angie Thomas;18 weeks on the list,A STORM OF SWORDS;by George R.R. Martin;,BORN A CRIME;by Trevor Noah;,WOLFPACK;by Abby Wambach;,WHY WE SLEEP;by Matthew Walker;,DARKNESS TO LIGHT;by Lamar Odom and Chris Palmer;
7,BEFORE WE WERE YOURS;by Lisa Wingate;39 weeks on the list,THE GUEST BOOK;by Sarah Blake;5 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;53 weeks on the list,BECOMING;by Michelle Obama;30 weeks on the list,SEA STORIES;by William H. McRaven;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;33 weeks on the list,DARE TO LEAD;by Brené Brown;20 weeks on the list,THE CREATURE OF THE PINES;by Adam Gidwitz. Illustrated by Hatem Aly;2 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;273 weeks on the list,THE BAD GUYS;by Aaron Blabey;34 weeks on the list,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;9 weeks on the list,STORM CURSED;by Patricia Briggs;,SAPIENS;by Yuval Noah Harari;,"TRILLION DOLLAR COACH;by Eric Schmidt, Jonathan Rosenberg and Alan Eagle;",BEING MORTAL;by Atul Gawande;,SHOE DOG;by Phil Knight;
8,WOLF RAIN;by Nalini Singh;New this week,REDEMPTION;by David Baldacci;8 weeks on the list,LONG ROAD TO MERCY;by David Baldacci;2 weeks on the list,SEA STORIES;by William H. McRaven;3 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;7 weeks on the list,JUST MERCY;by Bryan Stevenson;156 weeks on the list,YOU ARE A BADASS;by Jen Sincero;175 weeks on the list,ENDLING: THE FIRST;by Katherine Applegate. Illustrated by Max Kostenko;5 weeks on the list,WHAT DO YOU DO WITH A CHANCE?;by Kobi Yamada. Illustrated by Mae Besom;7 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;44 weeks on the list,STEPSISTER;by Jennifer Donnelly;4 weeks on the list,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;,PRINCIPLES;by Ray Dalio;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,JUST SHOW UP;by Cal Ripken Jr. and James Dale;
9,LITTLE FIRES EVERYWHERE;by Celeste Ng;37 weeks on the list,SKIN GAME;by Stuart Woods and Parnell Hall;New this week,GOOD OMENS;by Neil Gaiman and Terry Pratchett;New this week,RANGE;by David Epstein;2 weeks on the list,THE BRITISH ARE COMING;by Rick Atkinson;4 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;4 weeks on the list,MEDICAL MEDIUM CELERY JUICE;by Anthony William;3 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;4 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;160 weeks on the list,THE MISADVENTURES OF MAX CRUMBLY;by Rachel Renée Russell;New this week,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;5 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,FLY GIRLS;by Keith O'Brien;
10,QUEEN BEE;by Dorothea Benton Frank;2 weeks on the list,SUNSET BEACH;by Mary Kay Andrews;5 weeks on the list,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;6 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;6 weeks on the list,NATURALLY TAN;by Tan France;New this week,OUTLIERS;by Malcolm Gladwell;277 weeks on the list,WHY MY CAT IS MORE IMPRESSIVE THAN YOUR BABY;by Matthew Inman;New this week,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;6 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;156 weeks on the list",WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;78 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;66 weeks on the list,TRUTH AND LIES;by Caroline Mitchell;,THE MOMENT OF LIFT;by Melinda Gates;,GRIT;by Angela Duckworth;,BOTTLE OF LIES;by Katherine Eban;,MIND AND MATTER;by John Urschel and Louisa Thomas;
