,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE HELP;by Kathryn Stockett;18 weeks on the list,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;New this week,THE HELP;by Kathryn Stockett;11 weeks on the list,,,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;21 weeks on the list,THE GREATER JOURNEY;by David McCullough;4 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;21 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;203 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;,"BATMAN & ROBIN, VOL. 3;by Grant Morrison and others;5 weeks on the list","BUFFY THE VAMPIRE SLAYER: SEASON EIGHT, VOL. 8;by Joss Whedon, Georges Jeanty and others;New this week","NARUTO, VOL. 51;by Masashi Kishimoto;2 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;7 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;New this week,SHOULD I SHARE MY ICE CREAM? (AN ELEPHANT AND PIGGIE BOOK);written and illustrated by Mo Willems;New this week,THE HUNGER GAMES;by Suzanne Collins;43 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;,OUTLIERS;by Malcolm Gladwell;,IN THE GARDEN OF BEASTS;by Erik Larson;
2,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;New this week,ONE SUMMER;by David Baldacci;New this week,WATER FOR ELEPHANTS;by Sara Gruen;125 weeks on the list,,,THE HELP;by Kathryn Stockett;,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;New this week,UNBROKEN;by Laura Hillenbrand;31 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;31 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;6 weeks on the list,THE 17 DAY DIET;by Mike Moreno;14 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;516 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;29 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;67 weeks on the list,"VAMPIRE KNIGHT, VOL. 12;by Matsuri Hino;2 weeks on the list",THEODORE BOONE: THE ABDUCTION;by John Grisham;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;197 weeks on the list,LEGO HARRY POTTER;by the DK staff;5 weeks on the list,FALLEN;by Lauren Kate;New this week,KNOWING YOUR VALUE;by Mika Brzezinski;,DRIVE;by Daniel H. Pink;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;
3,WATER FOR ELEPHANTS;by Sara Gruen;21 weeks on the list,STATE OF WONDER;by Ann Patchett;2 weeks on the list,ROOM;by Emma Donoghue;7 weeks on the list,,,ONE SUMMER;by David Baldacci;,IN THE GARDEN OF BEASTS;by Erik Larson;6 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;6 weeks on the list,OUTLIERS;by Malcolm Gladwell;2 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;21 weeks on the list,THE DUKAN DIET;by Pierre Dukan;9 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;16 weeks on the list,THE GREATER JOURNEY;by David McCullough;,THE INFLUENCING MACHINE: BROOKE GLADSTONE ON THE MEDIA;by Brooke Gladstone and Josh Neufeld;2 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;63 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 25;by Hiromu Arakawa;2 weeks on the list",WHAT HAPPENED TO GOODBYE;by Sarah Dessen;6 weeks on the list,MR. POPPER'S PENGUINS;by Richard Atwater and Florence Atwater;3 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;23 weeks on the list,DORK DIARIES;by Rachel Renée Russell;2 weeks on the list,CAR GUYS VS. BEAN COUNTERS;by Bob Lutz;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,UNBROKEN;by Laura Hillenbrand;
4,ONE SUMMER;by David Baldacci;New this week,FOLLY BEACH;by Dorothea Benton Frank;New this week,CUTTING FOR STONE;by Abraham Verghese;73 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,UNBROKEN;by Laura Hillenbrand;21 weeks on the list,DEMONIC;by Ann Coulter;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;15 weeks on the list,BOSSYPANTS;by Tina Fey;11 weeks on the list,GUY FIERI FOOD;by Guy Fieri;5 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;35 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"AMERICAN VAMPIRE, VOL. 2;by Scott Snyder and Rafael Albuquereque;3 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;83 weeks on the list","OURAN HIGH SCHOOL HOST CLUB, VOL. 16;by Bisco Hatori;2 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;59 weeks on the list",THEODORE BOONE: KID LAWYER;by John Grisham;7 weeks on the list,"NANCY CLANCY, SECRET ADMIRER;by Jane O'Connor. Illustrated by Robin Preiss Glasser;4 weeks on the list",JUDY MOODY;by Megan McDonald. Illustrated by Peter H. Reynolds;3 weeks on the list,GET RICH CLICK!;by Marc Ostrofsky;,"TRIBAL LEADERSHIP;by Dave Logan, John King and Halee Fischer-Wright;",DEMONIC;by Ann Coulter;
5,A GAME OF THRONES;by George R.R. Martin;10 weeks on the list,CARTE BLANCHE;by Jeffery Deaver;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;106 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,THE GREATER JOURNEY;by David McCullough;4 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;6 weeks on the list,"THANK YOU NOTES;by Jimmy Fallon with the writers of ""Late Night"";4 weeks on the list",UNBROKEN;by Laura Hillenbrand;21 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;27 weeks on the list,RADICAL;by David Platt;52 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,"BRIGHTEST DAY, VOL. 2;by Geoff Johns and Peter J. Tomasi;6 weeks on the list","FABLES, VOL. 15;by Bill Willingham and Mark Buckingham;10 weeks on the list","BLEACH, VOL. 35;by Tite Kubo;2 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;2 weeks on the list,NATIONAL GEOGRAPHIC KIDS ALMANAC 2012;by National Geographic Kids;3 weeks on the list,LEGO STAR WARS;by Simon Beecroft;77 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;127 weeks on the list,WE FIRST;by Simon Mainwaring;,TIPPING POINT;by Malcolm Gladwell;,LOST IN SHANGRI-LA;by Mitchell Zuckoff;
6,STATE OF WONDER;by Ann Patchett;2 weeks on the list,THE KINGDOM;by Clive Cussler with Grant Blackwood;2 weeks on the list,A VISIT FROM THE GOON SQUAD;by Jennifer Egan;13 weeks on the list,,,STATE OF WONDER;by Ann Patchett;,BOSSYPANTS;by Tina Fey;11 weeks on the list,BOSSYPANTS;by Tina Fey;11 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;224 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;6 weeks on the list,GET RICH CLICK!;by Marc Ostrofsky;3 weeks on the list,SUPER NATURAL EVERY DAY;by Heidi Swanson;7 weeks on the list,DEMONIC;by Ann Coulter;,"BRIGHTEST DAY, VOL. 1;by Geoff Johns and Peter Tomasi;25 weeks on the list",GREEN LANTERN: SECRET ORIGIN;by Geoff Johns and Ivan Reis;3 weeks on the list,"BLUE EXORCIST, VOL. 2;by Kato Kazue;2 weeks on the list",THE LOST HERO;by Rick Riordan;36 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;99 weeks on the list,PRESS HERE;by Hervé Tullet;9 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;206 weeks on the list,TOUCHPOINTS;by Douglas Conant and Mette Norgaard;,THE BIG SHORT;by Michael Lewis;,THE HEART AND THE FIST;by Eric Greitens;
7,CARTE BLANCHE;by Jeffery Deaver;New this week,SISTERHOOD EVERLASTING;by Ann Brashares;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;104 weeks on the list,,,FOLLY BEACH;by Dorothea Benton Frank;,DEMONIC;by Ann Coulter;2 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;3 weeks on the list,LIFE;by Keith Richards with James Fox;7 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;New this week,LOVE WINS;by Rob Bell;14 weeks on the list,EAT TO LIVE;by Joel Fuhrman;New this week,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;19 weeks on the list,"THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;18 weeks on the list","MAXIMUM RIDE, VOL. 4;by James Patterson and NaRae Lee;8 weeks on the list",TIGER'S QUEST;by Colleen Houck;2 weeks on the list,ALONG FOR THE RIDE;by Sarah Dessen;11 weeks on the list,CHARLIE THE RANCH DOG;by Ree Drummond. Illustrated by Diane DeGroat;8 weeks on the list,THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL;by Michael Scott;12 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE CHECKLIST MANIFESTO;by Atul Gawande;,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;
8,10TH ANNIVERSARY;by James Patterson and Maxine Paetro;7 weeks on the list,HIT LIST;by Laurell K. Hamilton;2 weeks on the list,ONE DAY;by David Nicholls;16 weeks on the list,,,ROOM;by Emma Donoghue;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;6 weeks on the list,THOSE GUYS HAVE ALL THE FUN;by James Andrew Miller and Tom Shales;4 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;67 weeks on the list,THE GREATER JOURNEY;by David McCullough;4 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;104 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;120 weeks on the list,BOSSYPANTS;by Tina Fey;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;29 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;56 weeks on the list,"BAKUMAN, VOL. 5;by Tsugumi Ohba;2 weeks on the list",DIVERGENT;by Veronica Roth;7 weeks on the list,"YOU: THE OWNER’S MANUAL FOR TEENS;by Michael F. Roizen, Mehmet C. Oz and Ellen Rome;New this week",LADYBUG GIRL AND THE BUG SQUAD;by David Soman and Jacky Davis;11 weeks on the list,HARRY POTTER;by J.K. Rowling;257 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AREA 51;by Annie Jacobsen;
9,BURIED PREY;by John Sandford;6 weeks on the list,10TH ANNIVERSARY;by James Patterson and Maxine Paetro;7 weeks on the list,THE ALCHEMIST;by Paulo Coelho;181 weeks on the list,,,CARTE BLANCHE;by Jeffery Deaver;,MY HORIZONTAL LIFE;by Chelsea Handler;3 weeks on the list,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;6 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;6 weeks on the list,DEMONIC;by Ann Coulter;2 weeks on the list,THE SECRET;by Rhonda Byrne;180 weeks on the list,FORGOTTEN GOD;by Francis Chan with Danae Yankoski;4 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;33 weeks on the list",SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;53 weeks on the list,"ONE PIECE, VOL. 57;by Eiichiro Oda;2 weeks on the list",OUT OF MY MIND;by Sharon M. Draper;New this week,WHERE THE MOUNTAIN MEETS THE MOON;by Grace Lin;3 weeks on the list,ME ... JANE;by Patrick McDonnell;7 weeks on the list,THE IMMORTALS;by Alyson Noël;24 weeks on the list,MONEY CLASS;by Suze Orman;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,ON CHINA;by Henry Kissinger;
10,FOLLY BEACH;by Dorothea Benton Frank;New this week,DEAD RECKONING;by Charlaine Harris;7 weeks on the list,A GAME OF THRONES;by George R.R. Martin;6 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;21 weeks on the list,DOES THE NOISE IN MY HEAD BOTHER YOU?;by Steven Tyler with David Dalton;7 weeks on the list,BORN TO RUN;by Christopher McDougall;12 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;21 weeks on the list,A PLACE OF YES;by Bethenny Frankel;8 weeks on the list,MADE TO CRAVE;by Lysa TerKeurst;12 weeks on the list,THOSE GUYS HAVE ALL THE FUN;by James Andrew Miller and Tom Shales;,GREEN LANTERN CORPS: REVOLT OF THE ALPHA LANTERNS;by Tony Bedard and others;3 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;44 weeks on the list,"BLACK BIRD, VOL. 8;by Kanoko Sakurakoji;6 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;23 weeks on the list,THE NINE LIVES OF CHLOE KING;by Liz Braswell;New this week,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;30 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;26 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,LIKEABLE SOCIAL MEDIA;by Dave Kerpen;,SECRET KNOWLEDGE;by David Mamet;
