,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,WHERE THE CRAWDADS SING;by Delia Owens;71 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;72 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;35 weeks on the list,JUST MERCY;by Bryan Stevenson;21 weeks on the list,EDUCATED;by Tara Westover;100 weeks on the list,JUST MERCY;by Bryan Stevenson;188 weeks on the list,LEADERSHIP STRATEGY AND TACTICS;by Jocko Willink;New this week,WONDER;by R.J. Palacio;231 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;21 weeks on the list,DOG MAN;by Dav Pilkey;125 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;2 weeks on the list,THE LAST WISH;by Andrzej Sapkowski;,TALKING TO STRANGERS;by Malcolm Gladwell;,LEADERSHIP STRATEGY AND TACTICS;by Jocko Willink;,GUTS;by Raina Telgemeier;,VENDETTA IN DEATH;by J.D. Robb;,A LONG WALK TO WATER;by Linda Sue Park;,DEAR MARTIN;by Nic Stone;
2,LOST;by James Patterson and James O. Born;New this week,LOST;by James Patterson and James O. Born;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;37 weeks on the list,EDUCATED;by Tara Westover;100 weeks on the list,TIGHTROPE;by Nicholas D. Kristof and Sheryl WuDunn;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;65 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;11 weeks on the list",REFUGEE;by Alan Gratz;82 weeks on the list,LOVE FROM THE CRAYONS;by Drew Daywalt and Oliver Jeffers;2 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;108 weeks on the list,THE HATE U GIVE;by Angie Thomas;151 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,A VERY STABLE GENIUS;by Philip Rucker and Carol Leonnig;,ATOMIC HABITS;by James Clear;,STRANGE PLANET;by Nathan W. Pyle;,THE BOY;by Tami Hoag;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,LONG WAY DOWN;by Jason Reynolds;
3,THE LAST WISH;by Andrzej Sapkowski;4 weeks on the list,DEAR EDWARD;by Ann Napolitano;2 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;72 weeks on the list,TIGHTROPE;by Nicholas D. Kristof and Sheryl WuDunn;New this week,TALKING TO STRANGERS;by Malcolm Gladwell;19 weeks on the list,SAPIENS;by Yuval Noah Harari;88 weeks on the list,THE BLUE ZONES KITCHEN;by Dan Buettner;6 weeks on the list,ALI CROSS;by James Patterson;8 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;218 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;566 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;7 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;,BECOMING;by Michelle Obama;,DARE TO LEAD;by Brené Brown;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,THE FIRST LADY;by James Patterson and Brendan DuBois;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOOK THIEF;by Markus Zusak;
4,THE GUARDIANS;by John Grisham;14 weeks on the list,SUCH A FUN AGE;by Kiley Reid;3 weeks on the list,THE OUTSIDER;by Stephen King;9 weeks on the list,RUNNING AGAINST THE DEVIL;by Rick Wilson;New this week,BECOMING;by Michelle Obama;58 weeks on the list,BORN A CRIME;by Trevor Noah;49 weeks on the list,ATOMIC HABITS;by James Clear;11 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;41 weeks on the list,THE SERIOUS GOOSE;by Jimmy Kimmel;7 weeks on the list,THE BAD GUYS;by Aaron Blabey;61 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;104 weeks on the list,BLOOD OF ELVES;by Andrzej Sapkowski;,EDUCATED;by Tara Westover;,THE RIDE OF A LIFETIME;by Robert Iger;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,PIECES OF HER;by Karin Slaughter;,OUT OF MY MIND;by Sharon M. Draper;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
5,THE SILENT PATIENT;by Alex Michaelides;18 weeks on the list,THE GUARDIANS;by John Grisham;14 weeks on the list,YOU;by Caroline Kepnes;2 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;19 weeks on the list,RUNNING AGAINST THE DEVIL;by Rick Wilson;New this week,WHITE FRAGILITY;by Robin DiAngelo;76 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;162 weeks on the list,RACE TO THE SUN;by Rebecca Roanhorse;New this week,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;26 weeks on the list,HARRY POTTER;by J.K. Rowling;565 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;98 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,PRINCIPLES;by Ray Dalio;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,CUT AND RUN;by Fern Michaels;,THE UNTEACHABLES;by Gordon Korman;,THE LOST;by Natasha Preston;
6,THE DUTCH HOUSE;by Ann Patchett;17 weeks on the list,MORAL COMPASS;by Danielle Steel;2 weeks on the list,THE OVERSTORY;by Richard Powers;41 weeks on the list,BECOMING;by Michelle Obama;59 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;19 weeks on the list,WHY WE SLEEP;by Matthew Walker;39 weeks on the list,7-DAY APPLE CIDER VINEGAR CLEANSE;by J.J. Smith;4 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;40 weeks on the list,TOMORROW I'LL BE KIND;by Jessica Hische;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;205 weeks on the list,INFINITY SON;by Adam Silvera;New this week,AMERICAN DIRT;by Jeanine Cummins;,CATCH AND KILL;by Ronan Farrow;,OUTLIERS;by Malcolm Gladwell;,DRAMA;by Raina Telgemeier;,SILENT NIGHT;by Danielle Steel;,I AM MALALA;by Malala Yousafzai with Patricia McCormick;,LOOKING FOR ALASKA;by John Green;
7,DEAR EDWARD;by Ann Napolitano;2 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;17 weeks on the list,THE RIVER MURDERS;by James Patterson and James O. Born;2 weeks on the list,UNCANNY VALLEY;by Anna Wiener;New this week,UNCANNY VALLEY;by Anna Wiener;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;233 weeks on the list",YOU ARE A BADASS;by Jen Sincero;203 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;16 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;14 weeks on the list",WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;91 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;59 weeks on the list,SUCH A FUN AGE;by Kiley Reid;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE INFINITE GAME;by Simon Sinek;,WATCHMEN;by Alan Moore. Illustrated by Dave Gibbons;,HUCKLEBERRY LAKE;by Catherine Anderson;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE LIBRARIAN OF AUSCHWITZ;by Antonio Iturbe;
8,SUCH A FUN AGE;by Kiley Reid;3 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;33 weeks on the list,THE LAST WISH;by Andrzej Sapkowski;2 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;23 weeks on the list,CATCH AND KILL;by Ronan Farrow;9 weeks on the list,OUTLIERS;by Malcolm Gladwell;309 weeks on the list,BRAIN WASH;by David Perlmutter and Austin Perlmutter with Kristin Loberg;New this week,CLEAN GETAWAY;by Nic Stone;2 weeks on the list,"I AM MARTIN LUTHER KING, JR;by Brad Meltzer. Illustrated by Christopher Eliopoulos;3 weeks on the list",DORK DIARIES;by Rachel Renée Russell;309 weeks on the list,"LOVEBOAT, TAIPEI;by Abigail Hing Wen;2 weeks on the list",THE GUARDIANS;by John Grisham;,PROFILES IN CORRUPTION;by Peter Schweizer;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE COMING STORM;by Nora Roberts;,RESTART;by Gordon Korman;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,THE GIVER OF STARS;by Jojo Moyes;14 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;15 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;39 weeks on the list,CATCH AND KILL;by Ronan Farrow;9 weeks on the list,ME;by Elton John;14 weeks on the list,TO SHAKE THE SLEEPING SELF;by Jedidiah Jenkins;New this week,"GIRL, WASH YOUR FACE;by Rachel Hollis;82 weeks on the list",LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;4 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;298 weeks on the list,FIVE NIGHTS AT FREDDY'S;by Scott Cawthon and Kira Breed-Wrisley;3 weeks on the list,THE NIGHT COUNTRY;by Melissa Albert;2 weeks on the list,SWORD OF DESTINY;by Andrzej Sapkowski;,BORN A CRIME;by Trevor Noah;,RANGE;by David Epstein;,NEW KID;by Jerry Craft;,THE BEST OF US;by Robyn Carr;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,JUST MERCY;by Bryan Stevenson;
10,THE OUTSIDER;by Stephen King;14 weeks on the list,LONG BRIGHT RIVER;by Liz Moore;2 weeks on the list,THE WIVES;by Tarryn Fisher;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;7 weeks on the list,SUCCESSFUL AGING;by Daniel J. Levitin;2 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;3 weeks on the list,TINY HABITS;by B.J. Fogg;2 weeks on the list,LITTLE LEADERS;by Vashti Harrison;26 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;34 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;74 weeks on the list,THE FOUNTAINS OF SILENCE;by Ruta Sepetys;15 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,SAPIENS;by Yuval Noah Harari;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SISTERS;by Raina Telgemeier;,THE MALTA EXCHANGE;by Steve Berry;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,THE SUN IS ALSO A STAR;by Nicola Yoon;
