,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,WALK THE WIRE;by David Baldacci;New this week,IF IT BLEEDS;by Stephen King;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;51 weeks on the list,UNTAMED;by Glennon Doyle;7 weeks on the list,UNTAMED;by Glennon Doyle;7 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;7 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;3 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;54 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;15 weeks on the list,DOG MAN;by Dav Pilkey;139 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;8 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,LITTLE FIRES EVERYWHERE;by Celeste Ng;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,ALL THE BRIGHT PLACES;by Jennifer Niven;
2,IF IT BLEEDS;by Stephen King;New this week,WALK THE WIRE;by David Baldacci;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;53 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;9 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;9 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;79 weeks on the list,"FIERCE, FREE, AND FULL OF FIRE;by Jen Hatmaker;New this week",WONDER;by R.J. Palacio;245 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;30 weeks on the list,HARRY POTTER;by J.K. Rowling;579 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;6 weeks on the list,IF IT BLEEDS;by Stephen King;,FORTITUDE;by Dan Crenshaw;,DARE TO LEAD;by Brené Brown;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,LOST AND FOUND;by Danielle Steel;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
3,LITTLE FIRES EVERYWHERE;by Celeste Ng;63 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;86 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;3 weeks on the list,EDUCATED;by Tara Westover;114 weeks on the list,EDUCATED;by Tara Westover;114 weeks on the list,BORN A CRIME;by Trevor Noah;63 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;25 weeks on the list","FOOD NETWORK MAGAZINE: THE BIG, FUN KIDS COOKBOOK;by Food Network Magazine;3 weeks on the list",THE BAD SEED;by Jory John. Illustrated by Pete Oswald;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;580 weeks on the list,THE HATE U GIVE;by Angie Thomas;165 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,TALKING TO STRANGERS;by Malcolm Gladwell;,JOY AT WORK;by Marie Kondo and Scott Sonenshein;,DRAMA;by Raina Telgemeier;,SHELTER IN PLACE;by Nora Roberts;,THE MIRACULOUS JOURNEY OF EDWARD TULANE;by Kate DiCamillo. Illustrated by Bagram Ibatoulline;,THE TWIN;by Natasha Preston;
4,WHERE THE CRAWDADS SING;by Delia Owens;85 weeks on the list,MASKED PREY;by John Sandford;2 weeks on the list,NORMAL PEOPLE;by Sally Rooney;10 weeks on the list,HIDDEN VALLEY ROAD;by Robert Kolker;3 weeks on the list,BECOMING;by Michelle Obama;72 weeks on the list,SAPIENS;by Yuval Noah Harari;102 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;40 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;55 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;303 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;33 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;73 weeks on the list,WALK THE WIRE;by David Baldacci;,BECOMING;by Michelle Obama;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",NEW KID;by Jerry Craft;,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,JUST MERCY;by Bryan Stevenson;
5,MASKED PREY;by John Sandford;2 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;14 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;86 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;7 weeks on the list,THE HOUSE OF KENNEDY;by James Patterson and Cynthia Fagen;2 weeks on the list,A WOMAN OF NO IMPORTANCE;by Sonia Purnell;4 weeks on the list,MEDICAL MEDIUM CLEANSE TO HEAL;by Anthony William;New this week,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;12 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;70 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;529 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;118 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;,MORE MYSELF;by Alicia Keys with Michelle Burford;,BAD BLOOD;by John Carreyrou;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,ENVIOUS;by Lisa Jackson;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,"FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: FETCH;by Scott Cawthon, Andrea Waggener and Carly Anne West;"
6,AMERICAN DIRT;by Jeanine Cummins;14 weeks on the list,THE BOOK OF LONGINGS;by Sue Monk Kidd;New this week,BEFORE WE WERE YOURS;by Lisa Wingate;49 weeks on the list,THE HOUSE OF KENNEDY;by James Patterson and Cynthia Fagen;2 weeks on the list,HIDDEN VALLEY ROAD;by Robert Kolker;3 weeks on the list,JUST MERCY;by Bryan Stevenson;202 weeks on the list,ATOMIC HABITS;by James Clear;25 weeks on the list,ALI CROSS;by James Patterson;22 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;231 weeks on the list,THE BAD GUYS;by Aaron Blabey;75 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;21 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,THE SPLENDID AND THE VILE;by Erik Larson;,OUTLIERS;by Malcolm Gladwell;,GHOSTS;by Raina Telgemeier;,NEON PREY;by John Sandford;,WISH;by Barbara O'Connor;,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;
7,THE BOOK OF LONGINGS;by Sue Monk Kidd;New this week,THE SILENT PATIENT;by Alex Michaelides;47 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;41 weeks on the list,BECOMING;by Michelle Obama;73 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;19 weeks on the list,"WOW, NO THANK YOU;by Samantha Irby;4 weeks on the list",THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;176 weeks on the list,WINGS OF FIRE: LEGENDS: DRAGONSLAYER;by Tui T. Sutherland;8 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;308 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;219 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;16 weeks on the list,ESCAPE FROM VIRTUAL ISLAND;by John Lutz;,CHAOS;by Tom O'Neill and Dan Piepenbring;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,CAMINO ISLAND;by John Grisham;,A LONG WALK TO WATER;by Linda Sue Park;,FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: INTO THE PIT;by Scott Cawthon and Elley Cooper;
8,FIRST COMES SCANDAL;by Julia Quinn;New this week,THE GIVER OF STARS;by Jojo Moyes;28 weeks on the list,THE NIGHT FIRE;by Michael Connelly;2 weeks on the list,I'M YOUR HUCKLEBERRY;by Val Kilmer;New this week,I'M YOUR HUCKLEBERRY;by Val Kilmer;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;247 weeks on the list",FLOUR WATER SALT YEAST;by Ken Forkish;3 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;25 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;19 weeks on the list,GIVER QUARTET;by Lois Lowry;163 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;12 weeks on the list,CAMINO WINDS;by John Grisham;,HIDDEN VALLEY ROAD;by Robert Kolker;,GRIT;by Angela Duckworth;,SISTERS;by Raina Telgemeier;,THE WOMAN IN THE WINDOW;by A.J. Finn;,THE WILD ROBOT;by Peter Brown;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,THE WOMAN IN THE WINDOW;by A.J. Finn;29 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;6 weeks on the list,REVENGE;by James Patterson and Andrew Holmes;3 weeks on the list,FORTITUDE;by Dan Crenshaw;3 weeks on the list,FRONT ROW AT THE TRUMP SHOW;by Jonathan Karl;4 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;86 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;13 weeks on the list,REFUGEE;by Alan Gratz;93 weeks on the list,THE UNDEFEATED;by Kwame Alexander. Illustrated by Kadir Nelson;5 weeks on the list,THE SELECTION;by Kiera Cass;69 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;112 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,MYTHOS;by Stephen Fry;,LEADERSHIP;by Doris Kearns Goodwin;,STRANGE PLANET;by Nathan W. Pyle;,DENIM AND DIAMONDS;by Debbie Macomber;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,THE SUN IS ALSO A STAR;by Nicola Yoon;
10,THE SILENT PATIENT;by Alex Michaelides;32 weeks on the list,IN FIVE YEARS;by Rebecca Serle;7 weeks on the list,THE OVERSTORY;by Richard Powers;54 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;16 weeks on the list,MORE MYSELF;by Alicia Keys with Michelle Burford;4 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;9 weeks on the list,MAKE YOUR BED;by William H. McRaven;87 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;31 weeks on the list,THE COOL BEAN;by Jory John. Illustrated by Pete Oswald;3 weeks on the list,DORK DIARIES;by Rachel Renée Russell;318 weeks on the list,THEY WENT LEFT;by Monica Hesse;2 weeks on the list,MASKED PREY;by John Sandford;,EDUCATED;by Tara Westover;,RANGE;by David Epstein;,SMILE;by Raina Telgemeier;,WINDOW ON THE BAY;by Debbie Macomber;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,INTERNMENT;by Samira Ahmed;
