,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE DUKE AND I;by Julia Quinn;New this week,THE VANISHING HALF;by Brit Bennett;31 weeks on the list,HOME BODY;by Rupi Kaur;7 weeks on the list,A PROMISED LAND;by Barack Obama;7 weeks on the list,A PROMISED LAND;by Barack Obama;7 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;115 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;57 weeks on the list",THE ICKABOG;by J.K. Rowling;8 weeks on the list,LITTLE BLUE TRUCK'S VALENTINE;by Alice Schertle. Illustrated by Jill McElmurry;New this week,WINGS OF FIRE;by Tui T. Sutherland;95 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;153 weeks on the list,READY PLAYER TWO;by Ernest Cline;,A PROMISED LAND;by Barack Obama;,ATOMIC HABITS;by James Clear;,CAT KID COMIC CLUB;by Dav Pilkey;,MORAL COMPASS;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,THE VANISHING HALF;by Brit Bennett;31 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;11 weeks on the list,THE DUKE AND I;by Julia Quinn;New this week,GREENLIGHTS;by Matthew McConaughey;11 weeks on the list,GREENLIGHTS;by Matthew McConaughey;11 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;61 weeks on the list,ATOMIC HABITS;by James Clear;58 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;22 weeks on the list,THE WORLD NEEDS WHO YOU WERE MADE TO BE;by Joanna Gaines. Illustrated by Julianna Swaney;8 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;616 weeks on the list,THE COUSINS;by Karen M. McManus;5 weeks on the list,THE GUEST LIST;by Lucy Foley;,GREENLIGHTS;by Matthew McConaughey;,PAPPYLAND;by Wright Thompson;,A WEALTH OF PIGEONS;by Steve Martin and Harry Bliss;,UNSOLVED;by James Patterson and David Ellis;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THEY BOTH DIE AT THE END;by Adam Silvera;
3,HUSH-HUSH;by Stuart Woods;New this week,THE RETURN;by Nicholas Sparks;14 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;77 weeks on the list,UNTAMED;by Glennon Doyle;43 weeks on the list,UNTAMED;by Glennon Doyle;43 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;24 weeks on the list,MODERN COMFORT FOOD;by Ina Garten;13 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;35 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;25 weeks on the list,HARRY POTTER;by J.K. Rowling;615 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;41 weeks on the list,THE VANISHING HALF;by Brit Bennett;,CASTE;by Isabel Wilkerson;,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE DUKE AND I;by Julia Quinn;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THE BOOK THIEF;by Markus Zusak;
4,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;9 weeks on the list,READY PLAYER TWO;by Ernest Cline;6 weeks on the list,THE SONG OF ACHILLES;by Madeline Miller;11 weeks on the list,CASTE;by Isabel Wilkerson;22 weeks on the list,CASTE;by Isabel Wilkerson;22 weeks on the list,SAPIENS;by Yuval Noah Harari;125 weeks on the list,FORGIVING WHAT YOU CAN'T FORGET;by Lysa TerKeurst;3 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;90 weeks on the list,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY;by Robb Pearlman. Illustrated by Melanie Demmer;14 weeks on the list,DOG MAN;by Dav Pilkey;175 weeks on the list,ESSENTIALLY CHARLI;by Charli D’Amelio;4 weeks on the list,RHYTHM OF WAR;by Brandon Sanderson;,UNTAMED;by Glennon Doyle;,DARE TO LEAD;by Brené Brown;,GUTS;by Raina Telgemeier;,TEXAS KILL OF THE MOUNTAIN MAN;by William W. Johnstone and J.A. Johnstone;,WISH;by Barbara O'Connor;,SIX OF CROWS;by Leigh Bardugo;
5,THE LAW OF INNOCENCE;by Michael Connelly;8 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;122 weeks on the list,THE QUEEN'S GAMBIT;by Walter Tevis;8 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;19 weeks on the list,BECOMING;by Michelle Obama;99 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;122 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;197 weeks on the list,A TALE OF WITCHCRAFT...;by Chris Colfer;13 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;28 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;248 weeks on the list,THE HATE U GIVE;by Angie Thomas;201 weeks on the list,BRUSHFIRE;by Craig Alanson;,BECOMING;by Michelle Obama;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",THE RIVER MURDERS;by James Patterson and James O. Born;,A LONG WALK TO WATER;by Linda Sue Park;,FIVE TOTAL STRANGERS;by Natalie D. Richards;
6,A TIME FOR MERCY;by John Grisham;12 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;16 weeks on the list,MILK AND HONEY;by Rupi Kaur;172 weeks on the list,BECOMING;by Michelle Obama;92 weeks on the list,WORLD OF WONDERS;by Aimee Nezhukumatathil;4 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;53 weeks on the list,CAN'T HURT ME;by David Goggins;15 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;37 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;36 weeks on the list,COURT OF THORNS AND ROSES;by Sarah J. Maas;19 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;29 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,STRANGE PLANET;by Nathan W. Pyle;,THE MORNING AFTER;by Lisa Jackson;,LOOK BOTH WAYS;by Jason Reynolds;,ALL THE BRIGHT PLACES;by Jennifer Niven;
7,THE VISCOUNT WHO LOVED ME;by Julia Quinn;New this week,A TIME FOR MERCY;by John Grisham;12 weeks on the list,CIRCE;by Madeline Miller;31 weeks on the list,WORLD OF WONDERS;by Aimee Nezhukumatathil;4 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;31 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;38 weeks on the list,YOU ARE A BADASS;by Jen Sincero;222 weeks on the list,BECOMING MUHAMMAD ALI;by James Patterson and Kwame Alexander;13 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;255 weeks on the list,FIVE NIGHTS AT FREDDY'S: FAZBEAR FRIGHTS;by Scott Cawthon;2 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;28 weeks on the list,A TIME FOR MERCY;by John Grisham;,TALKING TO STRANGERS;by Malcolm Gladwell;,EDISON;by Edmund Morris;,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1;by Koyoharu Gotouge;",A CHRISTMAS MESSAGE;by Debbie Macomber;,BLENDED;by Sharon M. Draper;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
8,ANXIOUS PEOPLE;by Fredrik Backman;17 weeks on the list,THE MYSTERY OF MRS. CHRISTIE;by Marie Benedict;New this week,FIREFLY LANE;by Kristin Hannah;29 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;31 weeks on the list,BAG MAN;by Rachel Maddow and Michael Yarvitz;4 weeks on the list,THE SPY AND THE TRAITOR;by Ben Macintyre;9 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;42 weeks on the list,LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;15 weeks on the list,BECOMING A GOOD CREATURE;by Sy Montgomery. Illustrated by Rebecca Green;New this week,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;56 weeks on the list,KINGDOM OF THE WICKED;by Kerri Maniscalco;8 weeks on the list,THE STAND;by Stephen King;,HILLBILLY ELEGY;by J.D. Vance;,POST CORONA;by Scott Galloway;,CLASS ACT;by Jerry Craft;,WYOMING TRUE;by Diana Palmer;,A TALE OF MAGIC...;by Chris Colfer;,AN EMBER IN THE ASHES;by Sabaa Tahir;
9,AMERICAN DIRT;by Jeanine Cummins;37 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;5 weeks on the list,THE WRONG FAMILY;by Tarryn Fisher;New this week,IS THIS ANYTHING?;by Jerry Seinfeld;11 weeks on the list,BREATH;by James Nestor;10 weeks on the list,BORN A CRIME;by Trevor Noah;99 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;31 weeks on the list,MAX AND THE MIDKNIGHTS: BATTLE OF THE BODKINS;by Lincoln Peirce;2 weeks on the list,THE COUCH POTATO;by Jory John. Illustrated by Pete Oswald;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;261 weeks on the list,"AVATAR, THE LAST AIRBENDER: THE RISE OF KYOSHI;by F.C. Yee with Michael Dante DiMartino;11 weeks on the list",ANXIOUS PEOPLE;by Fredrik Backman;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;,REMINA;by Junji Ito;,SOMEDAY WITH YOU;by Nora Roberts;,"HELLO, UNIVERSE;by Erin Entrada Kelly;",DEAR MARTIN;by Nic Stone;
10,THE RETURN;by Nicholas Sparks;14 weeks on the list,DEADLY CROSS;by James Patterson;6 weeks on the list,THIS TIME NEXT YEAR;by Sophie Cousens;2 weeks on the list,THE ANSWER IS ...;by Alex Trebek;9 weeks on the list,HUMANS;by Brandon Stanton;12 weeks on the list,JUST MERCY;by Bryan Stevenson;235 weeks on the list,THINK LIKE A MONK;by Jay Shetty;13 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;87 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;45 weeks on the list,FOLK OF THE AIR;by Holly Black;3 weeks on the list,ALL THIS TIME;by Mikki Daughtry and Rachael Lippincott;11 weeks on the list,DAYLIGHT;by David Baldacci;,BREATH;by James Nestor;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",SMILE;by Raina Telgemeier;,WHITE HOT;by Sandra Brown;,FRONT DESK;by Kelly Yang;,SERPENT AND DOVE;by Shelby Mahurin;
