,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;2 weeks on the list,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;2 weeks on the list,INTO THE WATER;by Paula Hawkins;2 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;New this week,THE SOUL OF AMERICA;by Jon Meacham;New this week,HILLBILLY ELEGY;by J.D. Vance;2 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;3 weeks on the list,WONDER;by R.J. Palacio;144 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;8 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;2 weeks on the list,THE HATE U GIVE;by Angie Thomas;63 weeks on the list,READY PLAYER ONE;by Ernest Cline;,A HIGHER LOYALTY;by James Comey;,DEAR MADAM PRESIDENT;by Jennifer Palmieri;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
2,THE FALLEN;by David Baldacci;4 weeks on the list,THE FALLEN;by David Baldacci;4 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;32 weeks on the list,BARRACOON;by Zora Neale Hurston;New this week,BARRACOON;by Zora Neale Hurston;New this week,KILLERS OF THE FLOWER MOON;by David Grann;6 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;74 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;6 weeks on the list,I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;6 weeks on the list,DOG MAN;by Dav Pilkey;37 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;10 weeks on the list,THE FALLEN;by David Baldacci;,I'LL BE GONE IN THE DARK;by Michelle McNamara;,PRINCIPLES;by Ray Dalio;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,NORTH;by Scott Jurek with Jenny Jurek;
3,THE CROOKED STAIRCASE;by Dean Koontz;New this week,THE HIGH TIDE CLUB;by Mary Kay Andrews;New this week,MILK AND HONEY;by Rupi Kaur;109 weeks on the list,A HIGHER LOYALTY;by James Comey;4 weeks on the list,A HIGHER LOYALTY;by James Comey;4 weeks on the list,SHOE DOG;by Phil Knight;2 weeks on the list,YOU ARE A BADASS;by Jen Sincero;122 weeks on the list,REFUGEE;by Alan Gratz;12 weeks on the list,HOW TO BABYSIT A GRANDMA;by Jean Reagan. Illustrated by Lee Wildish;13 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;478 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;31 weeks on the list,SCOURGED;by Kevin Hearne;,BORN A CRIME;by Trevor Noah;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,SAPIENS;by Yuval Noah Harari;,LET YOUR MIND RUN;by Deena Kastor and Michelle Hamilton;
4,THE HIGH TIDE CLUB;by Mary Kay Andrews;New this week,TWISTED PREY;by John Sandford;3 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;63 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;11 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;11 weeks on the list,BEING MORTAL;by Atul Gawande;36 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;11 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;25 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;133 weeks on the list,COURT OF THORNS AND ROSES;by Sarah J. Maas;9 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;3 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;,THE POWER OF HABIT;by Charles Duhigg;,GRIT;by Angela Duckworth;,WHO WE ARE AND HOW WE GOT HERE;by David Reich;,THINGS THAT MAKE WHITE PEOPLE UNCOMFORTABLE;by Michael Bennett and Dave Zirin;
5,TWISTED PREY;by John Sandford;3 weeks on the list,THE CROOKED STAIRCASE;by Dean Koontz;New this week,COME SUNDOWN;by Nora Roberts;3 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;47 weeks on the list,EDUCATED;by Tara Westover;12 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;2 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;5 weeks on the list",THE WILD ROBOT;by Peter Brown;26 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;35 weeks on the list,HARRY POTTER;by J.K. Rowling;477 weeks on the list,LOVE & LUCK;by Jenna Evans Welch;New this week,THE GREAT ALONE;by Kristin Hannah;,EDUCATED;by Tara Westover;,RADICAL CANDOR;by Kim Scott;,ENLIGHTENMENT NOW;by Steven Pinker;,SHAKEN;by Tim Tebow;
6,THE MIDNIGHT LINE;by Lee Child;12 weeks on the list,WARLIGHT;by Michael Ondaatje;New this week,CRAZY RICH ASIANS;by Kevin Kwan;3 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;75 weeks on the list,WAR ON PEACE;by Ronan Farrow;3 weeks on the list,JUST MERCY;by Bryan Stevenson;103 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;242 weeks on the list,THE WILD ROBOT ESCAPES;by Peter Brown;9 weeks on the list,EVERYTHING IS MAMA;by Jimmy Fallon. Illustrated by Miguel Ordóñez;15 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;118 weeks on the list,BOYING UP;by Mayim Bialik;New this week,BEFORE WE WERE YOURS;by Lisa Wingate;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ON GRAND STRATEGY;by John Lewis Gaddis;,BEING MORTAL;by Atul Gawande;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
7,INTO THE WATER;by Paula Hawkins;12 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;34 weeks on the list,"SING, UNBURIED, SING;by Jesmyn Ward;New this week",EDUCATED;by Tara Westover;12 weeks on the list,MEASURE WHAT MATTERS;by John Doerr;3 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;171 weeks on the list",EVERYBODY ALWAYS;by Bob Goff;4 weeks on the list,ENDLING: THE LAST;by Katherine Applegate. Illustrated by Max Kostenko;2 weeks on the list,I'VE LOVED YOU SINCE FOREVER;by Hoda Kotb. Illustrated by Suzie Mason;8 weeks on the list,PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;11 weeks on the list,THE FATES DIVIDE;by Veronica Roth;5 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,THE LAST BLACK UNICORN;by Tiffany Haddish;,THE POWER OF HABIT;by Charles Duhigg;,ROCKET MEN;by Robert Kurson;,THE BOYS IN THE BOAT;by Daniel James Brown;
8,LITTLE FIRES EVERYWHERE;by Celeste Ng;29 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;34 weeks on the list,TWO KINDS OF TRUTH;by Michael Connelly;2 weeks on the list,WAR ON PEACE;by Ronan Farrow;3 weeks on the list,THE LIGHT WITHIN ME;by Ainsley Earhardt with Mark Tabb;3 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;358 weeks on the list,MAKE YOUR BED;by William H. McRaven;45 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;66 weeks on the list,SQUARE;by Mac Barnett and Jon Klassen;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;470 weeks on the list,THE HAZEL WOOD;by Melissa Albert;15 weeks on the list,ALL SYSTEMS RED;by Martha Wells;,THE LOST AIRMAN;by Seth Meyerowitz with Peter F. Stevens;,WHEN;by Daniel H. Pink;,DOES IT FART?;by Nick Caruso and Dani Rabaiotti. Illustrated by Ethan Kocak;,FROM THE OUTSIDE;by Ray Allen with Michael Arkush;
9,THE OTHER LADY VANISHES;by Amanda Quick;New this week,THE HELLFIRE CLUB;by Jake Tapper;3 weeks on the list,READY PLAYER ONE;by Ernest Cline;58 weeks on the list,MEASURE WHAT MATTERS;by John Doerr;2 weeks on the list,FASCISM: A Warning;by Madeleine Albright with Bill Woodward;5 weeks on the list,EVICTED;by Matthew Desmond;35 weeks on the list,NOTE TO SELF;by Gayle King;New this week,AMAL UNBOUND;by Aisha Saeed;New this week,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;2 weeks on the list,DORK DIARIES;by Rachel Renée Russell;251 weeks on the list,I HAVE LOST MY WAY;by Gayle Forman;7 weeks on the list,TWISTED PREY;by John Sandford;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE POWER OF HABIT;by Charles Duhigg;,HANG TIME;by Elgin Baylor with Alan Eisenstock;
10,THE GREAT ALONE;by Kristin Hannah;14 weeks on the list,THE GREAT ALONE;by Kristin Hannah;14 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;12 weeks on the list,THE ORDER OF TIME;by Carlo Rovelli;New this week,OBAMA;by Pete Souza;20 weeks on the list,WHY BUDDHISM IS TRUE;by Robert Wright;New this week,THE WORLD OF ALL SOULS;by Deborah Harkness et al;New this week,"HELLO, UNIVERSE;by Erin Entrada Kelly;13 weeks on the list",DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;220 weeks on the list,THE BAD GUYS;by Aaron Blabey;16 weeks on the list,ASH PRINCESS;by Laura Sebastian;3 weeks on the list,GONE TO DUST;by Matt Goldman;,SAPIENS;by Yuval Noah Harari;,MEASURE WHAT MATTERS;by John Doerr;,WHEN;by Daniel H. Pink;,BARBARIAN DAYS;by William Finnegan;
