,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE HELP;by Kathryn Stockett;29 weeks on the list,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;New this week,THE HELP;by Kathryn Stockett;22 weeks on the list,,,THE HELP;by Kathryn Stockett;,IN MY TIME;by Dick Cheney;New this week,IN MY TIME;by Dick Cheney;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;42 weeks on the list,IN MY TIME;by Dick Cheney;New this week,THE 17 DAY DIET;by Mike Moreno;25 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;46 weeks on the list,IN MY TIME;by Dick Cheney;,FEYNMAN;by Jim Ottaviani and Leland Myrick;New this week,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;13 weeks on the list","AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;New this week",THE POWER OF SIX;by Pittacus Lore;2 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;3 weeks on the list",PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;6 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;54 weeks on the list,"NOTHING TO LOSE, EVERYTHING TO GAIN;by Ryan Blair;",OUTLIERS;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
2,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;New this week,THE SOOKIE STACKHOUSE COMPANION;by Charlaine Harris;New this week,ONE DAY;by David Nicholls;27 weeks on the list,,,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;32 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;8 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;26 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;32 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;14 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;527 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;33 weeks on the list,"THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;24 weeks on the list","KARAKURIDOJI ULTIMO, VOL. 1;by Stan Lee and Hiroyuki Takei;2 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;13 weeks on the list,THE BOOK THIEF;by Markus Zusak;208 weeks on the list,LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;2 weeks on the list,THE 39 CLUES;by various authors;87 weeks on the list,"AFTERSHOCK;by David Wiedemer, Robert A. Wiedemer and Cindy Spitzer;",CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,IN THE GARDEN OF BEASTS;by Erik Larson;
3,1105 YAKIMA STREET;by Debbie Macomber;New this week,A DANCE WITH DRAGONS;by George R. R. Martin;8 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;131 weeks on the list,,,1105 YAKIMA STREET;by Debbie Macomber;,A STOLEN LIFE;by Jaycee Dugard;8 weeks on the list,UNBROKEN;by Laura Hillenbrand;42 weeks on the list,OUTLIERS;by Malcolm Gladwell;13 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;8 weeks on the list,THE DUKAN DIET;by Pierre Dukan;20 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;214 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;35 weeks on the list",THE COMPLETE PERSEPOLIS;by Marjane Satrapi;9 weeks on the list,"YU-GI-OH! GX, VOL. 7;by Naoyuki Kageyama;5 weeks on the list",BLOODLINES;by Richelle Mead;2 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;12 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;9 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;217 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,TIPPING POINT;by Malcolm Gladwell;,AFTER AMERICA;by Mark Steyn;
4,BLIND FAITH;by CJ Lyons;2 weeks on the list,A TRICK OF THE LIGHT;by Louise Penny;New this week,SAFE HAVEN;by Nicholas Sparks;5 weeks on the list,,,THE REVERSAL;by Michael Connelly;,UNBROKEN;by Laura Hillenbrand;32 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;17 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;235 weeks on the list,UNBROKEN;by Laura Hillenbrand;32 weeks on the list,PRIME TIME;by Jane Fonda;4 weeks on the list,EAT TO LIVE;by Joel Fuhrman;11 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"THE WALKING DEAD, BOOK 6;by Robert Kirkman and Charlie Adlard;15 weeks on the list","THE WALKING DEAD, VOL. 12;by Robert Kirkman and Charlie Adlard;11 weeks on the list","NARUTO, VOL. 49;by Masashi Kishimoto;22 weeks on the list",DARTH PAPER STRIKES BACK: AN ORIGAMI YODA BOOK;by Tom Angleberger;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;110 weeks on the list,PRESS HERE;by Hervé Tullet;20 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;31 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE BIG SHORT;by Michael Lewis;,1493;by Charles C. Mann;
5,THE MILL RIVER RECLUSE;by Darcie Chan;2 weeks on the list,FLASH AND BONES;by Kathy Reichs;2 weeks on the list,FALL OF GIANTS;by Ken Follett;New this week,,,ONE DAY;by David Nicholls;,IN THE GARDEN OF BEASTS;by Erik Larson;17 weeks on the list,THE GREATER JOURNEY;by David McCullough;15 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;9 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;17 weeks on the list,WHEAT BELLY;by William Davis;New this week,FORKS OVER KNIVES;edited by Gene Stone;3 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,TRUE BLOOD: ALL TOGETHER NOW;by Alan Ball and others;12 weeks on the list,THE GRIFF;by Christopher Moore and Ian Corson;7 weeks on the list,"FULLMETAL ALCHEMIST (3-IN-1 EDITION), VOL. 2;by Hiromu Arakawa;5 weeks on the list","MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;10 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;2 weeks on the list,"SKIPPYJON JONES, CLASS ACTION;by Judy Schachner;8 weeks on the list",HARRY POTTER;by J.K. Rowling;268 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;
6,THE ABBEY;by Chris Culver;2 weeks on the list,THE LEFTOVERS;by Tom Perrotta;New this week,CUTTING FOR STONE;by Abraham Verghese;84 weeks on the list,,,THE SOOKIE STACKHOUSE COMPANION;by Charlaine Harris;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;32 weeks on the list,1493;by Charles C. Mann;4 weeks on the list,THE BOY WHO CAME BACK FROM HEAVEN;by Kevin Malarkey and Alex Malarkey;9 weeks on the list,BOSSYPANTS;by Tina Fey;22 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;38 weeks on the list,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;5 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,"WOLVERINE, THE BEST THERE IS: CONTAGION;by Charlie Huston and Juan Jose Ryp;2 weeks on the list","COWBOYS AND ALIENS;by Scott M. Rosenberg, Fred Van Lente and others;8 weeks on the list","NEGIMA! MAGISTER NEGI MAGI, OMNIBUS 1;by Ken Akamatsu;2 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;18 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;18 weeks on the list,BEAR'S LOOSE TOOTH;by Karma Wilson. Illustrated by Jane Chapman;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;138 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;,DRIVE;by Daniel H. Pink;,THE SECRETS OF THE FBI;by Ronald Kessler;
7,THE LINCOLN LAWYER;by Michael Connelly;13 weeks on the list,ONLY TIME WILL TELL;by Jeffrey Archer;New this week,ROOM;by Emma Donoghue;18 weeks on the list,,,CANYONS OF NIGHT;by Jayne Castle;,BOSSYPANTS;by Tina Fey;22 weeks on the list,AFTER AMERICA;by Mark Steyn;4 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;17 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;32 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;5 weeks on the list,RADICAL;by David Platt;63 weeks on the list,THE GREATER JOURNEY;by David McCullough;,"AMERICAN VAMPIRE, VOL. 2;by Scott Snyder and Rafael Albuquereque;7 weeks on the list",THOR: WOLVES OF THE NORTH;by Mike Carey and Alan Davis;New this week,"KANNAGI, VOL. 1;by Eri Takenashi;New this week",WILDWOOD;by Colin Meloy. Illustrated by Carson Ellis;New this week,THE NINE LIVES OF CHLOE KING;by Liz Braswell;12 weeks on the list,MOO;by Matthew Van Fleet. Photographs by Brian Stanton;New this week,SEVEN REALMS;by Cinda Williams Chima;New this week,MONEY CLASS;by Suze Orman;,MONEYBALL;by  Michael Lewis;,LOST IN SHANGRI-LA;by Mitchell Zuckoff;
8,CANYONS OF NIGHT;by Jayne Castle;New this week,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;67 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;117 weeks on the list,,,SARAH’S KEY;by Tatiana de Rosnay;,THE GREATER JOURNEY;by David McCullough;15 weeks on the list,BOSSYPANTS;by Tina Fey;22 weeks on the list,THE EMPEROR OF ALL MALADIES;by Siddhartha Mukherjee;4 weeks on the list,AUSCHWITZ;by Miklos Nyiszli;4 weeks on the list,SWITCH;by Chip Heath and Dan Heath;32 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;105 weeks on the list,OUTLIERS;by Malcolm Gladwell;,BLOOD WORK;by Kim Harrison and Pedro Maia;7 weeks on the list,VAMPIRE ACADEMY;by Leigh Dragoon and Emma Vieceli;2 weeks on the list,"BLUE EXORCIST, VOL. 3;by Kazue Kato;5 weeks on the list",MICHAEL VEY: THE PRISONER OF CELL 25;by Richard Paul Evans;4 weeks on the list,SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;18 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;33 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;246 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;,OLD RULES OF MARKETING ARE DEAD;by  Timothy R. Pearson;,DEMONIC;by Ann Coulter;
9,SARAH’S KEY;by Tatiana de Rosnay;7 weeks on the list,THE HELP;by Kathryn Stockett;107 weeks on the list,THE ALCHEMIST;by Paulo Coelho;192 weeks on the list,,,THE CONFESSION;by John Grisham;,OUTLIERS;by Malcolm Gladwell;13 weeks on the list,RAFA;by Rafael Nadal and John Carlin;2 weeks on the list,TIPPING POINT;by Malcolm Gladwell;360 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;10 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;19 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;27 weeks on the list,1493;by Charles C. Mann;,GREEN LANTERN: SECRET ORIGIN;by Geoff Johns and Ivan Reis;13 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;5 weeks on the list,"BLUE EXORCIST, VOL. 1;by Kazue Kato;13 weeks on the list",HADES;by Alexandra Adornetto;New this week,"NERDS (BOOK ONE: NATIONAL ESPIONAGE, RESCUE, AND DEFENSE SOCIETY);by Michael Buckley;10 weeks on the list","GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;5 weeks on the list",DORK DIARIES;by Rachel Renée Russell;12 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;
10,ONE DAY;by David Nicholls;5 weeks on the list,THE OMEN MACHINE;by Terry Goodkind;3 weeks on the list,THE KITE RUNNER;by Khaled Hosseini;101 weeks on the list,,,PORT MORTUARY;by Patricia Cornwell;,THE GLASS CASTLE;by Jeannette Walls;19 weeks on the list,COCKTAIL HOUR UNDER THE TREE OF FORGETFULNESS;by Alexandra Fuller;2 weeks on the list,BORN TO RUN;by Christopher McDougall;23 weeks on the list,AFTER AMERICA;by Mark Steyn;4 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;112 weeks on the list,ERASING HELL;by Francis Chan and Preston Sprinkle;9 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;,"CAPTAIN AMERICA: THE MAN WITH NO FACE;by Ed Brubaker, Steve Epting and others;2 weeks on the list","CAPTAIN AMERICA: THE FIGHTING AVENGER, VOL. 1;by Brian Clevinger and  Girihiru;New this week","AIR GEAR, VOL. 19;by  Oh!Great;New this week",THE LOST HERO;by Rick Riordan;47 weeks on the list,THE MAZE RUNNER;by James Dashner;24 weeks on the list,SHOULD I SHARE MY ICE CREAM? (AN ELEPHANT AND PIGGIE BOOK);written and illustrated by Mo Willems;11 weeks on the list,THIRST;by Christopher Pike;2 weeks on the list,ENCHANTMENT;by Guy Kawasaki;,THE CHECKLIST MANIFESTO;by Atul Gawande;,A FIRST-RATE MADNESS;by Nassir Ghaemi;
