,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE 20TH VICTIM;by James Patterson and Maxine Paetro;New this week,CAMINO WINDS;by John Grisham;2 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;53 weeks on the list,UNTAMED;by Glennon Doyle;9 weeks on the list,UNTAMED;by Glennon Doyle;9 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;81 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;5 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;New this week,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;32 weeks on the list,DOG MAN;by Dav Pilkey;141 weeks on the list,THE BETROTHED;by Kiera Cass;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,LITTLE FIRES EVERYWHERE;by Celeste Ng;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,ALL THE BRIGHT PLACES;by Jennifer Niven;
2,CAMINO WINDS;by John Grisham;2 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;88 weeks on the list,NORMAL PEOPLE;by Sally Rooney;12 weeks on the list,BECOMING;by Michelle Obama;75 weeks on the list,BECOMING;by Michelle Obama;74 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;9 weeks on the list,RELATIONSHIP GOALS;by Michael Todd;2 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;56 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;17 weeks on the list,HARRY POTTER;by J.K. Rowling;581 weeks on the list,CLAP WHEN YOU LAND;by Elizabeth Acevedo;New this week,IF IT BLEEDS;by Stephen King;,FORTITUDE;by Dan Crenshaw;,DARE TO LEAD;by Brené Brown;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,LOST AND FOUND;by Danielle Steel;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
3,LITTLE FIRES EVERYWHERE;by Celeste Ng;65 weeks on the list,IF IT BLEEDS;by Stephen King;3 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;55 weeks on the list,PLAGUE OF CORRUPTION;by Judy Mikovits and Kent Heckenlively;New this week,THE SPLENDID AND THE VILE;by Erik Larson;11 weeks on the list,A WOMAN OF NO IMPORTANCE;by Sonia Purnell;6 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;42 weeks on the list,WONDER;by R.J. Palacio;247 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;55 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;582 weeks on the list,AURORA BURNING;by Amie Kaufman and Jay Kristoff;New this week,WHERE THE CRAWDADS SING;by Delia Owens;,TALKING TO STRANGERS;by Malcolm Gladwell;,JOY AT WORK;by Marie Kondo and Scott Sonenshein;,DRAMA;by Raina Telgemeier;,SHELTER IN PLACE;by Nora Roberts;,THE MIRACULOUS JOURNEY OF EDWARD TULANE;by Kate DiCamillo. Illustrated by Bagram Ibatoulline;,THE TWIN;by Natasha Preston;
4,WHERE THE CRAWDADS SING;by Delia Owens;87 weeks on the list,THE 20TH VICTIM;by James Patterson and Maxine Paetro;New this week,THEN SHE WAS GONE;by Lisa Jewell;43 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;11 weeks on the list,EDUCATED;by Tara Westover;116 weeks on the list,JUST MERCY;by Bryan Stevenson;204 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;27 weeks on the list",THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;14 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;233 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;35 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;120 weeks on the list,WALK THE WIRE;by David Baldacci;,BECOMING;by Michelle Obama;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",NEW KID;by Jerry Craft;,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,JUST MERCY;by Bryan Stevenson;
5,IF IT BLEEDS;by Stephen King;3 weeks on the list,ALL ADULTS HERE;by Emma Straub;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;88 weeks on the list,EDUCATED;by Tara Westover;116 weeks on the list,THE RURAL DIARIES;by Hilarie Burton Morgan;New this week,"WOW, NO THANK YOU;by Samantha Irby;6 weeks on the list",DARING GREATLY;by Brené Brown;81 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;57 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;72 weeks on the list,THE BAD GUYS;by Aaron Blabey;77 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;10 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;,MORE MYSELF;by Alicia Keys with Michelle Burford;,BAD BLOOD;by John Carreyrou;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,ENVIOUS;by Lisa Jackson;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,"FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: FETCH;by Scott Cawthon, Andrea Waggener and Carly Anne West;"
6,SHADOW FLIGHT;by Christine Feehan;New this week,WALK THE WIRE;by David Baldacci;3 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;51 weeks on the list,THE RURAL DIARIES;by Hilarie Burton Morgan;New this week,THE LINCOLN CONSPIRACY;by Brad Meltzer and Josh Mensch;New this week,BORN A CRIME;by Trevor Noah;65 weeks on the list,WHAT MAKES A MARRIAGE LAST;by Marlo Thomas and Phil Donahue;New this week,WINGS OF FIRE: LEGENDS: DRAGONSLAYER;by Tui T. Sutherland;10 weeks on the list,I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;10 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;221 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;23 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,THE SPLENDID AND THE VILE;by Erik Larson;,OUTLIERS;by Malcolm Gladwell;,GHOSTS;by Raina Telgemeier;,NEON PREY;by John Sandford;,WISH;by Barbara O'Connor;,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;
7,BIG SUMMER;by Jennifer Weiner;New this week,BIG SUMMER;by Jennifer Weiner;New this week,THE NIGHTINGALE;by Kristin Hannah;40 weeks on the list,INCOMPARABLE;by Brie Bella and Nikki Bella;New this week,THE MAMBA MENTALITY;by Kobe Bryant;21 weeks on the list,SHOE DOG;by Phil Knight;43 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;311 weeks on the list,A TALE OF MAGIC...;by Chris Colfer;27 weeks on the list,BECAUSE I HAD A TEACHER;by Kobi Yamada. Illustrated by Natalie Russell;4 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;531 weeks on the list,THE HATE U GIVE;by Angie Thomas;167 weeks on the list,ESCAPE FROM VIRTUAL ISLAND;by John Lutz;,CHAOS;by Tom O'Neill and Dan Piepenbring;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,CAMINO ISLAND;by John Grisham;,A LONG WALK TO WATER;by Linda Sue Park;,FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: INTO THE PIT;by Scott Cawthon and Elley Cooper;
8,WALK THE WIRE;by David Baldacci;3 weeks on the list,THE BOOK OF LONGINGS;by Sue Monk Kidd;3 weeks on the list,THE OVERSTORY;by Richard Powers;56 weeks on the list,THE LINCOLN CONSPIRACY;by Brad Meltzer and Josh Mensch;New this week,THE HOUSE OF KENNEDY;by James Patterson and Cynthia Fagen;4 weeks on the list,SAPIENS;by Yuval Noah Harari;104 weeks on the list,ATOMIC HABITS;by James Clear;26 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;33 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;41 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;229 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;8 weeks on the list,CAMINO WINDS;by John Grisham;,HIDDEN VALLEY ROAD;by Robert Kolker;,GRIT;by Angela Duckworth;,SISTERS;by Raina Telgemeier;,THE WOMAN IN THE WINDOW;by A.J. Finn;,THE WILD ROBOT;by Peter Brown;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,ALL ADULTS HERE;by Emma Straub;New this week,"HELLO, SUMMER;by Mary Kay Andrews;New this week",CITY OF GIRLS;by Elizabeth Gilbert;5 weeks on the list,HIDDEN VALLEY ROAD;by Robert Kolker;5 weeks on the list,HIDDEN VALLEY ROAD;by Robert Kolker;5 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;88 weeks on the list,MAKE YOUR BED;by William H. McRaven;88 weeks on the list,REFUGEE;by Alan Gratz;94 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;305 weeks on the list,WHAT WAS . . . ?;by various authors;16 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;18 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,MYTHOS;by Stephen Fry;,LEADERSHIP;by Doris Kearns Goodwin;,STRANGE PLANET;by Nathan W. Pyle;,DENIM AND DIAMONDS;by Debbie Macomber;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,THE SUN IS ALSO A STAR;by Nicola Yoon;
10,NORMAL PEOPLE;by Sally Rooney;6 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;16 weeks on the list,CIRCE;by Madeline Miller;3 weeks on the list,THE GREAT INFLUENZA;by John M. Barry;9 weeks on the list,INCOMPARABLE;by Brie Bella and Nikki Bella;New this week,THE PIONEERS;by David McCullough;New this week,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;178 weeks on the list,ALI CROSS;by James Patterson;24 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;310 weeks on the list,DORK DIARIES;by Rachel Renée Russell;320 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;14 weeks on the list,MASKED PREY;by John Sandford;,EDUCATED;by Tara Westover;,RANGE;by David Epstein;,SMILE;by Raina Telgemeier;,WINDOW ON THE BAY;by Debbie Macomber;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,INTERNMENT;by Samira Ahmed;
