,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,DEVIL BONES;by Kathy Reichs;New this week,THE SHACK;by William P. Young;15 weeks on the list,,STORI TELLING;by Tori Spelling with Hilary Liftin;14 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;83 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;21 weeks on the list,A NEW EARTH;by Eckhart Tolle;31 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;72 weeks on the list,THE TALE OF DESPEREAUX;by Kate DiCamillo. Illustrated by Timothy Basil Ering;31 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;42 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;56 weeks on the list
2,THE GYPSY MORPH;by Terry Brooks;New this week,THE CHOICE;by Nicholas Sparks;2 weeks on the list,,THE OBAMA NATION;by Jerome R. Corsi;5 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;84 weeks on the list",THE SECRET;by Rhonda Byrne;86 weeks on the list,SKINNY BITCH;by Kim Barnouin;60 weeks on the list,DIARY OF A WIMPY KID: RODRICK RULES;by Jeff Kinney;33 weeks on the list,THE BOOK THIEF;by Markus Zusak;51 weeks on the list,SPLAT THE CAT: WHERE'S THE EASTER BUNNY?;by Rob Scotton;5 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;70 weeks on the list
3,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;5 weeks on the list,BAREFOOT;by Elin Hilderbrand;12 weeks on the list,,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;19 weeks on the list",MIKE’S ELECTION GUIDE;by Michael Moore;New this week,"YOU: THE OWNER’S MANUAL FOR TEENS;by Michael F. Roizen, Mehmet C. Oz and Ellen Rome;27 weeks on the list",THE POWER OF NOW;by Eckhart Tolle;46 weeks on the list,IDENTICAL;by Ellen Hopkins;New this week,THE CLONE WARS;by Tracey West;5 weeks on the list,BATS AT THE LIBRARY;written and illustrated by Brian Lies;4 weeks on the list,BOOKS OF EMBER;by Jeanne DuPrau;25 weeks on the list
4,SILKS;by Dick Francis and Felix Francis;New this week,WATER FOR ELEPHANTS;by Sara Gruen;52 weeks on the list,,WHEN YOU ARE ENGULFED IN FLAMES;by David Sedaris;13 weeks on the list,THE AUDACITY OF HOPE;by Barack Obama;36 weeks on the list,THE 4-HOUR WORKWEEK;by Timothy Ferriss;40 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;376 weeks on the list,THE DANGEROUS DAYS OF DANIEL X;by James Patterson and Michael Ledwidge;6 weeks on the list,THE NEW PADAWAN;by Eric Stevens;5 weeks on the list,OLD BEAR;written and illustrated by Kevin Henkes;2 weeks on the list,ARTEMIS FOWL;by Eoin Colfer;106 weeks on the list
5,THE HOST;by Stephenie Meyer;17 weeks on the list,THE ALCHEMIST;by Paulo Coelho;51 weeks on the list,,THE CASE AGAINST BARACK OBAMA;by David Freddoso;4 weeks on the list,A LONG WAY GONE;by Ishmael Beah;4 weeks on the list,THE ONE HUNDRED;by Nina Garcia;New this week,"MONEY, AND THE LAW OF ATTRACTION;by Esther and Jerry Hicks;3 weeks on the list",KISS MY MATH;by Danica McKellar;4 weeks on the list,BATTLE AT TETH;by Kirsten Mayer;5 weeks on the list,"BARACK OBAMA: SON OF PROMISE, CHILD OF HOPE;by Nikki Grimes. Illustrated by Bryan Collier;New this week",THE CLIQUE;by Lisi Harrison;New this week
6,THE STORY OF EDGAR SAWTELLE;by David Wroblewski;12 weeks on the list,THE ROAD;by Cormac McCarthy;52 weeks on the list,,THE WAY OF THE WORLD;by Ron Suskind;4 weeks on the list,DREAMS FROM MY FATHER;by Barack Obama;111 weeks on the list,SIX DISCIPLINES EXECUTION REVOLUTION;by Gary Harpst;3 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;31 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;41 weeks on the list,MATH DOESN’T SUCK;by Danica McKellar;4 weeks on the list,FAIRIES AND MAGICAL CREATURES;by Matthew Reinhart and Robert Sabuda;6 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;New this week
7,THE BOURNE SANCTION;by Eric Van Lustbader;5 weeks on the list,THE KITE RUNNER;by Khaled Hosseini;52 weeks on the list,,FLEECED;by Dick Morris and Eileen McGann;10 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;97 weeks on the list,THE SOUTH BEACH DIET SUPERCHARGED;by Arthur Agatston with Joseph Signorile;16 weeks on the list,"1,000 RECORDINGS TO HEAR BEFORE YOU DIE;by Tom Moon;New this week",THE CLONE WARS;by Jason Fry;5 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;4 weeks on the list,ALPHABET;by Matthew Van Fleet;21 weeks on the list,HARRY POTTER;by J.K. Rowling;198 weeks on the list
8,SMOKE SCREEN;by Sandra Brown;3 weeks on the list,BRIDGE OF SIGHS;by Richard Russo;3 weeks on the list,,THE LIMITS OF POWER;by Andrew Bacevich;3 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;48 weeks on the list,GOODNIGHT BUSH;by Erich Origen and Gan Golan;9 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;62 weeks on the list,KENNY AND THE DRAGON;by Tony DiTerlizzi;4 weeks on the list,IMPULSE;by Ellen Hopkins;2 weeks on the list,GOODNIGHT GOON;written and illustrated by Michael Rex;New this week,THE SISTERHOOD OF THE TRAVELING PANTS;by Ann Brashares;137 weeks on the list
9,THE FORCE UNLEASHED;by Sean Williams;2 weeks on the list,NINETEEN MINUTES;by Jodi Picoult;30 weeks on the list,,THE POST-AMERICAN WORLD: RELEASE 2.0;by Fareed Zakaria;18 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;134 weeks on the list,DECEPTIVELY DELICIOUS;by Jessica Seinfeld;27 weeks on the list,HUNGRY GIRL;by Lisa Lillien;16 weeks on the list,THE INVENTION OF HUGO CABRET;by Brian Selznick;74 weeks on the list,THE ALCHEMYST;by Michael Scott;New this week,THE POUT-POUT FISH;by Deborah Diesen. Illustrated by Dan Hanna;2 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;191 weeks on the list
10,THE SECRET SERVANT;by Daniel Silva;6 weeks on the list,THE SECRET LIFE OF BEES;by Sue Monk Kidd;11 weeks on the list,,THE WRECKING CREW;by Thomas Frank;4 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;8 weeks on the list,"YES!;by Noah J. Goldstein, Steve J. Martin and Robert B. Cialdini;New this week",SOUL WISDOM;by Zhi Gang Sha;8 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY AND THE PERILOUS JOURNEY;by Trenton Lee Stewart. Illustrated by Diana Sudyka;11 weeks on the list,JUST LISTEN;by Sarah Dessen;15 weeks on the list,FOR THE LOVE OF AUTUMN;written and illustrated by Patricia Polacco;2 weeks on the list,NIGHT WORLD;by L. J. Smith;New this week
