,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,DEAD OR ALIVE;by Tom Clancy with Grant Blackwood;2 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;78 weeks on the list,,DECISION POINTS;by George W. Bush;6 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;11 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;New this week,RACHAEL RAY'S LOOK AND COOK;by Rachael Ray;7 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;13 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;11 weeks on the list","VAMPIRE KNIGHT, VOL. 11;by Matsuri Hino;2 weeks on the list",THE LOST HERO;by Rick Riordan;10 weeks on the list,THE BOOK THIEF;by Markus Zusak;171 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;101 weeks on the list
2,THE CONFESSION;by John Grisham;8 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;39 weeks on the list,,UNBROKEN;by Laura Hillenbrand;5 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;202 weeks on the list",BAREFOOT CONTESSA: HOW EASY IS THAT?;by Ina Garten;8 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;177 weeks on the list,"SERENITY: THE SHEPHERD’S TALE;by  Joss Whedon, Zack Whedon and Chris Samnee;7 weeks on the list",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;41 weeks on the list,"ROSARIO + VAMPIRE: SEASON II, VOL. 3;by Akihisa Ikeda;2 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;New this week,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;7 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;30 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;17 weeks on the list
3,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;30 weeks on the list,HOUSE RULES;by Jodi Picoult;6 weeks on the list,,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1;by Mark Twain;9 weeks on the list",JUST KIDS;by Patti Smith;7 weeks on the list,GUINNESS WORLD RECORDS 2011;by Ina Garten;14 weeks on the list,AWKWARD FAMILY PHOTOS;by Mike Bender and Doug Chernack;10 weeks on the list,"BRIGHTEST DAY, VOL. 1;by Geoff Johns and Peter Tomasi;2 weeks on the list",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;37 weeks on the list,"THE BLEACH, VOL. 33;by Tite Kubo;2 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;33 weeks on the list",PINKALICIOUS AND THE PINK DRINK;written and illustrated by Victoria Kann;15 weeks on the list,LEGO STAR WARS;by Simon Beecroft;52 weeks on the list,HARRY POTTER;by J.K. Rowling;238 weeks on the list
4,CROSS FIRE;by James Patterson;5 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;80 weeks on the list,,LIFE;by Keith Richards with James Fox;8 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;203 weeks on the list,"STRAIGHT TALK, NO CHASER;by Steve Harvey with Denene Millner;2 weeks on the list",RADICAL;by David Platt;28 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;19 weeks on the list,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;29 weeks on the list,"NARUTO, VOL. 49;by Masashi Kishimoto;12 weeks on the list","JUSTIN BIEBER, FIRST STEP 2 FOREVER;by Justin Bieber;10 weeks on the list",FALLEN;by Lauren Kate;12 weeks on the list,LLAMA LLAMA HOLIDAY DRAMA;by Anna Dewdney;9 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;180 weeks on the list
5,FREEDOM;by Jonathan Franzen;13 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;47 weeks on the list,,EARTH (THE BOOK);by Jon Stewart and others;13 weeks on the list,WHAT THE DOG SAW;by Malcolm Gladwell;New this week,KARDASHIAN KONFIDENTIAL;edited by Craig Glenday;4 weeks on the list,"EAT THIS, NOT THAT! 2011;David Zinczenko with Matt Goulding;9 weeks on the list","THE BEST AMERICAN COMICS 2010;by Neil Gaiman, Jessica Abel and Matt Madden;3 weeks on the list","THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;4 weeks on the list","OURAN HIGH SCHOOL HOST CLUB, VOL. 15;by Bisco Hatori;2 weeks on the list",THE UNOFFICIAL HARRY POTTER COOKBOOK;by Dinah Bucholz;4 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;12 weeks on the list,SPLENDIFEROUS CHRISTMAS;by Jane O’Connor. Illustrated by Robin Preiss Glasser;12 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;36 weeks on the list
6,"FULL DARK, NO STARS;by Stephen King;6 weeks on the list",LITTLE BEE;by Chris Cleave;44 weeks on the list,,CLEOPATRA;by Stacy Schiff;7 weeks on the list,THE BOOK OF BASKETBALL;by Bill Simmons;2 weeks on the list,"MY PASSION FOR DESIGN;by Kourtney Kardashian, Kim Kardashian and Khloé Kardashian;5 weeks on the list",SOULPANCAKE;by Rainn Wilson and others;5 weeks on the list,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;8 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;33 weeks on the list,"HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;12 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;23 weeks on the list,"HUSH, HUSH;by Becca Fitzpatrick;12 weeks on the list",HIDE!!!;by Jeff Foxworthy. Illustrated by Steven Bjorkman;New this week,THE TWILIGHT SAGA;by Stephenie Meyer;176 weeks on the list
7,PORT MORTUARY;by Patricia Cornwell;3 weeks on the list,HAPPY EVER AFTER;by Nora Roberts;7 weeks on the list,,BROKE;by Glenn Beck and Kevin Balfe;8 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;51 weeks on the list",DOUBLE DELICIOUS;by Jessica Seinfeld;7 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;9 weeks on the list,TWILIGHT;by Mark Cotta Vaz;31 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;35 weeks on the list,"DANCE IN THE VAMPIRE BUND, VOL. 9;by Nozomu Tamaki;2 weeks on the list",DORK DIARIES;written and illustrated by Rachel Renée Russell;31 weeks on the list,THE MAZE RUNNER;by James Dashner;10 weeks on the list,ART AND MAX;written and illustrated by David Wiesner;10 weeks on the list,THE 39 CLUES;by various authors;76 weeks on the list
8,FALL OF GIANTS;by Ken Follett;12 weeks on the list,THE ALCHEMIST;by Paulo Coelho;159 weeks on the list,,DECODED;by Jay-Z;5 weeks on the list,HOLIDAYS ON ICE;by David Sedaris;23 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;18 weeks on the list,LEONARD MALTIN'S 2011 MOVIE GUIDE;by Leonard Maltin;2 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;35 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;22 weeks on the list,"BLACK BUTLER, VOL. 3;by Yana Toboso;8 weeks on the list",HARRY POTTER FILM WIZARDRY;by Brian Sibley;9 weeks on the list,SAVVY;by Ingrid Law;29 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;17 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;9 weeks on the list
9,SQUIRREL SEEKS CHIPMUNK;by David Sedaris. Illustrated by Ian Falconer;12 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;97 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;33 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;198 weeks on the list,SUCK ON THIS YEAR;by Denis Leary;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;491 weeks on the list,"MOUSE GUARD: LEGENDS OF THE GUARD, VOL. 1;by David Petersen, Jeremy Bastian and Alex Sheikman;2 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;57 weeks on the list","SKIP BEAT!, VOL. 22;by Yoshiki Nakamura;2 weeks on the list",MATCHED;by Ally Condie;3 weeks on the list,MILLION-DOLLAR THROW;by Mike Lupica;New this week,"IT'S CHRISTMAS, DAVID!;written and illustrated by David Shannon;6 weeks on the list",MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;233 weeks on the list
10,THE HELP;by Kathryn Stockett;90 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;99 weeks on the list,,AMERICA BY HEART;by Sarah Palin;4 weeks on the list,WHERE MEN WIN GLORY;by Jon Krakauer;20 weeks on the list,SIMPLE TIMES;by Denis Leary;6 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;109 weeks on the list,THE EXILE: AN OUTLANDER GRAPHIC NOVEL;by Diana Gabaldon and Hoang Nguyen;13 weeks on the list,"THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;7 weeks on the list","INUYASHA, VOL. 55;by Rumiko Takahashi;New this week",CLOCKWORK ANGEL;by Cassandra Clare;12 weeks on the list,SHIVER;by Maggie Stiefvater;23 weeks on the list,FABULOUS FASHION BOUTIQUE;by Jane O’Connor. Illustrated by Robin Preiss Glasser;10 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;60 weeks on the list
