,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;20 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;21 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;21 weeks on the list,BECOMING;by Michelle Obama;11 weeks on the list,BECOMING;by Michelle Obama;11 weeks on the list,SAPIENS;by Yuval Noah Harari;37 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;42 weeks on the list",WONDER;by R.J. Palacio;181 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;21 weeks on the list,DOG MAN;by Dav Pilkey;74 weeks on the list,THE HATE U GIVE;by Angie Thomas;100 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
2,CRUCIBLE;by James Rollins;New this week,CRUCIBLE;by James Rollins;New this week,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;34 weeks on the list,EDUCATED;by Tara Westover;49 weeks on the list,EDUCATED;by Tara Westover;49 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;29 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;150 weeks on the list,MAX AND THE MIDKNIGHTS;by Lincoln Peirce;3 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;169 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;515 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;4 weeks on the list",THEN SHE WAS GONE;by Lisa Jewell;,EDUCATED;by Tara Westover;,ATOMIC HABITS;by James Clear;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
3,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;20 weeks on the list,AN ANONYMOUS GIRL;by Greer Hendricks and Sarah Pekkanen;3 weeks on the list,LESS;by Andrew Sean Greer;36 weeks on the list,MAID;by Stephanie Land;New this week,MAID;by Stephanie Land;New this week,THE INNOCENT MAN;by John Grisham;46 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;111 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;59 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;256 weeks on the list,HARRY POTTER;by J.K. Rowling;514 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;8 weeks on the list,NINE PERFECT STRANGERS;by Liane Moriarty;,SAPIENS;by Yuval Noah Harari;,DARE TO LEAD;by Brené Brown;,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;,THE MAMBA MENTALITY;by Kobe Bryant;
4,PLAYING FOR KEEPS;by Jill Shalvis;New this week,LIAR LIAR;by James Patterson and Candice Fox;2 weeks on the list,THE HOUSE NEXT DOOR;by James Patterson;3 weeks on the list,THE FIRST CONSPIRACY;by Brad Meltzer and Josh Mensch;3 weeks on the list,THE FIRST CONSPIRACY;by Brad Meltzer and Josh Mensch;3 weeks on the list,JUST MERCY;by Bryan Stevenson;137 weeks on the list,YOU ARE A BADASS;by Jen Sincero;156 weeks on the list,REFUGEE;by Alan Gratz;42 weeks on the list,PETE THE CAT: VALENTINE'S DAY IS COOL;by James Dean and Kimberly Dean;9 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;155 weeks on the list,TWO CAN KEEP A SECRET;by Karen M. McManus;3 weeks on the list,THE RECKONING;by John Grisham;,BAD BLOOD;by John Carreyrou;,MAID;by Stephanie Land;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ENDURE;by Alex Hutchinson;
5,AN ANONYMOUS GIRL;by Greer Hendricks and Sarah Pekkanen;3 weeks on the list,THE RECKONING;by John Grisham;14 weeks on the list,A DOG'S WAY HOME;by W. Bruce Cameron;9 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;3 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;14 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;6 weeks on the list,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;7 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;260 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;28 weeks on the list,THE VANISHING STAIR;by Maureen Johnson;New this week,CIRCE;by Madeline Miller;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,LEADERSHIP;by Doris Kearns Goodwin;,BEING MORTAL;by Atul Gawande;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
6,THE RECKONING;by John Grisham;14 weeks on the list,TURNING POINT;by Danielle Steel;3 weeks on the list,MILK AND HONEY;by Rupi Kaur;146 weeks on the list,SAPIENS;by Yuval Noah Harari;57 weeks on the list,"THE POINT OF IT ALL;by Charles Krauthammer, edited by Daniel Krauthammer;8 weeks on the list",KILLERS OF THE FLOWER MOON;by David Grann;43 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;15 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;82 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;7 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;39 weeks on the list,THE WICKED KING;by Holly Black;3 weeks on the list,NEVERWHERE;by Neil Gaiman;,BORN A CRIME;by Trevor Noah;,BEST SELF;by Mike Bayer;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,TB12 METHOD;by Tom Brady;
7,THE GOLDEN TRESSES OF THE DEAD;by Alan Bradley;New this week,THE GOLDEN TRESSES OF THE DEAD;by Alan Bradley;New this week,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;12 weeks on the list,BAD BLOOD;by John Carreyrou;25 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;11 weeks on the list,BEING MORTAL;by Atul Gawande;70 weeks on the list,SPARK JOY;by Marie Kondo;20 weeks on the list,BLENDED;by Sharon M. Draper;3 weeks on the list,SUPERHEROES ARE EVERYWHERE;by Kamala Harris. Illustrated by Mechal Renee Roe;3 weeks on the list,DORK DIARIES;by Rachel Renée Russell;276 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;16 weeks on the list",VERSES FOR THE DEAD;by Douglas Preston and Lincoln Child;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,THE BIG FELLA;by Jane Leavy;
8,THE RULE OF LAW;by John Lescroart;New this week,FIRE AND BLOOD;by George R.R. Martin;10 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;69 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;10 weeks on the list,BAD BLOOD;by John Carreyrou;15 weeks on the list,GRIT;by Angela Duckworth;22 weeks on the list,HOMEBODY;by Joanna Gaines;12 weeks on the list,"MAC B., KID SPY: THE IMPOSSIBLE CRIME;by Mac Barnett. Illustrated by Mike Lowery;3 weeks on the list","ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;150 weeks on the list",THE BAD GUYS;by Aaron Blabey;24 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;47 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,THE FIRST CONSPIRACY;by Brad Meltzer and Josh Mensch;,PRINCIPLES;by Ray Dalio;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FLY GIRLS;by Keith O'Brien;
9,EYE OF THE NEEDLE;by Ken Follett;New this week,THE ONLY WOMAN IN THE ROOM;by Marie Benedict;3 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;4 weeks on the list,IN PIECES;by Sally Field;11 weeks on the list,CHURCHILL: WALKING WITH DESTINY;by Andrew Roberts;9 weeks on the list,BEAUTIFUL BOY;by David Sheff;20 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;265 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;13 weeks on the list,P IS FOR PTERODACTYL;by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia;8 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;494 weeks on the list,THE GILDED WOLVES;by Roshani Chokshi;2 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;,GRIT;by Angela Duckworth;,THE POWER OF HABIT;by Charles Duhigg;,BELICHICK;by Ian O'Connor;
10,WE SHOULDN'T;by Vi Keeland;New this week,THE NEW IBERIA BLUES;by James Lee Burke;3 weeks on the list,PACHINKO;by Min Jin Lee;45 weeks on the list,"THE POINT OF IT ALL;by Charles Krauthammer, edited by Daniel Krauthammer;8 weeks on the list",WOMEN ROWING NORTH;by Mary Pipher;2 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;185 weeks on the list,CAN'T HURT ME;by David Goggins;5 weeks on the list,MINECRAFT: THE CRASH;by Tracey Baptiste;21 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;152 weeks on the list,TRACK;by Jason Reynolds;5 weeks on the list,SLAYER;by Kiersten White;2 weeks on the list,THE NAME OF THE WIND;by Patrick Rothfuss;,THE TRUTHS WE HOLD;by Kamala Harris;,THE BULLET JOURNAL METHOD;by Ryder Carroll;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,UNBROKEN;by Laura Hillenbrand;
