,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;25 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;26 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;26 weeks on the list,BECOMING;by Michelle Obama;16 weeks on the list,BECOMING;by Michelle Obama;16 weeks on the list,BORN A CRIME;by Trevor Noah;3 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;47 weeks on the list",WONDER;by R.J. Palacio;186 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;3 weeks on the list,DOG MAN;by Dav Pilkey;79 weeks on the list,THE HATE U GIVE;by Angie Thomas;105 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
2,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;25 weeks on the list,THE CHEF;by James Patterson and Max DiLallo;2 weeks on the list,THE HUNTRESS;by Kate Quinn;New this week,EDUCATED;by Tara Westover;54 weeks on the list,EDUCATED;by Tara Westover;54 weeks on the list,SAPIENS;by Yuval Noah Harari;42 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;155 weeks on the list,MERCI SUÁREZ CHANGES GEARS;by Meg Medina;3 weeks on the list,THE BAD SEED;by Jory John. Illustrated by Pete Oswald;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;520 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;13 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,TB12 METHOD;by Tom Brady;
3,THE HUNTRESS;by Kate Quinn;New this week,THE BORDER;by Don Winslow;New this week,THE LOST GIRLS OF PARIS;by Pam Jenoff;5 weeks on the list,THE THREAT;by Andrew G. McCabe;2 weeks on the list,THE THREAT;by Andrew G. McCabe;2 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;New this week,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;116 weeks on the list,MAX AND THE MIDKNIGHTS;by Lincoln Peirce;8 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;174 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;42 weeks on the list,ON THE COME UP;by Angie Thomas;4 weeks on the list,NORSE MYTHOLOGY;by Neil Gaiman;,THE THREAT;by Andrew G. McCabe;,MAID;by Stephanie Land;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
4,THE BORDER;by Don Winslow;New this week,AN ANONYMOUS GIRL;by Greer Hendricks and Sarah Pekkanen;8 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;39 weeks on the list,BAD BLOOD;by John Carreyrou;30 weeks on the list,WOMEN ROWING NORTH;by Mary Pipher;7 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;34 weeks on the list,YOU ARE A BADASS;by Jen Sincero;161 weeks on the list,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;12 weeks on the list,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;11 weeks on the list,VEGA JANE;by David Baldacci;3 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;21 weeks on the list",CONNECTIONS IN DEATH;by J.D. Robb;,BAD BLOOD;by John Carreyrou;,ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
5,THE CHEF;by James Patterson and Max DiLallo;2 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;4 weeks on the list,THE IMMORTALISTS;by Chloe Benjamin;4 weeks on the list,SAY NOTHING;by Patrick Radden Keefe;New this week,GRATEFUL AMERICAN;by Gary Sinise with Marcus Brotherton;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;19 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;270 weeks on the list,BLENDED;by Sharon M. Draper;7 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;261 weeks on the list,HARRY POTTER;by J.K. Rowling;519 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;9 weeks on the list",A KILLER'S MIND;by Mike Omer;,SAPIENS;by Yuval Noah Harari;,GRIT;by Angela Duckworth;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,GOOD TO GO;by Christie Aschwanden;
6,CHOCOLATE CREAM PIE MURDER;by Joanne Fluke;New this week,CHOCOLATE CREAM PIE MURDER;by Joanne Fluke;New this week,SOLD ON A MONDAY;by Kristina McMorris;13 weeks on the list,WOMEN ROWING NORTH;by Mary Pipher;6 weeks on the list,SPEARHEAD;by Adam Makos;2 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;48 weeks on the list,DARE TO LEAD;by Brené Brown;8 weeks on the list,LITTLE LEADERS;by Vashti Harrison;24 weeks on the list,P IS FOR PTERODACTYL;by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia;13 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;160 weeks on the list,GIRLS OF PAPER AND FIRE;by Natasha Ngan;10 weeks on the list,MISSION CRITICAL;by Mark Greaney;,BORN A CRIME;by Trevor Noah;,FROM THE GROUND UP;by Howard Schultz with Joanne Gordon;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BIG FELLA;by Jane Leavy;
7,THE SILENT PATIENT;by Alex Michaelides;4 weeks on the list,NINE PERFECT STRANGERS;by Liane Moriarty;14 weeks on the list,LESS;by Andrew Sean Greer;41 weeks on the list,GRATEFUL AMERICAN;by Gary Sinise with Marcus Brotherton;3 weeks on the list,SAY NOTHING;by Patrick Radden Keefe;New this week,THE INNOCENT MAN;by John Grisham;51 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;11 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;87 weeks on the list,SAY SOMETHING!;by Peter H. Reynolds;New this week,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;66 weeks on the list,THE WICKED KING;by Holly Black;4 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
8,THE LOST GIRLS OF PARIS;by Pam Jenoff;5 weeks on the list,THE RECKONING;by John Grisham;19 weeks on the list,AN AMERICAN MARRIAGE;by Tayari Jones;4 weeks on the list,SPEARHEAD;by Adam Makos;2 weeks on the list,BAD BLOOD;by John Carreyrou;20 weeks on the list,GRIT;by Angela Duckworth;27 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;20 weeks on the list,REFUGEE;by Alan Gratz;47 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;265 weeks on the list,DORK DIARIES;by Rachel Renée Russell;281 weeks on the list,KING OF SCARS;by Leigh Bardugo;5 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,THE POWER OF HABIT;by Charles Duhigg;,SHOE DOG;by Phil Knight;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;
9,BACKLASH;by Lisa Jackson;New this week,NEVER TELL;by Lisa Gardner;2 weeks on the list,JUROR #3;by James Patterson and Nancy Allen;3 weeks on the list,BORN A CRIME;by Trevor Noah;36 weeks on the list,THE UNINHABITABLE EARTH;by David Wallace-Wells;2 weeks on the list,THE RADIUM GIRLS;by Kate Moore;5 weeks on the list,DREYER'S ENGLISH;by Benjamin Dreyer;5 weeks on the list,THE CROSSOVER;by Kwame Alexander;31 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;157 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;33 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;52 weeks on the list,THE FIRST FIFTEEN LIVES OF HARRY AUGUST;by Claire North;,THE GOOD NURSE;by Charles Graeber;,LEADERSHIP;by Doris Kearns Goodwin;,NEVER ENOUGH;by Judith Grisel;,THE BOYS IN THE BOAT;by Daniel James Brown;
10,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;28 weeks on the list,FIRE AND BLOOD;by George R.R. Martin;15 weeks on the list,THE OTHER WOMAN;by Daniel Silva;New this week,BEAUTIFUL BOY;by David Sheff;4 weeks on the list,THE SOURCE OF SELF-REGARD;by Toni Morrison;3 weeks on the list,JUST MERCY;by Bryan Stevenson;142 weeks on the list,SPARK JOY;by Marie Kondo;22 weeks on the list,GAME OF STARS;by Sayantani DasGupta;New this week,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;153 weeks on the list",FUNJUNGLE;by Stuart Gibbs;New this week,TWO CAN KEEP A SECRET;by Karen M. McManus;8 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,CRASHES AND CRISES;by Connel Fullenkamp;,ZUCKED;by Roger McNamee;,THE POWER OF HABIT;by Charles Duhigg;,THE MAMBA MENTALITY;by Kobe Bryant;
