,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,SHADOWFEVER;by Karen Marie Moning;New this week,TRUE GRIT;by Charles Portis;6 weeks on the list,,UNBROKEN;by Laura Hillenbrand;10 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;10 weeks on the list,SEXY FOREVER;by Suzanne Somers;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;182 weeks on the list,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;13 weeks on the list",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;46 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 24;by Hiromu Arakawa;New this week",THE LOST HERO;by Rick Riordan;15 weeks on the list,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;12 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;10 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;22 weeks on the list
2,STRATEGIC MOVES;by Stuart Woods;New this week,WATER FOR ELEPHANTS;by Sara Gruen;104 weeks on the list,,BATTLE HYMN OF THE TIGER MOTHER;by Amy Chua;2 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;16 weeks on the list,THE 7;by Glenn Beck and Keith Ablow;3 weeks on the list,THE BOOK OF AWAKENING;by Mark Nepo;3 weeks on the list,"BRIGHTEST DAY, VOL. 1;by Geoff Johns and Peter Tomasi;7 weeks on the list","NEW SPRING: THE GRAPHIC NOVEL;by Robert Jordan, Chuck Dixon and Mike Miller;New this week","HETALIA AXIS POWERS, VOL. 2;by Hidekaz Himaruya;4 weeks on the list",MOON OVER MANIFEST;by Clare Vanderpool;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;176 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;106 weeks on the list
3,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;35 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;83 weeks on the list,,DECISION POINTS;by George W. Bush;11 weeks on the list,JUST KIDS;by Patti Smith;12 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;6 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;495 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;18 weeks on the list",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;42 weeks on the list,"VAMPIRE KNIGHT, VOL. 11;by Matsuri Hino;7 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;6 weeks on the list,FALLEN;by Lauren Kate;17 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;22 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;112 weeks on the list
4,THE INNER CIRCLE;by Brad Meltzer;2 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;52 weeks on the list,,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1;by Mark Twain;14 weeks on the list",THE GLASS CASTLE;by Jeannette Walls;203 weeks on the list,THE INVESTMENT ANSWER;by Daniel C. Goldie and Gordon S. Murray;New this week,CRAZY LOVE;by Francis Chan with Danae Yankoski;14 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;20 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;62 weeks on the list","NARUTO, VOL. 49;by Masashi Kishimoto;17 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;38 weeks on the list",THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;84 weeks on the list,LEGO STAR WARS;by Simon Beecroft;57 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;185 weeks on the list
5,THE SENTRY;by Robert Crais;2 weeks on the list,WINTER GARDEN;by Kristin Hannah;3 weeks on the list,,CLEOPATRA;by Stacy Schiff;12 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;207 weeks on the list",FLASH FORESIGHT;by Daniel Burrus with John David Mann;New this week,RADICAL;by David Platt;33 weeks on the list,"THE WALKING DEAD, BOOK 6;by Robert Kirkman and Charlie Adlard;11 weeks on the list",SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;34 weeks on the list,"HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;17 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;7 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;17 weeks on the list,OLIVIA GOES TO VENICE;written and illustrated by Ian Falconer;10 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;34 weeks on the list
6,CALL ME IRRESISTIBLE;by Susan Elizabeth Phillips;New this week,LITTLE BEE;by Chris Cleave;49 weeks on the list,,LIFE;by Keith Richards with James Fox;13 weeks on the list,WHAT THE DOG SAW;by Malcolm Gladwell;6 weeks on the list,CRAZY SEXY DIET;by Kris Carr;New this week,"EAT THIS, NOT THAT! 2011;David Zinczenko with Matt Goulding;14 weeks on the list",BATMAN: THE WIDENING GYRE;by Kevin Smith and Walter Flanagan;4 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;38 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;22 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;27 weeks on the list,WHEN YOU REACH ME;by Rebecca Stead;4 weeks on the list,KNUFFLE BUNNY FREE;written and illustrated by Mo Willems;16 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;235 weeks on the list
7,DEAD OR ALIVE;by Tom Clancy with Grant Blackwood;7 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;44 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;38 weeks on the list,BLINK;by Malcolm Gladwell;171 weeks on the list,THE CARB LOVERS DIET;by Ellen Kunes and Frances Largeman-Roth;6 weeks on the list,MADE TO CRAVE;by Lysa TerKeurst;2 weeks on the list,THE EXILE: AN OUTLANDER GRAPHIC NOVEL;by Diana Gabaldon and Hoang Nguyen;17 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;27 weeks on the list,"ROSARIO + VAMPIRE: SEASON II, VOL. 3;by Akihisa Ikeda;7 weeks on the list",TURTLE IN PARADISE;by Jennifer L. Holm;New this week,IDENTICAL;by Ellen Hopkins;3 weeks on the list,PONYELLA;written by Laura Numeroff and Nate Evans. Illustrated by Lynn Munsinger;New this week,THE TWILIGHT SAGA;by Stephenie Meyer;181 weeks on the list
8,THE HELP;by Kathryn Stockett;95 weeks on the list,HOUSE RULES;by Jodi Picoult;11 weeks on the list,,DECODED;by Jay-Z;10 weeks on the list,TIPPING POINT;by Malcolm Gladwell;329 weeks on the list,"STRAIGHT TALK, NO CHASER;by Steve Harvey with Denene Millner;7 weeks on the list","COOK THIS, NOT THAT! EASY AND AWESOME 350-CALORIE MEALS;by David Zinczenko and Matt Goulding;12 weeks on the list","THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;7 weeks on the list",SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;40 weeks on the list,"YOTSUBA AND &!, VOL. 9;by Kiyohiko Azuma;5 weeks on the list",THE LYING GAME;by Sara Shepard;5 weeks on the list,THE MAZE RUNNER;by James Dashner;14 weeks on the list,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU;written and illustrated by Nancy Tillman;12 weeks on the list",VAMPIRE ACADEMY;by Richelle Mead;41 weeks on the list
9,THE CONFESSION;by John Grisham;13 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;85 weeks on the list,,THE LONGEST WAR;by Peter L. Bergen;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;208 weeks on the list,TWELVE STEPS TO A COMPASSIONATE LIFE;by Karen Armstrong;2 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;20 weeks on the list","BATMAN AND ROBIN, VOL. 2;by Grant Morrison, Andy Clarke and Cameron Stewart;7 weeks on the list","THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;8 weeks on the list","THE BLEACH, VOL. 33;by Tite Kubo;6 weeks on the list",MATCHED;by Ally Condie;8 weeks on the list,THE EVOLUTION OF CALPURNIA TATE;by Jacqueline Kelly;2 weeks on the list,INTERRUPTING CHICKEN;written and illustrated by David Ezra Stein;2 weeks on the list,HARRY POTTER;by J.K. Rowling;243 weeks on the list
10,WHAT THE NIGHT KNOWS;by Dean Koontz;4 weeks on the list,THE IMPERFECTIONISTS;by Tom Rachman;3 weeks on the list,,OUTLIERS;by Malcolm Gladwell;99 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;117 weeks on the list,"THE LIFE YOU WANT;by Bob Greene, Ann Kearney-Cooke and Janis Jibrin;2 weeks on the list","FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;48 weeks on the list","MOUSE GUARD: LEGENDS OF THE GUARD, VOL. 1;by David Petersen, Jeremy Bastian and Alex Sheikman;5 weeks on the list","THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;10 weeks on the list","BLACK BUTLER, VOL. 3;by Yana Toboso;13 weeks on the list",ONE CRAZY SUMMER;by Rita Williams-Garcia;New this week,"HUSH, HUSH;by Becca Fitzpatrick;17 weeks on the list",ART AND MAX;written and illustrated by David Wiesner;15 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;11 weeks on the list
11,ROOM;by Emma Donoghue;11 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;102 weeks on the list,,____ FINISH FIRST;by Tucker Max;11 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;74 weeks on the list,WHY WE GET FAT;by Gary Taubes;,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;,,,,,,,
12,CROSS FIRE;by James Patterson;10 weeks on the list,THE ALCHEMIST;by Paulo Coelho;164 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;38 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;56 weeks on the list",THE COMEBACK;by Gary Shapiro;,CLEAN;by Alejandro Junger with Amely Greeven;,,,,,,,
13,FREEDOM;by Jonathan Franzen;18 weeks on the list,MAJOR PETTIGREW’S LAST STAND;by Helen Simonson;8 weeks on the list,,MY FATHER AT 100;by Ron Reagan;New this week,STONES INTO SCHOOLS;by Greg Mortenson;13 weeks on the list,CINCH!;by Cynthia Sass;,YOU MIGHT BE A ZOMBIE AND OTHER BAD NEWS;by  the Cracked.com staff;,,,,,,,
14,THE OUTLAWS;by W. E. B. Griffin and William E. Butterworth IV;4 weeks on the list,HALF BROKE HORSES;by Jeannette Walls;20 weeks on the list,,EARTH (THE BOOK);by Jon Stewart and others;18 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;149 weeks on the list,BAREFOOT CONTESSA: HOW EASY IS THAT?;by Ina Garten;,THE G-FREE DIET;by Elisabeth Hasselbeck;,,,,,,,
15,THREE SECONDS;by Anders Roslund and Borge Hellstrom;3 weeks on the list,THE FORGOTTEN GARDEN;by Kate Morton;29 weeks on the list,,I REMEMBER NOTHING;by Nora Ephron;11 weeks on the list,THE OTHER WES MOORE;by Wes Moore;2 weeks on the list,THE POWER;by Rhonda Byrne;,POWER FOODS;by  Whole Living Magazine Editors;,,,,,,,
