,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE HELP;by Kathryn Stockett;44 weeks on the list,A RELIABLE WIFE;by Robert Goolrick;4 weeks on the list,,GAME CHANGE;by John Heilemann and Mark Halperin;3 weeks on the list,THE BLIND SIDE;by Michael Lewis;18 weeks on the list,THE KIND DIET;by Alicia Silverstone;5 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;5 weeks on the list",THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;16 weeks on the list,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;4 weeks on the list","BLACK BUTLER, VOL. 1;by Yana Toboso;New this week",THE HUNGER GAMES;by Suzanne Collins;73 weeks on the list,THE BOOK THIEF;by Markus Zusak;125 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;13 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;134 weeks on the list
2,THE LOST SYMBOL;by Dan Brown;20 weeks on the list,THE LOVELY BONES;by Alice Sebold;20 weeks on the list,,I AM OZZY;by Ozzy Osbourne with Chris Ayres;New this week,THE LOST CITY OF Z;by David Grann;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;5 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;2 weeks on the list,THE STAND: AMERICAN NIGHTMARES;by Roberto Aguirre-Sacasa and Mike Perkins;4 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;49 weeks on the list,"TSUBASA: RESERVOIR CHRONICLE, VOL. 25;by Clamp;New this week",CATCHING FIRE;by Suzanne Collins;22 weeks on the list,L.A. CANDY;by Lauren Conrad;4 weeks on the list,I AM GOING!;written and illustrated by Mo Willems;New this week,THE TWILIGHT SAGA;by Stephenie Meyer;130 weeks on the list
3,KISSER;by Stuart Woods;2 weeks on the list,DEAR JOHN;by Nicholas Sparks;21 weeks on the list,,THE POLITICIAN;by Andrew Young;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;157 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;19 weeks on the list","COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;2 weeks on the list",BATMAN: BATTLE FOR THE COWL;by Tony Daniel;10 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;4 weeks on the list","FULLMETAL ALCHEMIST, VOL. 22;by Hiromu Arakawa;3 weeks on the list",FALLEN;by Lauren Kate;8 weeks on the list,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER;by Christopher Pike;4 weeks on the list",ALL THE WORLD;by Liz Garton Scanlon. Illustrated by  Marla Frazee;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;55 weeks on the list
4,BLOOD TIES;by Kay Hooper;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;32 weeks on the list,,COMMITTED;by Elizabeth Gilbert;4 weeks on the list,A PEOPLE'S HISTORY OF THE UNITED STATES: 1492 TO PRESENT;by Howard Zinn;New this week,THE MAYO CLINIC DIET;by the Mayo Clinic staff;4 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;445 weeks on the list,THE STAND: CAPTAIN TRIPS;by Roberto Aguirre-Sacasa and Mike Perkins;3 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;15 weeks on the list","THE YU-GI-OH! GX 4, VOL. 4;by Naoyuki Kageyama and Kazuki Takahashi;3 weeks on the list",PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE);by Mary-Jane Knight. Designed by Philip Chidlow;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;54 weeks on the list,AMELIA BEDELIA'S FIRST VALENTINE;by Herman Parish. Illustrated by Lynne Avril;New this week,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;75 weeks on the list
5,THE FIRST RULE;by Robert Crais;3 weeks on the list,THE LAST SONG;by Nicholas Sparks;New this week,,HAVE A LITTLE FAITH;by Mitch Albom;18 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;5 weeks on the list","ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;50 weeks on the list",THE FIVE LOVE LANGUAGES;by Gary Chapman;131 weeks on the list,WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;10 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;17 weeks on the list,"SHUGO CHARA!, VOL. 8;by Peach-Pit;New this week",WHEN YOU REACH ME;by Rebecca Stead;11 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;43 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;20 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;217 weeks on the list
6,THE SWAN THIEVES;by Elizabeth Kostova;3 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;51 weeks on the list,,OUTLIERS;by Malcolm Gladwell;63 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;156 weeks on the list",4-HOUR WORKWEEK;by Timothy Ferriss;62 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;5 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;47 weeks on the list,"CHEW, VOL. 1;by John Layman and Rob Guillory;4 weeks on the list",NARUTO 46;by Masashi Kishimoto;18 weeks on the list,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;7 weeks on the list,DARK VISIONS;by L. J. Smith;21 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;21 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;37 weeks on the list
7,CROSS FIRE;by James Patterson;11 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;34 weeks on the list,,STONES INTO SCHOOLS;by Greg Mortenson;9 weeks on the list,IN DEFENSE OF FOOD;by Michael Pollan;34 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;30 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;71 weeks on the list,MARVEL ZOMBIES RETURN;by Fred Van Lente and others;New this week,"THE UNWRITTEN, VOL. 1;by Mike Carey and Peter Gross;3 weeks on the list","MAXIMUM RIDE, VOL. 2;by James Patterson and NaRae Lee;14 weeks on the list",BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;8 weeks on the list,THIRST NO. 1;by Christopher Pike;26 weeks on the list,RED SINGS FROM TREETOPS;by Joyce Sidman. Illustrated by Pamela Zagarenski;2 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;13 weeks on the list
8,THE LAST SONG;by Nicholas Sparks;21 weeks on the list,TRUE COLORS;by Kristin Hannah;4 weeks on the list,,JUST KIDS;by Patti Smith;2 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;122 weeks on the list,THE SECRET;by Rhonda Byrne;149 weeks on the list,WOMEN AND MONEY;by Suze Orman;4 weeks on the list,THE WONDERFUL WIZARD OF OZ;by Eric Shanower and Skottie Young;20 weeks on the list,THE UMBRELLA ACADEMY: DALLAS;by Gerard Way and Gabriel Ba;10 weeks on the list,"MAXIMUM RIDE, VOL. 1;by James Patterson and NaRae Lee;8 weeks on the list",THE EVOLUTION OF CALPURNIA TATE;by Jacqueline Kelly;2 weeks on the list,MILES TO GO;by Miley Cyrus;3 weeks on the list,"NUBS;by Brian Dennis, Mary Nethery and Kirby Larson;13 weeks on the list",VAMPIRE DIARIES;by L. J. Smith;40 weeks on the list
9,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;16 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;41 weeks on the list,,COURTING DISASTER;by Marc A. Thiessen;New this week,THE OMNIVORE’S DILEMMA;by Michael Pollan;122 weeks on the list,THE FIFTH AGREEMENT;by Don Miguel Ruiz and Don Jose Ruiz with Janet Mills;New this week,SKINNY BITCH;by Kim Barnouin;130 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;28 weeks on the list",BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;22 weeks on the list,"ONE PIECE, VOL. 24;by Eiichiro Oda;3 weeks on the list",SHIVER;by Maggie Stiefvater;27 weeks on the list,THE UNDERNEATH;by Kathi Appelt. Illustrated by David Small;2 weeks on the list,OTIS;written and illustrated by Loren Long;12 weeks on the list,THE IMMORTALS;by Alyson Noël;11 weeks on the list
10,ROSES;by Leila Meacham;3 weeks on the list,THE SHACK;by William P. Young;89 weeks on the list,,THE CHECKLIST MANIFESTO;by Atul Gawande;4 weeks on the list,TIPPING POINT;by Malcolm Gladwell;278 weeks on the list,LINCHPIN;by Seth Godin;New this week,THE COUPON MOM'S GUIDE TO CUTTING YOUR GROCERY BILLS IN HALF;by Stephanie Nelson;4 weeks on the list,GREEN LANTERN: AGENT ORANGE;by Geoff Johns and Philip Tan;7 weeks on the list,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;21 weeks on the list,"VAMPIRE KNIGHT, VOL. 8;by Matsuri Hino;13 weeks on the list","HUSH, HUSH;by Becca Fitzpatrick;11 weeks on the list",GRACELING;by Kristin Cashore;18 weeks on the list,HOW DO DINOSAURS SAY I LOVE YOU?;by Jane Yolen. Illustrated by  Mark Teague;New this week,THE MORTAL INSTRUMENTS;by Cassandra Clare;32 weeks on the list
