,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,FORD COUNTY;by John Grisham;New this week,PUSH;by Sapphire;11 weeks on the list,,HAVE A LITTLE FAITH;by Mitch Albom;6 weeks on the list,THE BLIND SIDE;by Michael Lewis;6 weeks on the list,IT'S YOUR TIME;by Joel Osteen;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;436 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;4 weeks on the list,"LOGICOMIX - AN EPIC SEARCH FOR TRUTH;by Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos and Annie Di Donna;6 weeks on the list","VAMPIRE KNIGHT, VOL. 8;by Matsuri Hino;New this week",CATCHING FIRE;by Suzanne Collins;10 weeks on the list,THE BOOK THIEF;by Markus Zusak;113 weeks on the list,SPLENDIFEROUS CHRISTMAS;by Jane O’Connor. Illustrated by Robin Preiss Glasser;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;43 weeks on the list
2,THE LOST SYMBOL;by Dan Brown;8 weeks on the list,BED OF ROSES;by Nora Roberts;2 weeks on the list,,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;3 weeks on the list,OUR CHOICE;by Al Gore;New this week,THE PIONEER WOMAN COOKS;by Ree Drummond;2 weeks on the list,NEW MOON;by Mark Cotta Vaz;5 weeks on the list,FINAL CRISIS: LEGION OF THREE WORLDS;by Geoff Johns and George Perez;2 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;5 weeks on the list,NARUTO 46;by Masashi Kishimoto;6 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;61 weeks on the list,BLUE MOON;by Alyson Noël;18 weeks on the list,THE CHRISTMAS SWEATER;by Glenn Beck with Kevin Balfe and Jason Wright.;2 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;118 weeks on the list
3,KINDRED IN DEATH;by J. D. Robb;New this week,SAY YOU'RE ONE OF THEM;by Uwem Akpan;8 weeks on the list,,WHAT THE DOG SAW;by Malcolm Gladwell;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;145 weeks on the list,GUINNESS WORLD RECORDS 2010;edited by Craig Glenday;8 weeks on the list,"MORE DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;New this week",PRIDE AND PREJUDICE;by Nancy Butler and Hugo Petrus;2 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;37 weeks on the list,"NEGIMA! MAGISTER NEGI MAGI, VOL. 24;by Ken Akamatsu;2 weeks on the list",THE MAGICIAN’S ELEPHANT;by Kate DiCamillo. Illustrated by Yoko Tanaka;9 weeks on the list,EVERMORE;by Alyson Noël;40 weeks on the list,LEGO STAR WARS;by Simon Beecroft;5 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;63 weeks on the list
4,THE GATHERING STORM;by Robert Jordan and Brandon Sanderson;2 weeks on the list,THE SHACK;by William P. Young;77 weeks on the list,,"ARGUING WITH IDIOTS;written and edited by Glenn Beck, Kevin Balfe and others;7 weeks on the list",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;11 weeks on the list,KNOCKOUT;by Suzanne Somers;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;119 weeks on the list,THE WONDERFUL WIZARD OF OZ;by Eric Shanower and Skottie Young;8 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;32 weeks on the list,"OURAN HIGH SCHOOL HOST CLUB, VOL. 13;by Bisco Hatori;New this week",MILLION-DOLLAR THROW;by Mike Lupica;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;32 weeks on the list,"NUBS;by Brian Dennis, Mary Nethery and Kirby Larson;New this week",THE 39 CLUES;by various authors;26 weeks on the list
5,THE LACUNA;by Barbara Kingsolver;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;20 weeks on the list,,THE BOOK OF BASKETBALL;by Bill Simmons;2 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;151 weeks on the list,"REINVENTING THE BODY, RESURRECTING THE SOUL;by Deepak Chopra;4 weeks on the list",BUY KETCHUP IN MAY AND FLY AT NOON;by Mark Di Vincenzo;3 weeks on the list,ULTIMATUM;by Jeph Loeb and David Finch;2 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 5;by various;5 weeks on the list","BLACK BIRD, VOL. 2;by Kanoko Sakurakoji;New this week",TRICKS;by Ellen Hopkins;10 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;42 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;8 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;122 weeks on the list
6,TRUE BLUE;by David Baldacci;2 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;29 weeks on the list,,THE AUDACITY TO WIN;by David Plouffe;New this week,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;110 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;41 weeks on the list",RACHAEL RAY'S BOOK OF 10;by Rachael Ray;New this week,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;35 weeks on the list,THE UMBRELLA ACADEMY: DALLAS;by Gerard Way and Gabriel Ba;3 weeks on the list,"MAXIMUM RIDE, VOL. 2;by James Patterson and NaRae Lee;2 weeks on the list","HUSH, HUSH;by Becca Fitzpatrick;4 weeks on the list",THIRST NO. 1;by Christopher Pike;14 weeks on the list,ERAGON’S GUIDE TO ALAGAËSIA;by Christopher Paolini. Illustrated by Fred Gambino and others;New this week,VAMPIRE DIARIES;by L. J. Smith;28 weeks on the list
7,THE HELP;by Kathryn Stockett;32 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;27 weeks on the list,,OUTLIERS;by Malcolm Gladwell;51 weeks on the list,BLINK;by Malcolm Gladwell;108 weeks on the list,AD HOC AT HOME;by Thomas Keller;New this week,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;59 weeks on the list,DEADPOOL: SUICIDE KINGS;by Mike Benson and Carlo Barbieri;New this week,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;12 weeks on the list,"ROSARIO VAMPIRE, VOL. 10;by Akihisa Ikeda;New this week",SHIVER;by Maggie Stiefvater;15 weeks on the list,DARK VISIONS;by L. J. Smith;9 weeks on the list,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;8 weeks on the list",MORGANVILLE VAMPIRES;by Rachel Caine;3 weeks on the list
8,PURSUIT OF HONOR;by Vince Flynn;4 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;22 weeks on the list,,THE SELLOUT;by Charles Gasparino;New this week,TIPPING POINT;by Malcolm Gladwell;266 weeks on the list,JIM CRAMER'S GETTING BACK TO EVEN;by James J. Cramer with Cliff Mason;4 weeks on the list,SKINNY BITCH;by Kim Barnouin;121 weeks on the list,BATMAN: CACOPHONY;by Kevin Smith and Walter Flanagan;7 weeks on the list,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;13 weeks on the list,"SOUL EATER, VOL. 3;by Atsushi Ohkubo;3 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;53 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;New this week,OTIS;written and illustrated by Loren Long;7 weeks on the list,THE CLIQUE;by Lisi Harrison;15 weeks on the list
9,THE SCARPETTA FACTOR;by Patricia Cornwell;3 weeks on the list,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;21 weeks on the list,,TOO BIG TO FAIL;by Andrew Ross Sorkin;3 weeks on the list,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;22 weeks on the list,THE CONSCIOUS COOK;by Tal Ronnen;3 weeks on the list,"DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;13 weeks on the list",Batman: R.I.P.;by Grant Morrison and Tony Daniel;33 weeks on the list,"THE WALKING DEAD, VOL. 10;by Robert Kirkman and Charlie Adlard;12 weeks on the list","D. GRAY-MAN, VOL. 15;by Katsura Hoshino;New this week",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;57 weeks on the list,GRACELING;by Kristin Cashore;6 weeks on the list,"JULIE ANDREWS’S COLLECTION OF POEMS, SONGS, AND LULLABIES;by Emma Walton Hamilton and Julie Andrews. Illustrated by James McMullan.;5 weeks on the list",THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart;5 weeks on the list
10,LAST NIGHT IN TWISTED RIVER;by John Irving;2 weeks on the list,RUN FOR YOUR LIFE;by James Patterson and Michael Ledwidge;3 weeks on the list,,"WHEN THE GAME WAS OURS;by Larry Bird and Earvin ""Magic"" Johnson with Jackie MacMullan;New this week",THE ASCENT OF MONEY;by Niall Ferguson;2 weeks on the list,THE KIND DIET;by Alicia Silverstone;4 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;30 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;21 weeks on the list","FABLES, VOL. 12;by Bill Willingham, Mike Allred and Mark Buckingham;10 weeks on the list","TSUBASA: RESERVOIR CHRONICLE, VOL. 24;by  Clamp;2 weeks on the list",FIRE;by Kristin Cashore;5 weeks on the list,CLOUDY WITH A CHANCE OF MEATBALLS: JUNIOR NOVELIZATION;by Stacia Deutsch and Rhody Cohon;8 weeks on the list,WHERE THE WILD THINGS ARE;by Barb Bersche and Michelle Quint;6 weeks on the list,BLUE BLOODS;by Melissa de la Cruz;12 weeks on the list
11,NO LESS THAN VICTORY;by Jeff Shaara;New this week,SARAH’S KEY;by Tatiana de Rosnay;39 weeks on the list,,THE TIME OF MY LIFE;by Patrick Swayze and Lisa Niemi;4 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;5 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;,THE PURPOSE-DRIVEN LIFE;by Rick Warren;,,,,,,,
12,NINE DRAGONS;by Michael Connelly;4 weeks on the list,THE ELEGANCE OF THE HEDGEHOG;by Muriel Barbery;43 weeks on the list,,TRUE COMPASS;by Edward M. Kennedy;8 weeks on the list,WHEN YOU ARE ENGULFED IN FLAMES;by David Sedaris;23 weeks on the list,ONE SIMPLE ACT;by Debbie Macomber;,THE POWER OF NOW;by Eckhart Tolle;,,,,,,,
13,WOLF HALL;by Hilary Mantel;4 weeks on the list,THE PRIVATE PATIENT;by P. D. James;New this week,,INSIDE OF A DOG;by Alexandra Horowitz;2 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;159 weeks on the list,CRUSH IT!;by Gary Vaynerchuk;,THE SIBLEY GUIDE TO TREES;by David Allen Sibley;,,,,,,,
14,THE LAST SONG;by Nicholas Sparks;9 weeks on the list,THE ALCHEMIST;by Paulo Coelho;112 weeks on the list,,EATING ANIMALS;by Jonathan Safran Foer;New this week,MY HORIZONTAL LIFE;by Chelsea Handler;54 weeks on the list,"POSTSECRET: CONFESSIONS ON LIFE, DEATH, AND GOD;by Frank Warren;",EMERIL 20-40-60 FRESH FOOD FAST;by Emeril Lagasse;,,,,,,,
15,HEAT WAVE;by Richard Castle;3 weeks on the list,THE STORY OF EDGAR SAWTELLE;by David Wroblewski;9 weeks on the list,,BON JOVI;by  Bon Jovi;New this week,SAME KIND OF DIFFERENT AS ME;by Ron Hall and Denver Moore with Lynn Vincent;56 weeks on the list,MOMOFUKU;by David Chang and Peter Meehan;,THE CAKE MIX DOCTOR RETURNS!;by Anne Byrn;,,,,,,,
