,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Indigenous Americans,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,BROTHERHOOD IN DEATH;by J. D. Robb;New this week,BROTHERHOOD IN DEATH;by J. D. Robb;New this week,ME BEFORE YOU;by Jojo Moyes;61 weeks on the list,,,WHEN BREATH BECOMES AIR;by Paul Kalanithi;4 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;4 weeks on the list,13 HOURS;by Mitchell Zuckoff with members of the Annex Security Team;7 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;4 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;67 weeks on the list,SOPPY;by Philippa Rice;2 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: CLAUDIA AND MEAN JANINE;by Ann M. Martin and Raina Telgemeier;2 weeks on the list,"MY HERO ACADEMIA, VOL. 3;by Kohei Horikoshi;New this week",WONDER;by R.J. Palacio;22 weeks on the list,WONDER;by R.J. Palacio;26 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;26 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;4 weeks on the list,LUNAR CHRONICLES;by Marissa Meyer;21 weeks on the list,RED QUEEN;by Victoria Aveyard;6 weeks on the list,THE SIREN;by Kiera Cass;2 weeks on the list,THE 5TH WAVE;by Rick Yancey;25 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,THE BIG SHORT;by Michael Lewis;,YES PLEASE;by Amy Poehler;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,HUMANS OF NEW YORK: STORIES;by Brandon Stanton;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,100 DEADLY SKILLS;by Clint Emerson;,THE WRIGHT BROTHERS;by David McCullough;,THE RESIDENCE;by Kate Andersen Brower;,ALWAYS HUNGRY?;by David Ludwig;,HARRY POTTER COLORING BOOK;by various illustrators;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,,THE FIVE LOVE LANGUAGES;by Gary Chapman;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,13 HOURS;by Mitchell Zuckoff with members of the Annex Security Team;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE NAME OF GOD IS MERCY;by Pope Francis with Andrea Tornielli;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;
2,BREAKDOWN;by Jonathan Kellerman;New this week,NYPD RED 4;by James Patterson and Marshall Karp;2 weeks on the list,THE REVENANT;by Michael Punke;7 weeks on the list,,,ORIGINALS;by Adam Grant;New this week,ORIGINALS;by Adam Grant;New this week,THE BOYS IN THE BOAT;by Daniel James Brown;89 weeks on the list,DRY;by Augusten X. Burroughs;New this week,SPARK JOY;by Marie Kondo;5 weeks on the list,"DC COMICS: SECRET HERO SOCIETY, VOL. 1;by Derek Fridolfs and Dustin Nguyen;2 weeks on the list",DRAMA;by Raina Telgemeier;132 weeks on the list,"ONE PIECE, VOL. 77;by Eiichiro Oda;New this week",THE SWORD OF SUMMER;by Rick Riordan;18 weeks on the list,PAX;Sara Pennypacker. Illustrated by Jon Klassen;New this week,OUT OF MY MIND;by Sharon M. Draper;26 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;137 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;360 weeks on the list,THE INFINITE SEA;by Rick Yancey;14 weeks on the list,SALT TO THE SEA;by Ruta Sepetys;New this week,THE INFINITE SEA;by Rick Yancey;14 weeks on the list,THE HORSE;by Wendy Williams;,THE POWER OF BROKE;by Daymond John;,NOT MY FATHER'S SON;by Alan Cumming;,JUST MERCY;by Bryan Stevenson;,SPQR;by Mary Beard;,THEY SAY / I SAY;by Gerald Graff and Cathy Birkenstein;,ZERO FOOTPRINT;by Simon Chase and Ralph Pezzullo;,DEAD WAKE;by Erik Larson;,STRONG LOOKS BETTER NAKED;by Khloe Kardashian;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,LOST OCEAN;illustrated by Johanna Basford;,ALWAYS HUNGRY?;by David Ludwig;,YES PLEASE;by Amy Poehler;,,DARING GREATLY;by Brené Brown;,H IS FOR HAWK;by Helen Macdonald;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE NEW JIM CROW;by Michelle Alexander;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,ALWAYS HUNGRY?;by David Ludwig;,CONCUSSION;by Jeanne Marie Laskas;,HUMANS OF NEW YORK: STORIES;by Brandon Stanton;
3,ME BEFORE YOU;by Jojo Moyes;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;92 weeks on the list,THE CHOICE;by Nicholas Sparks;24 weeks on the list,,,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;30 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;30 weeks on the list,THE BIG SHORT;by Michael Lewis;57 weeks on the list,THIS TIME TOGETHER;by Carol Burnett;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;139 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;190 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;39 weeks on the list,"JOJO'S BIZARRE ADVENTURE: BATTLE TENDENCY, VOL. 2;by Hirohiko Araki;New this week",THE FINEST HOURS;by Michael J. Tougias and Casey Sherman;2 weeks on the list,THE SWORD OF SUMMER;by Rick Riordan;18 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;23 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;20 weeks on the list,HARRY POTTER;by J.K. Rowling;359 weeks on the list,THE 5TH WAVE;by Rick Yancey;20 weeks on the list,RED QUEEN;by Victoria Aveyard;25 weeks on the list,THE BOOK THIEF;by Markus Zusak;26 weeks on the list,WHAT THE DOG KNOWS;by Cat Warren;,A PASSION FOR LEADERSHIP;by Robert M. Gates;,WHY NOT ME?;by Mindy Kaling;,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;,LADY ALMINA AND THE REAL DOWNTON ABBEY;by The Countess of Carnarvon;,THE WATER IS WIDE;by Pat Conroy;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,IN THE HEART OF THE SEA;by Nathaniel Philbrick;,RED;by Jacky Colliss Harvey;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,ENCHANTED FOREST;illustrated by Johanna Basford;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,WHY NOT ME?;by Mindy Kaling;,,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,THE SOUND OF GRAVEL;by Ruth Wariner;,THE BIG SHORT;by Michael Lewis;,JUST MERCY;by Bryan Stevenson;,FERVENT;by Priscilla Shirer;,THING EXPLAINER;by Randall Munroe;,UNBROKEN;by Laura Hillenbrand;,A THOUSAND DAYS IN VENICE;by Marlena de Blasi;
4,THE CHOICE;by Nicholas Sparks;7 weeks on the list,MY NAME IS LUCY BARTON;by Elizabeth Strout;4 weeks on the list,THE MARTIAN;by Andy Weir;67 weeks on the list,,,13 HOURS;by Mitchell Zuckoff with members of the Annex Security Team;10 weeks on the list,THE NAME OF GOD IS MERCY;by Pope Francis with Andrea Tornielli;4 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;36 weeks on the list,ORIGINALS;by Adam Grant;New this week,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;40 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;92 weeks on the list,SMILE;by Raina Telgemeier;191 weeks on the list,"AKAME GA KILL!, VOL. 5;by Takahiro and Tetsuya Tashiro;2 weeks on the list",OUT OF MY MIND;by Sharon M. Draper;3 weeks on the list,MR. LEMONCELLO'S LIBRARY OLYMPICS;by Chris Grabenstein;5 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;26 weeks on the list,THE DAY THE CRAYONS CAME HOME;by Drew Daywalt. Illustrated by Oliver Jeffers;25 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;20 weeks on the list,STEELHEART;by Brandon Sanderson;New this week,PASSENGER;by Alexandra Bracken;5 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;19 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,THE POWER OF HABIT;by Charles Duhigg;,FURIOUSLY HAPPY;by Jenny Lawson;,SISTERS IN LAW;by Linda Hirshman;,MY LIFE ON THE ROAD;by Gloria Steinem;,IN A DIFFERENT KEY;by John Donvan and Caren Zucker;,THE PENTAGON'S BRAIN;by Annie Jacobsen;,INTO THE WILD;by Jon Krakauer;,EMPIRE OF COTTON;by Sven Beckert;,THE PIONEER WOMAN COOKS: DINNERTIME;by Ree Drummond;,STRESS RELIEVING ANIMAL DESIGNS;by the editors of Blue Star Books;,BEING MORTAL;by Atul Gawande;,BINGE;by Tyler Oakley;,,H IS FOR HAWK;by Helen Macdonald;,THE FIVE LOVE LANGUAGES OF CHILDREN;by Gary D. Chapman and Ross Campbell;,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;,CITIZEN;by Claudia Rankine;,IMAGINE HEAVEN;by John Burke;,BEING MORTAL;by Atul Gawande;,WAKE UP HAPPY;by Michael Strahan with Veronica Chambers;,WILD;by Cheryl Strayed;
5,NYPD RED 4;by James Patterson and Marshall Karp;2 weeks on the list,THE GIRL ON THE TRAIN;by Paula Hawkins;56 weeks on the list,BROOKLYN;by Colm Toibin;15 weeks on the list,,,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;3 weeks on the list,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;3 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;17 weeks on the list,THE RUN OF HIS LIFE;by Jeffrey Toobin;New this week,PRESENCE;by Amy Cuddy;7 weeks on the list,KILLING AND DYING;by Adrian Tomine;18 weeks on the list,SISTERS;by Raina Telgemeier;75 weeks on the list,"ASSASSINATION CLASSROOM, VOL. 8;by Yusei Matsui;New this week",THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;9 weeks on the list,RAD AMERICAN WOMEN A-Z;by Kate Schatz. Illustrated by Miriam Klein Stahl;2 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;26 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;103 weeks on the list,DORK DIARIES;by Rachel Renée Russell;154 weeks on the list,SALT TO THE SEA;by Ruta Sepetys;New this week,SIX OF CROWS;by Leigh Bardugo;18 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;6 weeks on the list,DO UNTO ANIMALS;by Tracey Stewart;,HOW TO MAKE YOUR MONEY LAST;by Jane Bryant Quinn;,BOYS IN THE TREES;by Carly Simon;,MISSOULA;by Jon Krakauer;,DOWNTON ABBEY: A CELEBRATION;by Jessica Fellowes;,MISSOULA;by Jon Krakauer;,SPY SECRETS THAT CAN SAVE YOUR LIFE;by Jason Hanson;,THE INDIFFERENT STARS ABOVE;by Daniel James Brown;,TIMELESS BEAUTY;by Christie Brinkley;,THE NEGATIVE CALORIE DIET;by Rocco DiSpirito;,SECRET GARDEN;illustrated by Johanna Basford;,THE SHRED POWER CLEANSE;by Ian K. Smith;,SELP-HELF;by Miranda Sings;,,WHY NOT ME?;by Mindy Kaling;,THE GLASS CASTLE;by Jeannette Walls;,DARK MONEY;by Jane Mayer;,AMERICA'S ORIGINAL SIN;by Jim Wallis;,THE POWER OF I AM;by Joel Osteen;,THE WRIGHT BROTHERS;by David McCullough;,LIFE IS NOT AN ACCIDENT;by Jay Williams;,THE GEOGRAPHY OF GENIUS;by Eric Weiner;
6,MY NAME IS LUCY BARTON;by Elizabeth Strout;4 weeks on the list,BREAKDOWN;by Jonathan Kellerman;New this week,MY BRILLIANT FRIEND;by Elena Ferrante;23 weeks on the list,,,THE NAME OF GOD IS MERCY;by Pope Francis with Andrea Tornielli;4 weeks on the list,DARK MONEY;by Jane Mayer;3 weeks on the list,THE FINEST HOURS;by Michael J. Tougias and Casey Sherman;New this week,THE MEASURE OF A MAN;by Sidney Poitier;New this week,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;26 weeks on the list,ROSALIE LIGHTNING;by Tom Hart;4 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 3;by Robert Kirkman and Charlie Adlard;16 weeks on the list","FOOD WARS!, VOL. 10;by Yuto Tsukuda, Shun Saeki and Yuki Morisaki;New this week",,STAR WARS: THE FORCE AWAKENS;by Greg Rucka. Illustrated by Phil Noto;7 weeks on the list,THE PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;26 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;71 weeks on the list,GIVER QUARTET;by Lois Lowry;107 weeks on the list,,ELEANOR AND PARK;by Rainbow Rowell;24 weeks on the list,PAPER TOWNS;by John Green;26 weeks on the list,DOG SONGS;by Mary Oliver;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",TROUBLEMAKER;by Leah Remini and Rebecca Paley;,THE CONFIDENCE GAME;by Maria Konnikova;,M TRAIN;by Patti Smith;,MY LIFE IN MIDDLEMARCH;by Rebecca Mead;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,THE FINEST HOURS;by Michael J. Tougias and Casey Sherman;,YOUR BEAUTY MARK;by Dita Von Teese with Rose Apodaca;,THE FOOD LAB;by J. Kenji Lopez-Alt;,ADULT COLORING BOOKS;by the staff of Coloring Books for Adults;,HOW NOT TO DIE;by Michael Greger with Gene Stone;,THIS TIME TOGETHER;by Carol Burnett;,,THE SOUND OF GRAVEL;by Ruth Wariner;,"FAT DAD, FAT KID;by Shay Butler and Gavin Butler;",I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE OTHER WES MOORE;by Wes Moore;,TROUBLEMAKER;by Leah Remini and Rebecca Paley;,WHAT IF?;by Randall Munroe;,EVERY DAY I FIGHT;by Stuart Scott with Larry Platt;,A WALK IN THE WOODS;by Bill Bryson;
7,THE NIGHTINGALE;by Kristin Hannah;41 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;49 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;6 weeks on the list,,,DARK MONEY;by Jane Mayer;3 weeks on the list,BEING MORTAL;by Atul Gawande;60 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;321 weeks on the list,13 HOURS;by Mitchell Zuckoff with members of the Annex Security Team;8 weeks on the list,GRACE AND STYLE;by Grace Helbig;New this week,HILO BOOK 1: THE BOY WHO CRASHED TO EARTH;by Judd Winick;3 weeks on the list,ROLLER GIRL;by Victoria Jamieson;17 weeks on the list,"ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;23 weeks on the list",,AUGGIE & ME;by R.J. Palacio;25 weeks on the list,HOUSE OF ROBOTS;by James Patterson and Chris Grabenstein. Illustrated by Juliana Neufeld;16 weeks on the list,WAITING;by Kevin Henkes;13 weeks on the list,THE MAZE RUNNER;by James Dashner;174 weeks on the list,,ALL THE BRIGHT PLACES;by Jennifer Niven;18 weeks on the list,I WAS HERE;by Gayle Forman;New this week,INSIDE OF A DOG;by Alexandra Horowitz;,OUTLIERS;by Malcolm Gladwell;,STRONG LOOKS BETTER NAKED;by Khloe Kardashian;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,THE GEOGRAPHY OF GENIUS;by Eric Weiner;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,RED NOTICE;by Bill Browder;,THE INVENTION OF NATURE;by Andrea Wulf;,HOME;by Ellen DeGeneres;,THE 20/20 DIET;by Phil McGraw;,CREATIVE HAVEN CREATIVE CATS COLORING BOOK;Illustrated by Marjorie Sarnat;,FURIOUSLY HAPPY;by Jenny Lawson;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,,THE FIVE LOVE LANGUAGES OF CHILDREN;by Gary D. Chapman and Ross Campbell;,BEFORE I FORGET;by B. Smith and Dan Gasby with Michael Shnayerson;,THE RESIDENCE;by Kate Andersen Brower;,EMPIRE OF COTTON;by Sven Beckert;,THE WITCHES;by Stacy Schiff;,THE LUCKY YEARS;by David B. Agus;,ABOVE THE LINE;by Urban Meyer with Wayne Coffey;,THE NATURAL WORLD OF WINNIE-THE-POOH;by Kathryn Aalto;
8,THE GIRL ON THE TRAIN;by Paula Hawkins;53 weeks on the list,BLUE;by Danielle Steel;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;392 weeks on the list,,,DRY;by Augusten X. Burroughs;New this week,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;20 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;107 weeks on the list,THE ROAD TO LITTLE DRIBBLING;by Bill Bryson;3 weeks on the list,ALWAYS HUNGRY?;by David Ludwig;5 weeks on the list,THE SANDMAN;by Neil Gaiman and Dirk Maggs;13 weeks on the list,BERNIE;by Ted Rall;New this week,NARUTO: THE SEVENTH HOKAGE AND THE SCARLET SPRING;by Masashi Kishimoto;5 weeks on the list,,ROBOTS GO WILD;by James Patterson and Chris Grabenstein. Illustrated by Juliana Neufeld;11 weeks on the list,STORY THIEVES;by James Riley;2 weeks on the list,PETE THE CAT'S GROOVY GUIDE TO LOVE;by Kimberly and James Dean;New this week,DIVERGENT;by Veronica Roth;99 weeks on the list,,THE AMAZING BOOK IS NOT ON FIRE;by Dan Howell and Phil Lester;17 weeks on the list,LOOKING FOR ALASKA;by John Green;26 weeks on the list,RESCUE ROAD;by Peter Zheutlin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,BINGE;by Tyler Oakley;,RED NOTICE;by Bill Browder;,SAPIENS;by Yuval Noah Harari;,ON WRITING;by Stephen King;,FUTURE CRIMES;by Marc Goodman;,INTO THIN AIR;by Jon Krakauer;,HOW TO TIE A SCARF;by the staff of Potter Style;,THUG KITCHEN;by the staff of Thug Kitchen;,"ANIMAL KINGDOM: COLOR ME, DRAW ME;by Millie Marotta;",THE LUCKY YEARS;by David B. Agus;,BOSSYPANTS;by Tina Fey;,,CITIZEN;by Claudia Rankine;,THE COLLAPSE OF PARENTING;by Leonard Sax;,THE NEW JIM CROW;by Michelle Alexander;,GHETTOSIDE;by Jill Leovy;,FRESH START;by Joel Osteen;,QUIET;by Susan Cain;,YOGA GIRL;by Rachel Brathen;,MY SOUTHERN JOURNEY;by Rick Bragg;
9,DEPRAVED HEART;by Patricia Cornwell;3 weeks on the list,ROGUE LAWYER;by John Grisham;16 weeks on the list,A LITTLE LIFE;by Hanya Yanagihara;2 weeks on the list,,,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;20 weeks on the list,THOMAS JEFFERSON AND THE TRIPOLI PIRATES;by Brian Kilmeade and Don Yaeger;14 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;74 weeks on the list,10% HAPPIER;by Dan Harris;16 weeks on the list,THE WAIT;by DeVon Franklin and Meagan Good with Tim Vandehey;New this week,"STEP ASIDE, POPS;by Kate Beaton;21 weeks on the list",THE BABY-SITTERS CLUB GRAPHIX: MARY ANNE SAVES THE DAY;by Ann M. Martin and Raina Telgemeier;16 weeks on the list,"ONE-PUNCH MAN, VOL. 2;by ONE and Yusuke Murata;17 weeks on the list",,CRENSHAW;by Katherine Applegate;19 weeks on the list,THE CARE AND KEEPING OF YOU 2;by Cara Natterson. Illustrated by Josee Masse;11 weeks on the list,LAST STOP ON MARKET STREET;by Matt de la Peña. Illustrated by Christian Robinson;7 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;379 weeks on the list,,ANNA AND THE SWALLOW MAN;by Gavriel Savit;New this week,ME AND EARL AND THE DYING GIRL;by Jesse Andrews;26 weeks on the list,THE SHEPHERD'S LIFE;by James Rebanks;,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;",M TRAIN;by Patti Smith;,STARVATION HEIGHTS;by Gregg Olsen;,THE LOST CHALICE;by Vernon Silver;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,"LIAR, TEMPTRESS, SOLDIER, SPY;by Karen Abbott;",THE LOST CHALICE;by Vernon Silver;,THE KINFOLK HOME;by Nathan Williams;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,ART THERAPY: THE ART OF COLORING STAR WARS;by Catherine Saunier-Talec and Anne Vallet;,BETTER THAN BEFORE;by Gretchen Rubin;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,,BEFORE I FORGET;by B. Smith and Dan Gasby with Michael Shnayerson;,MAYO CLINIC GUIDE TO A HEALTHY PREGNANCY;by the staff of the Mayo Clinic;,MY LIFE ON THE ROAD;by Gloria Steinem;,THE SISTERS ARE ALRIGHT;by Tamara Winfrey Harris;,GRATITUDE;by Oliver Sacks;,THE POWER OF HABIT;by Charles Duhigg;,"50 YEARS, 50 MOMENTS;by Jerry Rice and Randy O. Williams;",DESTINATIONS OF A LIFETIME;by the staff of National Geographic;
10,BLUE;by Danielle Steel;3 weeks on the list,THE FORCE AWAKENS;by Alan Dean Foster;5 weeks on the list,ROOM;by Emma Donoghue;44 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;90 weeks on the list,THE WRIGHT BROTHERS;by David McCullough;35 weeks on the list,QUIET;by Susan Cain;127 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;16 weeks on the list,YOU ARE A BADASS;by Jen Sincero;4 weeks on the list,BABA YAGA’S ASSISTANT;by Marika McCoola and Emily Carroll;13 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: THE TRUTH ABOUT STACEY;by Ann M. Martin and Raina Telgemeier;13 weeks on the list,"NORAGAMI, VOL. 10;by Adachitoka;2 weeks on the list",,THE TERRIBLE TWO GET WORSE;by Mac Barnett and Jory John. Illustrated by Kevin Cornell;4 weeks on the list,FLORA AND ULYSSES;by Kate DiCamillo. Illustrated by K. G. Campbell;15 weeks on the list,FINDING WINNIE;by Lindsay Mattick. Illustrated by Sophie Blackall;4 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;170 weeks on the list,,CARRY ON;by Rainbow Rowell;18 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;New this week,YOU NEED MORE SLEEP;by Francesco Marciuliano;,ELON MUSK;by Ashlee Vance;,THE ONLY PIRATE AT THE PARTY;by Lindsey Stirling and Brooke S. Passey;,GHETTOSIDE;by Jill Leovy;,THE RAP YEAR BOOK;by Shea Serrano and Arturo Torres;,THE ORGANIZED MIND;by Daniel J. Levitin;,THE DEVIL'S CHESSBOARD;by David Talbot;,VOICES FROM CHERNOBYL;by Svetlana Alexievich. Translated by Keith Gessen;,LOVE STYLE LIFE;by Garance Doré;,THE SKINNYTASTE COOKBOOK;by Gina Homolka with Heather K. Jones;,COLOR ME CALM;by Lacy Mucklow. Illustrated by Angela Porter.;,CONCUSSION;by Jeanne Marie Laskas;,NOT THAT KIND OF GIRL;by Lena Dunham;,,YOU AND ME FOREVER;by Francis Chan and Lisa Chan;,THE LIGHT OF THE WORLD;by Elizabeth Alexander;,CRIPPLED AMERICA;by Donald J. Trump;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,THE SOUND OF GRAVEL;by Ruth Wariner;,CONCUSSION;by Jeanne Marie Laskas;,BARBARIAN DAYS;by William Finnegan;,COCKPIT CONFIDENTIAL;by Patrick Smith;
