,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,READY PLAYER TWO;by Ernest Cline;New this week,READY PLAYER TWO;by Ernest Cline;New this week,HOME BODY;by Rupi Kaur;2 weeks on the list,A PROMISED LAND;by Barack Obama;2 weeks on the list,A PROMISED LAND;by Barack Obama;2 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;19 weeks on the list,MODERN COMFORT FOOD;by Ina Garten;8 weeks on the list,THE ICKABOG;by J.K. Rowling;3 weeks on the list,5 MORE SLEEPS 'TIL CHRISTMAS;by Jimmy Fallon. Illustrated by Rich Deas;5 weeks on the list,DOG MAN;by Dav Pilkey;170 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;148 weeks on the list,READY PLAYER TWO;by Ernest Cline;,A PROMISED LAND;by Barack Obama;,ATOMIC HABITS;by James Clear;,A WEALTH OF PIGEONS;by Steve Martin and Harry Bliss;,LEOPARD'S RAGE;by Christine Feehan;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,DEADLY CROSS;by James Patterson;New this week,DEADLY CROSS;by James Patterson;New this week,THEN SHE WAS GONE;by Lisa Jewell;72 weeks on the list,GREENLIGHTS;by Matthew McConaughey;6 weeks on the list,GREENLIGHTS;by Matthew McConaughey;6 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;56 weeks on the list,STUFF YOU SHOULD KNOW;by Josh Clark and Chuck Bryant with Nils Parker;New this week,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;17 weeks on the list,CONSTRUCTION SITE ON CHRISTMAS NIGHT;by Sherri Duskey Rinker. Illustrated by A. G. Ford;21 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;611 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;36 weeks on the list,RHYTHM OF WAR;by Brandon Sanderson;,GREENLIGHTS;by Matthew McConaughey;,PAPPYLAND;by Wright Thompson;,GUTS;by Raina Telgemeier;,THE NIGHT FIRE;by Michael Connelly;,A LONG WALK TO WATER;by Linda Sue Park;,THE BOOK THIEF;by Markus Zusak;
3,THE AWAKENING;by Nora Roberts;New this week,THE RETURN;by Nicholas Sparks;9 weeks on the list,THE QUEEN'S GAMBIT;by Walter Tevis;3 weeks on the list,"DOLLY PARTON, SONGTELLER;by Dolly Parton with Robert K. Oermann;2 weeks on the list","DOLLY PARTON, SONGTELLER;by Dolly Parton with Robert K. Oermann;2 weeks on the list",THE BODY KEEPS THE SCORE;by Bessel van der Kolk;110 weeks on the list,THE HAPPY IN A HURRY COOKBOOK;by Steve and Kathy Doocy;5 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;85 weeks on the list,THE WORLD NEEDS WHO YOU WERE MADE TO BE;by Joanna Gaines. Illustrated by Julianna Swaney;3 weeks on the list,HARRY POTTER;by J.K. Rowling;610 weeks on the list,THE HATE U GIVE;by Angie Thomas;196 weeks on the list,THE LAW OF INNOCENCE;by Michael Connelly;,THE BEST OF ME;by David Sedaris;,DARE TO LEAD;by Brené Brown;,NEW KID;by Jerry Craft;,SPY;by Danielle Steel;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,DEAR MARTIN;by Nic Stone;
4,THE RETURN;by Nicholas Sparks;9 weeks on the list,A TIME FOR MERCY;by John Grisham;7 weeks on the list,SHUGGIE BAIN;by Douglas Stuart;2 weeks on the list,BECOMING;by Michelle Obama;87 weeks on the list,BECOMING;by Michelle Obama;94 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;10 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;52 weeks on the list",THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;32 weeks on the list,THE CRAYONS' CHRISTMAS;by Drew Daywalt. Illustrated by Oliver Jeffers;14 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;243 weeks on the list,ALL THIS TIME;by Mikki Daughtry and Rachael Lippincott;9 weeks on the list,A TIME FOR MERCY;by John Grisham;,CASTE;by Isabel Wilkerson;,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",WHEN YOU SEE ME;by Lisa Gardner;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THEY BOTH DIE AT THE END;by Adam Silvera;
5,DAYLIGHT;by David Baldacci;2 weeks on the list,DAYLIGHT;by David Baldacci;2 weeks on the list,MILK AND HONEY;by Rupi Kaur;167 weeks on the list,MODERN WARRIORS;by Pete Hegseth;New this week,NO TIME LIKE THE FUTURE;by Michael J. Fox;2 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;33 weeks on the list,FORGIVING WHAT YOU CAN'T FORGET;by Lysa TerKeurst;2 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;30 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;23 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;51 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;25 weeks on the list,FORTUNE AND GLORY;by Janet Evanovich;,CLANLANDS;by Sam Heughan and Graham McTavish;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",CLASS ACT;by Jerry Craft;,A CHRISTMAS MESSAGE;by Debbie Macomber;,LOOK BOTH WAYS;by Jason Reynolds;,FIVE TOTAL STRANGERS;by Natalie D. Richards;
6,A TIME FOR MERCY;by John Grisham;7 weeks on the list,THE AWAKENING;by Nora Roberts;New this week,THE SONG OF ACHILLES;by Madeline Miller;6 weeks on the list,NO TIME LIKE THE FUTURE;by Michael J. Fox;2 weeks on the list,MODERN WARRIORS;by Pete Hegseth;New this week,WHITE FRAGILITY;by Robin DiAngelo;117 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;27 weeks on the list","FOOD NETWORK MAGAZINE: THE BIG, FUN KIDS COOKBOOK;by Food Network Magazine;8 weeks on the list",THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY;by Robb Pearlman. Illustrated by Melanie Demmer;9 weeks on the list,FOLK OF THE AIR;by Holly Black;2 weeks on the list,THE INHERITANCE GAMES;by Jennifer Lynn Barnes;5 weeks on the list,THE SENTINEL;by Lee Child and Andrew Child;,BECOMING;by Michelle Obama;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,HAPPY NARWHALIDAYS;by Ben Clanton;,THE MUSEUM OF DESIRE;by Jonathan Kellerman;,WISH;by Barbara O'Connor;,SIX OF CROWS;by Leigh Bardugo;
7,THE LAW OF INNOCENCE;by Michael Connelly;3 weeks on the list,THE LAW OF INNOCENCE;by Michael Connelly;3 weeks on the list,CIRCE;by Madeline Miller;26 weeks on the list,CASTE;by Isabel Wilkerson;17 weeks on the list,CASTE;by Isabel Wilkerson;17 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;48 weeks on the list,ATOMIC HABITS;by James Clear;53 weeks on the list,A TALE OF WITCHCRAFT...;by Chris Colfer;9 weeks on the list,THE SPIDER WHO SAVED CHRISTMAS;by Raymond Arroyo. Illustrated by Randy Gallegos;4 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;55 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;27 weeks on the list,DAYLIGHT;by David Baldacci;,UNTAMED;by Glennon Doyle;,LEADERSHIP;by Doris Kearns Goodwin;,BLADES OF FREEDOM;by Nathan Hale;,WYOMING TRUE;by Diana Palmer;,OUT OF MY MIND;by Sharon M. Draper;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
8,RHYTHM OF WAR;by Brandon Sanderson;2 weeks on the list,RHYTHM OF WAR;by Brandon Sanderson;2 weeks on the list,THE INSTITUTE;by Stephen King;13 weeks on the list,SAVING FREEDOM;by Joe Scarborough;New this week,IS THIS ANYTHING?;by Jerry Seinfeld;8 weeks on the list,SAPIENS;by Yuval Noah Harari;120 weeks on the list,THINK LIKE A MONK;by Jay Shetty;12 weeks on the list,WONDER;by R.J. Palacio;276 weeks on the list,DASHER;by Matt Tavares;4 weeks on the list,THE BAD GUYS;by Aaron Blabey;103 weeks on the list,LOVE & OLIVES;by Jenna Evans Welch;3 weeks on the list,THE GUEST LIST;by Lucy Foley;,NO TIME LIKE THE FUTURE;by Michael J. Fox;,POST CORONA;by Scott Galloway;,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES;by Ann M. Martin. Illustrated by Katy Farina;,THE RIVER MURDERS;by James Patterson and James O. Born;,BLENDED;by Sharon M. Draper;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,HOME BODY;by Rupi Kaur;2 weeks on the list,THE SENTINEL;by Lee Child and Andrew Child;5 weeks on the list,READY PLAYER ONE;by Ernest Cline;64 weeks on the list,UNTAMED;by Glennon Doyle;38 weeks on the list,HUMANS;by Brandon Stanton;7 weeks on the list,WHAT UNITES US;by Dan Rather and Elliot Kirschner;7 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;37 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;83 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;25 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;256 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;28 weeks on the list,THE AWAKENING;by Nora Roberts;,"DOLLY PARTON, SONGTELLER;by Dolly Parton with Robert K. Oermann;",EDISON;by Edmund Morris;,SMILE;by Raina Telgemeier;,SPIRIT OF THE SEASON;by Fern Michaels;,A TALE OF MAGIC...;by Chris Colfer;,THE GRACE YEAR;by Kim Liggett;
10,THE SENTINEL;by Lee Child and Andrew Child;5 weeks on the list,THE VANISHING HALF;by Brit Bennett;26 weeks on the list,TEXAS OUTLAW;by James Patterson and Andrew Bourelle;3 weeks on the list,IS THIS ANYTHING?;by Jerry Seinfeld;6 weeks on the list,SAVING FREEDOM;by Joe Scarborough;New this week,BORN A CRIME;by Trevor Noah;94 weeks on the list,THE GREATEST SECRET;by Rhonda Byrne;New this week,BECOMING MUHAMMAD ALI;by James Patterson and Kwame Alexander;8 weeks on the list,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS;by Kimberly and James Dean;17 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;93 weeks on the list,KINGDOM OF THE WICKED;by Kerri Maniscalco;5 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BLACKOUT;by Candace Owens;,MAKE LIFE BEAUTIFUL;by Shea McGee and Syd McGee;,"MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",A MACGREGOR CHRISTMAS;by Nora Roberts;,THE WILD ROBOT;by Peter Brown;,SERPENT AND DOVE;by Shelby Mahurin;
