,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,CRAZY RICH ASIANS;by Kevin Kwan;12 weeks on the list,THE FALL OF GONDOLIN;by J.R.R. Tolkien;New this week,CRAZY RICH ASIANS;by Kevin Kwan;19 weeks on the list,THE RESTLESS WAVE;by John McCain and Mark Salter;5 weeks on the list,THE RESTLESS WAVE;by John McCain and Mark Salter;5 weeks on the list,SAPIENS;by Yuval Noah Harari;16 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;21 weeks on the list",WONDER;by R.J. Palacio;160 weeks on the list,THE DAY YOU BEGIN;by Jacqueline Woodson. Illustrated by Rafael López;New this week,DOG MAN;by Dav Pilkey;53 weeks on the list,THE HATE U GIVE;by Angie Thomas;79 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;,EDUCATED;by Tara Westover;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,FLY GIRLS;by Keith O'Brien;
2,MAGIC TRIUMPHS;by Ilona Andrews;New this week,TEXAS RANGER;by James Patterson and Andrew Bourelle;3 weeks on the list,CHINA RICH GIRLFRIEND;by Kevin Kwan;6 weeks on the list,EDUCATED;by Tara Westover;28 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;6 weeks on the list,GRIT;by Angela Duckworth;2 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;90 weeks on the list,REFUGEE;by Alan Gratz;28 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;7 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;7 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;26 weeks on the list,SHARP OBJECTS;by Gillian Flynn;,BORN A CRIME;by Trevor Noah;,DOPESICK;by Beth Macy;,DOPESICK;by Beth Macy;,SHOE DOG;by Phil Knight;
3,CHINA RICH GIRLFRIEND;by Kevin Kwan;4 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;13 weeks on the list,RICH PEOPLE PROBLEMS;by Kevin Kwan;4 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;6 weeks on the list,EDUCATED;by Tara Westover;28 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;18 weeks on the list,YOU ARE A BADASS;by Jen Sincero;138 weeks on the list,THE CROSSOVER;by Kwame Alexander;29 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;236 weeks on the list,HARRY POTTER;by J.K. Rowling;493 weeks on the list,LONG WAY DOWN;by Jason Reynolds;25 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,UNHINGED;by Omarosa Manigault Newman;,PRINCIPLES;by Ray Dalio;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,UNBROKEN;by Laura Hillenbrand;
4,SHARP OBJECTS;by Gillian Flynn;14 weeks on the list,THE OUTSIDER;by Stephen King;15 weeks on the list,SHARP OBJECTS;by Gillian Flynn;53 weeks on the list,AWARE;by Daniel Siegel;New this week,AWARE;by Daniel Siegel;New this week,KITCHEN CONFIDENTIAL;by Anthony Bourdain;48 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;258 weeks on the list,HARBOR ME;by Jacqueline Woodson;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;243 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;New this week,FURYBORN;by Claire Legrand;6 weeks on the list,THE OUTSIDER;by Stephen King;,THE POWER OF HABIT;by Charles Duhigg;,GRIT;by Angela Duckworth;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,BELIEVE IT;by Nick Foles with Joshua Cooley;
5,TEXAS RANGER;by James Patterson and Andrew Bourelle;3 weeks on the list,TAILSPIN;by Sandra Brown;4 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;13 weeks on the list,UNHINGED;by Omarosa Manigault Newman;3 weeks on the list,UNHINGED;by Omarosa Manigault Newman;3 weeks on the list,BLACK KLANSMAN;by Ron Stallworth;5 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;19 weeks on the list,CITY OF GHOSTS;by Victoria Schwab;New this week,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;5 weeks on the list,THE BAD GUYS;by Aaron Blabey;18 weeks on the list,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;5 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,CALYPSO;by David Sedaris;,OUTLIERS;by Malcolm Gladwell;,AWARE;by Daniel Siegel;,ENDURE;by Alex Hutchinson;
6,RICH PEOPLE PROBLEMS;by Kevin Kwan;3 weeks on the list,PIECES OF HER;by Karin Slaughter;2 weeks on the list,LESS;by Andrew Sean Greer;15 weeks on the list,WINNERS TAKE ALL;by Anand Giridharadas;New this week,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;7 weeks on the list",THE GLASS CASTLE;by Jeannette Walls;436 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;27 weeks on the list,MINECRAFT: THE CRASH;by Tracey Baptiste;8 weeks on the list,BE KIND;by Pat Zietlow Miller. Illustrated by Jen Hill;6 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;134 weeks on the list,ASH PRINCESS;by Laura Sebastian;9 weeks on the list,READY PLAYER ONE;by Ernest Cline;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,FEARLESS;by Doug Pederson with Dan Pompei;
7,THE FALL OF GONDOLIN;by J.R.R. Tolkien;New this week,CIRCE;by Madeline Miller;5 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;79 weeks on the list,CALYPSO;by David Sedaris;12 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;69 weeks on the list,JUST MERCY;by Bryan Stevenson;119 weeks on the list,MAKE YOUR BED;by William H. McRaven;58 weeks on the list,THE WILD ROBOT;by Peter Brown;42 weeks on the list,CUDDLY CRITTERS FOR LITTLE GENIUSES;by Susan Patterson and James Patterson. Illustrated by Hsinping Pan;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;494 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;8 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;
8,ORIGIN;by Dan Brown;27 weeks on the list,STYGIAN;by Sherrilyn Kenyon;New this week,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;55 weeks on the list,SAPIENS;by Yuval Noah Harari;37 weeks on the list,WINNERS TAKE ALL;by Anand Giridharadas;New this week,KILLERS OF THE FLOWER MOON;by David Grann;22 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;115 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;40 weeks on the list,FIONA THE HIPPO;by Richard Cowdrey;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;483 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;47 weeks on the list,WHAT ALICE FORGOT;by Liane Moriarty;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,RED NOTICE;by Bill Browder;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",UNNECESSARY ROUGHNESS;by Jose Baez with George Willis;
9,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;13 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;50 weeks on the list,MILK AND HONEY;by Rupi Kaur;125 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;60 weeks on the list,"HOUSE OF TRUMP, HOUSE OF PUTIN;by Craig Unger;3 weeks on the list",WHITE FRAGILITY;by Robin DiAngelo;8 weeks on the list,THE PLANT PARADOX COOKBOOK;by Steven R. Gundry;13 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;20 weeks on the list,AFTER THE FALL;by Dan Santat;12 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;58 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;59 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,BAD BLOOD;by John Carreyrou;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",TANGLED TREE;by David Quammen;,ASTROBALL;by Ben Reiter;
10,THE GOVERNESS GAME;by Tessa Dare;New this week,THERE THERE;by Tommy Orange;10 weeks on the list,A SIMPLE FAVOR;by Darcey Bell;New this week,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;7 weeks on the list",BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;84 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;180 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;20 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;45 weeks on the list,"GROW UP, DAVID!;by David Shannon;New this week",DARKEST MINDS;by Alexandra Bracken;8 weeks on the list,THE HAZEL WOOD;by Melissa Albert;31 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,"ENGLISH HISTORY MADE BRIEF, IRREVERENT, AND PLEASURABLE;by Lacey Baldwin Smith;",WINNERS TAKE ALL;by Anand Giridharadas;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,12;by Casey Sherman and Dave Wedge;
