,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE HELP;by Kathryn Stockett;32 weeks on the list,HEAT RISES;by Richard Castle;New this week,THE HELP;by Kathryn Stockett;25 weeks on the list,,,THE HELP;by Kathryn Stockett;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;35 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;2 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;45 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;35 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;217 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;,HABIBI;by Craig Thompson;New this week,"AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;3 weeks on the list","SAILOR MOON, VOL. 1;by Naoko Takeuchi;2 weeks on the list",EVERY THING ON IT;by Shel Silverstein;New this week,THE BOOK THIEF;by Markus Zusak;211 weeks on the list,LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;5 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;57 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,OUTLIERS;by Malcolm Gladwell;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
2,LETHAL;by Sandra Brown;New this week,LETHAL;by Sandra Brown;New this week,THE SIXTH MAN;by David Baldacci;3 weeks on the list,,,HEAT RISES;by Richard Castle;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;2 weeks on the list,CONFIDENCE MEN;by Ron Suskind;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;29 weeks on the list,CONFIDENCE MEN;by Ron Suskind;New this week,EVERY DAY A FRIDAY;by Joel Osteen;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;530 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,FEYNMAN;by Jim Ottaviani and Leland Myrick;4 weeks on the list,"THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;7 weeks on the list","CODENAME: SAILOR V, Vol. 1;by Naoko Takeuchi;2 weeks on the list",WONDERSTRUCK;by Brian Selznick;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;113 weeks on the list,BUMBLE-ARDY;by Maurice Sendak;2 weeks on the list,LEVIATHAN;by Scott Westerfeld;New this week,START SOMETHING THAT MATTERS;by Blake Mycoskie;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;
3,THE MILL RIVER RECLUSE;by Darcie Chan;5 weeks on the list,THE NIGHT CIRCUS;by Erin Morgenstern;2 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;134 weeks on the list,,,LETHAL;by Sandra Brown;,CONFIDENCE MEN;by Ron Suskind;New this week,UNBROKEN;by Laura Hillenbrand;45 weeks on the list,MONEYBALL;by Michael Lewis;22 weeks on the list,UNBROKEN;by Laura Hillenbrand;35 weeks on the list,LEAN STARTUP;by Eric Ries;2 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;49 weeks on the list,CONFIDENCE MEN;by Ron Suskind;,"SUPERMAN: THE BLACK RING, VOL. 2;by Paul Cornell;New this week",SMILE;by Raina Telgemeier;3 weeks on the list,"NEGIMA!, VOL. 31;by Ken Akamatsu;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;16 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;15 weeks on the list,PRESS HERE;by Hervé Tullet;23 weeks on the list,THE SECRET SERIES;by Pseudonymous Bosch;2 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
4,HEAT RISES;by Richard Castle;New this week,REAMDE;by Neal Stephenson;New this week,DON’T BLINK;by James Patterson and Howard Roughan;New this week,,,THE NIGHT CIRCUS;by Erin Morgenstern;,UNBROKEN;by Laura Hillenbrand;35 weeks on the list,QUEST;by Daniel Yergin;New this week,CLEOPATRA;by Stacy Schiff;3 weeks on the list,MONEYBALL;by Michael Lewis;5 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;2 weeks on the list,EAT TO LIVE;by Joel Fuhrman;14 weeks on the list,UNBROKEN;by Laura Hillenbrand;,OZMA OF OZ;by Eric Shanower and Skottie Young;New this week,"MORNING GLORIES, VOL. 2;by Nick Spencer and Joe Eisma;New this week","FULLMETAL ALCHEMIST, VOL. 26;by Hiromu Arakawa;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;New this week,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;6 weeks on the list",PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;12 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;141 weeks on the list,LEAN STARTUP;by Eric Ries;,DRIVE;by Daniel H. Pink;,IN THE GARDEN OF BEASTS;by Erik Larson;
5,SON OF STONE;by Stuart Woods;New this week,SON OF STONE;by Stuart Woods;New this week,CUTTING FOR STONE;by Abraham Verghese;87 weeks on the list,,,REAMDE;by Neal Stephenson;,MONEYBALL;by Michael Lewis;2 weeks on the list,IN MY TIME;by Dick Cheney;4 weeks on the list,OUTLIERS;by Malcolm Gladwell;16 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;11 weeks on the list,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;New this week,FORKS OVER KNIVES;edited by Gene Stone;6 weeks on the list,QUEST;by Daniel Yergin;,ZAHRA'S PARADISE;by Amir and  Khalil;New this week,DIARY OF A ZOMBIE KID;by Fred Perry and David Hutchinson;New this week,"NARUTO, VOL. 52;by Masashi Kishimoto;3 weeks on the list",THE POWER OF SIX;by Pittacus Lore;5 weeks on the list,MATCHED;by Ally Condie;New this week,WIZARD OF OZ SCANIMATION;by Rufus Butler Seder;New this week,THE 39 CLUES;by various authors;90 weeks on the list,TWO-SECOND ADVANTAGE;by Kevin Maney and Vivek Ranadive;,THE BIG SHORT;by Michael Lewis;,HERE COMES TROUBLE;by Michael Moore;
6,THE ABBEY;by Chris Culver;5 weeks on the list,NEW YORK TO DALLAS;by J. D. Robb;2 weeks on the list,SAFE HAVEN;by Nicholas Sparks;8 weeks on the list,,,SON OF STONE;by Stuart Woods;,A STOLEN LIFE;by Jaycee Dugard;11 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;238 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;20 weeks on the list,WICKED SUCCESS IS INSIDE EVERY WOMAN;by  Vickie L. Milazzo;New this week,THE BELLY FAT CURE FAST TRACK;by Jorge Cruise;2 weeks on the list,IN MY TIME;by Dick Cheney;,THE ARMED GARDEN AND OTHER STORIES;by David B.;2 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;28 weeks on the list,"ONE PIECE, VOL. 58;by Eiichiro Oda;2 weeks on the list",DARTH PAPER STRIKES BACK: AN ORIGAMI YODA BOOK;by Tom Angleberger;5 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;5 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;9 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;34 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE CHECKLIST MANIFESTO;by Atul Gawande;,1493;by Charles C. Mann;
7,LISTEN TO YOUR HEART;by Fern Michaels;New this week,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;4 weeks on the list,ROOM;by Emma Donoghue;21 weeks on the list,,,NEW YORK TO DALLAS;by J. D. Robb;,QUEST;by Daniel Yergin;New this week,DESTINY OF THE REPUBLIC;by Candice Millard;New this week,THE BOY WHO CAME BACK FROM HEAVEN;by Kevin Malarkey and Alex Malarkey;12 weeks on the list,THE ROGUE;by Joe McGinniss;New this week,THE 17 DAY DIET;by Mike Moreno;28 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;30 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,"EYE OF THE WORLD, VOL. 1;by  Robert Jordan, Chuck Dixon and Chase Conley;2 weeks on the list","MASS EFFECT: EVOLUTION, VOL. 2;by Mac Walters;New this week","BLACK BIRD, VOL. 10;by Kanoko Sakurakoji;3 weeks on the list",PERFECT;by Ellen Hopkins;2 weeks on the list,PINKALICIOUS AND THE PINK PUMPKIN;by Victoria Kann;4 weeks on the list,MOO;by Matthew Van Fleet. Photographs by Brian Stanton;4 weeks on the list,HARRY POTTER;by J.K. Rowling;271 weeks on the list,"AFTERSHOCK;by David Wiedemer, Robert A. Wiedemer and Cindy Spitzer;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,CONFIDENCE MEN;by Ron Suskind;
8,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;4 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;11 weeks on the list,ONE DAY;by David Nicholls;30 weeks on the list,,,THE SIXTH MAN;by David Baldacci;,IN MY TIME;by Dick Cheney;4 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;11 weeks on the list,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;2 weeks on the list,BOSSYPANTS;by Tina Fey;25 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;17 weeks on the list,PREVENT AND REVERSE HEART DISEASE;by Caldwell B. Esselstyn Jr.;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"BRIGHTEST DAY, VOL. 3;by  Geoff Johns and Peter Tomasi;2 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;99 weeks on the list,"BLEACH, VOL. 36;by Tite Kubo;3 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;21 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;21 weeks on the list,OTIS AND THE TORNADO;by Loren Long;3 weeks on the list,DORK DIARIES;by Rachel Renée Russell;15 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,ALL THE DEVILS ARE HERE;by  Bethany McLean and Joe Nocera;,AFTER AMERICA;by Mark Steyn;
9,THE NIGHT CIRCUS;by Erin Morgenstern;2 weeks on the list,THE ART OF FIELDING;by Chad Harbach;3 weeks on the list,FALL OF GIANTS;by Ken Follett;4 weeks on the list,,,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;3 weeks on the list,HERE COMES TROUBLE;by Michael Moore;2 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;20 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;35 weeks on the list,LIVING BEYOND YOUR FEELINGS;by Joyce Meyer;3 weeks on the list,"EAT THIS, NOT THAT! 2012;by David Zinczenko with Matt Goulding;2 weeks on the list",DESTINY OF THE REPUBLIC;by Candice Millard;,"LOCKE AND KEY, VOL. 4;by Joe Hill and Gabriel Rodriguez;2 weeks on the list",THE KITE RUNNER;by Khaled Hosseini and Fabio Celoni;3 weeks on the list,"WITCH AND WIZARD, VOL. 1;by James Patterson and Svetlana Chmakova;New this week","MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;13 weeks on the list",SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;21 weeks on the list,"SKIPPYJON JONES, CLASS ACTION;by Judy Schachner;11 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;220 weeks on the list,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,QUEST;by Daniel Yergin;
10,NEW YORK TO DALLAS;by J. D. Robb;2 weeks on the list,THE RACE;by Clive Cussler and Justin Scott;3 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;120 weeks on the list,,,1105 YAKIMA STREET;by Debbie Macomber;,IN THE GARDEN OF BEASTS;by Erik Larson;20 weeks on the list,THE ROGUE;by Joe McGinniss;New this week,UNLIKELY FRIENDSHIPS;by Jennifer Holland;12 weeks on the list,DESTINY OF THE REPUBLIC;by Candice Millard;New this week,THE DUKAN DIET;by Pierre Dukan;23 weeks on the list,RADICAL;by David Platt;66 weeks on the list,MONEYBALL;by Michael Lewis;,THE INFLUENCING MACHINE: BROOKE GLADSTONE ON THE MEDIA;by Brooke Gladstone and Josh Neufeld;8 weeks on the list,THE ODYSSEY;by Gareth Hinds;New this week,"POKEMON: BLACK AND WHITE, VOL. 3;by Hidenori Kusaka;New this week",THE UNDERDOGS;by Mike Lupica;New this week,THE MAZE RUNNER;by James Dashner;26 weeks on the list,THE ASTONISHING SECRET OF AWESOME MAN;by Michael Chabon. Illustrated by Jake Parker;2 weeks on the list,MONSTER HIGH;by Lisi Harrison;New this week,WICKED SUCCESS IS INSIDE EVERY WOMAN;by  Vickie L. Milazzo;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,THE BLACK BANNERS;by Ali H. Soufan with Daniel Freedman;
