,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;30 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;31 weeks on the list,SUPERMARKET;by Bobby Hall;2 weeks on the list,BECOMING;by Michelle Obama;21 weeks on the list,BECOMING;by Michelle Obama;21 weeks on the list,BORN A CRIME;by Trevor Noah;8 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;5 weeks on the list",RUMPLE BUTTERCUP;by Matthew Gray Gubler;New this week,WE ARE THE GARDENERS;by Joanna Gaines and Kids. Illustrated by Julianna Swaney;2 weeks on the list,DOG MAN;by Dav Pilkey;84 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;18 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,SHOE DOG;by Phil Knight;
2,THE SAVIOR;by J.R. Ward;New this week,THE CORNWALLS ARE GONE;by James Patterson and Brendan DuBois;2 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;2 weeks on the list,EDUCATED;by Tara Westover;59 weeks on the list,EDUCATED;by Tara Westover;59 weeks on the list,SAPIENS;by Yuval Noah Harari;47 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;52 weeks on the list",KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;New this week,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;179 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;525 weeks on the list,THE HATE U GIVE;by Angie Thomas;110 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,FLY GIRLS;by Keith O'Brien;
3,A GENTLEMAN IN MOSCOW;by Amor Towles;New this week,THE SAVIOR;by J.R. Ward;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;5 weeks on the list,THE MATRIARCH;by Susan Page;New this week,THE MATRIARCH;by Susan Page;New this week,WHITE FRAGILITY;by Robin DiAngelo;39 weeks on the list,THE PATH MADE CLEAR;by Oprah Winfrey;2 weeks on the list,WONDER;by R.J. Palacio;191 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;14 weeks on the list,SHATTER ME;by Tahereh Mafi;3 weeks on the list,ON THE COME UP;by Angie Thomas;9 weeks on the list,DAISY JONES & THE SIX;by Taylor Jenkins Reid;,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;,ATOMIC HABITS;by James Clear;,MAMA'S LAST HUG;by Frans de Waal;,THE IMPOSSIBLE CLIMB;by Mark Synnott;
4,SUPERMARKET;by Bobby Hall;2 weeks on the list,RUN AWAY;by Harlan Coben;3 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;31 weeks on the list,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;3 weeks on the list,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;3 weeks on the list,THE COST OF THESE DREAMS;by Wright Thompson;New this week,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;121 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;3 weeks on the list,DON'T LET THEM DISAPPEAR;by Chelsea Clinton. Illustrated by Gianna Marino;New this week,HARRY POTTER;by J.K. Rowling;524 weeks on the list,WICKED SAINTS;by Emily A. Duncan;New this week,CEMETERY ROAD;by Greg Iles;,BAD BLOOD;by John Carreyrou;,THE POWER OF HABIT;by Charles Duhigg;,THE POWER OF HABIT;by Charles Duhigg;,INSIDE THE EMPIRE;by Bob Klapisch and Paul Solotaroff;
5,THE CORNWALLS ARE GONE;by James Patterson and Brendan DuBois;2 weeks on the list,CELTIC EMPIRE;by Clive Cussler and Dirk Cussler;3 weeks on the list,THE LOST GIRLS OF PARIS;by Pam Jenoff;10 weeks on the list,LADIES WHO PUNCH;by Ramin Setoodeh;New this week,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;24 weeks on the list,A LOVE LETTER LIFE;by Jeremy and Audrey Roloff;New this week,THE WIZENARD: TRAINING CAMP;by Wesley King. Created by Kobe Bryant;3 weeks on the list,A PIGLET NAMED MERCY;by Kate DiCamillo. Illustrated by Chris Van Dusen;New this week,THE TRIALS OF APOLLO;by Rick Riordan;13 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;14 weeks on the list",TIAMAT'S WRATH;by James S.A. Corey;,BORN A CRIME;by Trevor Noah;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
6,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;30 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;9 weeks on the list,THE FIRST LADY;by James Patterson and Brendan DuBois;4 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;New this week,COMMANDER IN CHEAT;by Rick Reilly;New this week,LEAD FROM THE OUTSIDE;by Stacey Abrams;2 weeks on the list,YOU ARE A BADASS;by Jen Sincero;166 weeks on the list,REFUGEE;by Alan Gratz;52 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;8 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;165 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;26 weeks on the list",RENEGADES;by Craig Alanson;,SAPIENS;by Yuval Noah Harari;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,26 MARATHONS;by Meb Keflezighi with Scott Douglas;
7,THE WOMAN IN THE WINDOW;by A.J. Finn;21 weeks on the list,DAISY JONES & THE SIX;by Taylor Jenkins Reid;5 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;44 weeks on the list,COMMANDER IN CHEAT;by Rick Reilly;New this week,LADIES WHO PUNCH;by Ramin Setoodeh;New this week,I'LL BE GONE IN THE DARK;by Michelle McNamara;6 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;275 weeks on the list,HARBOR ME;by Jacqueline Woodson;3 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;266 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;145 weeks on the list,SHOUT;by Laurie Halse Anderson;4 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GRIT;by Angela Duckworth;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",AFTER THE MIRACLE;by Art Shamsky and Erik Sherman;
8,RUN AWAY;by Harlan Coben;3 weeks on the list,CEMETERY ROAD;by Greg Iles;5 weeks on the list,THE HUNTRESS;by Kate Quinn;6 weeks on the list,BAD BLOOD;by John Carreyrou;35 weeks on the list,DOING JUSTICE;by Preet Bharara;3 weeks on the list,"THE DIRT;by Tommy Lee, Vince Neil, Mick Mars, Nikki Sixx and Neil Strauss;2 weeks on the list",DARE TO LEAD;by Brené Brown;13 weeks on the list,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;17 weeks on the list,YOU ARE MY HAPPY;by Hoda Kotb. Illustrated by Suzie Mason;5 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;71 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;57 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,DOING JUSTICE;by Preet Bharara;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BEING MORTAL;by Atul Gawande;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
9,THE FIRST LADY;by James Patterson and Brendan DuBois;4 weeks on the list,WOLF PACK;by C.J. Box;4 weeks on the list,AFTER;by Anna Todd;New this week,THE UNWINDING OF THE MIRACLE;by Julie Yip-Williams;2 weeks on the list,BAD BLOOD;by John Carreyrou;25 weeks on the list,GRIT;by Angela Duckworth;32 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;160 weeks on the list,MERCI SUÁREZ CHANGES GEARS;by Meg Medina;6 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;154 weeks on the list",WINGS OF FIRE;by Tui T. Sutherland;47 weeks on the list,TWO CAN KEEP A SECRET;by Karen M. McManus;13 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;,THE CASE FOR TRUMP;by Victor Davis Hanson;,BEST SELF;by Mike Bayer;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,LIFERIDER;by Laird Hamilton with Julian Borra;
10,CELTIC EMPIRE;by Clive Cussler and Dirk Cussler;3 weeks on the list,THE CHEF;by James Patterson and Max DiLallo;7 weeks on the list,THE OVERSTORY;by Richard Powers;New this week,SAY NOTHING;by Patrick Radden Keefe;6 weeks on the list,AMERICAN MOONSHOT;by Douglas Brinkley;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;209 weeks on the list",#IMOMSOHARD;by Kristin Hensley and Jen Smedley;New this week,MAX AND THE MIDKNIGHTS;by Lincoln Peirce;13 weeks on the list,THE UNDEFEATED;by Kwame Alexander. Illustrated by Kadir Nelson;New this week,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;38 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;79 weeks on the list,RUN AWAY;by Harlan Coben;,THE POWER OF HABIT;by Charles Duhigg;,SHOE DOG;by Phil Knight;,WHY WE SLEEP;by Matthew Walker;,THE MAMBA MENTALITY;by Kobe Bryant;
