,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE HILL WE CLIMB;by Amanda Gorman;2 weeks on the list,THE HILL WE CLIMB;by Amanda Gorman;2 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;2 weeks on the list,BROKEN HORSES;by Brandi Carlile;New this week,BROKEN HORSES;by Brandi Carlile;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;129 weeks on the list,THE WOMEN OF THE BIBLE SPEAK;by Shannon Bream;2 weeks on the list,THE ICKABOG;by J.K. Rowling;22 weeks on the list,WE ARE WATER PROTECTORS;by Carole Lindstrom. Illustrated by Michaela Goade;10 weeks on the list,AWESOME FRIENDLY KID;written and illustrated by Jeff Kinney;4 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;2 weeks on the list,LATER;by Stephen King;,GREENLIGHTS;by Matthew McConaughey;,ATOMIC HABITS;by James Clear;,MOTHERING HEIGHTS;by Dav Pilkey;,THE VISCOUNT WHO LOVED ME;by Julia Quinn;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,THEY BOTH DIE AT THE END;by Adam Silvera;
2,THE FOUR WINDS;by Kristin Hannah;10 weeks on the list,THE FOUR WINDS;by Kristin Hannah;10 weeks on the list,THE SONG OF ACHILLES;by Madeline Miller;25 weeks on the list,FINDING FREEDOM;by Erin French;New this week,FINDING FREEDOM;by Erin French;New this week,BECOMING;by Michelle Obama;6 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;71 weeks on the list",WONDER;by R.J. Palacio;291 weeks on the list,WHAT THE ROAD SAID;by Cleo Wade. Illustrated by Lucie de Moyencourt;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;630 weeks on the list,CHAIN OF IRON;by Cassandra Clare;6 weeks on the list,THE FOUR WINDS;by Kristin Hannah;,A PROMISED LAND;by Barack Obama;,EVERYTHING WILL BE OKAY;by Dana Perino;,CAT KID COMIC CLUB;by Dav Pilkey;,CAMINO WINDS;by John Grisham;,WISH;by Barbara O'Connor;,WE WERE LIARS;by E. Lockhart;
3,WHERE THE CRAWDADS SING;by Delia Owens;125 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;19 weeks on the list,LATER;by Stephen King;6 weeks on the list,BROKEN;by Jenny Lawson;New this week,BROKEN;by Jenny Lawson;New this week,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;52 weeks on the list,ATOMIC HABITS;by James Clear;72 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;49 weeks on the list,I SANG YOU DOWN FROM THE STARS;by Tasha Spillett-Sumner. Illustrated by Michaela Goade;New this week,A TWISTED TALE;by Liz Braswell;3 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;4 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;,THE CODE BREAKER;by Walter Isaacson;,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;,GRIME AND PUNISHMENT;by Dav Pilkey;,AN OFFER FROM A GENTLEMAN;by Julia Quinn;,A LONG WALK TO WATER;by Linda Sue Park;,THE LAKE;by Natasha Preston;
4,THE MIDNIGHT LIBRARY;by Matt Haig;19 weeks on the list,GOOD COMPANY;by Cynthia D'Aprix Sweeney;New this week,THE ROSE CODE;by Kate Quinn;5 weeks on the list,BEAUTIFUL THINGS;by Hunter Biden;New this week,BEAUTIFUL THINGS;by Hunter Biden;New this week,MINOR FEELINGS;by Cathy Park Hong;4 weeks on the list,EVERYTHING WILL BE OKAY;by Dana Perino;5 weeks on the list,BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;6 weeks on the list,EYES THAT KISS IN THE CORNERS;by Joanna Ho. Illustrated by Dung Ho;6 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;63 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;167 weeks on the list,LIFE AFTER DEATH;by Sister Souljah;,THINK AGAIN;by Adam Grant;,NOMADLAND;by Jessica Bruder;,CLAUDIA AND THE NEW GIRL;by Ann M. Martin. Illustrated by Gabriela Epstein;,THE DUKE AND I;by Julia Quinn;,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;
5,GOOD COMPANY;by Cynthia D'Aprix Sweeney;New this week,THE RED BOOK;by James Patterson and David Ellis;2 weeks on the list,THE DUKE AND I;by Julia Quinn;15 weeks on the list,THE LIGHT OF DAYS;by Judy Batalion;New this week,THE LIGHT OF DAYS;by Judy Batalion;New this week,WHITE FRAGILITY;by Robin DiAngelo;136 weeks on the list,HOW TO DO THE WORK;by Nicole LePera;5 weeks on the list,AMARI AND THE NIGHT BROTHERS;by B.B. Alston;10 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;39 weeks on the list,HARRY POTTER;by J.K. Rowling;629 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;55 weeks on the list,WIN;by Harlan Coben;,CASTE;by Isabel Wilkerson;,BELIEVE IT;by Jamie Kern Lima;,FOR WHOM THE BALL ROLLS;by Dav Pilkey;,THE NUMBERS GAME;by Danielle Steel;,FLORA AND ULYSSES;by Kate DiCamillo. Illustrated by K. G. Campbell;,SIX OF CROWS;by Leigh Bardugo;
6,THE RED BOOK;by James Patterson and David Ellis;2 weeks on the list,FIRST PERSON SINGULAR;by Haruki Murakami;New this week,HOME BODY;by Rupi Kaur;21 weeks on the list,THE GOD EQUATION;by Michio Kaku;New this week,THE CODE BREAKER;by Walter Isaacson;5 weeks on the list,SAPIENS;by Yuval Noah Harari;139 weeks on the list,WOMAN EVOLVE;by Sarah Jakes Roberts;New this week,REFUGEE;by Alan Gratz;125 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;257 weeks on the list,SHADOW AND BONE TRILOGY;by Leigh Bardugo;5 weeks on the list,CONCRETE ROSE;by Angie Thomas;13 weeks on the list,THE ROSE CODE;by Kate Quinn;,UNTAMED;by Glennon Doyle;,DARE TO LEAD;by Brené Brown;,THE DARK SECRET;by Tui T. Sutherland. Illustrated by Mike Holmes;,HUSH;by James Patterson and Candice Fox;,OUT OF MY MIND;by Sharon M. Draper;,THE DOWNSTAIRS GIRL;by Stacey Lee;
7,WIN;by Harlan Coben;4 weeks on the list,NORTHERN SPY;by Flynn Berry;New this week,CIRCE;by Madeline Miller;44 weeks on the list,THE CODE BREAKER;by Walter Isaacson;5 weeks on the list,THE GOD EQUATION;by Michio Kaku;New this week,BORN A CRIME;by Trevor Noah;113 weeks on the list,"EAT BETTER, FEEL BETTER;by Giada De Laurentiis;4 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;102 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;42 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;109 weeks on the list,LORE;by Alexandra Bracken;14 weeks on the list,KLARA AND THE SUN;by Kazuo Ishiguro;,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FETCH-22;by Dav Pilkey;,JOURNEY OF THE PHARAOHS;by Clive Cussler and Graham Brown;,RESTART;by Gordon Korman;,THE BOOK THIEF;by Markus Zusak;
8,NORTHERN SPY;by Flynn Berry;New this week,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;24 weeks on the list,THE LAST BOOKSHOP IN LONDON;by Madeline Martin;New this week,THE BODY;by Bill Bryson;16 weeks on the list,GREENLIGHTS;by Matthew McConaughey;25 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;267 weeks on the list",BEYOND ORDER;by Jordan B. Peterson;6 weeks on the list,GROUND ZERO;by Alan Gratz;7 weeks on the list,ITTY-BITTY KITTY-CORN;by Shannon Hale. Illustrated by LeUyen Pham;2 weeks on the list,WARRIORS: THE BROKEN CODE;by Erin Hunter;2 weeks on the list,"GOOD GIRL, BAD BLOOD;by Holly Jackson;6 weeks on the list",FIREFLY LANE;by Kristin Hannah;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"CHAINSAW MAN, VOL. 1;by Tatsuki Fujimoto;",ROMANCING MISTER BRIDGERTON;by Julia Quinn;,THE WILD ROBOT;by Peter Brown;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
9,THE SONG OF ACHILLES;by Madeline Miller;4 weeks on the list,WIN;by Harlan Coben;4 weeks on the list,LIFE'S TOO SHORT;by Abby Jimenez;New this week,KILLERS OF THE FLOWER MOON;by David Grann;69 weeks on the list,CASTE;by Isabel Wilkerson;36 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;35 weeks on the list,GET GOOD WITH MONEY;by Tiffany Aliche;2 weeks on the list,A TALE OF WITCHCRAFT...;by Chris Colfer;15 weeks on the list,THE WORLD NEEDS WHO YOU WERE MADE TO BE;by Joanna Gaines. Illustrated by Julianna Swaney;14 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;243 weeks on the list,THE COUSINS;by Karen M. McManus;19 weeks on the list,THE VANISHING HALF;by Brit Bennett;,BECOMING;by Michelle Obama;,A WORLD WITHOUT EMAIL;by Cal Newport;,THE TWISTED ONES;by Scott Cawthon and Kira Breed-Wrisley;,WHEN HE WAS WICKED;by Julia Quinn;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,ALL THE BRIGHT PLACES;by Jennifer Niven;
10,LATER;by Stephen King;6 weeks on the list,KLARA AND THE SUN;by Kazuo Ishiguro;6 weeks on the list,IN FIVE YEARS;by Rebecca Serle;6 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;33 weeks on the list,THIS IS THE FIRE;by Don Lemon;4 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;77 weeks on the list,KEEP SHARP;by Sanjay Gupta with Kristin Loberg;13 weeks on the list,WHEN YOU TRAP A TIGER;by Tae Keller;4 weeks on the list,THE WORLD NEEDS MORE PURPLE PEOPLE;by Kristen Bell and Benjamin Hart. Illustrated by Daniel Wiseman;19 weeks on the list,RED QUEEN;by Victoria Aveyard;24 weeks on the list,COSMIC QUERIES;by Neil DeGrasse Tyson with James Trefil;4 weeks on the list,WILD SIGN;by Patricia Briggs;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,GET GOOD WITH MONEY;by Tiffany Aliche;,BRAWL OF THE WILD;by Dav Pilkey;,"TO SIR PHILLIP, WITH LOVE;by Julia Quinn;",CLEAN GETAWAY;by Nic Stone;,SERPENT AND DOVE;by Shelby Mahurin;
