,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,FIFTY SHADES OF GREY;by E. L. James;19 weeks on the list,GONE GIRL;by Gillian Flynn;5 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;17 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,WILD;by Cheryl Strayed;12 weeks on the list,WILD;by Cheryl Strayed;12 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;10 weeks on the list,WILD;by Cheryl Strayed;16 weeks on the list,THE SKINNY RULES;by Bob Harper with Greg Critser;8 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;6 weeks on the list,WILD;by Cheryl Strayed;,GET JIRO!;by Anthony Bourdain and Joel Rose;New this week,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;3 weeks on the list","BLEACH, VOL. 42;by Tite Kubo;New this week",BETWEEN THE LINES;by Jodi Picoult and Samantha van Leer;2 weeks on the list,DIVERGENT;by Veronica Roth;19 weeks on the list,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE;by William Joyce. Illustrated by William Joyce and Joe Bluhm;3 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;98 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,AMATEUR;by Edward Klein;
2,FIFTY SHADES DARKER;by E. L. James;19 weeks on the list,THE NEXT BEST THING;by Jennifer Weiner;New this week,FIFTY SHADES DARKER;by E. L. James;14 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,UNBROKEN;by Laura Hillenbrand;76 weeks on the list,AMATEUR;by Edward Klein;8 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;70 weeks on the list,UNBROKEN;by Laura Hillenbrand;76 weeks on the list,THE 17 DAY DIET;by Mike Moreno;60 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;569 weeks on the list,AMATEUR;by Edward Klein;,"THE BATMAN ARCHIVES, VOL. 8;by various;New this week",SMILE;by Raina Telgemeier;24 weeks on the list,"VAMPIRE KNIGHT, VOL. 14;by Matsuri Hino;New this week",INSURGENT;by Veronica Roth;10 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;7 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;40 weeks on the list",DORK DIARIES;by Rachel Renée Russell;40 weeks on the list,IMAGINE;by Jonah Lehrer;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
3,FIFTY SHADES FREED;by E. L. James;18 weeks on the list,WICKED BUSINESS;by Janet Evanovich;3 weeks on the list,FIFTY SHADES FREED;by E. L. James;14 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,AMATEUR;by Edward Klein;8 weeks on the list,UNBROKEN;by Laura Hillenbrand;86 weeks on the list,OUTLIERS;by Malcolm Gladwell;57 weeks on the list,AMATEUR;by Edward Klein;8 weeks on the list,WHEAT BELLY;by William Davis;13 weeks on the list,EAT TO LIVE;by Joel Fuhrman;52 weeks on the list,UNBROKEN;by Laura Hillenbrand;,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;81 weeks on the list,"AVATAR: THE LAST AIRBENDER, PART 1;by Gene Luen Yang and others;17 weeks on the list","ROSARIO+VAMPIRE: SEASON II, VOL. 9;by Akihisa Ikeda;New this week",THE FAULT IN OUR STARS;by John Green;26 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;5 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;10 weeks on the list,KANE CHRONICLES;by Rick Riordan;10 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,IT WORKED FOR ME;by Colin Powell with Tony Koltz;
4,GONE GIRL;by Gillian Flynn;5 weeks on the list,CRIMINAL;by Karin Slaughter;New this week,BARED TO YOU;by Sylvia Day;4 weeks on the list,,,THE LITIGATORS;by John Grisham;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;40 weeks on the list,AMERICAN SON;by Marco Rubio;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;278 weeks on the list,THE DEVIL IN PEW NUMBER SEVEN;by Rebecca Nichols Alonzo with Bob DeMoss;4 weeks on the list,THE BLOOD SUGAR SOLUTION;by Mark Hyman;16 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;258 weeks on the list,AMERICAN SON;by Marco Rubio;,NOT THE ISRAEL MY PARENTS PROMISED ME;by Harvey Pekar and JT Waldman;New this week,HEALTH CARE REFORM;by Jonathan Gruber;8 weeks on the list,"BLEACH, VOL. 43;by Tite Kubo;New this week",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;9 weeks on the list,THE BOOK THIEF;by Markus Zusak;252 weeks on the list,PRESS HERE;by Hervé Tullet;55 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;182 weeks on the list,UNINTENDED CONSEQUENCES;by Edward Conard;,DRIVE;by Daniel H. Pink;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
5,BARED TO YOU;by Sylvia Day;5 weeks on the list,BLOODLINE;by James Rollins;2 weeks on the list,THE NIGHT CIRCUS;by Erin Morgenstern;New this week,,,GONE GIRL;by Gillian Flynn;,IN THE GARDEN OF BEASTS;by Erik Larson;45 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;41 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;New this week,"BECOMING SISTER WIVES;by Kody, Meri, Janelle, Christine and Robyn Brown;2 weeks on the list",LEADOCRACY;by Geoff Smart;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;70 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,ARE YOU MY MOTHER?;by Alison Bechdel;10 weeks on the list,"AVATAR: THE LAST AIRBENDER, PART 2;by Gene Luen Yang and others;6 weeks on the list","ONE PIECE, VOL. 63;by Eiichiro Oda;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;57 weeks on the list,BRAVE: THE JUNIOR NOVELIZATION;adapted by Irene Trimble;5 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;3 weeks on the list,FALLEN;by Lauren Kate;14 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;","HOW TO BE RICHER, SMARTER, AND BETTER-LOOKING THAN YOUR PARENTS;by Zac Bissonnette;",COWARDS;by Glenn Beck and Kevin Balfe;
6,CRIMINAL;by Karin Slaughter;New this week,MISSION TO PARIS;by Alan Furst;4 weeks on the list,THE LITIGATORS;by John Grisham;2 weeks on the list,,,BARED TO YOU;by Sylvia Day;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;63 weeks on the list,COWARDS;by Glenn Beck and Kevin Balfe;4 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;86 weeks on the list,LET'S PRETEND THIS NEVER HAPPENED;by Jenny Lawson;12 weeks on the list,THE SECRET;by Rhonda Byrne;191 weeks on the list,WHY WE GET FAT;by Gary Taubes;2 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;8 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;52 weeks on the list","CLAYMORE, VOL. 17;by Norihiro Yagi;2 weeks on the list",WONDER;by R.J. Palacio;16 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;53 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;24 weeks on the list,THE MAZE RUNNER;by James Dashner;30 weeks on the list,CHARGE;by Brendon Burchard;,THE CHECKLIST MANIFESTO;by Atul Gawande;,THE GREAT DESTROYER;by David Limbaugh;
7,SAMURAI GAME;by Christine Feehan;New this week,A DANCE WITH DRAGONS;by George R. R. Martin;48 weeks on the list,RULES OF CIVILITY;by Amor Towles;2 weeks on the list,,,SAMURAI GAME;by Christine Feehan;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;74 weeks on the list,THE GREAT DESTROYER;by David Limbaugh;5 weeks on the list,I FEEL BAD ABOUT MY NECK;by Nora Ephron;7 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;76 weeks on the list,THE TOOLS;by Phil Stutz and Barry Michels;6 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;39 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"BATWOMAN, VOL. 1;by J. H. Williams III and W. Haden Blackman;3 weeks on the list",BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;25 weeks on the list,"SKIP BEAT!, VOL. 28;by Yoshiki Nakamura;New this week",THE SON OF NEPTUNE;by Rick Riordan;40 weeks on the list,MATCHED;by Ally Condie;42 weeks on the list,THE LORAX;by Dr. Seuss;21 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;255 weeks on the list,THE PRICE OF INEQUALITY;by Joseph E. Stiglitz;,RICH AND THE REST OF US;by Tavis Smiley and Cornel West;,THE PASSAGE OF POWER;by Robert A. Caro;
8,THE NEXT BEST THING;by Jennifer Weiner;New this week,SUMMERLAND;by Elin Hilderbrand;2 weeks on the list,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;19 weeks on the list,,,PRIVATE GAMES;by James Patterson and Mark Sullivan;,"BECOMING SISTER WIVES;by Kody, Meri, Janelle, Christine and Robyn Brown;2 weeks on the list",IT WORKED FOR ME;by Colin Powell with Tony Koltz;7 weeks on the list,BOSSYPANTS;by Tina Fey;27 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;41 weeks on the list,AMERICAN GROWN;by Michelle Obama;6 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;21 weeks on the list",OUTLIERS;by Malcolm Gladwell;,A GAME OF THRONES;by George R.R. Martin;10 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;125 weeks on the list","POKEMON: BLACK AND WHITE, VOL. 8;by Hidenori Kusaka;New this week",THE GOLDEN LILY;by Richelle Mead;4 weeks on the list,THE LOST HERO;by Rick Riordan;14 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;12 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;62 weeks on the list,SCREWED!;by Dick Morris and Eileen McGann;,MONEYBALL;by Michael Lewis;,CRONKITE;by Douglas Brinkley;
9,FIFTY SHADES TRILOGY;by E. L. James;12 weeks on the list,CALICO JOE;by John Grisham;13 weeks on the list,MAINE;by J. Courtney Sullivan;6 weeks on the list,,,SAFE HAVEN;by Nicholas Sparks;,PRESUMED GUILTY;by Jose Baez and Peter Golenbock;New this week,"BECOMING SISTER WIVES;by Kody, Meri, Janelle, Christine and Robyn Brown;2 weeks on the list",I REMEMBER NOTHING;by Nora Ephron;2 weeks on the list,PRESUMED GUILTY;by Jose Baez and Peter Golenbock;New this week,THE PIONEER WOMAN COOKS;by Ree Drummond;17 weeks on the list,THE MAGIC;by Rhonda Byrne;15 weeks on the list,COWARDS;by Glenn Beck and Kevin Balfe;,KICK-ASS 2;by Mark Millar and John Romita Jr.;4 weeks on the list,NINJAGO: RISE OF THE SERPENTINE;by Greg Farshtey and Paul Lee;7 weeks on the list,BAKUMAN VOL. 12;by Tsugumi Ohba;New this week,"NANCY CLANCY, SECRET ADMIRER;by Jane O'Connor. Illustrated by Robin Preiss Glasser;14 weeks on the list",THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;134 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;30 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;63 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;",THE BIG SHORT;by Michael Lewis;,THE PRESIDENTS CLUB;by Nancy Gibbs and Michael Duffy;
10,THE LITIGATORS;by John Grisham;New this week,THE AGE OF MIRACLES;by Karen Thompson Walker;2 weeks on the list,THE HARBINGER;by Jonathan Cahn;27 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,THE GLASS CASTLE;by Jeannette Walls;22 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;17 weeks on the list,DESTINY OF THE REPUBLIC;by Candice Millard;4 weeks on the list,STEVE JOBS;by Walter Isaacson;37 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;18 weeks on the list,THE BOOK OF BURGER;by Rachael Ray;5 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;,DARK TOWER: THE GUNSLINGER — THE WAY STATION;by Robin Furth and Peter David;2 weeks on the list,NINJAGO: MASK OF THE SENSEI;by Greg Farshtey and Paulo Herique;12 weeks on the list,"D. GRAY-MAN, VOL. 21;by Katsura Hoshino;3 weeks on the list",CHOMP;by Carl Hiaasen;13 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;9 weeks on the list,THE DUCKLING GETS A COOKIE!?;by Mo Willems;14 weeks on the list,THEODORE BOONE;by John Grisham;7 weeks on the list,END THIS DEPRESSION NOW!;by Paul Krugman;,"I, STEVE;edited by George Beahm;",FEARLESS;by Eric Blehm;
