,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE LOST SYMBOL;by Dan Brown;16 weeks on the list,THE LOVELY BONES;by Alice Sebold;16 weeks on the list,,HAVE A LITTLE FAITH;by Mitch Albom;14 weeks on the list,THE BLIND SIDE;by Michael Lewis;14 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;15 weeks on the list",FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;New this week,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;12 weeks on the list,"LOGICOMIX - AN EPIC SEARCH FOR TRUTH;by Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos and Annie Di Donna;14 weeks on the list","VAMPIRE KNIGHT, VOL. 8;by Matsuri Hino;9 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;3 weeks on the list,MILES TO GO;by Miley Cyrus;2 weeks on the list,SPLENDIFEROUS CHRISTMAS;by Jane O’Connor. Illustrated by Robin Preiss Glasser;9 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;126 weeks on the list
2,THE HELP;by Kathryn Stockett;40 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;28 weeks on the list,,GOING ROGUE;by Sarah Palin;7 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;153 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;New this week,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;New this week",WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;6 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;13 weeks on the list,NARUTO 46;by Masashi Kishimoto;14 weeks on the list,CATCHING FIRE;by Suzanne Collins;18 weeks on the list,LOCK AND KEY;by Sarah Dessen;19 weeks on the list,LEGO STAR WARS;by Simon Beecroft;12 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;51 weeks on the list
3,CROSS FIRE;by James Patterson;7 weeks on the list,PUSH;by Sapphire;19 weeks on the list,,WHAT THE DOG SAW;by Malcolm Gladwell;11 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;19 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;58 weeks on the list,"START OVER, FINISH RICH;by David Bach;New this week",BATMAN: BATTLE FOR THE COWL;by Tony Daniel;6 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;45 weeks on the list,"MAXIMUM RIDE, VOL. 2;by James Patterson and NaRae Lee;10 weeks on the list",FALLEN;by Lauren Kate;4 weeks on the list,THE BOOK THIEF;by Markus Zusak;121 weeks on the list,THE CHRISTMAS SWEATER;by Glenn Beck with Kevin Balfe and Jason Wright.;10 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;130 weeks on the list
4,SIZZLE;by Julie Garwood;New this week,THE PIANO TEACHER;by Janice Y. K. Lee;7 weeks on the list,,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;11 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;New this week",IT'S YOUR TIME;by Joel Osteen;9 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;441 weeks on the list,THE WONDERFUL WIZARD OF OZ;by Eric Shanower and Skottie Young;16 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;40 weeks on the list,"VAMPIRE KNIGHT, VOL. 7;by Matsuri Hino;12 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;69 weeks on the list,THIRST NO. 1;by Christopher Pike;22 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;27 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;71 weeks on the list
5,FIRED UP;by Jayne Ann Krentz;New this week,THE SHACK;by William P. Young;85 weeks on the list,,STONES INTO SCHOOLS;by Greg Mortenson;5 weeks on the list,BLINK;by Malcolm Gladwell;116 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;10 weeks on the list,SKINNY BITCH;by Kim Barnouin;127 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;18 weeks on the list,THE UMBRELLA ACADEMY: DALLAS;by Gerard Way and Gabriel Ba;9 weeks on the list,"MAXIMUM RIDE, VOL. 1;by James Patterson and NaRae Lee;4 weeks on the list",SHIVER;by Maggie Stiefvater;23 weeks on the list,DARK VISIONS;by L. J. Smith;17 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;16 weeks on the list,THE IMMORTALS;by Alyson Noël;7 weeks on the list
6,THE HONOR OF SPIES;by W. E. B. Griffin and William E. Butterworth IV;New this week,DEAR JOHN;by Nicholas Sparks;17 weeks on the list,,OPEN;by Andre Agassi;8 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;118 weeks on the list,GUINNESS WORLD RECORDS 2010;edited by Craig Glenday;16 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;127 weeks on the list,PRIDE AND PREJUDICE;by Nancy Butler and Hugo Petrus;10 weeks on the list,"DARK AVENGERS, VOL. 1;by Brian Michael Bendis and Mike Deodato;New this week","SOUL EATER, VOL. 3;by Atsushi Ohkubo;10 weeks on the list","HUSH, HUSH;by Becca Fitzpatrick;7 weeks on the list",GRACELING;by Kristin Cashore;14 weeks on the list,"NUBS;by Brian Dennis, Mary Nethery and Kirby Larson;9 weeks on the list",VAMPIRE DIARIES;by L. J. Smith;36 weeks on the list
7,DEEPER THAN THE DEAD;by Tami Hoag;New this week,OLIVE KITTERIDGE;by Elizabeth Strout;37 weeks on the list,,TRUE COMPASS;by Edward M. Kennedy;16 weeks on the list,TIPPING POINT;by Malcolm Gladwell;274 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;26 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;67 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;43 weeks on the list,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;19 weeks on the list,"BLEACH, VOL.  29;by Tite Kubo;5 weeks on the list",BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;50 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;102 weeks on the list,WARRIORS;by Erin Hunter;80 weeks on the list
8,THE LAST SONG;by Nicholas Sparks;17 weeks on the list,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;29 weeks on the list,,OUTLIERS;by Malcolm Gladwell;59 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;159 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;46 weeks on the list",NEW MOON;by Mark Cotta Vaz;13 weeks on the list,"DARK AVENGERS/UNCANNY X-MEN: UTOPIA;by Matt Fraction, Terry Dodson and others;4 weeks on the list","THE SANDMAN: PRELUDES AND NOCTURNES;by Neil Gaiman, Sam Kieth, Mike Dringenberg and Malcolm Jones III;17 weeks on the list","BLACK BIRD, VOL. 2;by Kanoko Sakurakoji;5 weeks on the list",ALONG FOR THE RIDE;by Sarah Dessen;14 weeks on the list,JUST LISTEN;by Sarah Dessen;29 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;9 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;29 weeks on the list
9,ALTAR OF EDEN;by James Rollins;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;30 weeks on the list,,"ARGUING WITH IDIOTS;written and edited by Glenn Beck, Kevin Balfe and others;15 weeks on the list",BUT I TRUSTED YOU;by Ann Rule;6 weeks on the list,KNOCKOUT;by Suzanne Somers;6 weeks on the list,"MORE DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;9 weeks on the list",MARVEL ZOMBIES 4;by Fred Van Lente and Kev Walker;4 weeks on the list,BATMAN: HUSH;by Jeph Loeb and Jim Lee;14 weeks on the list,"DEATH NOTE: L, CHANGE THE WORLD;by  M;9 weeks on the list",TRICKS;by Ellen Hopkins;16 weeks on the list,IMPOSSIBLE;by Nancy Werlin;8 weeks on the list,OTIS;written and illustrated by Loren Long;8 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;20 weeks on the list
10,"UNDER THE DOME, PART 1;by Stephen King;8 weeks on the list",LET THE GREAT WORLD SPIN;by Colum McCann;5 weeks on the list,,TOO BIG TO FAIL;by Andrew Ross Sorkin;8 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;13 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;23 weeks on the list,THE SKINNYGIRL DISH;by Bethenny Frankel with Eve Adamson;New this week,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;25 weeks on the list",BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;20 weeks on the list,"DEATH NOTE, VOL. 1;by Tsugumi Ohba and Takeshi Obata;New this week",DORK DIARIES;written and illustrated by Rachel Renée Russell;8 weeks on the list,THE PRINCESS AND THE FROG: JUNIOR NOVELIZATION;by Irene Trimble;5 weeks on the list,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;16 weeks on the list",THE ALEX RIDER ADVENTURES;by Anthony Horowitz;61 weeks on the list
11,U IS FOR UNDERTOW;by Sue Grafton;5 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;47 weeks on the list,,THE IMPERIAL CRUISE;by James Bradley;6 weeks on the list,LORDS OF FINANCE;by Liaquat Ahamed;New this week,THE SECRET;by Rhonda Byrne;,JULIA'S KITCHEN WISDOM;by Julia Child;,,,,,,,
12,PIRATE LATITUDES;by Michael Crichton;6 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;35 weeks on the list,,THE BOOK OF BASKETBALL;by Bill Simmons;9 weeks on the list,MY LIFE IN FRANCE;by Julia Child with Alex Prud’homme;22 weeks on the list,FLAT BELLY DIET! COOKBOOK;by Liz Vaccariello with Cynthia Sass;,THE PURPOSE-DRIVEN LIFE;by Rick Warren;,,,,,,,
13,FORD COUNTY;by John Grisham;9 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;40 weeks on the list,,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;8 weeks on the list,SAME KIND OF DIFFERENT AS ME;by Ron Hall and Denver Moore with Lynn Vincent;63 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;,RACHAEL RAY'S BOOK OF 10;by Rachael Ray;,,,,,,,
14,"I, SNIPER;by Stephen Hunter;New this week",BED OF ROSES;by Nora Roberts;10 weeks on the list,,BORN TO RUN;by Christopher McDougall;17 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;118 weeks on the list,THE FIFTH AGREEMENT;by Don Miguel Ruiz and Don Jose Ruiz with Janet Mills;,AVATAR;by Maria Wilhelm and Dirk Mathison;,,,,,,,
15,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;12 weeks on the list,THE ELEGANCE OF THE HEDGEHOG;by Muriel Barbery;51 weeks on the list,,LAST WORDS;by George Carlin with Tony Hendra;5 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;62 weeks on the list,FLAT BELLY DIET! FOR MEN;by Liz Vaccariello with D. Milton Stokes;,THE POWER OF NOW;by Eckhart Tolle;,,,,,,,
