,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE BONE BED;by Patricia Cornwell;New this week,THE PANTHER;by Nelson DeMille;New this week,FIFTY SHADES OF GREY;by E. L. James;32 weeks on the list,,,THE PANTHER;by Nelson DeMille;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;3 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;3 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;25 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;3 weeks on the list,TRUE FOOD;by Andrew Weil and Sam Fox with Michael Stebner.;2 weeks on the list,HUNGRY GIRL TO THE MAX!;by Lisa Lillien;New this week,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;,BUILDING STORIES;by Chris Ware;3 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;2 weeks on the list","TENJO TENGE, VOL. 9;by Oh! Great Staff;New this week",LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;9 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;20 weeks on the list,SKIPPYJON JONES CIRQUE DE OLE;by Judy Schachner;New this week,HEROES OF OLYMPUS;by Rick Riordan;3 weeks on the list,15 INVALUABLE LAWS OF GROWTH;by John C. Maxwell;,OUTLIERS;by Malcolm Gladwell;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;
2,THE PANTHER;by Nelson DeMille;New this week,THE TWELVE;by Justin Cronin;New this week,FIFTY SHADES DARKER;by E. L. James;29 weeks on the list,,,THE TWELVE;by Justin Cronin;,NO EASY DAY;by Mark Owen with Kevin Maurer;7 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;7 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;85 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;7 weeks on the list,JERUSALEM;by Yotam Ottolenghi and Sami Tamimi;New this week,HOW TO TELL IF YOUR CAT IS PLOTTING TO KILL YOU;by Matthew Inman;2 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;,"THE WALKING DEAD, BOOK 8;by Robert Kirkman and Charlie Adlard;2 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;62 weeks on the list","THE LIMIT, VOL. 1;by Keiko Suenobu;New this week",THE FAULT IN OUR STARS;by John Green;41 weeks on the list,DIVERGENT;by Veronica Roth;34 weeks on the list,LLAMA LLAMA TIME TO SHARE;by Anna Dewdney;7 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;113 weeks on the list,BULL BY THE HORNS;by Sheila Bair;,WEEKLY COACHING CONVERSATION;by Brian Souza;,NO EASY DAY;by Mark Owen with Kevin Maurer;
3,THE TWELVE;by Justin Cronin;New this week,THE CASUAL VACANCY;by J. K. Rowling;4 weeks on the list,FIFTY SHADES FREED;by E. L. James;29 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;55 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;56 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;101 weeks on the list,THE MEANING OF MARRIAGE;by Timothy Keller with Kathy Keller;New this week,THE DIGEST DIET;by Liz Vaccariello;2 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;21 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,THE HIVE;by Charles Burns;2 weeks on the list,NIGHTWING: TRAPS AND TRAPEZES;by Kyle Higgins and Eddy Barrows;New this week,"MARCH STORY, VOL. 4;by kim Hyung-min and Yang kyung-il;New this week",LAUREN CONRAD BEAUTY;by Lauren Conrad;New this week,THE BOOK THIEF;by Markus Zusak;267 weeks on the list,MOSSY;by Jan Brett;5 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;142 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,BOOMERANG;by Michael Lewis;,AMERICA AGAIN;by Stephen Colbert and others;
4,FIFTY SHADES OF GREY;by E. L. James;34 weeks on the list,THE BONE BED;by Patricia Cornwell;New this week,CLOUD ATLAS;by David Mitchell;12 weeks on the list,,,THE CASUAL VACANCY;by J. K. Rowling;,THE FINISH;by Mark Bowden;New this week,AMERICA AGAIN;by Stephen Colbert and others;3 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;5 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;56 weeks on the list,GUINNESS WORLD RECORDS 2013;;6 weeks on the list,EAT TO LIVE;by Joel Fuhrman;67 weeks on the list,AMERICA AGAIN;by Stephen Colbert and others;,BATMAN: ODYSSEY;by Neal Adams;New this week,PEARLS FREAKS THE #*%# OUT;by Stephan Pastis;New this week,"YU-GI-OH! 5D'S, VOL. 3;by Masahiro Hikokubo;3 weeks on the list",WONDER;by R.J. Palacio;30 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;22 weeks on the list,MOUSETRONAUT;by Mark Kelly. Illustrated by C.F. Payne;2 weeks on the list,DORK DIARIES;by Rachel Renée Russell;55 weeks on the list,STEVE JOBS;by Walter Isaacson;,TIPPING POINT;by Malcolm Gladwell;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
5,THE CASUAL VACANCY;by J. K. Rowling;4 weeks on the list,NYPD RED;by James Patterson and Marshall Karp;2 weeks on the list,THE INNOCENT;by David Baldacci;2 weeks on the list,,,THE BONE BED;by Patricia Cornwell;,THE MEANING OF MARRIAGE;by Timothy Keller with Kathy Keller;New this week,WHO I AM;by Pete Townshend;2 weeks on the list,OUTLIERS;by Malcolm Gladwell;72 weeks on the list,THE MASTER OF DISGUISE;by Antonio J. Mendez with Malcolm McConnell;2 weeks on the list,WHEAT BELLY;by William Davis;28 weeks on the list,WEEKLY COACHING CONVERSATION;by Brian Souza;New this week,WHO I AM;by Pete Townshend;,"BATMAN: THE DARK KNIGHT, VOL. 2;by Gregg Hurwitz and David Finch;2 weeks on the list","AVATAR, THE LAST AIRBENDER - THE PROMISE, PART 3;by Gene Luen Yang and others;4 weeks on the list","BLEACH, VOL. 48;by Tite Kubo;3 weeks on the list",CONFESSIONS OF A MURDER SUSPECT;by James Patterson and Maxine Paetro;4 weeks on the list,LOOKING FOR ALASKA;by John Green;13 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;55 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;197 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",DRIVE;by Daniel H. Pink;,TOTAL RECALL;by Arnold Schwarzenegger with Peter Petre;
6,FIFTY SHADES FREED;by E. L. James;33 weeks on the list,GONE GIRL;by Gillian Flynn;20 weeks on the list,BARED TO YOU;by Sylvia Day;19 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,WHO I AM;by Pete Townshend;2 weeks on the list,IN THE PLEASURE GROOVE;by John Taylor with Tom Sykes;New this week,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;28 weeks on the list,THE FINISH;by Mark Bowden;New this week,LIDIA'S FAVORITE RECIPES;by Lidia Matticchio Bastianich and Tanya Bastianich Manuali;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;273 weeks on the list,IN THE PLEASURE GROOVE;by John Taylor with Tom Sykes;,NEW YORK DRAWINGS;by Adrian Tomine;2 weeks on the list,"SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;New this week","SKIP BEAT!, VOL. 29;by Yoshiki Nakamura;2 weeks on the list",INSURGENT;by Veronica Roth;25 weeks on the list,WILDWOOD;by Colin Meloy;4 weeks on the list,PETE THE CAT SAVES CHRISTMAS;by Eric Litwin. Illustrated by James Dean;4 weeks on the list,GIVER QUARTET;by Lois Lowry;3 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,MUGGED;by Ann Coulter;
7,REFLECTED IN YOU;by Sylvia Day;3 weeks on the list,WINTER OF THE WORLD;by Ken Follett;5 weeks on the list,LIFE OF PI;by Yann Martel;3 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,IN THE PLEASURE GROOVE;by John Taylor with Tom Sykes;New this week,THE FINISH;by Mark Bowden;New this week,TEAM OF RIVALS;by Doris Kearns Goodwin;37 weeks on the list,UNBROKEN;by Laura Hillenbrand;91 weeks on the list,GOD LOVES YOU;by David Jeremiah;3 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;584 weeks on the list,THE FINISH;by Mark Bowden;,"SAILOR TWAIN, OR THE MERMAID IN THE HUDSON;by Mark Siegel;3 weeks on the list",DRAMA;by Raina Telgemeier;7 weeks on the list,"BAKUMAN, VOL. 15;by Tsugumi Ohba;3 weeks on the list",THE DEMIGOD DIARIES;by Rick Riordan;10 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;67 weeks on the list,THIS IS NOT MY HAT;by Jon Klassen;2 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;269 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,ADMIRED;by Mark C. Thompson and Bonita S. Thompson;,INTO THE FIRE;by Dakota Meyer and Bing West;
8,FIFTY SHADES DARKER;by E. L. James;34 weeks on the list,THE SECRET KEEPER;by Kate Morton;New this week,THE HARBINGER;by Jonathan Cahn;42 weeks on the list,,,NYPD RED;by James Patterson and Marshall Karp;,AMERICA AGAIN;by Stephen Colbert and others;3 weeks on the list,WAGING HEAVY PEACE;by Neil Young;4 weeks on the list,BOSSYPANTS;by Tina Fey;42 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;91 weeks on the list,THE SCIENCE OF GOOD COOKING;by the editors of America's Test Kitchen and Guy Crosby;New this week,"THE CHEW;by the staff of ""The Chew"";4 weeks on the list",WAGING HEAVY PEACE;by Neil Young;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;66 weeks on the list",JUSTICE LEAGUE DARK:  IN THE DARK;by Peter Milligan and Mikel Janin;New this week,"BLEACH, VOL. 36;by Tite Kubo;7 weeks on the list",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;26 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;19 weeks on the list,LET'S GO FOR A DRIVE!;by Mo Willems;3 weeks on the list,ORIGAMI YODA;by Tom Angleberger. Illustrated;11 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,THE CHECKLIST MANIFESTO;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;
9,GONE GIRL;by Gillian Flynn;20 weeks on the list,THE TIME KEEPER;by Mitch Albom;7 weeks on the list,GUILTY WIVES;by James Patterson and David Ellis;5 weeks on the list,,,GONE GIRL;by Gillian Flynn;,THE SIGNAL AND THE NOISE;by Nate Silver;2 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;7 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;57 weeks on the list,WILD;by Cheryl Strayed;31 weeks on the list,MICHAEL SYMON'S CARNIVORE;by Michael Symon with Douglas Trattner;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;85 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;,MADELEINE L'ENGLE'S A WRINKLE IN TIME;by Hope Larson;3 weeks on the list,SMILE;by Raina Telgemeier;37 weeks on the list,"KITCHEN PRINCESS OMNIBUS, VOL. 2;by Miyuki Kobayashi and Natsumi Ando;New this week",LEGO BATMAN;by Daniel Lipkowitz;3 weeks on the list,MATCHED;by Ally Condie;54 weeks on the list,THE FURTHER TALE OF PETER RABBIT;by Emma Thompson. Illustrated by Eleanor Taylor;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;38 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,THE PRICE OF POLITICS;by Bob Woodward;
10,NYPD RED;by James Patterson and Marshall Karp;2 weeks on the list,MAD RIVER;by John Sandford;3 weeks on the list,THE MARRIAGE PLOT;by Jeffrey Eugenides;7 weeks on the list,,,CLOUD ATLAS;by David Mitchell;,UNBROKEN;by Laura Hillenbrand;91 weeks on the list,THE SIGNAL AND THE NOISE;by Nate Silver;3 weeks on the list,THE SWERVE;by Stephen Greenblatt;7 weeks on the list,THE SIGNAL AND THE NOISE;by Nate Silver;4 weeks on the list,15 INVALUABLE LAWS OF GROWTH;by John C. Maxwell;3 weeks on the list,PRACTICAL PALEO;by Diane Sanfilippo;2 weeks on the list,THE SIGNAL AND THE NOISE;by Nate Silver;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;20 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;110 weeks on the list,"NARUTO, VOL. 58;by Masashi Kishimoto;5 weeks on the list",STARSTRUCK;by Lauren Conrad;New this week,A TALE DARK AND GRIMM;by Adam Gidwitz and Jacob W. Grimm;New this week,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;25 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;68 weeks on the list,RENEGADES WRITE THE RULES;by Amy Jo Martin;,MONEYBALL;by Michael Lewis;,OATH;by Jeffrey Toobin;
