,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,SOUTH OF BROAD;by Pat Conroy;2 weeks on the list,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;10 weeks on the list,,CULTURE OF CORRUPTION;by Michelle Malkin;4 weeks on the list,MY LIFE IN FRANCE;by Julia Child with Alex Prud’homme;8 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;2 weeks on the list",WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;425 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;6 weeks on the list,"FABLES, VOL. 12;by Bill Willingham, Mike Allred and Mark Buckingham;New this week","VAMPIRE KNIGHT, VOL. 7;by Matsuri Hino;4 weeks on the list",L.A. CANDY;by Lauren Conrad;10 weeks on the list,THE BOOK THIEF;by Markus Zusak;102 weeks on the list,GOLDILICIOUS;written and illustrated by Victoria Kann;13 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;107 weeks on the list
2,THE WHITE QUEEN;by Philippa Gregory;New this week,THE SHACK;by William P. Young;66 weeks on the list,,IN THE PRESIDENT’S SECRET SERVICE;by Ronald Kessler;3 weeks on the list,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;11 weeks on the list,FLAT BELLY DIET! COOKBOOK;by Liz Vaccariello with Cynthia Sass;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;108 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;10 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;26 weeks on the list,"NARUTO, VOL. 45;by Masashi Kishimoto;7 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;50 weeks on the list,BLUE MOON;by Alyson Noël;7 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;93 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;111 weeks on the list
3,DREAMFEVER;by Karen Marie Moning;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;9 weeks on the list,,OUTLIERS;by Malcolm Gladwell;40 weeks on the list,JULIE & JULIA;by Julie Powell;8 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;30 weeks on the list","DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;9 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;24 weeks on the list,"THE WALKING DEAD, VOL. 10;by Robert Kirkman and Charlie Adlard;2 weeks on the list","FRUITS BASKET, VOL. 23;by Natsuki Takaya;7 weeks on the list",DANIEL X: WATCH THE SKIES;by James Patterson and Ned Rust;4 weeks on the list,EVERMORE;by Alyson Noël;29 weeks on the list,MARLEY GOES TO SCHOOL;by John Grogan. Illustrated by Richard Cowdrey;4 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;52 weeks on the list
4,THE HELP;by Kathryn Stockett;21 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;16 weeks on the list,,BORN TO RUN;by Christopher McDougall;10 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;134 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;72 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;48 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;26 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;22 weeks on the list,"ROSARIO   VAMPIRE, VOL. 8;by Akihisa Ikeda;4 weeks on the list",SHIVER;by Maggie Stiefvater;4 weeks on the list,LOCK AND KEY;by Sarah Dessen;15 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;45 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;32 weeks on the list
5,THAT OLD CAPE MAGIC;by Richard Russo;3 weeks on the list,THE WEIGHT OF SILENCE;by Heather Gudenkauf;4 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;22 weeks on the list,THE FAMILY;by Jeff Sharlet;6 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;22 weeks on the list,JULIA'S KITCHEN WISDOM;by Julia Child;2 weeks on the list,HALO: UPRISING;by Brian Michael Bendis and Alex Maleev;11 weeks on the list,"X-MEN: MISFITS, VOL. 1;by Raina Telgemeier and Dave Roman;2 weeks on the list","BLACK BIRD, VOL. 1;by Kanoko Sakurakoji;3 weeks on the list",ALONG FOR THE RIDE;by Sarah Dessen;10 weeks on the list,THE DANGEROUS DAYS OF DANIEL X;by James Patterson and Michael Ledwidge;7 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;31 weeks on the list,THE 39 CLUES;by various authors;16 weeks on the list
6,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;4 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;11 weeks on the list,,ZEITOUN;by Dave Eggers;2 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;99 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;20 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;19 weeks on the list,"GREEN LANTERN: RAGE OF THE RED LANTERNS;by Geoff Johns, Shane Davis and others;8 weeks on the list","FABLES, VOL. 1;by Bill Willingham and Lan Medina;16 weeks on the list","D. N. ANGEL, VOL. 12;by Yukiru Sugisaki;4 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;47 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;53 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;17 weeks on the list,HARRY POTTER;by J.K. Rowling;226 weeks on the list
7,ABYSS;by Troy Denning;New this week,THE LUCKY ONE;by Nicholas Sparks;2 weeks on the list,,CATASTROPHE;by Dick Morris and Eileen McGann;9 weeks on the list,BLINK;by Malcolm Gladwell;97 weeks on the list,THE SECRET;by Rhonda Byrne;137 weeks on the list,SKINNY BITCH;by Kim Barnouin;110 weeks on the list,ASTERIOS POLYP;by David Mazzucchelli;6 weeks on the list,"THE SANDMAN: PRELUDES AND NOCTURNES;by Neil Gaiman, Sam Kieth, Mike Dringenberg and Malcolm Jones III;13 weeks on the list","D. GRAY-MAN, VOL. 14;by Katsura Hoshino;3 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;44 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;31 weeks on the list,LLAMA LLAMA MISSES MAMA;written and illustrated by Anna Dewdney;17 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;17 weeks on the list
8,SMASH CUT;by Sandra Brown;2 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;18 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;43 weeks on the list,TIPPING POINT;by Malcolm Gladwell;255 weeks on the list,EXCUSES BEGONE!;by Wayne W. Dyer;13 weeks on the list,BECOME A BETTER YOU;by Joel Osteen;3 weeks on the list,DARK TOWER: TREACHERY;by Peter David and Robin Furth;15 weeks on the list,BATMAN: HUSH;by Jeph Loeb and Jim Lee;New this week,"DOGS: BULLETS AND CARNAGE, VOL. 1;by Shirow Miwa;2 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;23 weeks on the list,THIRST NO. 1;by Christopher Pike;3 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;18 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;22 weeks on the list
9,THE ELEVENTH VICTIM;by Nancy Grace;2 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;21 weeks on the list,,THE WILDERNESS WARRIOR;by Douglas Brinkley;4 weeks on the list,WHEN YOU ARE ENGULFED IN FLAMES;by David Sedaris;12 weeks on the list,HOW TO SMELL A RAT;by Ken Fisher with Lara Hoffmans;New this week,COOK YOURSELF THIN;by the staff of Lifetime Television;16 weeks on the list,MOUSE GUARD: WINTER 1152;by David Petersen;4 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 4;by Joss Whedon, Jeph Loeb and Karl Moline;10 weeks on the list","FULLMETAL ALCHEMIST, VOL. 19;by Hiromu Arakawa;6 weeks on the list",WHEN YOU REACH ME;by Rebecca Stead;5 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;42 weeks on the list,TEA PARTIES;by Jane O’Connor. Illustrated by Robin Preiss Glasser;8 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;31 weeks on the list
10,THE LAW OF NINES;by Terry Goodkind;New this week,THE LOVELY BONES;by Alice Sebold;2 weeks on the list,,OUR LADY OF GUADALUPE;by Carl A. Anderson and Eduardo Chávez;2 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;134 weeks on the list",TOTAL MONEY MAKEOVER;by Dave Ramsey;21 weeks on the list,AMERICA’S MOST WANTED RECIPES;by Ron Douglas;4 weeks on the list,A. D.: NEW ORLEANS AFTER THE DELUGE;by Josh Neufeld;New this week,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;New this week,OTOMEN 3;by Aya Kanno;3 weeks on the list,SCAT;by Carl Hiaasen;17 weeks on the list,IMPOSSIBLE;by Nancy Werlin;New this week,DUCK! RABBIT!;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;9 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;211 weeks on the list
