,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,WIN;by Harlan Coben;New this week,WIN;by Harlan Coben;New this week,LATER;by Stephen King;3 weeks on the list,THIS IS THE FIRE;by Don Lemon;New this week,THIS IS THE FIRE;by Don Lemon;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;126 weeks on the list,"EAT BETTER, FEEL BETTER;by Giada De Laurentiis;New this week",THE ICKABOG;by J.K. Rowling;19 weeks on the list,HOW TO CATCH THE EASTER BUNNY;by Adam Wallace and Andy Elkerton;8 weeks on the list,AWESOME FRIENDLY KID;written and illustrated by Jeff Kinney;New this week,FIREKEEPER'S DAUGHTER;by Angeline Boulley;New this week,LATER;by Stephen King;,GREENLIGHTS;by Matthew McConaughey;,ATOMIC HABITS;by James Clear;,MOTHERING HEIGHTS;by Dav Pilkey;,THE VISCOUNT WHO LOVED ME;by Julia Quinn;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,THEY BOTH DIE AT THE END;by Adam Silvera;
2,WILD SIGN;by Patricia Briggs;New this week,THE FOUR WINDS;by Kristin Hannah;7 weeks on the list,THE SONG OF ACHILLES;by Madeline Miller;22 weeks on the list,THE CODE BREAKER;by Walter Isaacson;2 weeks on the list,THE CODE BREAKER;by Walter Isaacson;2 weeks on the list,BECOMING;by Michelle Obama;3 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;68 weeks on the list",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;3 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;26 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;627 weeks on the list,CHAIN OF IRON;by Cassandra Clare;3 weeks on the list,THE FOUR WINDS;by Kristin Hannah;,A PROMISED LAND;by Barack Obama;,EVERYTHING WILL BE OKAY;by Dana Perino;,CAT KID COMIC CLUB;by Dav Pilkey;,CAMINO WINDS;by John Grisham;,WISH;by Barbara O'Connor;,WE WERE LIARS;by E. Lockhart;
3,THE FOUR WINDS;by Kristin Hannah;7 weeks on the list,LIFE AFTER DEATH;by Sister Souljah;3 weeks on the list,THE ROSE CODE;by Kate Quinn;2 weeks on the list,GREENLIGHTS;by Matthew McConaughey;22 weeks on the list,GREENLIGHTS;by Matthew McConaughey;22 weeks on the list,NOMADLAND;by Jessica Bruder;5 weeks on the list,"SET BOUNDARIES, FIND PEACE;by Nedra Glover Tawwab;New this week",WOW IN THE WORLD;by Mindy Thomas and Guy Raz. Illustrated by Jack Teagle;3 weeks on the list,THE GOOD EGG PRESENTS: THE GREAT EGGSCAPE!;by Jory John. Illustrated by Pete Oswald;8 weeks on the list,HARRY POTTER;by J.K. Rowling;626 weeks on the list,NAMESAKE;by Adrienne Young;New this week,THE MIDNIGHT LIBRARY;by Matt Haig;,THE CODE BREAKER;by Walter Isaacson;,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;,GRIME AND PUNISHMENT;by Dav Pilkey;,AN OFFER FROM A GENTLEMAN;by Julia Quinn;,A LONG WALK TO WATER;by Linda Sue Park;,THE LAKE;by Natasha Preston;
4,LATER;by Stephen King;3 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;16 weeks on the list,HOME BODY;by Rupi Kaur;18 weeks on the list,CASTE;by Isabel Wilkerson;33 weeks on the list,CASTE;by Isabel Wilkerson;33 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;49 weeks on the list,HOW TO DO THE WORK;by Nicole LePera;2 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;46 weeks on the list,WE ARE WATER PROTECTORS;by Carole Lindstrom. Illustrated by Michaela Goade;7 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;106 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;164 weeks on the list,LIFE AFTER DEATH;by Sister Souljah;,THINK AGAIN;by Adam Grant;,NOMADLAND;by Jessica Bruder;,CLAUDIA AND THE NEW GIRL;by Ann M. Martin. Illustrated by Gabriela Epstein;,THE DUKE AND I;by Julia Quinn;,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;
5,THE MIDNIGHT LIBRARY;by Matt Haig;16 weeks on the list,KLARA AND THE SUN;by Kazuo Ishiguro;3 weeks on the list,THE DUKE AND I;by Julia Quinn;12 weeks on the list,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;5 weeks on the list,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;5 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;133 weeks on the list,ATOMIC HABITS;by James Clear;69 weeks on the list,WONDER;by R.J. Palacio;288 weeks on the list,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;23 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;565 weeks on the list,CONCRETE ROSE;by Angie Thomas;10 weeks on the list,WIN;by Harlan Coben;,CASTE;by Isabel Wilkerson;,BELIEVE IT;by Jamie Kern Lima;,FOR WHOM THE BALL ROLLS;by Dav Pilkey;,THE NUMBERS GAME;by Danielle Steel;,FLORA AND ULYSSES;by Kate DiCamillo. Illustrated by K. G. Campbell;,SIX OF CROWS;by Leigh Bardugo;
6,LIFE AFTER DEATH;by Sister Souljah;3 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;21 weeks on the list,FIREFLY LANE;by Kristin Hannah;40 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;30 weeks on the list,UNTAMED;by Glennon Doyle;54 weeks on the list,FRONT ROW AT THE TRUMP SHOW;by Jonathan Karl;New this week,BEYOND ORDER;by Jordan B. Peterson;3 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;99 weeks on the list,PETE THE CAT: FIVE LITTLE BUNNIES;by James Dean and Kimberly Dean;3 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;259 weeks on the list,COSMIC QUERIES;by Neil DeGrasse Tyson with James Trefil;2 weeks on the list,THE ROSE CODE;by Kate Quinn;,UNTAMED;by Glennon Doyle;,DARE TO LEAD;by Brené Brown;,THE DARK SECRET;by Tui T. Sutherland. Illustrated by Mike Holmes;,HUSH;by James Patterson and Candice Fox;,OUT OF MY MIND;by Sharon M. Draper;,THE DOWNSTAIRS GIRL;by Stacey Lee;
7,KLARA AND THE SUN;by Kazuo Ishiguro;3 weeks on the list,DARK SKY;by C.J. Box;3 weeks on the list,IN FIVE YEARS;by Rebecca Serle;3 weeks on the list,BECOMING;by Michelle Obama;101 weeks on the list,A PROMISED LAND;by Barack Obama;18 weeks on the list,MINOR FEELINGS;by Cathy Park Hong;New this week,KEEP SHARP;by Sanjay Gupta with Kristin Loberg;11 weeks on the list,LITTLE LEADERS;by Vashti Harrison;60 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;36 weeks on the list,MINECRAFT OFFICIAL NOVELS;by Max Brooks et al;New this week,LORE;by Alexandra Bracken;11 weeks on the list,KLARA AND THE SUN;by Kazuo Ishiguro;,HOW TO AVOID A CLIMATE DISASTER;by Bill Gates;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FETCH-22;by Dav Pilkey;,JOURNEY OF THE PHARAOHS;by Clive Cussler and Graham Brown;,RESTART;by Gordon Korman;,THE BOOK THIEF;by Markus Zusak;
8,THE DUKE AND I;by Julia Quinn;12 weeks on the list,WE BEGIN AT THE END;by Chris Whitaker;3 weeks on the list,CIRCE;by Madeline Miller;41 weeks on the list,UNTAMED;by Glennon Doyle;54 weeks on the list,THE SUM OF US;by Heather McGhee;5 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;264 weeks on the list",EVERYTHING WILL BE OKAY;by Dana Perino;2 weeks on the list,REFUGEE;by Alan Gratz;122 weeks on the list,SULWE;by Lupita Nyong'o. Illustrated by Vashti Harrison;18 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;114 weeks on the list,"GOOD GIRL, BAD BLOOD;by Holly Jackson;3 weeks on the list",FIREFLY LANE;by Kristin Hannah;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"CHAINSAW MAN, VOL. 1;by Tatsuki Fujimoto;",ROMANCING MISTER BRIDGERTON;by Julia Quinn;,THE WILD ROBOT;by Peter Brown;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
9,THE ROSE CODE;by Kate Quinn;2 weeks on the list,WILD SIGN;by Patricia Briggs;New this week,MILK AND HONEY;by Rupi Kaur;182 weeks on the list,A PROMISED LAND;by Barack Obama;18 weeks on the list,JUST AS I AM;by Cicely Tyson with Michelle Burford;8 weeks on the list,BORN A CRIME;by Trevor Noah;110 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;336 weeks on the list,GROUND ZERO;by Alan Gratz;4 weeks on the list,EYES THAT KISS IN THE CORNERS;by Joanna Ho. Illustrated by Dung Ho;3 weeks on the list,FIVE NIGHTS AT FREDDY'S: FAZBEAR FRIGHTS;by Scott Cawthon;5 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;52 weeks on the list,THE VANISHING HALF;by Brit Bennett;,BECOMING;by Michelle Obama;,A WORLD WITHOUT EMAIL;by Cal Newport;,THE TWISTED ONES;by Scott Cawthon and Kira Breed-Wrisley;,WHEN HE WAS WICKED;by Julia Quinn;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,ALL THE BRIGHT PLACES;by Jennifer Niven;
10,WE BEGIN AT THE END;by Chris Whitaker;2 weeks on the list,THE VANISHING HALF;by Brit Bennett;42 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;86 weeks on the list,THINK AGAIN;by Adam Grant;7 weeks on the list,THINK AGAIN;by Adam Grant;7 weeks on the list,SAPIENS;by Yuval Noah Harari;136 weeks on the list,"NO PAIN, NO GAINES;by Chip Gaines;New this week",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;7 weeks on the list,THE WORLD NEEDS WHO YOU WERE MADE TO BE;by Joanna Gaines. Illustrated by Julianna Swaney;12 weeks on the list,SHADOW AND BONE TRILOGY;by Leigh Bardugo;3 weeks on the list,THE COUSINS;by Karen M. McManus;16 weeks on the list,WILD SIGN;by Patricia Briggs;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,GET GOOD WITH MONEY;by Tiffany Aliche;,BRAWL OF THE WILD;by Dav Pilkey;,"TO SIR PHILLIP, WITH LOVE;by Julia Quinn;",CLEAN GETAWAY;by Nic Stone;,SERPENT AND DOVE;by Shelby Mahurin;
