,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE HELP;by Kathryn Stockett;23 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;2 weeks on the list,THE HELP;by Kathryn Stockett;16 weeks on the list,,,THE HELP;by Kathryn Stockett;,A STOLEN LIFE;by Jaycee Dugard;2 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;2 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;36 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;2 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;8 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;208 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;,"LOCKE AND KEY, VOL. 4;by Joe Hill and Gabriel Rodriguez;New this week",BLACKEST NIGHT;by Geoff Johns and Ivan Reis;2 weeks on the list,"BLACK BUTLER, VOL. 6;by Yana Toboso;New this week","MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;4 weeks on the list",THE BOOK THIEF;by Markus Zusak;202 weeks on the list,"SKIPPYJON JONES, CLASS ACTION;by Judy Schachner;2 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;48 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;,OUTLIERS;by Malcolm Gladwell;,IN THE GARDEN OF BEASTS;by Erik Larson;
2,PORTRAIT OF A SPY;by Daniel Silva;New this week,PORTRAIT OF A SPY;by Daniel Silva;New this week,WATER FOR ELEPHANTS;by Sara Gruen;130 weeks on the list,,,A DANCE WITH DRAGONS;by George R. R. Martin;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;26 weeks on the list,UNBROKEN;by Laura Hillenbrand;36 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;20 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;26 weeks on the list,THE 17 DAY DIET;by Mike Moreno;19 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;521 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,BATMAN: BRUCE WAYNE — THE ROAD HOME;by various;New this week,THE GRIFF;by Christopher Moore and Ian Corson;New this week,"NEGIMA! MAGISTER NEGI MAGI, VOL. 30;by Ken Akamatsu;New this week",THE THRONE OF FIRE;by Rick Riordan;12 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;6 weeks on the list,LEGO HARRY POTTER;by the DK staff;10 weeks on the list,HARRY POTTER;by J.K. Rowling;262 weeks on the list,CAR GUYS VS. BEAN COUNTERS;by Bob Lutz;,DRIVE;by Daniel H. Pink;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;
3,A DANCE WITH DRAGONS;by George R. R. Martin;2 weeks on the list,HAPPY BIRTHDAY;by Danielle Steel;New this week,ROOM;by Emma Donoghue;12 weeks on the list,,,PORTRAIT OF A SPY;by Daniel Silva;,UNBROKEN;by Laura Hillenbrand;26 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;11 weeks on the list,OUTLIERS;by Malcolm Gladwell;7 weeks on the list,UNBROKEN;by Laura Hillenbrand;26 weeks on the list,THE DUKAN DIET;by Pierre Dukan;14 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;40 weeks on the list,UNBROKEN;by Laura Hillenbrand;,BATMAN: HUSH — UNWRAPPED DELUXE;by Jeph Loeb and Jim Lee;New this week,"THE WALKING DEAD, VOL. 14;by Robert Kirkman and Charlie Adlard;5 weeks on the list","NARUTO, VOL. 51;by Masashi Kishimoto;7 weeks on the list",SUPER DIAPER BABY 2;written and illustrated by Dav Pilkey;4 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;12 weeks on the list,PINKALICIOUS;by Victoria Kann and Elizabeth Kann. Illustrated by Victoria Kann;6 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;49 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
4,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;4 weeks on the list,SPLIT SECOND;by Catherine Coulter;New this week,SARAH’S KEY;by Tatiana de Rosnay;125 weeks on the list,,,THE CONFESSION;by John Grisham;,IN THE GARDEN OF BEASTS;by Erik Larson;11 weeks on the list,BOSSYPANTS;by Tina Fey;16 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;229 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;11 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;32 weeks on the list,ERASING HELL;by Francis Chan and Preston Sprinkle;3 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,CAPTAIN AMERICA: MAN OUT OF TIME;by Mark Waid and Jorge Molina;2 weeks on the list,"JACK OF FABLES, VOL. 9;by Bill Willingham and Matthew Sturges;New this week","BLACK BIRD, VOL. 9;by Kanoko Sakurakoji;3 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;7 weeks on the list,ALONG FOR THE RIDE;by Sarah Dessen;16 weeks on the list,PRESS HERE;by Hervé Tullet;14 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;211 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,LOST IN SHANGRI-LA;by Mitchell Zuckoff;
5,SPLIT SECOND;by Catherine Coulter;New this week,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;4 weeks on the list,ONE DAY;by David Nicholls;21 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,BOSSYPANTS;by Tina Fey;16 weeks on the list,THE GREATER JOURNEY;by David McCullough;9 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;6 weeks on the list,BOSSYPANTS;by Tina Fey;16 weeks on the list,"20 YEARS YOUNGER;by Bob Greene with Howard Lancer, Ronald L. Kotler and Diane L. McKay;6 weeks on the list",THE HAPPINESS PROJECT;by Gretchen Rubin;21 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,GREEN LANTERN: SECRET ORIGIN;by Geoff Johns and Ivan Reis;7 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;72 weeks on the list,"VAMPIRE KNIGHT, VOL. 12;by Matsuri Hino;7 weeks on the list",THEODORE BOONE: THE ABDUCTION;by John Grisham;7 weeks on the list,THE GIRL WHO COULD FLY;by Victoria Forester;6 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;24 weeks on the list,SHIVER;by Maggie Stiefvater;2 weeks on the list,TOMATOLAND;by Barry Estabrook;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;
6,HAPPY BIRTHDAY;by Danielle Steel;New this week,SMOKIN’ SEVENTEEN;by Janet Evanovich;5 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;78 weeks on the list,,,HAPPY BIRTHDAY;by Danielle Steel;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;26 weeks on the list,OF THEE I ZING;by Laura Ingraham with Raymond Arroyo;2 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;11 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;26 weeks on the list,SWING YOUR SWORD;by Mike Leach;New this week,NOW EAT THIS! DIET;by Rocco DiSpirito;11 weeks on the list,BOSSYPANTS;by Tina Fey;,BLOOD WORK;by Kim Harrison and Pedro Maia;2 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;8 weeks on the list","ROSARIO + VAMPIRE: SEASON II, VOL. 5;by Akihisa Ikeda;3 weeks on the list",THE LOST HERO;by Rick Riordan;41 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;104 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;28 weeks on the list,DORK DIARIES;by Rachel Renée Russell;7 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE BIG SHORT;by Michael Lewis;,MIRACLE OF FREEDOM;by Chris Stewart and Ted Stewart;
7,A GAME OF THRONES;by George R.R. Martin;15 weeks on the list,THEN CAME YOU;by Jennifer Weiner;2 weeks on the list,A GAME OF THRONES;by George R.R. Martin;10 weeks on the list,,,SPLIT SECOND;by Catherine Coulter;,THE GREATER JOURNEY;by David McCullough;9 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;11 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;174 weeks on the list,LOST IN SHANGRI-LA;by Mitchell Zuckoff;13 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;31 weeks on the list,RADICAL;by David Platt;57 weeks on the list,THE GREATER JOURNEY;by David McCullough;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;24 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;88 weeks on the list","PANDORA HEARTS, VOL. 6;by Jun Mochizuki;New this week",WHAT HAPPENED TO GOODBYE;by Sarah Dessen;11 weeks on the list,SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;12 weeks on the list,SHOULD I SHARE MY ICE CREAM? (AN ELEPHANT AND PIGGIE BOOK);written and illustrated by Mo Willems;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;132 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,THE CHECKLIST MANIFESTO;by Atul Gawande;,DEMONIC;by Ann Coulter;
8,THE BLACK ECHO;by Michael Connelly;4 weeks on the list,STATE OF WONDER;by Ann Patchett;7 weeks on the list,THE POSTCARD KILLERS;by James Patterson and Liza Marklund;2 weeks on the list,,,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;,OUTLIERS;by Malcolm Gladwell;7 weeks on the list,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;11 weeks on the list,LIFE;by Keith Richards with James Fox;12 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;11 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;108 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;20 weeks on the list,OUTLIERS;by Malcolm Gladwell;,"DEADPOOL, VOL. 1;by Daniel Way and Paco Medina;New this week",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;67 weeks on the list,"YU-GI-OH! 5D'S, VOL. 1;by Masahiro Hikokubo;3 weeks on the list",STAR WARS CHARACTER ENCYCLOPEDIA;by the DK staff;4 weeks on the list,THE NINE LIVES OF CHLOE KING;by Liz Braswell;6 weeks on the list,CHARLIE THE RANCH DOG;by Ree Drummond. Illustrated by Diane DeGroat;12 weeks on the list,FALLEN;by Lauren Kate;6 weeks on the list,MOST IMPORTANT THING;by Howard Marks;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AREA 51;by Annie Jacobsen;
9,THE CONFESSION;by John Grisham;5 weeks on the list,THE BOURNE DOMINION;by Eric Van Lustbader;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;111 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;11 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;8 weeks on the list,A BIG LITTLE LIFE;by Dean Koontz;New this week,THE GREATER JOURNEY;by David McCullough;9 weeks on the list,LOVE WINS;by Rob Bell;19 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;125 weeks on the list,OF THEE I ZING;by Laura Ingraham with Raymond Arroyo;,"BRIGHTEST DAY, VOL. 2;by Geoff Johns and Peter J. Tomasi;10 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;95 weeks on the list,THE MAGICIAN KING;by Lev Grossman;9 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;64 weeks on the list",THE MAZE RUNNER;by James Dashner;18 weeks on the list,"NANCY CLANCY, SECRET ADMIRER;by Jane O'Connor. Illustrated by Robin Preiss Glasser;9 weeks on the list",WARRIORS;by Erin Hunter;104 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;,UNFAIR ADVANTAGE;by Robert T. Kiyosaki;,THE HEART AND THE FIST;by Eric Greitens;
10,THEN CAME YOU;by Jennifer Weiner;2 weeks on the list,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;6 weeks on the list,A VISIT FROM THE GOON SQUAD;by Jennifer Egan;18 weeks on the list,,,A CLASH OF KINGS;by George R.R. Martin;,THE GLASS CASTLE;by Jeannette Walls;13 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;8 weeks on the list,THE BOY WHO CAME BACK FROM HEAVEN;by Kevin Malarkey and Alex Malarkey;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;26 weeks on the list,THE SECRET;by Rhonda Byrne;185 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;New this week,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;,"BATMAN & ROBIN, VOL. 3;by Grant Morrison and others;9 weeks on the list",SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;55 weeks on the list,"SHUGO CHARA!, VOL. 11;by Peach-Pit;2 weeks on the list",THE LYING GAME;by Sara Shepard;6 weeks on the list,IF I STAY;by Gayle Forman;15 weeks on the list,WE ARE IN A BOOK!;written and illustrated by Mo Willems;8 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;128 weeks on the list,GET RICH CLICK!;by Marc Ostrofsky;,LIAR'S POKER;by Michael Lewis;,A WORLD ON FIRE;by Amanda Foreman;
