,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,BLUE MOON;by Lee Child;2 weeks on the list,BLUE MOON;by Lee Child;2 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;62 weeks on the list,TRIGGERED;by Donald Trump Jr;New this week,TRIGGERED;by Donald Trump Jr;New this week,I HEARD YOU PAINT HOUSES;by Charles Brandt;2 weeks on the list,THE PIONEER WOMAN COOKS: THE NEW FRONTIER;by Ree Drummond;3 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;31 weeks on the list,"SOFIA VALDEZ, FUTURE PREZ;by Andrea Beaty. Illustrated by David Roberts;New this week",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;556 weeks on the list,CALL DOWN THE HAWK;by Maggie Stiefvater;New this week,THE GUARDIANS;by John Grisham;,TALKING TO STRANGERS;by Malcolm Gladwell;,STILLNESS IS THE KEY;by Ryan Holiday;,GUTS;by Raina Telgemeier;,HOLY GHOST;by John Sandford;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,LONG WAY DOWN;by Jason Reynolds;
2,THE GUARDIANS;by John Grisham;4 weeks on the list,THE GUARDIANS;by John Grisham;4 weeks on the list,EVERY BREATH;by Nicholas Sparks;4 weeks on the list,FINDING CHIKA;by Mitch Albom;New this week,FINDING CHIKA;by Mitch Albom;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;55 weeks on the list,GRIT & GRACE;by Tim McGraw with Amely Greeven;New this week,A TALE OF MAGIC...;by Chris Colfer;6 weeks on the list,THE CRAYONS' CHRISTMAS;by Drew Daywalt. Illustrated by Oliver Jeffers;4 weeks on the list,DOG MAN;by Dav Pilkey;115 weeks on the list,THE SECRET COMMONWEALTH;by Philip Pullman;6 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BLOWOUT;by Rachel Maddow;,TRAILBLAZER;by Marc Benioff and Monica Langley;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,TARGET: ALEX CROSS;by James Patterson;,A LONG WALK TO WATER;by Linda Sue Park;,DEAR MARTIN;by Nic Stone;
3,FINAL OPTION;by Clive Cussler and Boyd Morrison;New this week,THE STARLESS SEA;by Erin Morgenstern;New this week,THE GREAT ALONE;by Kristin Hannah;7 weeks on the list,SAM HOUSTON AND THE ALAMO AVENGERS;by Brian Kilmeade;New this week,SAM HOUSTON AND THE ALAMO AVENGERS;by Brian Kilmeade;New this week,SAPIENS;by Yuval Noah Harari;78 weeks on the list,I REALLY NEEDED THIS TODAY;by Hoda Kotb with Jane Lorenzini;4 weeks on the list,WONDER;by R.J. Palacio;222 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;4 weeks on the list",HARRY POTTER;by J.K. Rowling;555 weeks on the list,THE HATE U GIVE;by Angie Thomas;141 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,CATCH AND KILL;by Ronan Farrow;,THE RIDE OF A LIFETIME;by Robert Iger;,"MY HERO ACADEMIA, VOL. 21;by Kohei Horikoshi;",DOCTOR SLEEP;by Stephen King;,RESTART;by Gordon Korman;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
4,THE STARLESS SEA;by Erin Morgenstern;New this week,WHERE THE CRAWDADS SING;by Delia Owens;62 weeks on the list,THE OVERSTORY;by Richard Powers;31 weeks on the list,ME;by Elton John;4 weeks on the list,ACID FOR THE CHILDREN;by Flea;New this week,WHITE FRAGILITY;by Robin DiAngelo;70 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;152 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;30 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;210 weeks on the list,KEEPER OF THE LOST CITIES;by Shannon Messenger;4 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;49 weeks on the list,THE NIGHT FIRE;by Michael Connelly;,INSIDE OUT;by Demi Moore;,THE INFINITE GAME;by Simon Sinek;,DRAMA;by Raina Telgemeier;,BEAUCHAMP HALL;by Danielle Steel;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,LOOKING FOR ALASKA;by John Green;
5,THE NIGHT FIRE;by Michael Connelly;3 weeks on the list,THE NIGHT FIRE;by Michael Connelly;3 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;25 weeks on the list,ACID FOR THE CHILDREN;by Flea;New this week,ME;by Elton John;4 weeks on the list,BORN A CRIME;by Trevor Noah;39 weeks on the list,LOSERTHINK;by Scott Adams;New this week,REFUGEE;by Alan Gratz;78 weeks on the list,HOW TO CATCH A TURKEY;by Adam Wallace. Illustrated by Andy Elkerton;5 weeks on the list,ARC OF A SCYTHE;by Neal Shusterman;New this week,THE FOUNTAINS OF SILENCE;by Ruta Sepetys;6 weeks on the list,THE INSTITUTE;by Stephen King;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,WATCHMEN;by Alan Moore. Illustrated by Dave Gibbons;,DARK SACRED NIGHT;by Michael Connelly;,FRONT DESK;by Kelly Yang;,THE SUN IS ALSO A STAR;by Nicola Yoon;
6,WHERE THE CRAWDADS SING;by Delia Owens;61 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;5 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;27 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;9 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;9 weeks on the list,JUST MERCY;by Bryan Stevenson;178 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;295 weeks on the list,TRISTAN STRONG PUNCHES A HOLE IN THE SKY;by Kwame Mbalia;4 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;294 weeks on the list,DORK DIARIES;by Rachel Renée Russell;299 weeks on the list,ON THE COME UP;by Angie Thomas;33 weeks on the list,THE WATER DANCER;by Ta-Nehisi Coates;,ME;by Elton John;,ATOMIC HABITS;by James Clear;,SMILE;by Raina Telgemeier;,YEAR ONE;by Nora Roberts;,OUT OF MY MIND;by Sharon M. Draper;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
7,KISS THE GIRLS AND MAKE THEM CRY;by Mary Higgins Clark;New this week,THE FAMILY UPSTAIRS;by Lisa Jewell;New this week,DOCTOR SLEEP;by Stephen King;10 weeks on the list,BLOWOUT;by Rachel Maddow;6 weeks on the list,THE BOOK OF GUTSY WOMEN;by Hillary Rodham Clinton and Chelsea Clinton;6 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;6 weeks on the list,NOTHING FANCY;by Alison Roman;3 weeks on the list,LOOK BOTH WAYS;by Jason Reynolds;5 weeks on the list,THE PIGEON HAS TO GO TO SCHOOL!;by Mo Willems;18 weeks on the list,RENEGADES;by Marissa Meyer;New this week,FRANKLY IN LOVE;by David Yoon;6 weeks on the list,THE TESTAMENTS;by Margaret Atwood;,PERMANENT RECORD;by Edward Snowden;,FAIR PLAY;by Eve Rodsky;,WHITE BIRD;by R.J. Palacio;,THE RECKONING;by John Grisham;,CITY OF GHOSTS;by Victoria Schwab;,TURTLES ALL THE WAY DOWN;by John Green;
8,LEOPARD'S WRATH;by Christine Feehan;New this week,THE INSTITUTE;by Stephen King;9 weeks on the list,NINE PERFECT STRANGERS;by Liane Moriarty;6 weeks on the list,EDUCATED;by Tara Westover;90 weeks on the list,BLOWOUT;by Rachel Maddow;6 weeks on the list,WHY WE SLEEP;by Matthew Walker;31 weeks on the list,HALF BAKED HARVEST: SUPER SIMPLE;by Tieghan Gerard;2 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;24 weeks on the list,SULWE;by Lupita Nyong'o. Illustrated by Vashti Harrison;4 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;64 weeks on the list,THE BEAUTIFUL;by Renée Ahdieh;5 weeks on the list,BLUE MOON;by Lee Child;,BECOMING;by Michelle Obama;,WHAT IT TAKES;by Stephen A. Schwarzman;,OPEN BORDERS;by Bryan Caplan. Illustrated by Zach Weinersmith;,KISSES IN THE SNOW;by Debbie Macomber;,MINECRAFT: THE ISLAND;by Max Brooks;,THE SIMILARS;by Rebecca Hanover;
9,"OLIVE, AGAIN;by Elizabeth Strout;3 weeks on the list",THE DUTCH HOUSE;by Ann Patchett;7 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;110 weeks on the list,CATCH AND KILL;by Ronan Farrow;4 weeks on the list,THE BEAUTIFUL ONES;by Prince. Edited by Dan Piepenbring;2 weeks on the list,OUTLIERS;by Malcolm Gladwell;299 weeks on the list,YOU ARE A BADASS;by Jen Sincero;196 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;19 weeks on the list,DASHER;by Matt Tavares;New this week,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;23 weeks on the list,WAYWARD SON;by Rainbow Rowell;7 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,DEAR GIRLS;by Ali Wong;,SHUT UP AND LISTEN!;by Tilman Fertitta;,SUNNY ROLLS THE DICE;by Jennifer L. Holm. Illustrated by Matthew Holm;,LOOK ALIVE TWENTY-FIVE;by Janet Evanovich;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,SALT TO THE SEA;by Ruta Sepetys;
10,THE GIVER OF STARS;by Jojo Moyes;4 weeks on the list,"OLIVE, AGAIN;by Elizabeth Strout;4 weeks on the list",A GENTLEMAN IN MOSCOW;by Amor Towles;29 weeks on the list,THE BOOK OF GUTSY WOMEN;by Hillary Rodham Clinton and Chelsea Clinton;5 weeks on the list,EDUCATED;by Tara Westover;90 weeks on the list,BEING MORTAL;by Atul Gawande;108 weeks on the list,DARE TO LEAD;by Brené Brown;39 weeks on the list,ALLIES;by Alan Gratz;4 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;293 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;196 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;88 weeks on the list,BLOODY GENIUS;by John Sandford;,OVER THE TOP;by Jonathan Van Ness;,OUTLIERS;by Malcolm Gladwell;,GHOSTS;by Raina Telgemeier;,ALASKAN HOLIDAY;by Debbie Macomber;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;
