,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE RISING SEA;by Clive Cussler and Graham Brown;New this week,THE RISING SEA;by Clive Cussler and Graham Brown;New this week,READY PLAYER ONE;by Ernest Cline;50 weeks on the list,RUSSIAN ROULETTE;by Michael Isikoff and David Corn;New this week,RUSSIAN ROULETTE;by Michael Isikoff and David Corn;New this week,A BRIEF HISTORY OF TIME;by Stephen Hawking;14 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;66 weeks on the list,WONDER;by R.J. Palacio;136 weeks on the list,I'VE LOVED YOU SINCE FOREVER;by Hoda Kotb. Illustrated by Suzie Mason;2 weeks on the list,DOG MAN;by Dav Pilkey;29 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;2 weeks on the list,READY PLAYER ONE;by Ernest Cline;,HIDDEN FIGURES;by Margot Lee Shetterly;,SKIN IN THE GAME;by Nassim Nicholas Taleb;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
2,CAMINO ISLAND;by John Grisham;15 weeks on the list,THE GREAT ALONE;by Kristin Hannah;6 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;24 weeks on the list,A BRIEF HISTORY OF TIME;by Stephen Hawking;4 weeks on the list,FIRE AND FURY;by Michael Wolff;11 weeks on the list,BEING MORTAL;by Atul Gawande;28 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;3 weeks on the list,THE WILD ROBOT ESCAPES;by Peter Brown;New this week,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;8 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;470 weeks on the list,THE HATE U GIVE;by Angie Thomas;55 weeks on the list,THE GREAT ALONE;by Kristin Hannah;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,PRINCIPLES;by Ray Dalio;,ENLIGHTENMENT NOW;by Steven Pinker;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
3,READY PLAYER ONE;by Ernest Cline;17 weeks on the list,THE ESCAPE ARTIST;by Brad Meltzer;2 weeks on the list,MILK AND HONEY;by Rupi Kaur;101 weeks on the list,EDUCATED;by Tara Westover;4 weeks on the list,EDUCATED;by Tara Westover;4 weeks on the list,HORSE SOLDIERS;by Doug Stanton;14 weeks on the list,"THE ROCK, THE ROAD, AND THE RABBI;by Kathie Lee Gifford with Rabbi Jason Sobel;2 weeks on the list",AUGGIE & ME;by R.J. Palacio;68 weeks on the list,SHE PERSISTED AROUND THE WORLD;by Chelsea Clinton. Illustrated by Alexandra Boiger;2 weeks on the list,HARRY POTTER;by J.K. Rowling;469 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;23 weeks on the list,SILENT CHILD;by Sarah A. Denzil;,ALONE;by Michael Korda;,THE CEO NEXT DOOR;by Elena L. Botelho and Kim R. Powell with Tahl Raz;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,SHAKEN;by Tim Tebow;
4,THE GREAT ALONE;by Kristin Hannah;6 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;26 weeks on the list,THE LYING GAME;by Ruth Ware;2 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;3 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;3 weeks on the list,JUST MERCY;by Bryan Stevenson;95 weeks on the list,YOU ARE A BADASS;by Jen Sincero;114 weeks on the list,LITTLE LEADERS;by Vashti Harrison;14 weeks on the list,ISLANDBORN;by Junot Díaz. Illustrated by Leo Espinosa;New this week,FIVE KINGDOMS;by Brandon Mull;3 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;38 weeks on the list,PARADOX BOUND;by Peter Clines;,BORN A CRIME;by Trevor Noah;,CRUSHING IT!;by Gary Vaynerchuk;,LEONARDO DA VINCI;by Walter Isaacson;,TB12 METHOD;by Tom Brady;
5,DEAREST IVIE;by J.R. Ward;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;11 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;4 weeks on the list,FIRE AND FURY;by Michael Wolff;11 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;46 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;163 weeks on the list",FOOD;by Mark Hyman;3 weeks on the list,THE WILD ROBOT;by Peter Brown;18 weeks on the list,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;9 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;110 weeks on the list,THE HAZEL WOOD;by Melissa Albert;7 weeks on the list,RED SPARROW;by Jason Matthews;,THE LAST BLACK UNICORN;by Tiffany Haddish;,DEAR MADAM PRESIDENT;by Jennifer Palmieri;,SAPIENS;by Yuval Noah Harari;,FINDING GOBI;by Dion Leonard with with Craig Borlase;
6,THE ESCAPE ARTIST;by Brad Meltzer;2 weeks on the list,AN AMERICAN MARRIAGE;by Tayari Jones;6 weeks on the list,CALL ME BY YOUR NAME;by André Aciman;11 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;45 weeks on the list,ENLIGHTENMENT NOW;by Steven Pinker;5 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;355 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;234 weeks on the list,"HELLO, UNIVERSE;by Erin Entrada Kelly;5 weeks on the list",SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;41 weeks on the list,THE ILLUMINAE FILES;by Amie Kaufman and Jay Kristoff;New this week,THUNDERHEAD;by Neal Shusterman;10 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;,THE POWER OF HABIT;by Charles Duhigg;,DON'T BULLSH*T YOURSELF!;by Jon Taffer;,BEING MORTAL;by Atul Gawande;,FIERCE;by Aly Raisman;
7,THE WOMAN IN THE WINDOW;by A.J. Finn;11 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;26 weeks on the list,CAMINO ISLAND;by John Grisham;2 weeks on the list,ENLIGHTENMENT NOW;by Steven Pinker;5 weeks on the list,OBAMA;by Pete Souza;14 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;108 weeks on the list,BOX OF BUTTERFLIES;by Roma Downey;2 weeks on the list,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;38 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;212 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;43 weeks on the list,BATMAN: NIGHTWALKER;by Marie Lu;11 weeks on the list,AGENT IN PLACE;by Mark Greaney;,GRIT;by Angela Duckworth;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE FUTURE OF HUMANITY;by Michio Kaku;,FROM THE OUTSIDE;by Ray Allen with Michael Arkush;
8,LITTLE FIRES EVERYWHERE;by Celeste Ng;21 weeks on the list,THE FLIGHT ATTENDANT;by Chris Bohjalian;New this week,THE HANDMAID'S TALE;by Margaret Atwood;56 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;40 weeks on the list,THE LAST BLACK UNICORN;by Tiffany Haddish;14 weeks on the list,EVICTED;by Matthew Desmond;27 weeks on the list,DON'T BULLSH*T YOURSELF!;by Jon Taffer;New this week,WOMEN IN SCIENCE;by Rachel Ignotofsky;62 weeks on the list,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;2 weeks on the list,DORK DIARIES;by Rachel Renée Russell;243 weeks on the list,THE POET X;by Elizabeth Acevedo;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;,EDUCATED;by Tara Westover;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THINKING, FAST AND SLOW;by Daniel Kahneman;",BARBARIAN DAYS;by William Finnegan;
9,RED SPARROW;by Jason Matthews;4 weeks on the list,CARIBBEAN RIM;by Randy Wayne White;New this week,WE WERE THE LUCKY ONES;by Georgia Hunter;11 weeks on the list,OBAMA;by Pete Souza;14 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;39 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;170 weeks on the list,THE CEO NEXT DOOR;by Elena L. Botelho and Kim R. Powell with Tahl Raz;New this week,MINECRAFT: THE ISLAND;by Max Brooks;33 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;125 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;466 weeks on the list,THE CRUEL PRINCE;by Holly Black;10 weeks on the list,LOOK FOR ME;by Lisa Gardner;,ALEXANDER HAMILTON;by Ron Chernow;,THE POWER OF HABIT;by Charles Duhigg;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING KAREEM;by Kareem Abdul-Jabbar and Raymond Obstfeld;
10,THE FLIGHT ATTENDANT;by Chris Bohjalian;New this week,FIFTY FIFTY;by James Patterson and Candice Fox;4 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;41 weeks on the list,THE LAST BLACK UNICORN;by Tiffany Haddish;15 weeks on the list,LEONARDO DA VINCI;by Walter Isaacson;22 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;416 weeks on the list,EXTRAORDINARY INFLUENCE;by Tim Irwin;New this week,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;44 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;10 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;49 weeks on the list,THE TRAITOR'S GAME;by Jennifer A. Nielsen;New this week,THE FINAL EMPIRE;by Brandon Sanderson;,HORSE SOLDIERS;by Doug Stanton;,WHEN;by Daniel H. Pink;,WHEN;by Daniel H. Pink;,I GOT THIS;by Laurie Hernandez;
