,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE HELP;by Kathryn Stockett;46 weeks on the list,77 SHADOW STREET;by Dean Koontz;New this week,THE HELP;by Kathryn Stockett;39 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;49 weeks on the list,STEVE JOBS;by Walter Isaacson;10 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;59 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;49 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;16 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;542 weeks on the list,STEVE JOBS;by Walter Isaacson;,"THE ADVENTURES OF TINTIN, VOL. 1;by Hergé;5 weeks on the list","THE WALKING DEAD, VOL. 15;by Robert Kirkman and Charlie Adlard;New this week","NARUTO, VOL. 53;by Masashi Kishimoto;4 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;13 weeks on the list,WAR HORSE;by Michael Morpurgo;8 weeks on the list,HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;10 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;71 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
2,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;20 weeks on the list,11/22/63;by Stephen King;8 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;132 weeks on the list,,,THE HELP;by Kathryn Stockett;,STEVE JOBS;by Walter Isaacson;10 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;14 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;43 weeks on the list,STEVE JOBS;by Walter Isaacson;10 weeks on the list,THE 17 DAY DIET;by Mike Moreno;37 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;231 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,HABIBI;by Craig Thompson;14 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;30 weeks on the list","PHOENIX WRIGHT: ACE ATTORNEY, VOL. 3;by Kenji Kuroda;New this week",CLOCKWORK PRINCE;by Cassandra Clare;4 weeks on the list,MATCHED;by Ally Condie;15 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;37 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;155 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",MONEYBALL;by Michael Lewis;,UNBROKEN;by Laura Hillenbrand;
3,11/22/63;by Stephen King;8 weeks on the list,DEATH COMES TO PEMBERLEY;by P. D. James;4 weeks on the list,THE TIGER'S WIFE;by Téa Obreht;9 weeks on the list,,,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;14 weeks on the list,UNBROKEN;by Laura Hillenbrand;59 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;40 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;14 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;30 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;43 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,BATMAN: NOEL;by Lee Bermejo;8 weeks on the list,"FABLES, VOL. 16;by Bill Willingham and others;2 weeks on the list","AIR GEAR, VOL. 21;by Oh Great;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;30 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;29 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;6 weeks on the list,INHERITANCE;by Christopher Paolini;29 weeks on the list,BOOMERANG;by Michael Lewis;,"I, STEVE;edited by George Beahm;",BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;
4,KILL ALEX CROSS;by James Patterson;7 weeks on the list,LOCKED ON;by Tom Clancy with Mark Greaney;3 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;82 weeks on the list,,,77 SHADOW STREET;by Dean Koontz;,UNBROKEN;by Laura Hillenbrand;49 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;10 weeks on the list",____ FINISH FIRST;by Tucker Max;11 weeks on the list,UNBROKEN;by Laura Hillenbrand;49 weeks on the list,THE PETITE ADVANTAGE DIET;by Jim Karas;New this week,EAT TO LIVE;by Joel Fuhrman;28 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"THE WALKING DEAD OMNIBUS, VOL. 2;by Robert Kirman and others;New this week",BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;23 weeks on the list,"SAYONARA, ZETSUBOU-SENSEI, VOL. 12;by Koji Kumeta;New this week",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;9 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;13 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;13 weeks on the list",WITCH AND WIZARD;by James Patterson and others;4 weeks on the list,BACK TO WORK;by Bill Clinton;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,JACK KENNEDY;by Chris Matthews;
5,THE LITIGATORS;by John Grisham;10 weeks on the list,KILL ALEX CROSS;by James Patterson;7 weeks on the list,EXTREMELY LOUD AND INCREDIBLY CLOSE;by Jonathan Safran Foer;2 weeks on the list,,,11/22/63;by Stephen King;,CATHERINE THE GREAT;by Robert K. Massie;8 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;17 weeks on the list,GOD IS NOT GREAT;by Christopher Hitchens;8 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;5 weeks on the list,EVERY DAY A FRIDAY;by Joel Osteen;16 weeks on the list,"THE TWILIGHT SAGA: BREAKING DAWN, PART 1;by Mark Cotta Vaz;3 weeks on the list","THINKING, FAST AND SLOW;by Daniel Kahneman;","TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;12 weeks on the list",BATMAN: YEAR ONE;by Frank Miller and David Mazzucchelli;New this week,"TOKYO MEW MEW, OMNIBUS VOL. 2;by Reiko Yoshida;New this week",THE LOST HERO;by Rick Riordan;60 weeks on the list,THE BOOK THIEF;by Markus Zusak;225 weeks on the list,MARCEL THE SHELL WITH SHOES ON;by Jenny Slate and Dean Fleischer-Camp;2 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;252 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,THE BIG SHORT;by Michael Lewis;,CATHERINE THE GREAT;by Robert K. Massie;
6,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;12 weeks on the list,THE LITIGATORS;by John Grisham;10 weeks on the list,THE NEXT ALWAYS;by Nora Roberts;9 weeks on the list,,,SPIRIT BOUND;by Christine Feehan;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;7 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;7 weeks on the list,DON'T LOOK BEHIND YOU;by Ann Rule;5 weeks on the list,BOSSYPANTS;by Tina Fey;39 weeks on the list,LADY GAGA x TERRY RICHARDSON;by Lady Gaga and Terry Richardson;3 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;18 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;,HARK! A VAGRANT;by Kate Beaton;14 weeks on the list,"CRIMINAL, VOL. 6;by Ed Brubaker and Sean Phillips;2 weeks on the list","BLOODY MONDAY, VOL. 3;by Ryou Ryumon;New this week",CROSSED;by Ally Condie;6 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;20 weeks on the list",THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;11 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;139 weeks on the list,TIME TO GET TOUGH;by  Donald J. Trump;,DRIVE;by Daniel H. Pink;,BOOMERANG;by Michael Lewis;
7,THE BEST OF ME;by Nicholas Sparks;12 weeks on the list,THE BEST OF ME;by Nicholas Sparks;12 weeks on the list,A DISCOVERY OF WITCHES;by Deborah Harkness;New this week,,,DEATH COMES TO PEMBERLEY;by P. D. James;,BOSSYPANTS;by Tina Fey;30 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;5 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;252 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;8 weeks on the list,NEARING HOME;by Billy Graham;11 weeks on the list,F IN EXAMS;by Richard Benson;8 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;,BATMAN: THE BLACK MIRROR;by Scott Snyder and Jock;5 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;72 weeks on the list,"MAXIMUM RIDE MANGA, VOL. 5;by James Patterson;3 weeks on the list",EVERY THING ON IT;by Shel Silverstein;15 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;19 weeks on the list,IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;13 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;59 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,TIPPING POINT;by Malcolm Gladwell;,IN THE GARDEN OF BEASTS;by Erik Larson;
8,77 SHADOW STREET;by Dean Koontz;New this week,RED MIST;by Patricia Cornwell;4 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;101 weeks on the list,,,HIDDEN SUMMIT;by Robyn Carr;,"THINKING, FAST AND SLOW;by Daniel Kahneman;8 weeks on the list",BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;6 weeks on the list,IN THE STILL OF THE NIGHT;by Ann Rule;New this week,A STOLEN LIFE;by Jaycee Dugard;25 weeks on the list,THE DUKAN DIET;by Pierre Dukan;24 weeks on the list,WHY WE GET FAT;by Gary Taubes;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,DC COMICS: THE NEW 52;by various;2 weeks on the list,"BATMAN: NO MAN'S LAND, VOL. 1;by various;New this week","FULLMETAL ALCHEMIST, VOL. 27;by Hiromu Arakawa;2 weeks on the list",WONDERSTRUCK;by Brian Selznick;16 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;122 weeks on the list,THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;13 weeks on the list,DORK DIARIES;by Rachel Renée Russell;29 weeks on the list,CIVILIZATION;by Niall Ferguson;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,BACK TO WORK;by Bill Clinton;
9,WATER FOR ELEPHANTS;by Sara Gruen;32 weeks on the list,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;72 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;148 weeks on the list,,,LOCKED ON;by Tom Clancy with Mark Greaney;,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;8 weeks on the list,JACK KENNEDY;by Chris Matthews;9 weeks on the list,OUTLIERS;by Malcolm Gladwell;30 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;9 weeks on the list,COOK’S ILLUSTRATED COOKBOOK;by the editors at Cook’s Illustrated Magazine;4 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;129 weeks on the list,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;,THE BEST AMERICAN COMICS 2011;by various;8 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;102 weeks on the list","SAILOR MOON, VOL. 2;by Naoko Takeuchi;5 weeks on the list",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;13 weeks on the list,THE LYING GAME;by Sara Shepard;New this week,WIZARD OF OZ SCANIMATION;by Rufus Butler Seder;6 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;41 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,THE CHECKLIST MANIFESTO;by Atul Gawande;,THE TIME OF OUR LIVES;by Tom Brokaw;
10,HIDDEN SUMMIT;by Robyn Carr;New this week,EXPLOSIVE EIGHTEEN;by Janet Evanovich;6 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;134 weeks on the list,,,KILL ALEX CROSS;by James Patterson;,IN THE GARDEN OF BEASTS;by Erik Larson;30 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;30 weeks on the list,BORN TO RUN;by Christopher McDougall;40 weeks on the list,WHY ME?;by Sarah Burleton;9 weeks on the list,GOODNIGHT IPAD;by Ann Droyd;6 weeks on the list,AWKWARD FAMILY PET PHOTOS;by Mike Bender and Doug Chernack;9 weeks on the list,JACK KENNEDY;by Chris Matthews;,VALVE PRESENTS THE SACRIFICE;by various;3 weeks on the list,SMILE;by Raina Telgemeier;14 weeks on the list,"ANIMAL LAND, VOL. 3;by Makoto Raiku;New this week",THE THRONE OF FIRE;by Rick Riordan;27 weeks on the list,BEFORE I FALL;by Lauren Oliver;4 weeks on the list,BUMBLE-ARDY;by Maurice Sendak;5 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;201 weeks on the list,CURRENCY WARS;by James Rickards;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
