,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;50 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;51 weeks on the list,THE GOLDFINCH;by Donna Tartt;25 weeks on the list,EDUCATED;by Tara Westover;79 weeks on the list,EDUCATED;by Tara Westover;79 weeks on the list,BORN A CRIME;by Trevor Noah;28 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;141 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;20 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;19 weeks on the list,DOG MAN;by Dav Pilkey;104 weeks on the list,THE HATE U GIVE;by Angie Thomas;130 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;
2,OLD BONES;by Douglas Preston and Lincoln Child;New this week,OLD BONES;by Douglas Preston and Lincoln Child;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;165 weeks on the list,BECOMING;by Michelle Obama;41 weeks on the list,BECOMING;by Michelle Obama;41 weeks on the list,SAPIENS;by Yuval Noah Harari;67 weeks on the list,DARE TO LEAD;by Brené Brown;31 weeks on the list,WONDER;by R.J. Palacio;211 weeks on the list,THE PIGEON HAS TO GO TO SCHOOL!;by Mo Willems;8 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;185 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;38 weeks on the list,THE TURN OF THE KEY;by Ruth Ware;,BECOMING;by Michelle Obama;,RANGE;by David Epstein;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,SHOE DOG;by Phil Knight;
3,THE LAST WIDOW;by Karin Slaughter;New this week,THE INN;by James Patterson with Candice Fox;3 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;51 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;2 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;2 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;44 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;72 weeks on the list",REFUGEE;by Alan Gratz;69 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;199 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;88 weeks on the list,THE POET X;by Elizabeth Acevedo;18 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,BEING MORTAL;by Atul Gawande;,THE SIXTH MAN;by Andre Iguodala with Carvell Wallace;
4,THE ART OF RACING IN THE RAIN;by Garth Stein;5 weeks on the list,ONE GOOD DEED;by David Baldacci;5 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;16 weeks on the list,BORN A CRIME;by Trevor Noah;58 weeks on the list,THE PIONEERS;by David McCullough;16 weeks on the list,JUST MERCY;by Bryan Stevenson;167 weeks on the list,YOU ARE A BADASS;by Jen Sincero;186 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;79 weeks on the list,THE DAY YOU BEGIN;by Jacqueline Woodson. Illustrated by Rafael López;11 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;55 weeks on the list,THE 57 BUS;by Dashka Slater;New this week,ONE GOOD DEED;by David Baldacci;,BORN A CRIME;by Trevor Noah;,OUTLIERS;by Malcolm Gladwell;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BOYS IN THE BOAT;by Daniel James Brown;
5,ONE GOOD DEED;by David Baldacci;5 weeks on the list,THE NICKEL BOYS;by Colson Whitehead;6 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;14 weeks on the list,THREE WOMEN;by Lisa Taddeo;7 weeks on the list,THANK YOU FOR MY SERVICE;by Mat Best with Ross Patterson and Nils Parker;New this week,WHITE FRAGILITY;by Robin DiAngelo;59 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;25 weeks on the list",A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;15 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;166 weeks on the list",HARRY POTTER;by J.K. Rowling;544 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;88 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;,SAPIENS;by Yuval Noah Harari;,BAD BLOOD;by John Carreyrou;,THE MOSQUITO;by Timothy C. Winegard;,NEVER SETTLE;by Marty Smith;
6,THE INN;by James Patterson with Candice Fox;3 weeks on the list,THE TURN OF THE KEY;by Ruth Ware;3 weeks on the list,BELOVED;by Toni Morrison;3 weeks on the list,THE PIONEERS;by David McCullough;16 weeks on the list,THREE WOMEN;by Lisa Taddeo;7 weeks on the list,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;New this week,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;14 weeks on the list,POPULARMMOS PRESENTS ENTER THE MINE;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;12 weeks on the list,IF I BUILT A SCHOOL;by Chris Van Dusen;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;545 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;77 weeks on the list,THE LAST WIDOW;by Karin Slaughter;,THANK YOU FOR MY SERVICE;by Mat Best with Ross Patterson and Nils Parker;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,WOLFPACK;by Abby Wambach;
7,THE GOLDFINCH;by Donna Tartt;46 weeks on the list,THE LAST WIDOW;by Karin Slaughter;New this week,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;64 weeks on the list,SAPIENS;by Yuval Noah Harari;83 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;14 weeks on the list,ANTHONY BOURDAIN: THE LAST INTERVIEW AND OTHER CONVERSATIONS;with an introduction by Helen Rosner;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;284 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;19 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;284 weeks on the list,GIVER QUARTET;by Lois Lowry;160 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;15 weeks on the list,THE LAST HOUSE GUEST;by Megan Miranda;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,KOCHLAND;by Christopher Leonard;,DOPESICK;by Beth Macy;,BARBARIAN DAYS;by William Finnegan;
8,THE TURN OF THE KEY;by Ruth Ware;3 weeks on the list,THE BITTERROOTS;by C.J. Box;2 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;25 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;17 weeks on the list,TRICK MIRROR;by Jia Tolentino;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;288 weeks on the list,MAKE YOUR BED;by William H. McRaven;76 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;21 weeks on the list,ALL ARE WELCOME;by Alexandra Penfold and Suzanne Kaufman;8 weeks on the list,SCARY STORIES;by Alvin Schwartz. Illustrated by Stephen Gammell;2 weeks on the list,ON THE COME UP;by Angie Thomas;29 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;,HOW TO HIDE AN EMPIRE;by Daniel Immerwahr;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",WHY WE SLEEP;by Matthew Walker;,IF THESE WALLS COULD TALK;by Jerry Remy and Nick Cafardo;
9,THE BITTERROOTS;by C.J. Box;2 weeks on the list,INLAND;by Téa Obreht;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;99 weeks on the list,THANK YOU FOR MY SERVICE;by Mat Best with Ross Patterson and Nils Parker;New this week,UNFREEDOM OF THE PRESS;by Mark R. Levin;14 weeks on the list,THE CODDLING OF THE AMERICAN MIND;by Greg Lukianoff and Jonathan Haidt;New this week,DARING GREATLY;by Brené Brown;79 weeks on the list,BLENDED;by Sharon M. Draper;20 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;15 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;516 weeks on the list,THE REST OF THE STORY;by Sarah Dessen;12 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,FOR THE GOOD OF THE GAME;by Bud Selig with Phil Rogers;
10,THE NICKEL BOYS;by Colson Whitehead;6 weeks on the list,THE WHISPER MAN;by Alex North;New this week,THE BLUEST EYE;by Toni Morrison;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;3 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;86 weeks on the list,"THEY CALLED US ENEMY;by George Takei, Justin Eisinger and Steven Scott. Illustrated by Harmony Becker;6 weeks on the list",EVERYTHING IS F*CKED;by Mark Manson;12 weeks on the list,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;14 weeks on the list,BE KIND;by Pat Zietlow Miller. Illustrated by Jen Hill;10 weeks on the list,THE BAD GUYS;by Aaron Blabey;45 weeks on the list,"GHOSTS OF THE SHADOW MARKET;by Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link and Robin Wasserman;12 weeks on the list",OUTFOX;by Sandra Brown;,RANGE;by David Epstein;,DOPESICK;by Beth Macy;,QUIET;by Susan Cain;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
