,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE CONFESSION;by John Grisham;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;71 weeks on the list,,LIFE;by Keith Richards with James Fox;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;195 weeks on the list",BAREFOOT CONTESSA: HOW EASY IS THAT?;by Ina Garten;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;170 weeks on the list,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;New this week",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;34 weeks on the list,NEGIMA! 28;by Ken Akamatsu;New this week,THE LOST HERO;by Rick Riordan;3 weeks on the list,THE FLEDGLING HANDBOOK 101;by P.C. Cast with Kim Doner;New this week,"SCAREDY-CAT, SPLAT!;written and illustrated by Rob Scotton;7 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;10 weeks on the list
2,WORTH DYING FOR;by Lee Child;2 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;32 weeks on the list,,BROKE;by Glenn Beck and Kevin Balfe;New this week,INSIDE OF A DOG;by Alexandra Horowitz;4 weeks on the list,DOUBLE DELICIOUS;by Jessica Seinfeld;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;484 weeks on the list,"Y: THE LAST MAN - DELUXE EDITION, BOOK 4;by Brian K. Vaughan and Pia Guerra;New this week",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;30 weeks on the list,"NARUTO, VOL. 49;by Masashi Kishimoto;4 weeks on the list","JUSTIN BIEBER, FIRST STEP 2 FOREVER;by Justin Bieber;3 weeks on the list",THE BOOK THIEF;by Markus Zusak;164 weeks on the list,LLAMA LLAMA HOLIDAY DRAMA;by Anna Dewdney;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;94 weeks on the list
3,AMERICAN ASSASSIN;by Vince Flynn;3 weeks on the list,THE FINKLER QUESTION;by Howard Jacobson;3 weeks on the list,,EARTH (THE BOOK);by Jon Stewart and others;6 weeks on the list,STONES INTO SCHOOLS;by Greg Mortenson;New this week,THE TATTOO CHRONICLES;by Kat Von D with Sandra Bark;New this week,CRAZY LOVE;by Francis Chan with Danae Yankoski;2 weeks on the list,"THE WALKING DEAD, BOOK 6;by Robert Kirkman and Charlie Adlard;New this week",SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;22 weeks on the list,"BLACK BUTLER, VOL. 3;by Yana Toboso;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;26 weeks on the list",FALLEN;by Lauren Kate;5 weeks on the list,FABULOUS FASHION BOUTIQUE;by Jane O’Connor. Illustrated by Robin Preiss Glasser;3 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;173 weeks on the list
4,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;23 weeks on the list,LITTLE BEE;by Chris Cleave;37 weeks on the list,,THE LAST BOY;by Jane Leavy;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;191 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;21 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;102 weeks on the list,THE EXILE: AN OUTLANDER GRAPHIC NOVEL;by Diana Gabaldon and Hoang Nguyen;6 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;28 weeks on the list,"SOUL EATER, VOL. 4;by Atsushi Ohkubo;New this week",CRESCENDO;by Becca Fitzpatrick;3 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;5 weeks on the list,KNUFFLE BUNNY FREE;written and illustrated by Mo Willems;5 weeks on the list,BLUE BLOODS;by Melissa de la Cruz;14 weeks on the list
5,SIDE JOBS;by Jim Butcher;New this week,CUTTING FOR STONE;by Abraham Verghese;40 weeks on the list,,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1;by Mark Twain;2 weeks on the list",THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;196 weeks on the list,BOBBY FLAY'S THROWDOWN!;by Bobby Flay with Stephanie Banyas and Miriam Garron;3 weeks on the list,RADICAL;by David Platt;21 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;12 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;26 weeks on the list,"XXXHOLIC, VOL. 16;by Clamp;New this week",TORMENT;by Lauren Kate;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;92 weeks on the list,HEADS;written and illustrated by Matthew Van Fleet;8 weeks on the list,THE 39 CLUES;by various authors;69 weeks on the list
6,IN THE COMPANY OF OTHERS;by Jan Karon;2 weeks on the list,HALF BROKE HORSES;by Jeannette Walls;8 weeks on the list,,"EXTRAORDINARY, ORDINARY PEOPLE;by Condoleezza Rice;3 weeks on the list",SECRETARIAT;by William Nack;4 weeks on the list,THE POWER;by Rhonda Byrne;11 weeks on the list,"COOK THIS, NOT THAT! EASY AND AWESOME 350-CALORIE MEALS;by David Zinczenko and Matt Goulding;2 weeks on the list","THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;6 weeks on the list",SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;15 weeks on the list,"PANDORA HEARTS, VOL. 3;by Jun Mochizuki;New this week",HARRY POTTER FILM WIZARDRY;by Brian Sibley;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;80 weeks on the list,LEGO STAR WARS;by Simon Beecroft;45 weeks on the list,MORGANVILLE VAMPIRES;by Rachel Caine;8 weeks on the list
7,FALL OF GIANTS;by Ken Follett;5 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;73 weeks on the list,,PINHEADS AND PATRIOTS;by Bill O'Reilly;7 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;62 weeks on the list,GUINNESS WORLD RECORDS 2011;by Ina Garten;7 weeks on the list,WAITING FOR ‘SUPERMAN’;edited by Karl Weber;5 weeks on the list,X'ED OUT;by Charles Burns;2 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 7;by Brad Meltzer, Joss Whedon and others;2 weeks on the list","HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;6 weeks on the list",CLOCKWORK ANGEL;by Cassandra Clare;9 weeks on the list,"HUSH, HUSH;by Becca Fitzpatrick;6 weeks on the list",IT’S A BOOK;written and illustrated by Lane Smith;11 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;2 weeks on the list
8,SAFE HAVEN;by Nicholas Sparks;7 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;90 weeks on the list,,AT HOME;by Bill Bryson;4 weeks on the list,THE ACCIDENTAL BILLIONAIRES;by Ben Mezrich;6 weeks on the list,ZERO REGRETS;by Apolo Ohno with Alan Abrahamson;New this week,THE NO ----- RULE;by Robert I. Sutton;7 weeks on the list,BATMAN: LIFE AFTER DEATH;by Tony Daniel;2 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;50 weeks on the list","NIGHTSCHOOL, VOL. 4;by Svetlana Chmakova;New this week",BEAUTIFUL DARKNESS;by Kami Garcia and Margaret Stohl;3 weeks on the list,SHIVER;by Maggie Stiefvater;21 weeks on the list,ART AND MAX;written and illustrated by David Wiesner;3 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;169 weeks on the list
9,FREEDOM;by Jonathan Franzen;9 weeks on the list,FOR COLORED GIRLS WHO HAVE CONSIDERED SUICIDE/WHEN THE RAINBOW IS ENUF;by Ntozake Shange;New this week,,____ FINISH FIRST;by Tucker Max;5 weeks on the list,DEWEY;by Vicki Myron with Bret Witter;3 weeks on the list,POWER THOUGHTS;by Joyce Meyer;7 weeks on the list,"EAT THIS, NOT THAT! 2011;David Zinczenko with Matt Goulding;3 weeks on the list",X-MEN: SECOND COMING;by various;4 weeks on the list,PERCY JACKSON & THE OLYMPIANS: THE LIGHTNING THIEF;by Robert Venditti and Attila Futaki;3 weeks on the list,"BLACK BIRD, VOL. 6;by Kanoko Sakurakoji;4 weeks on the list",NIGHTSHADE;by Andrea Cremer;New this week,"NERDS (BOOK ONE: NATIONAL ESPIONAGE, RESCUE, AND DEFENSE SOCIETY);by Michael Buckley;2 weeks on the list","DC SUPER HEROES, THE ULTIMATE POP-UP BOOK;by the DC Comics staff and Matthew Reinhart;2 weeks on the list",RANGER’S APPRENTICE;by John Flanagan;57 weeks on the list
10,THE REVERSAL;by Michael Connelly;4 weeks on the list,THE ALCHEMIST;by Paulo Coelho;152 weeks on the list,,TRICKLE UP POVERTY;by Michael Savage;4 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;105 weeks on the list,THE KEYS TO GOOD COOKING;by Harold McGee;New this week,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;43 weeks on the list",THE OUTFIT;by Darwyn Cooke;4 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;4 weeks on the list","THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 7;by Nagaru Tanigawa and Gaku Tsugano;New this week",THE SCORCH TRIALS;by James Dashner;3 weeks on the list,BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;6 weeks on the list,JIMI: SOUNDS LIKE A RAINBOW;by Gary Golio. Illustrated by  Javaka Steptoe;New this week,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;107 weeks on the list
