,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE REVERSAL;by Michael Connelly;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;68 weeks on the list,,OBAMA'S WARS;by Bob Woodward;2 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;192 weeks on the list",THE COMING ECONOMIC ARMAGEDDON;by David Jeremiah;2 weeks on the list,WAITING FOR ‘SUPERMAN’;edited by Karl Weber;2 weeks on the list,THE EXILE: AN OUTLANDER GRAPHIC NOVEL;by Diana Gabaldon and Hoang Nguyen;3 weeks on the list,"ODD IS ON OUR SIDE;by Fred Van Lente, Dean Koontz and Queenie Chan;New this week","NARUTO, VOL. 49;by Masashi Kishimoto;New this week",TORMENT;by Lauren Kate;2 weeks on the list,FALLEN;by Lauren Kate;2 weeks on the list,KNUFFLE BUNNY FREE;written and illustrated by Mo Willems;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;7 weeks on the list
2,FALL OF GIANTS;by Ken Follett;2 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;29 weeks on the list,,EARTH (THE BOOK);by Jon Stewart and others;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;193 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;18 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;481 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;9 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;31 weeks on the list,"BLACK BIRD, VOL. 6;by Kanoko Sakurakoji;New this week",LAUREN CONRAD STYLE;by Lauren Conrad with Elise Loehnen;New this week,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;2 weeks on the list,"SCAREDY-CAT, SPLAT!;written and illustrated by Rob Scotton;4 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;91 weeks on the list
3,FREEDOM;by Jonathan Franzen;6 weeks on the list,LITTLE BEE;by Chris Cleave;34 weeks on the list,,TRICKLE UP POVERTY;by Michael Savage;New this week,THE GLASS CASTLE;by Jeannette Walls;188 weeks on the list,"LOVE, LUST AND FAKING IT;by Jenny McCarthy;2 weeks on the list",THE FIVE LOVE LANGUAGES;by Gary Chapman;167 weeks on the list,"AMERICAN VAMPIRE, VOL. 1;by Scott Snyder, Stephen King and Rafael Albuquereque;New this week",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;27 weeks on the list,"YU-GI-OH! GX, VOL. 5;by Kazuki Takahashi and Naoyuki Kageyama;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;23 weeks on the list",THE BOOK THIEF;by Markus Zusak;161 weeks on the list,MY MOMMY HUNG THE MOON;by Jamie Lee Curtis.  Illustrated by Laura Cornell;5 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;54 weeks on the list
4,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;20 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;37 weeks on the list,,THE ROOTS OF OBAMA'S RAGE;by Dinesh D'Souza;2 weeks on the list,THE ACCIDENTAL BILLIONAIRES;by Ben Mezrich;3 weeks on the list,GUINNESS WORLD RECORDS 2011;by Ina Garten;4 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;38 weeks on the list,THE OUTFIT;by Darwyn Cooke;New this week,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;23 weeks on the list,"HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;3 weeks on the list",CLOCKWORK ANGEL;by Cassandra Clare;6 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;89 weeks on the list,OLIVIA GOES TO VENICE;written and illustrated by Ian Falconer;2 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;170 weeks on the list
5,SAFE HAVEN;by Nicholas Sparks;4 weeks on the list,HALF BROKE HORSES;by Jeannette Walls;5 weeks on the list,,____ FINISH FIRST;by Tucker Max;2 weeks on the list,WHERE MEN WIN GLORY;by Jon Krakauer;11 weeks on the list,DIVINE TRANSFORMATION;by Zhi Gang Sha;New this week,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;99 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;13 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;25 weeks on the list,"ONE PIECE, VOL. 55;by Eiichiro Oda;New this week",BEHEMOTH;by Scott Westerfeld. Illustrated by Keith Thompson;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;77 weeks on the list,HEADS;written and illustrated by Matthew Van Fleet;7 weeks on the list,L.A. CANDY;by Lauren Conrad;New this week
6,SQUIRREL SEEKS CHIPMUNK;by David Sedaris. Illustrated by Ian Falconer;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;70 weeks on the list,,AT HOME;by Bill Bryson;New this week,TRAVELING WITH POMEGRANATES;by Sue Monk Kidd and Ann Kidd Taylor;5 weeks on the list,POWER THOUGHTS;by Joyce Meyer;4 weeks on the list,RADICAL;by David Platt;18 weeks on the list,X-MEN: SECOND COMING;by various;2 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;12 weeks on the list,"DENGEKI DAISY, VOL. 2;by Kyousuke Motomi;New this week",THE EXILED QUEEN;by Cinda Williams Chima;2 weeks on the list,"HUSH, HUSH;by Becca Fitzpatrick;3 weeks on the list",LEGO STAR WARS;by Simon Beecroft;42 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;166 weeks on the list
7,DON’T BLINK;by James Patterson and Howard Roughan;2 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;87 weeks on the list,,PINHEADS AND PATRIOTS;by Bill O'Reilly;4 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;102 weeks on the list,THE POWER;by Rhonda Byrne;8 weeks on the list,THE NO ----- RULE;by Robert I. Sutton;4 weeks on the list,"DARK TOWER: THE BATTLE OF JERICHO HILL;by Peter David, Robin Furth and Jae Lee;8 weeks on the list",SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;19 weeks on the list,"MAXIMUM RIDE, VOL. 3;by James Patterson and NaRae Lee;8 weeks on the list",LINGER;by Maggie Stiefvater;13 weeks on the list,OLIVIA AND THE HAUNTED HOTEL;Adapted by Jodie Shepherd. Illustrated by Patrick Spaziante;New this week,"DC SUPER HEROES, THE ULTIMATE POP-UP BOOK;by the DC Comics staff and Matthew Reinhart;New this week",THE 39 CLUES;by various authors;66 weeks on the list
8,PAINTED LADIES;by Robert B. Parker;New this week,WORST CASE;by James Patterson and Michael Ledwidge;3 weeks on the list,,WASHINGTON;by Ron Chernow;New this week,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;26 weeks on the list,SWITCH;by Chip Heath and Dan Heath;30 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;80 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;31 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;47 weeks on the list","STEPPING ON ROSES, VOL. 3;by Rinko Ueda;New this week",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;20 weeks on the list,SHIVER;by Maggie Stiefvater;18 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;9 weeks on the list,CHRONICLES OF VLADIMIR TOD;by Heather Brewer;7 weeks on the list
9,PROMISE ME;by Richard Paul Evans;New this week,HOTEL ON THE CORNER OF BITTER AND SWEET;by Jamie Ford;22 weeks on the list,,THE MORAL LANDSCAPE;by Sam Harris;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;41 weeks on the list",THIS IS WHY YOU'RE FAT (AND HOW TO GET THIN FOREVER);by Jackie Warner;10 weeks on the list,YOUR BEST BODY NOW;by Tosca Reno with Stacy Baker;New this week,THE MARVELOUS LAND OF OZ;by Eric Shanower and Skottie Young;2 weeks on the list,"THE SAVAGE SWORD OF CONAN, VOL. 8;by various;New this week","DANCE IN THE VAMPIRE BUND, VOL. 8;by Nozomu Tamaki;2 weeks on the list",THE SEARCH FOR WONDLA;by Tony DiTerlizzi;3 weeks on the list,SAVVY;by Ingrid Law;21 weeks on the list,ZEN GHOSTS;written and illustrated by Jon J Muth;3 weeks on the list,GUARDIANS OF GA’HOOLE;by Kathryn Lasky;5 weeks on the list
10,THE HELP;by Kathryn Stockett;80 weeks on the list,NEVER LET ME GO;by Kazuo Ishiguro;5 weeks on the list,,THE GRAND DESIGN;by Stephen Hawking and Leonard Mlodinow;5 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;59 weeks on the list,CESAR'S RULES;by Cesar Millan and Melissa Jo Peltier;New this week,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;41 weeks on the list",TWILIGHT;by Mark Cotta Vaz;29 weeks on the list,STITCHES: A MEMOIR;by David Small;New this week,"BERSERK, VOL. 34;by Kentaro Miura;2 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;17 weeks on the list,BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;3 weeks on the list,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU;written and illustrated by Nancy Tillman;4 weeks on the list",THE CRANK TRILOGY;Ellen Hopkins;4 weeks on the list
