,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE HELP;by Kathryn Stockett;31 weeks on the list,NEW YORK TO DALLAS;by J. D. Robb;New this week,THE HELP;by Kathryn Stockett;24 weeks on the list,,,THE HELP;by Kathryn Stockett;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;New this week,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;44 weeks on the list,THUNDER DOG;by Michael Hingson with Susy Flory;4 weeks on the list,EVERY DAY A FRIDAY;by Joel Osteen;New this week,FORKS OVER KNIVES;edited by Gene Stone;5 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;,"BRIGHTEST DAY, VOL. 3;by  Geoff Johns and Peter Tomasi;New this week","AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;2 weeks on the list","SAILOR MOON, VOL. 1;by Naoko Takeuchi;New this week",WONDERSTRUCK;by Brian Selznick;New this week,THE BOOK THIEF;by Markus Zusak;210 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;8 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;56 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,OUTLIERS;by Malcolm Gladwell;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
2,NEW YORK TO DALLAS;by J. D. Robb;New this week,THE NIGHT CIRCUS;by Erin Morgenstern;New this week,THE SIXTH MAN;by David Baldacci;2 weeks on the list,,,NEW YORK TO DALLAS;by J. D. Robb;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;34 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;28 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;34 weeks on the list,LEAN STARTUP;by Eric Ries;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;216 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,FEYNMAN;by Jim Ottaviani and Leland Myrick;3 weeks on the list,THE KITE RUNNER;by Khaled Hosseini and Fabio Celoni;2 weeks on the list,"CODENAME: SAILOR V, Vol. 1;by Naoko Takeuchi;New this week",PERFECT;by Ellen Hopkins;New this week,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;5 weeks on the list",LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;4 weeks on the list,THE 39 CLUES;by various authors;89 weeks on the list,START SOMETHING THAT MATTERS;by Blake Mycoskie;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;
3,THE MILL RIVER RECLUSE;by Darcie Chan;4 weeks on the list,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;3 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;133 weeks on the list,,,THE NIGHT CIRCUS;by Erin Morgenstern;,THUNDER DOG;by Michael Hingson with Susy Flory;New this week,IN MY TIME;by Dick Cheney;3 weeks on the list,CLEOPATRA;by Stacy Schiff;2 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;New this week,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;529 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,THE ARMED GARDEN AND OTHER STORIES;by David B.;New this week,"THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;6 weeks on the list","XXXHOLIC, VOL. 17;by  Clamp;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;15 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;112 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;11 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;140 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
4,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;3 weeks on the list,ABUSE OF POWER;by Michael Savage;New this week,CUTTING FOR STONE;by Abraham Verghese;86 weeks on the list,,,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;,UNBROKEN;by Laura Hillenbrand;34 weeks on the list,UNBROKEN;by Laura Hillenbrand;44 weeks on the list,OUTLIERS;by Malcolm Gladwell;15 weeks on the list,UNBROKEN;by Laura Hillenbrand;34 weeks on the list,THE 17 DAY DIET;by Mike Moreno;27 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;29 weeks on the list,IN MY TIME;by Dick Cheney;,"EYE OF THE WORLD, VOL. 1;by  Robert Jordan, Chuck Dixon and Chase Conley;New this week",BATMAN CLASSIC: GOTHAM'S VILLAINS UNLEASHED!;by John Sazaklis and  Mada Design Staff;New this week,"BLEACH, VOL. 36;by Tite Kubo;2 weeks on the list",THE POWER OF SIX;by Pittacus Lore;4 weeks on the list,THE MAZE RUNNER;by James Dashner;25 weeks on the list,PRESS HERE;by Hervé Tullet;22 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;33 weeks on the list,LEAN STARTUP;by Eric Ries;,DRIVE;by Daniel H. Pink;,IN THE GARDEN OF BEASTS;by Erik Larson;
5,THE NIGHT CIRCUS;by Erin Morgenstern;New this week,ROBERT B. PARKER’S KILLING THE BLUES;by Michael Brandman;New this week,ONE DAY;by David Nicholls;29 weeks on the list,,,1105 YAKIMA STREET;by Debbie Macomber;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;2 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;10 weeks on the list,MONEYBALL;by Michael Lewis;21 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;10 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;16 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;48 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"LOCKE AND KEY, VOL. 1;by Joe Hill and Gabriel Rodriguez;New this week",SMILE;by Raina Telgemeier;2 weeks on the list,"NARUTO, VOL. 52;by Masashi Kishimoto;2 weeks on the list",DARTH PAPER STRIKES BACK: AN ORIGAMI YODA BOOK;by Tom Angleberger;4 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;14 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;34 weeks on the list,HARRY POTTER;by J.K. Rowling;270 weeks on the list,TWO-SECOND ADVANTAGE;by Kevin Maney and Vivek Ranadive;,THE BIG SHORT;by Michael Lewis;,HERE COMES TROUBLE;by Michael Moore;
6,THE BLACK ICE;by Michael Connelly;2 weeks on the list,THE RACE;by Clive Cussler and Justin Scott;2 weeks on the list,ROOM;by Emma Donoghue;20 weeks on the list,,,ABUSE OF POWER;by Michael Savage;,A STOLEN LIFE;by Jaycee Dugard;10 weeks on the list,PEARL JAM TWENTY;by Pearl Jam;New this week,THE GLASS CASTLE;by Jeannette Walls;237 weeks on the list,LIFE;by Keith Richards with James Fox;11 weeks on the list,LIVING BEYOND YOUR FEELINGS;by Joyce Meyer;2 weeks on the list,"EAT THIS, NOT THAT! 2012;by David Zinczenko with Matt Goulding;New this week",A STOLEN LIFE;by Jaycee Dugard;,THE INFLUENCING MACHINE: BROOKE GLADSTONE ON THE MEDIA;by Brooke Gladstone and Josh Neufeld;7 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;98 weeks on the list,"BLACK BIRD, VOL. 10;by Kanoko Sakurakoji;2 weeks on the list","MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;12 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;4 weeks on the list,"SKIPPYJON JONES, CLASS ACTION;by Judy Schachner;10 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;219 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE CHECKLIST MANIFESTO;by Atul Gawande;,1493;by Charles C. Mann;
7,THE ABBEY;by Chris Culver;4 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;10 weeks on the list,SAFE HAVEN;by Nicholas Sparks;7 weeks on the list,,,ROBERT B. PARKER’S KILLING THE BLUES;by Michael Brandman;,IN MY TIME;by Dick Cheney;3 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;19 weeks on the list,THE BOY WHO CAME BACK FROM HEAVEN;by Kevin Malarkey and Alex Malarkey;11 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;19 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;40 weeks on the list,THE BELLY FAT CURE FAST TRACK;by Jorge Cruise;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,WE3: DELUXE EDITION;by Grant Morrison and Frank Quitely;3 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;15 weeks on the list","ONE PIECE, VOL. 58;by Eiichiro Oda;New this week",THE THRONE OF FIRE;by Rick Riordan;20 weeks on the list,PINKALICIOUS AND THE PINK PUMPKIN;by Victoria Kann;3 weeks on the list,OTIS AND THE TORNADO;by Loren Long;2 weeks on the list,DORK DIARIES;by Rachel Renée Russell;14 weeks on the list,"AFTERSHOCK;by David Wiedemer, Robert A. Wiedemer and Cindy Spitzer;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,CONFIDENCE MEN;by Ron Suskind;
8,BLIND FAITH;by CJ Lyons;4 weeks on the list,HOW FIRM A FOUNDATION;by David Weber;New this week,FALL OF GIANTS;by Ken Follett;3 weeks on the list,,,PORT MORTUARY;by Patricia Cornwell;,IN THE GARDEN OF BEASTS;by Erik Larson;19 weeks on the list,HERE COMES TROUBLE;by Michael Moore;New this week,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;19 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;2 weeks on the list,THE DUKAN DIET;by Pierre Dukan;22 weeks on the list,EAT TO LIVE;by Joel Fuhrman;13 weeks on the list,CLEOPATRA;by Stacy Schiff;,NEVERLAND;by Joe Brusha;New this week,"CHARMED: SEASON 9,  VOL. 2;by Dave Hoover, Paul Ruditis and Raven Gregory;New this week","SHUGO CHARA!, Vol.12;by  Peach-Pit;New this week",SHELTER;by Harlan Coben;2 weeks on the list,SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;20 weeks on the list,THE MAN IN THE MOON;by William Joyce;New this week,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;248 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,ALL THE DEVILS ARE HERE;by  Bethany McLean and Joe Nocera;,AFTER AMERICA;by Mark Steyn;
9,1105 YAKIMA STREET;by Debbie Macomber;3 weeks on the list,THE ART OF FIELDING;by Chad Harbach;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;119 weeks on the list,,,THE SIXTH MAN;by David Baldacci;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;34 weeks on the list,THE BLACK BANNERS;by Ali H. Soufan with Daniel Freedman;New this week,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;New this week,BOSSYPANTS;by Tina Fey;24 weeks on the list,START SOMETHING THAT MATTERS;by Blake Mycoskie;2 weeks on the list,RADICAL;by David Platt;65 weeks on the list,PEARL JAM TWENTY;by Pearl Jam;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;37 weeks on the list","JERICHO: SEASON 3;by  Dan Shotz, Matt Merhoff and others;New this week","ULTIMO, VOL. 6;by Hiroyuki Takei;2 weeks on the list",THE STRANGE CASE OF ORIGAMI YODA;by Tom Angleberger;New this week,THE SCORCH TRIALS;by James Dashner;New this week,MOO;by Matthew Van Fleet. Photographs by Brian Stanton;3 weeks on the list,THIRST;by Christopher Pike;3 weeks on the list,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,QUEST;by Daniel Yergin;
10,A THOUSAND TOMORROWS;by Karen Kingsbury;New this week,GODDESS OF VENGEANCE;by Jackie Collins;New this week,THE ALCHEMIST;by Paulo Coelho;194 weeks on the list,,,AMERICAN ASSASSIN;by Vince Flynn;,THE BLACK BANNERS;by Ali H. Soufan with Daniel Freedman;New this week,ARGUABLY;by Christopher Hitchens;2 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;11 weeks on the list,IN MY TIME;by Dick Cheney;3 weeks on the list,PRIME TIME;by Jane Fonda;6 weeks on the list,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;7 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,LIFE WITH MR. DANGEROUS;by Paul Hornschemeier;2 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;78 weeks on the list,"DENGEKI DAISY, VOL. 6;by Kyousuke Motomi;2 weeks on the list",BLOODLINES;by Richelle Mead;4 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;20 weeks on the list,YOU WILL BE MY FRIEND!;by Peter Brown;New this week,PRETTY LITTLE LIARS;by Sara Shepard;55 weeks on the list,WICKED SUCCESS IS INSIDE EVERY WOMAN;by  Vickie L. Milazzo;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,THE BLACK BANNERS;by Ali H. Soufan with Daniel Freedman;
