,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,ACCIDENTAL HEROES;by Danielle Steel;New this week,ACCIDENTAL HEROES;by Danielle Steel;New this week,READY PLAYER ONE;by Ernest Cline;51 weeks on the list,SECRET EMPIRES;by Peter Schweizer;New this week,RUSSIAN ROULETTE;by Michael Isikoff and David Corn;2 weeks on the list,A BRIEF HISTORY OF TIME;by Stephen Hawking;15 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;67 weeks on the list,WONDER;by R.J. Palacio;137 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;9 weeks on the list,DOG MAN;by Dav Pilkey;30 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;3 weeks on the list,READY PLAYER ONE;by Ernest Cline;,HIDDEN FIGURES;by Margot Lee Shetterly;,SKIN IN THE GAME;by Nassim Nicholas Taleb;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
2,THE PUNISHMENT SHE DESERVES;by Elizabeth George;New this week,THE PUNISHMENT SHE DESERVES;by Elizabeth George;New this week,THE SUN AND HER FLOWERS;by Rupi Kaur;25 weeks on the list,RUSSIAN ROULETTE;by Michael Isikoff and David Corn;2 weeks on the list,SECRET EMPIRES;by Peter Schweizer;New this week,BEING MORTAL;by Atul Gawande;29 weeks on the list,FOOD;by Mark Hyman;4 weeks on the list,THE WILD ROBOT ESCAPES;by Peter Brown;2 weeks on the list,I'VE LOVED YOU SINCE FOREVER;by Hoda Kotb. Illustrated by Suzie Mason;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;471 weeks on the list,THE HATE U GIVE;by Angie Thomas;56 weeks on the list,THE GREAT ALONE;by Kristin Hannah;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,PRINCIPLES;by Ray Dalio;,ENLIGHTENMENT NOW;by Steven Pinker;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
3,CAMINO ISLAND;by John Grisham;16 weeks on the list,THE GREAT ALONE;by Kristin Hannah;7 weeks on the list,MILK AND HONEY;by Rupi Kaur;102 weeks on the list,EDUCATED;by Tara Westover;5 weeks on the list,FIRE AND FURY;by Michael Wolff;12 weeks on the list,HORSE SOLDIERS;by Doug Stanton;15 weeks on the list,YOU ARE A BADASS;by Jen Sincero;115 weeks on the list,AUGGIE & ME;by R.J. Palacio;69 weeks on the list,SHE PERSISTED AROUND THE WORLD;by Chelsea Clinton. Illustrated by Alexandra Boiger;3 weeks on the list,HARRY POTTER;by J.K. Rowling;470 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;24 weeks on the list,SILENT CHILD;by Sarah A. Denzil;,ALONE;by Michael Korda;,THE CEO NEXT DOOR;by Elena L. Botelho and Kim R. Powell with Tahl Raz;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,SHAKEN;by Tim Tebow;
4,READY PLAYER ONE;by Ernest Cline;18 weeks on the list,THE RISING SEA;by Clive Cussler and Graham Brown;2 weeks on the list,THE LYING GAME;by Ruth Ware;3 weeks on the list,FIRE AND FURY;by Michael Wolff;12 weeks on the list,EDUCATED;by Tara Westover;5 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;164 weeks on the list",I'VE BEEN THINKING ...;by Maria Shriver;4 weeks on the list,THE WILD ROBOT;by Peter Brown;19 weeks on the list,ISLANDBORN;by Junot Díaz. Illustrated by Leo Espinosa;2 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;135 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;39 weeks on the list,PARADOX BOUND;by Peter Clines;,BORN A CRIME;by Trevor Noah;,CRUSHING IT!;by Gary Vaynerchuk;,LEONARDO DA VINCI;by Walter Isaacson;,TB12 METHOD;by Tom Brady;
5,THE BISHOP'S PAWN;by Steve Berry;New this week,THE BISHOP'S PAWN;by Steve Berry;New this week,CAMINO ISLAND;by John Grisham;3 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;4 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;47 weeks on the list,EVICTED;by Matthew Desmond;28 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;235 weeks on the list,"HELLO, UNIVERSE;by Erin Entrada Kelly;6 weeks on the list",MARLON BUNDO'S A DAY IN THE LIFE OF THE VICE PRESIDENT;by Charlotte Pence. Illustrated by Karen Pence;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;111 weeks on the list,THE HAZEL WOOD;by Melissa Albert;8 weeks on the list,RED SPARROW;by Jason Matthews;,THE LAST BLACK UNICORN;by Tiffany Haddish;,DEAR MADAM PRESIDENT;by Jennifer Palmieri;,SAPIENS;by Yuval Noah Harari;,FINDING GOBI;by Dion Leonard with with Craig Borlase;
6,THE GREAT ALONE;by Kristin Hannah;7 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;27 weeks on the list,CALL ME BY YOUR NAME;by André Aciman;12 weeks on the list,A BRIEF HISTORY OF TIME;by Stephen Hawking;5 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;4 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;98 weeks on the list,GLOW15;by Naomi Whittel;New this week,LITTLE LEADERS;by Vashti Harrison;15 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;New this week,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;44 weeks on the list,THE POET X;by Elizabeth Acevedo;2 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;,THE POWER OF HABIT;by Charles Duhigg;,DON'T BULLSH*T YOURSELF!;by Jon Taffer;,BEING MORTAL;by Atul Gawande;,FIERCE;by Aly Raisman;
7,COVERT GAME;by Christine Feehan;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;12 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;5 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;46 weeks on the list,OBAMA;by Pete Souza;15 weeks on the list,JUST MERCY;by Bryan Stevenson;96 weeks on the list,GENIUS FOODS;by Max Lugavere with Paul Grewal;New this week,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;39 weeks on the list,WOLF IN THE SNOW;by Matthew Cordell;New this week,DORK DIARIES;by Rachel Renée Russell;244 weeks on the list,THUNDERHEAD;by Neal Shusterman;11 weeks on the list,AGENT IN PLACE;by Mark Greaney;,GRIT;by Angela Duckworth;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE FUTURE OF HUMANITY;by Michio Kaku;,FROM THE OUTSIDE;by Ray Allen with Michael Arkush;
8,LITTLE FIRES EVERYWHERE;by Celeste Ng;22 weeks on the list,THE ESCAPE ARTIST;by Brad Meltzer;3 weeks on the list,END GAME;by David Baldacci;New this week,ENLIGHTENMENT NOW;by Steven Pinker;6 weeks on the list,ENLIGHTENMENT NOW;by Steven Pinker;6 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;109 weeks on the list,"THE ROCK, THE ROAD, AND THE RABBI;by Kathie Lee Gifford with Rabbi Jason Sobel;3 weeks on the list",WOMEN IN SCIENCE;by Rachel Ignotofsky;63 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;42 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;50 weeks on the list,BATMAN: NIGHTWALKER;by Marie Lu;12 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,EDUCATED;by Tara Westover;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THINKING, FAST AND SLOW;by Daniel Kahneman;",BARBARIAN DAYS;by William Finnegan;
9,THE RISING SEA;by Clive Cussler and Graham Brown;2 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;27 weeks on the list,WE WERE THE LUCKY ONES;by Georgia Hunter;12 weeks on the list,PRETTY MESS;by Erika Jayne;New this week,THE LAST BLACK UNICORN;by Tiffany Haddish;15 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;417 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;113 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;34 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;213 weeks on the list,WHAT WAS . . . ?;by various authors;10 weeks on the list,THE CRUEL PRINCE;by Holly Black;11 weeks on the list,LOOK FOR ME;by Lisa Gardner;,ALEXANDER HAMILTON;by Ron Chernow;,THE POWER OF HABIT;by Charles Duhigg;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING KAREEM;by Kareem Abdul-Jabbar and Raymond Obstfeld;
10,THE WOMAN IN THE WINDOW;by A.J. Finn;12 weeks on the list,AN AMERICAN MARRIAGE;by Tayari Jones;7 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;42 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;41 weeks on the list,IN THE SHADOW OF STATUES;by Mitch Landrieu;New this week,OUTLIERS;by Malcolm Gladwell;246 weeks on the list,PRINCIPLES;by Ray Dalio;24 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;23 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;126 weeks on the list,I SURVIVED;by Lauren Tarshis;40 weeks on the list,THE ASTONISHING COLOR OF AFTER;by Emily X.R. Pan;New this week,THE FINAL EMPIRE;by Brandon Sanderson;,HORSE SOLDIERS;by Doug Stanton;,WHEN;by Daniel H. Pink;,WHEN;by Daniel H. Pink;,I GOT THIS;by Laurie Hernandez;
