,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,VENDETTA IN DEATH;by J.D. Robb;New this week,WHERE THE CRAWDADS SING;by Delia Owens;53 weeks on the list,THE GOLDFINCH;by Donna Tartt;27 weeks on the list,CALL SIGN CHAOS;by Jim Mattis and Bing West;New this week,CALL SIGN CHAOS;by Jim Mattis and Bing West;New this week,BORN A CRIME;by Trevor Noah;30 weeks on the list,HOW TO;by Randall Munroe;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;22 weeks on the list,DR. SEUSS'S HORSE MUSEUM;by Dr. Seuss. Illustrated by Andrew Joyner;New this week,DOG MAN;by Dav Pilkey;106 weeks on the list,THE HATE U GIVE;by Angie Thomas;132 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;
2,WHERE THE CRAWDADS SING;by Delia Owens;52 weeks on the list,VENDETTA IN DEATH;by J.D. Robb;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;53 weeks on the list,EDUCATED;by Tara Westover;81 weeks on the list,EDUCATED;by Tara Westover;81 weeks on the list,JUST MERCY;by Bryan Stevenson;169 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;143 weeks on the list,WONDER;by R.J. Palacio;213 weeks on the list,JUST ASK!;by Sonia Sotomayor. Illustrated by Rafael López;New this week,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;17 weeks on the list,SERPENT AND DOVE;by Shelby Mahurin;New this week,THE TURN OF THE KEY;by Ruth Ware;,BECOMING;by Michelle Obama;,RANGE;by David Epstein;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,SHOE DOG;by Phil Knight;
3,DARK ILLUSION;by Christine Feehan;New this week,THIS TENDER LAND;by William Kent Krueger;New this week,BEFORE WE WERE YOURS;by Lisa Wingate;16 weeks on the list,BECOMING;by Michelle Obama;43 weeks on the list,"RADICALS, RESISTANCE AND REVENGE;by Jeanine Pirro;2 weeks on the list",SAPIENS;by Yuval Noah Harari;69 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;74 weeks on the list",REFUGEE;by Alan Gratz;71 weeks on the list,THE PIGEON HAS TO GO TO SCHOOL!;by Mo Willems;10 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;547 weeks on the list,THE POET X;by Elizabeth Acevedo;20 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,BEING MORTAL;by Atul Gawande;,THE SIXTH MAN;by Andre Iguodala with Carvell Wallace;
4,A BETTER MAN;by Louise Penny;2 weeks on the list,THE ORACLE;by Jonathan Cahn;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;18 weeks on the list,"RADICALS, RESISTANCE AND REVENGE;by Jeanine Pirro;2 weeks on the list",BECOMING;by Michelle Obama;43 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;61 weeks on the list,DARE TO LEAD;by Brené Brown;33 weeks on the list,THE FIRE KEEPER;by J.C. Cervantes;New this week,HEY GRANDUDE!;by Paul McCartney. Illustrated by Kathryn Durst;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;187 weeks on the list,AMERICAN ROYALS;by Katharine McGee;New this week,ONE GOOD DEED;by David Baldacci;,BORN A CRIME;by Trevor Noah;,OUTLIERS;by Malcolm Gladwell;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BOYS IN THE BOAT;by Daniel James Brown;
5,THE GOLDFINCH;by Donna Tartt;48 weeks on the list,A BETTER MAN;by Louise Penny;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;101 weeks on the list,THE PIONEERS;by David McCullough;18 weeks on the list,THE PIONEERS;by David McCullough;18 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;46 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;286 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;81 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;21 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;150 weeks on the list,LOKI: WHERE MISCHIEF LIES;by Mackenzi Lee;New this week,CITY OF GIRLS;by Elizabeth Gilbert;,SAPIENS;by Yuval Noah Harari;,BAD BLOOD;by John Carreyrou;,THE MOSQUITO;by Timothy C. Winegard;,NEVER SETTLE;by Marty Smith;
6,THIS TENDER LAND;by William Kent Krueger;New this week,THE GIRL WHO LIVED TWICE;by David Lagercrantz;2 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;27 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;19 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;4 weeks on the list,"THEY CALLED US ENEMY;by George Takei, Justin Eisinger and Steven Scott. Illustrated by Harmony Becker;8 weeks on the list","GIRL, STOP APOLOGIZING;by Rachel Hollis;27 weeks on the list",TUNNEL OF BONES;by Victoria Schwab;New this week,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;201 weeks on the list,HARRY POTTER;by J.K. Rowling;546 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;40 weeks on the list,THE LAST WIDOW;by Karin Slaughter;,THANK YOU FOR MY SERVICE;by Mat Best with Ross Patterson and Nils Parker;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,WOLFPACK;by Abby Wambach;
7,THE GIRL WHO LIVED TWICE;by David Lagercrantz;2 weeks on the list,THE SECRETS WE KEPT;by Lara Prescott;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;167 weeks on the list,BORN A CRIME;by Trevor Noah;60 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;16 weeks on the list,OUTLIERS;by Malcolm Gladwell;290 weeks on the list,YOU ARE A BADASS;by Jen Sincero;188 weeks on the list,THE WILD ROBOT;by Peter Brown;52 weeks on the list,ALL ARE WELCOME;by Alexandra Penfold and Suzanne Kaufman;10 weeks on the list,THE BAD GUYS;by Aaron Blabey;47 weeks on the list,THE GIRL THE SEA GAVE BACK;by Adrienne Young;New this week,THE LAST HOUSE GUEST;by Megan Miranda;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,KOCHLAND;by Christopher Leonard;,DOPESICK;by Beth Macy;,BARBARIAN DAYS;by William Finnegan;
8,THE SECRETS WE KEPT;by Lara Prescott;New this week,THE INN;by James Patterson with Candice Fox;5 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;66 weeks on the list,PROOF OF CONSPIRACY;by Seth Abramson;New this week,THREE WOMEN;by Lisa Taddeo;9 weeks on the list,CALYPSO;by David Sedaris;14 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;16 weeks on the list,MY LIFE AS AN ICE CREAM SANDWICH;by Ibi Zoboi;2 weeks on the list,BRUCE'S BIG STORM;by Ryan T. Higgins;New this week,I SURVIVED;by Lauren Tarshis;55 weeks on the list,PERMANENT RECORD;by Mary H. K. Choi;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;,HOW TO HIDE AN EMPIRE;by Daniel Immerwahr;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",WHY WE SLEEP;by Matthew Walker;,IF THESE WALLS COULD TALK;by Jerry Remy and Nick Cafardo;
9,THE ORACLE;by Jonathan Cahn;New this week,THE DARK SIDE;by Danielle Steel;2 weeks on the list,THE OVERSTORY;by Richard Powers;22 weeks on the list,SUPER PUMPED;by Mike Isaac;New this week,TRICK MIRROR;by Jia Tolentino;5 weeks on the list,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;3 weeks on the list,ATOMIC HABITS;by James Clear;6 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;21 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;286 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;57 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;17 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,FOR THE GOOD OF THE GAME;by Bud Selig with Phil Rogers;
10,NOTHING VENTURED;by Jeffrey Archer;New this week,THE TURN OF THE KEY;by Ruth Ware;5 weeks on the list,IT;by Stephen King;22 weeks on the list,SAPIENS;by Yuval Noah Harari;85 weeks on the list,THANK YOU FOR MY SERVICE;by Mat Best with Ross Patterson and Nils Parker;3 weeks on the list,BEING MORTAL;by Atul Gawande;99 weeks on the list,MAKE YOUR BED;by William H. McRaven;77 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;23 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;168 weeks on the list",SCARY STORIES;by Alvin Schwartz. Illustrated by Stephen Gammell;4 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;79 weeks on the list,OUTFOX;by Sandra Brown;,RANGE;by David Epstein;,DOPESICK;by Beth Macy;,QUIET;by Susan Cain;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
