,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,ALEX CROSS’S ‘TRIAL’;by James Patterson and Richard DiLallo;New this week,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;11 weeks on the list,,CULTURE OF CORRUPTION;by Michelle Malkin;5 weeks on the list,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;12 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;3 weeks on the list",WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;426 weeks on the list,MERCY THOMPSON: HOMECOMING;by Patricia Briggs and David Lawrence;New this week,THE COMPLETE PERSEPOLIS;by Marjane Satrapi;New this week,"VAMPIRE KNIGHT, VOL. 7;by Matsuri Hino;5 weeks on the list",TRICKS;by Ellen Hopkins;New this week,THE BOOK THIEF;by Markus Zusak;103 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;94 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;108 weeks on the list
2,SOUTH OF BROAD;by Pat Conroy;3 weeks on the list,THE SHACK;by William P. Young;67 weeks on the list,,OUTLIERS;by Malcolm Gladwell;41 weeks on the list,MY LIFE IN FRANCE;by Julia Child with Alex Prud’homme;9 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;31 weeks on the list",THE FIVE LOVE LANGUAGES;by Gary Chapman;109 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;7 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;27 weeks on the list,"NARUTO, VOL. 45;by Masashi Kishimoto;8 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;51 weeks on the list,ALPHAS;by Lisi Harrison;New this week,GOLDILICIOUS;written and illustrated by Victoria Kann;14 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;8 weeks on the list
3,THE HELP;by Kathryn Stockett;22 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;10 weeks on the list,,IN THE PRESIDENT’S SECRET SERVICE;by Ronald Kessler;4 weeks on the list,JULIE & JULIA;by Julie Powell;9 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;73 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;49 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;25 weeks on the list,"THE WALKING DEAD, VOL. 10;by Robert Kirkman and Charlie Adlard;3 weeks on the list","FRUITS BASKET, VOL. 23;by Natsuki Takaya;8 weeks on the list",SENT;by Margaret Peterson Haddix;New this week,BLUE MOON;by Alyson Noël;8 weeks on the list,MARLEY GOES TO SCHOOL;by John Grogan. Illustrated by Richard Cowdrey;5 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;112 weeks on the list
4,206 BONES;by Kathy Reichs;New this week,THE WEIGHT OF SILENCE;by Heather Gudenkauf;5 weeks on the list,,BORN TO RUN;by Christopher McDougall;11 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;135 weeks on the list,FLAT BELLY DIET! COOKBOOK;by Liz Vaccariello with Cynthia Sass;2 weeks on the list,JULIA'S KITCHEN WISDOM;by Julia Child;3 weeks on the list,A. D.: NEW ORLEANS AFTER THE DELUGE;by Josh Neufeld;2 weeks on the list,"FABLES, VOL. 12;by Bill Willingham, Mike Allred and Mark Buckingham;2 weeks on the list","BLACK BIRD, VOL. 1;by Kanoko Sakurakoji;4 weeks on the list",L.A. CANDY;by Lauren Conrad;11 weeks on the list,EVERMORE;by Alyson Noël;30 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;18 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;33 weeks on the list
5,THE WHITE QUEEN;by Philippa Gregory;2 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;17 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;44 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;New this week,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;21 weeks on the list,SKINNY BITCH;by Kim Barnouin;111 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;11 weeks on the list",V FOR VENDETTA;by Alan Moore and David Lloyd;23 weeks on the list,"ROSARIO   VAMPIRE, VOL. 8;by Akihisa Ikeda;5 weeks on the list",DANIEL X: WATCH THE SKIES;by James Patterson and Ned Rust;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;32 weeks on the list,"TRUCKERY RHYMES;by Jon Scieszka. Illustrated by David Shannon, Loren Long and David Gordon;New this week",HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;53 weeks on the list
6,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;5 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;19 weeks on the list,,THE HEALING OF AMERICA;by T. R. Reid;New this week,THE FAMILY;by Jeff Sharlet;7 weeks on the list,THE SECRET;by Rhonda Byrne;138 weeks on the list,"DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;10 weeks on the list",HALO: UPRISING;by Brian Michael Bendis and Alex Maleev;12 weeks on the list,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;2 weeks on the list,"NINJA GIRLS, VOL. 1;by Hosana Tanaka;New this week",SHIVER;by Maggie Stiefvater;5 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;54 weeks on the list,LLAMA LLAMA MISSES MAMA;written and illustrated by Anna Dewdney;18 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;18 weeks on the list
7,THAT OLD CAPE MAGIC;by Richard Russo;4 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;12 weeks on the list,,A BIG LITTLE LIFE;by Dean Koontz;New this week,TIPPING POINT;by Malcolm Gladwell;256 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;23 weeks on the list,BECOME A BETTER YOU;by Joel Osteen;4 weeks on the list,FILTHY RICH;by Brian Azzarello and Victor Santos;New this week,BATMAN: HUSH;by Jeph Loeb and Jim Lee;2 weeks on the list,"SAYONARA, ZETSUBOU-SENSEI: VOL., 3;by Koji Kumeta;New this week",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;48 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;43 weeks on the list,AMELIA BEDELIA’S FIRST DAY OF SCHOOL;by Herman Parish. Illustrated by Lynne Avril;New this week,THE 39 CLUES;by various authors;17 weeks on the list
8,THE ELEVENTH VICTIM;by Nancy Grace;3 weeks on the list,THE LUCKY ONE;by Nicholas Sparks;3 weeks on the list,,CATASTROPHE;by Dick Morris and Eileen McGann;10 weeks on the list,BLINK;by Malcolm Gladwell;98 weeks on the list,DEBBIE MACOMBER'S CEDAR COVE COOKBOOK;by Debbie Macomber;New this week,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;20 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;27 weeks on the list,"FABLES, VOL. 1;by Bill Willingham and Lan Medina;17 weeks on the list","D. N. ANGEL, VOL. 12;by Yukiru Sugisaki;5 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;45 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;22 weeks on the list,THE HAIR OF ZOE FLEEFENBACHER GOES TO SCHOOL;by Laurie Halse Anderson. Illustrated by Ard Hoyt;New this week,HARRY POTTER;by J.K. Rowling;227 weeks on the list
9,EVEN MONEY;by Dick Francis and Felix Francis;New this week,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;22 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;23 weeks on the list,WHEN YOU ARE ENGULFED IN FLAMES;by David Sedaris;13 weeks on the list,EXCUSES BEGONE!;by Wayne W. Dyer;14 weeks on the list,COOK YOURSELF THIN;by the staff of Lifetime Television;17 weeks on the list,MOUSE GUARD: WINTER 1152;by David Petersen;5 weeks on the list,"X-MEN: MISFITS, VOL. 1;by Raina Telgemeier and Dave Roman;3 weeks on the list","FULLMETAL ALCHEMIST, VOL. 19;by Hiromu Arakawa;7 weeks on the list",ALONG FOR THE RIDE;by Sarah Dessen;11 weeks on the list,THIRST NO. 1;by Christopher Pike;4 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;46 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;23 weeks on the list
10,DEAD AND GONE;by Charlaine Harris;17 weeks on the list,THE ALCHEMIST;by Paulo Coelho;102 weeks on the list,,ZEITOUN;by Dave Eggers;3 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;135 weeks on the list",HOW TO SMELL A RAT;by Ken Fisher with Lara Hoffmans;2 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;77 weeks on the list,"GREEN LANTERN: RAGE OF THE RED LANTERNS;by Geoff Johns, Shane Davis and others;9 weeks on the list","THE SANDMAN: PRELUDES AND NOCTURNES;by Neil Gaiman, Sam Kieth, Mike Dringenberg and Malcolm Jones III;14 weeks on the list","D. GRAY-MAN, VOL. 14;by Katsura Hoshino;4 weeks on the list",MILES TO GO;by Miley Cyrus;21 weeks on the list,IMPOSSIBLE;by Nancy Werlin;2 weeks on the list,ELEPHANTS CANNOT DANCE!;written and illustrated by Mo Willems;11 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;32 weeks on the list
