,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,A BETTER MAN;by Louise Penny;New this week,A BETTER MAN;by Louise Penny;New this week,THE GOLDFINCH;by Donna Tartt;26 weeks on the list,EDUCATED;by Tara Westover;80 weeks on the list,EDUCATED;by Tara Westover;80 weeks on the list,BORN A CRIME;by Trevor Noah;29 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;142 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;21 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;20 weeks on the list,DOG MAN;by Dav Pilkey;105 weeks on the list,THE HATE U GIVE;by Angie Thomas;131 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;
2,WHERE THE CRAWDADS SING;by Delia Owens;51 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;52 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;52 weeks on the list,BECOMING;by Michelle Obama;42 weeks on the list,BECOMING;by Michelle Obama;42 weeks on the list,SAPIENS;by Yuval Noah Harari;68 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;73 weeks on the list",WONDER;by R.J. Palacio;212 weeks on the list,THE PIGEON HAS TO GO TO SCHOOL!;by Mo Willems;9 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;186 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;39 weeks on the list,THE TURN OF THE KEY;by Ruth Ware;,BECOMING;by Michelle Obama;,RANGE;by David Epstein;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,SHOE DOG;by Phil Knight;
3,THE GIRL WHO LIVED TWICE;by David Lagercrantz;New this week,THE GIRL WHO LIVED TWICE;by David Lagercrantz;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;166 weeks on the list,"RADICALS, RESISTANCE AND REVENGE;by Jeanine Pirro;New this week","RADICALS, RESISTANCE AND REVENGE;by Jeanine Pirro;New this week",WHITE FRAGILITY;by Robin DiAngelo;60 weeks on the list,DARE TO LEAD;by Brené Brown;32 weeks on the list,REFUGEE;by Alan Gratz;70 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;200 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;517 weeks on the list,THE POET X;by Elizabeth Acevedo;19 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,BEING MORTAL;by Atul Gawande;,THE SIXTH MAN;by Andre Iguodala with Carvell Wallace;
4,THE DARK SIDE;by Danielle Steel;New this week,THE DARK SIDE;by Danielle Steel;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;17 weeks on the list,BORN A CRIME;by Trevor Noah;59 weeks on the list,THE PIONEERS;by David McCullough;17 weeks on the list,JUST MERCY;by Bryan Stevenson;168 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;26 weeks on the list",WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;80 weeks on the list,THE DAY YOU BEGIN;by Jacqueline Woodson. Illustrated by Rafael López;12 weeks on the list,HARRY POTTER;by J.K. Rowling;545 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;89 weeks on the list,ONE GOOD DEED;by David Baldacci;,BORN A CRIME;by Trevor Noah;,OUTLIERS;by Malcolm Gladwell;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BOYS IN THE BOAT;by Daniel James Brown;
5,SAPPHIRE FLAMES;by Ilona Andrews;New this week,THE INN;by James Patterson with Candice Fox;4 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;15 weeks on the list,THE PIONEERS;by David McCullough;17 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;45 weeks on the list,YOU ARE A BADASS;by Jen Sincero;187 weeks on the list,THE WILD ROBOT;by Peter Brown;51 weeks on the list,"LLAMA LLAMA MESS, MESS, MESS;by Anna Dewdney and Reed Duncan. Illustrated by JT Morrow;New this week",GIVER QUARTET;by Lois Lowry;161 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;78 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;,SAPIENS;by Yuval Noah Harari;,BAD BLOOD;by John Carreyrou;,THE MOSQUITO;by Timothy C. Winegard;,NEVER SETTLE;by Marty Smith;
6,THE GOLDFINCH;by Donna Tartt;47 weeks on the list,ONE GOOD DEED;by David Baldacci;6 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;26 weeks on the list,THREE WOMEN;by Lisa Taddeo;8 weeks on the list,THREE WOMEN;by Lisa Taddeo;8 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;47 weeks on the list,THE VAGINA BIBLE;by Jen Gunter;New this week,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;22 weeks on the list,ALL ARE WELCOME;by Alexandra Penfold and Suzanne Kaufman;9 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;56 weeks on the list,ON THE COME UP;by Angie Thomas;30 weeks on the list,THE LAST WIDOW;by Karin Slaughter;,THANK YOU FOR MY SERVICE;by Mat Best with Ross Patterson and Nils Parker;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,WOLFPACK;by Abby Wambach;
7,THE INN;by James Patterson with Candice Fox;4 weeks on the list,THE NICKEL BOYS;by Colson Whitehead;7 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;65 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;18 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;15 weeks on the list,SHOE DOG;by Phil Knight;39 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;15 weeks on the list,POPULARMMOS PRESENTS ENTER THE MINE;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;13 weeks on the list,IF I BUILT A SCHOOL;by Chris Van Dusen;3 weeks on the list,THE BAD GUYS;by Aaron Blabey;46 weeks on the list,HOUSE OF SALT AND SORROWS;by Erin A. Craig;2 weeks on the list,THE LAST HOUSE GUEST;by Megan Miranda;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,KOCHLAND;by Christopher Leonard;,DOPESICK;by Beth Macy;,BARBARIAN DAYS;by William Finnegan;
8,ONE GOOD DEED;by David Baldacci;6 weeks on the list,THE TURN OF THE KEY;by Ruth Ware;4 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;100 weeks on the list,SAPIENS;by Yuval Noah Harari;84 weeks on the list,TRICK MIRROR;by Jia Tolentino;4 weeks on the list,OUTLIERS;by Malcolm Gladwell;289 weeks on the list,ATOMIC HABITS;by James Clear;5 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;20 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;167 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;546 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;16 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;,HOW TO HIDE AN EMPIRE;by Daniel Immerwahr;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",WHY WE SLEEP;by Matthew Walker;,IF THESE WALLS COULD TALK;by Jerry Remy and Nick Cafardo;
9,HOT SHOT;by Fern Michaels;New this week,THE SILENT PATIENT;by Alex Michaelides;26 weeks on the list,THE OVERSTORY;by Richard Powers;21 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;3 weeks on the list,THANK YOU FOR MY SERVICE;by Mat Best with Ross Patterson and Nils Parker;2 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;218 weeks on the list",THE FIVE LOVE LANGUAGES;by Gary Chapman;285 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;16 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;285 weeks on the list,SCARY STORIES;by Alvin Schwartz. Illustrated by Stephen Gammell;3 weeks on the list,THE REST OF THE STORY;by Sarah Dessen;13 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,FOR THE GOOD OF THE GAME;by Bud Selig with Phil Rogers;
10,THE ART OF RACING IN THE RAIN;by Garth Stein;6 weeks on the list,OLD BONES;by Douglas Preston and Lincoln Child;2 weeks on the list,THERE THERE;by Tommy Orange;12 weeks on the list,TRICK MIRROR;by Jia Tolentino;4 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;87 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;223 weeks on the list,EVERYTHING IS F*CKED;by Mark Manson;13 weeks on the list,MY LIFE AS AN ICE CREAM SANDWICH;by Ibi Zoboi;New this week,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;16 weeks on the list,DESCENDANTS;by various authors;24 weeks on the list,THE 57 BUS;by Dashka Slater;2 weeks on the list,OUTFOX;by Sandra Brown;,RANGE;by David Epstein;,DOPESICK;by Beth Macy;,QUIET;by Susan Cain;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
11,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;50 weeks on the list,"ASK AGAIN, YES;by Mary Beth Keane;7 weeks on the list",THE WARNING;by James Patterson and Robison Wells;3 weeks on the list,THANK YOU FOR MY SERVICE;by Mat Best with Ross Patterson and Nils Parker;2 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;15 weeks on the list,BEING MORTAL;by Atul Gawande;98 weeks on the list,,,,,,A BETTER MAN;by Louise Penny;,THREE WOMEN;by Lisa Taddeo;,,,
12,BEFORE WE WERE YOURS;by Lisa Wingate;50 weeks on the list,THE BITTERROOTS;by C.J. Box;3 weeks on the list,IT;by Stephen King;21 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;6 weeks on the list,RANGE;by David Epstein;10 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;12 weeks on the list,,,,,,THE INN;by James Patterson with Candice Fox;,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;,,,
13,LITTLE FIRES EVERYWHERE;by Celeste Ng;48 weeks on the list,INLAND;by Téa Obreht;3 weeks on the list,BELOVED;by Toni Morrison;4 weeks on the list,JUST MERCY;by Bryan Stevenson;16 weeks on the list,BAD BLOOD;by John Carreyrou;31 weeks on the list,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;2 weeks on the list,,,,,,OLD BONES;by Douglas Preston and Lincoln Child;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",,,
