,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,CRAZY RICH ASIANS;by Kevin Kwan;10 weeks on the list,TEXAS RANGER;by James Patterson and Andrew Bourelle;New this week,CRAZY RICH ASIANS;by Kevin Kwan;17 weeks on the list,UNHINGED;by Omarosa Manigault Newman;New this week,UNHINGED;by Omarosa Manigault Newman;New this week,BLACK KLANSMAN;by Ron Stallworth;3 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;19 weeks on the list",WONDER;by R.J. Palacio;158 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;5 weeks on the list,HARRY POTTER;by J.K. Rowling;491 weeks on the list,THE HATE U GIVE;by Angie Thomas;77 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;,EDUCATED;by Tara Westover;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,FLY GIRLS;by Keith O'Brien;
2,TEXAS RANGER;by James Patterson and Andrew Bourelle;New this week,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;11 weeks on the list,CHINA RICH GIRLFRIEND;by Kevin Kwan;4 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;4 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;4 weeks on the list,SAPIENS;by Yuval Noah Harari;14 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;88 weeks on the list,REFUGEE;by Alan Gratz;26 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;234 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;5 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;24 weeks on the list,SHARP OBJECTS;by Gillian Flynn;,BORN A CRIME;by Trevor Noah;,DOPESICK;by Beth Macy;,DOPESICK;by Beth Macy;,SHOE DOG;by Phil Knight;
3,ORIGIN;by Dan Brown;25 weeks on the list,TAILSPIN;by Sandra Brown;2 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;11 weeks on the list,EDUCATED;by Tara Westover;26 weeks on the list,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;5 weeks on the list",KITCHEN CONFIDENTIAL;by Anthony Bourdain;46 weeks on the list,YOU ARE A BADASS;by Jen Sincero;136 weeks on the list,MINECRAFT: THE CRASH;by Tracey Baptiste;6 weeks on the list,ALL ARE WELCOME;by Alexandra Penfold and Suzanne Kaufman;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;492 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;6 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,UNHINGED;by Omarosa Manigault Newman;,PRINCIPLES;by Ray Dalio;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,UNBROKEN;by Laura Hillenbrand;
4,SHARP OBJECTS;by Gillian Flynn;12 weeks on the list,THE OUTSIDER;by Stephen King;13 weeks on the list,SHARP OBJECTS;by Gillian Flynn;51 weeks on the list,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;5 weeks on the list",EDUCATED;by Tara Westover;26 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;20 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;17 weeks on the list,POPULARMMOS PRESENTS A HOLE NEW WORLD;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;9 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;241 weeks on the list,DOG MAN;by Dav Pilkey;51 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;45 weeks on the list,THE OUTSIDER;by Stephen King;,THE POWER OF HABIT;by Charles Duhigg;,GRIT;by Angela Duckworth;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,BELIEVE IT;by Nick Foles with Joshua Cooley;
5,FEARED;by Lisa Scottoline;New this week,FEARED;by Lisa Scottoline;New this week,RICH PEOPLE PROBLEMS;by Kevin Kwan;2 weeks on the list,"HOUSE OF TRUMP, HOUSE OF PUTIN;by Craig Unger;New this week","HOUSE OF TRUMP, HOUSE OF PUTIN;by Craig Unger;New this week",JUST MERCY;by Bryan Stevenson;117 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;256 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;19 weeks on the list,BE KIND;by Pat Zietlow Miller. Illustrated by Jen Hill;4 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;132 weeks on the list,LONG WAY DOWN;by Jason Reynolds;23 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,CALYPSO;by David Sedaris;,OUTLIERS;by Malcolm Gladwell;,AWARE;by Daniel Siegel;,ENDURE;by Alex Hutchinson;
6,CHINA RICH GIRLFRIEND;by Kevin Kwan;2 weeks on the list,THE OTHER WOMAN;by Daniel Silva;5 weeks on the list,LESS;by Andrew Sean Greer;13 weeks on the list,BLACK KLANSMAN;by Ron Stallworth;2 weeks on the list,EVERYTHING TRUMP TOUCHES DIES;by Rick Wilson;2 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;16 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;25 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;43 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;147 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;481 weeks on the list,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;3 weeks on the list,READY PLAYER ONE;by Ernest Cline;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,FEARLESS;by Doug Pederson with Dan Pompei;
7,TAILSPIN;by Sandra Brown;2 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;48 weeks on the list,ORIGIN;by Dan Brown;5 weeks on the list,EVERYTHING TRUMP TOUCHES DIES;by Rick Wilson;2 weeks on the list,DOPESICK;by Beth Macy;2 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;434 weeks on the list,RUN FAST. COOK FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;New this week,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;38 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;139 weeks on the list",DARKEST MINDS;by Alexandra Bracken;6 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;57 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;
8,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;11 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;45 weeks on the list,MILK AND HONEY;by Rupi Kaur;123 weeks on the list,SAPIENS;by Yuval Noah Harari;35 weeks on the list,DEATH OF A NATION;by Dinesh D'Souza;3 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;14 weeks on the list,MAKE YOUR BED;by William H. McRaven;56 weeks on the list,THE CROSSOVER;by Kwame Alexander;27 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;22 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;60 weeks on the list,THE HAZEL WOOD;by Melissa Albert;29 weeks on the list,WHAT ALICE FORGOT;by Liane Moriarty;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,RED NOTICE;by Bill Browder;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",UNNECESSARY ROUGHNESS;by Jose Baez with George Willis;
9,RICH PEOPLE PROBLEMS;by Kevin Kwan;New this week,COTTAGE BY THE SEA;by Debbie Macomber;5 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;53 weeks on the list,DOPESICK;by Beth Macy;2 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;15 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;6 weeks on the list,THE PLANT PARADOX COOKBOOK;by Steven R. Gundry;11 weeks on the list,THE WILD ROBOT;by Peter Brown;40 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;14 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;56 weeks on the list,THUNDERHEAD;by Neal Shusterman;17 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,BAD BLOOD;by John Carreyrou;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",TANGLED TREE;by David Quammen;,ASTROBALL;by Ben Reiter;
10,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;11 weeks on the list,PARADOX;by Catherine Coulter;3 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;77 weeks on the list,BAD BLOOD;by John Carreyrou;13 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;67 weeks on the list,BEING MORTAL;by Atul Gawande;50 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;18 weeks on the list,AUGGIE & ME;by R.J. Palacio;78 weeks on the list,AFTER THE FALL;by Dan Santat;10 weeks on the list,DORK DIARIES;by Rachel Renée Russell;261 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;17 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,"ENGLISH HISTORY MADE BRIEF, IRREVERENT, AND PLEASURABLE;by Lacey Baldwin Smith;",WINNERS TAKE ALL;by Anand Giridharadas;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,12;by Casey Sherman and Dave Wedge;
