,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;38 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;39 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;2 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;2 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;2 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;6 weeks on the list,STAY SEXY AND DON'T GET MURDERED;by Karen Kilgariff and Georgia Hardstark;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;8 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;187 weeks on the list,DOG MAN;by Dav Pilkey;92 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;26 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,WOLFPACK;by Abby Wambach;
2,QUEEN BEE;by Dorothea Benton Frank;New this week,QUEEN BEE;by Dorothea Benton Frank;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;4 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;6 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;3 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;5 weeks on the list,MAKE YOUR BED;by William H. McRaven;64 weeks on the list,REFUGEE;by Alan Gratz;57 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;274 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;504 weeks on the list,THE HATE U GIVE;by Angie Thomas;118 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
3,BEFORE WE WERE YOURS;by Lisa Wingate;38 weeks on the list,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;5 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;39 weeks on the list,EDUCATED;by Tara Westover;67 weeks on the list,THE PIONEERS;by David McCullough;4 weeks on the list,BORN A CRIME;by Trevor Noah;16 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;129 weeks on the list,WONDER;by R.J. Palacio;199 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;48 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;533 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;65 weeks on the list,HEADS WILL ROLL;by Kate McKinnon and Emily Lynne;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,FULL COUNT;by David Cone and Jack Curry;
4,A GAME OF THRONES;by George R.R. Martin;58 weeks on the list,THE GUEST BOOK;by Sarah Blake;4 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;13 weeks on the list,THE PIONEERS;by David McCullough;4 weeks on the list,EDUCATED;by Tara Westover;67 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;3 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;60 weeks on the list",WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;68 weeks on the list,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;7 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;81 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;4 weeks on the list,A CLASH OF KINGS;by George R.R. Martin;,THE PIONEERS;by David McCullough;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",AMERICA BEFORE;by Graham Hancock;,K;by Tyler Kepner;
5,THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;5 weeks on the list,"ASK AGAIN, YES;by Mary Beth Keane;New this week",THE MISTER;by E L James;7 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;3 weeks on the list,BECOMING;by Michelle Obama;29 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;47 weeks on the list,EVERYTHING IS F*CKED;by Mark Manson;3 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;9 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;10 weeks on the list,HARRY POTTER;by J.K. Rowling;532 weeks on the list,ON THE COME UP;by Angie Thomas;17 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,UNFREEDOM OF THE PRESS;by Mark R. Levin;,THE LATTE FACTOR;by David Bach and John David Mann;,ENLIGHTENMENT NOW;by Steven Pinker;,SPRAWLBALL;by Kirk Goldsberry;
6,REDEMPTION;by David Baldacci;7 weeks on the list,REDEMPTION;by David Baldacci;7 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;10 weeks on the list,BECOMING;by Michelle Obama;29 weeks on the list,SEA STORIES;by William H. McRaven;2 weeks on the list,SAPIENS;by Yuval Noah Harari;55 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;13 weeks on the list",ENDLING: THE FIRST;by Katherine Applegate. Illustrated by Max Kostenko;4 weeks on the list,WHAT DO YOU DO WITH A CHANCE?;by Kobi Yamada. Illustrated by Mae Besom;6 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;173 weeks on the list,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;8 weeks on the list,A STORM OF SWORDS;by George R.R. Martin;,BORN A CRIME;by Trevor Noah;,WOLFPACK;by Abby Wambach;,WHY WE SLEEP;by Matthew Walker;,DARKNESS TO LIGHT;by Lamar Odom and Chris Palmer;
7,PAST TENSE;by Lee Child;13 weeks on the list,SUNSET BEACH;by Mary Kay Andrews;4 weeks on the list,LONG ROAD TO MERCY;by David Baldacci;New this week,RANGE;by David Epstein;New this week,RANGE;by David Epstein;New this week,THE MUELLER REPORT;by the office of the special counsel;4 weeks on the list,MEDICAL MEDIUM CELERY JUICE;by Anthony William;2 weeks on the list,THE CREATURE OF THE PINES;by Adam Gidwitz. Illustrated by Hatem Aly;New this week,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;27 weeks on the list,THE BAD GUYS;by Aaron Blabey;33 weeks on the list,STEPSISTER;by Jennifer Donnelly;3 weeks on the list,STORM CURSED;by Patricia Briggs;,SAPIENS;by Yuval Noah Harari;,"TRILLION DOLLAR COACH;by Eric Schmidt, Jonathan Rosenberg and Alan Eagle;",BEING MORTAL;by Atul Gawande;,SHOE DOG;by Phil Knight;
8,SUNSET BEACH;by Mary Kay Andrews;4 weeks on the list,FIRE AND BLOOD;by George R.R. Martin;23 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;52 weeks on the list,SEA STORIES;by William H. McRaven;2 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;7 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;32 weeks on the list,DARE TO LEAD;by Brené Brown;19 weeks on the list,BATTING ORDER;by Mike Lupica;New this week,MY HEART;by Corinna Luyken;New this week,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;43 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;30 weeks on the list",THE 18TH ABDUCTION;by James Patterson and Maxine Paetro;,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;,PRINCIPLES;by Ray Dalio;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,JUST SHOW UP;by Cal Ripken Jr. and James Dale;
9,LITTLE FIRES EVERYWHERE;by Celeste Ng;36 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;17 weeks on the list,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;5 weeks on the list,THE MUELLER REPORT;with an introduction by Alan Dershowitz;6 weeks on the list,THE BRITISH ARE COMING;by Rick Atkinson;3 weeks on the list,JUST MERCY;by Bryan Stevenson;155 weeks on the list,YOU ARE A BADASS;by Jen Sincero;174 weeks on the list,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;5 weeks on the list,BECAUSE I HAD A TEACHER;by Kobi Yamada. Illustrated by Natalie Russell;3 weeks on the list,TRACK;by Jason Reynolds;7 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;20 weeks on the list",GOOD OMENS;by Neil Gaiman and Terry Pratchett;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,FLY GIRLS;by Keith O'Brien;
10,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;38 weeks on the list,BLESSING IN DISGUISE;by Danielle Steel;4 weeks on the list,THERE THERE;by Tommy Orange;4 weeks on the list,THE BRITISH ARE COMING;by Rick Atkinson;3 weeks on the list,ANTHONY BOURDAIN REMEMBERED;by CNN;New this week,GRIT;by Angela Duckworth;40 weeks on the list,DARING GREATLY;by Brené Brown;76 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;3 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;272 weeks on the list,DORK DIARIES;by Rachel Renée Russell;289 weeks on the list,THE FALL OF CRAZY HOUSE;by James Patterson and Gabrielle Charbonnet;6 weeks on the list,TRUTH AND LIES;by Caroline Mitchell;,THE MOMENT OF LIFT;by Melinda Gates;,GRIT;by Angela Duckworth;,BOTTLE OF LIES;by Katherine Eban;,MIND AND MATTER;by John Urschel and Louisa Thomas;
