,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE HELP;by Kathryn Stockett;41 weeks on the list,THE LOVELY BONES;by Alice Sebold;17 weeks on the list,,COMMITTED;by Elizabeth Gilbert;New this week,THE BLIND SIDE;by Michael Lewis;15 weeks on the list,THE MAYO CLINIC DIET;by the Mayo Clinic staff;New this week,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;2 weeks on the list",THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;13 weeks on the list,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;New this week","THE YU-GI-OH! GX 4, VOL. 4;by Naoyuki Kageyama and Kazuki Takahashi;New this week",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;4 weeks on the list,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER;by Christopher Pike;New this week",LEGO STAR WARS;by Simon Beecroft;13 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;127 weeks on the list
2,THE LOST SYMBOL;by Dan Brown;17 weeks on the list,A RELIABLE WIFE;by Robert Goolrick;New this week,,HAVE A LITTLE FAITH;by Mitch Albom;15 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;154 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;2 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;2 weeks on the list,THE STAND: AMERICAN NIGHTMARES;by Roberto Aguirre-Sacasa and Mike Perkins;New this week,WATCHMEN;by Alan Moore and Dave Gibbons;46 weeks on the list,"VAMPIRE KNIGHT, VOL. 8;by Matsuri Hino;10 weeks on the list",CATCHING FIRE;by Suzanne Collins;19 weeks on the list,THE BOOK THIEF;by Markus Zusak;122 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;17 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;131 weeks on the list
3,NOAH’S COMPASS;by Anne Tyler;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;29 weeks on the list,,THE CHECKLIST MANIFESTO;by Atul Gawande;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;153 weeks on the list","YOU: THE OWNER’S MANUAL FOR TEENS;by Michael F. Roizen, Mehmet C. Oz and Ellen Rome;34 weeks on the list","START OVER, FINISH RICH;by David Bach;2 weeks on the list",BATMAN: BATTLE FOR THE COWL;by Tony Daniel;7 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;14 weeks on the list,NARUTO 46;by Masashi Kishimoto;15 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;70 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;51 weeks on the list,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;17 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;52 weeks on the list
4,IMPACT;by Douglas Preston;New this week,PUSH;by Sapphire;20 weeks on the list,,GOING ROGUE;by Sarah Palin;8 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;2 weeks on the list",4-HOUR WORKWEEK;by Timothy Ferriss;59 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;442 weeks on the list,DARK TOWER: TREACHERY;by Peter David and Robin Furth;16 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;12 weeks on the list","MAXIMUM RIDE, VOL. 2;by James Patterson and NaRae Lee;11 weeks on the list",FALLEN;by Lauren Kate;5 weeks on the list,THIRST NO. 1;by Christopher Pike;23 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;103 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;72 weeks on the list
5,CROSS FIRE;by James Patterson;8 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;38 weeks on the list,,STONES INTO SCHOOLS;by Greg Mortenson;6 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;119 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;16 weeks on the list",THE COUPON MOM'S GUIDE TO CUTTING YOUR GROCERY BILLS IN HALF;by Stephanie Nelson;New this week,WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;7 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;41 weeks on the list,"VAMPIRE KNIGHT, VOL. 7;by Matsuri Hino;13 weeks on the list",SHIVER;by Maggie Stiefvater;24 weeks on the list,L.A. CANDY;by Lauren Conrad;New this week,THE LION AND THE MOUSE;by Jerry Pinkney;10 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;34 weeks on the list
6,THE LAST SONG;by Nicholas Sparks;18 weeks on the list,THE SHACK;by William P. Young;86 weeks on the list,,OUTLIERS;by Malcolm Gladwell;60 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;20 weeks on the list,THE CONSCIOUS COOK;by Tal Ronnen;4 weeks on the list,THE 4 DAY DIET;by Ian K. Smith;New this week,THE WONDERFUL WIZARD OF OZ;by Eric Shanower and Skottie Young;17 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;21 weeks on the list,"BLEACH, VOL.  29;by Tite Kubo;6 weeks on the list",BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;6 weeks on the list,DARK VISIONS;by L. J. Smith;18 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;43 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;37 weeks on the list
7,DEEPER THAN THE DEAD;by Tami Hoag;2 weeks on the list,DEAR JOHN;by Nicholas Sparks;18 weeks on the list,,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;12 weeks on the list,TIPPING POINT;by Malcolm Gladwell;275 weeks on the list,"THE FULL PLATE DIET;by Stuart A. Seale, Teresa Sherard and Diana Fleming;New this week",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;68 weeks on the list,PRIDE AND PREJUDICE;by Nancy Butler and Hugo Petrus;11 weeks on the list,"CHEW, VOL. 1;by John Layman and Rob Guillory;New this week","MAXIMUM RIDE, VOL. 1;by James Patterson and NaRae Lee;5 weeks on the list",CAPTIVATE;by Carrie Jones;New this week,GRACELING;by Kristin Cashore;15 weeks on the list,THE LITTLE PRINCE;by Antoine de Saint-Exupéry;4 weeks on the list,THE IMMORTALS;by Alyson Noël;8 weeks on the list
8,SIZZLE;by Julie Garwood;2 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;36 weeks on the list,,WHAT THE DOG SAW;by Malcolm Gladwell;12 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;160 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;47 weeks on the list",THE FIVE LOVE LANGUAGES;by Gary Chapman;128 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;19 weeks on the list,"DARK AVENGERS, VOL. 1;by Brian Michael Bendis and Mike Deodato;2 weeks on the list","FULLMETAL ALCHEMIST, VOL. 21;by Hiromu Arakawa;7 weeks on the list","HUSH, HUSH;by Becca Fitzpatrick;8 weeks on the list",THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;40 weeks on the list,"NUBS;by Brian Dennis, Mary Nethery and Kirby Larson;10 weeks on the list",THE MORTAL INSTRUMENTS;by Cassandra Clare;30 weeks on the list
9,THE HONOR OF SPIES;by W. E. B. Griffin and William E. Butterworth IV;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;31 weeks on the list,,DRIVE;by Daniel H. Pink;New this week,BLINK;by Malcolm Gladwell;117 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;27 weeks on the list,WOMEN AND MONEY;by Suze Orman;New this week,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;26 weeks on the list",BATMAN: HUSH;by Jeph Loeb and Jim Lee;15 weeks on the list,"SOUL EATER, VOL. 3;by Atsushi Ohkubo;11 weeks on the list",WHEN YOU REACH ME;by Rebecca Stead;9 weeks on the list,LOCK AND KEY;by Sarah Dessen;20 weeks on the list,OTIS;written and illustrated by Loren Long;9 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;21 weeks on the list
10,"UNDER THE DOME, PART 1;by Stephen King;9 weeks on the list",SARAH’S KEY;by Tatiana de Rosnay;48 weeks on the list,,OPEN;by Andre Agassi;9 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;119 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;11 weeks on the list,STOP GETTING RIPPED OFF;by Bob Sullivan;New this week,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;44 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 5;by various;9 weeks on the list","ONE PIECE, VOL. 25;by Eiichiro Oda;New this week",TRICKS;by Ellen Hopkins;17 weeks on the list,NEED;by Carrie Jones;New this week,14 COWS FOR AMERICA;by Carmen Agra Deedy with Wilson Kimeli Naiyomah.  Illustrated by Thomas Gonzalez;2 weeks on the list,THE ALEX RIDER ADVENTURES;by Anthony Horowitz;62 weeks on the list
11,U IS FOR UNDERTOW;by Sue Grafton;6 weeks on the list,LET THE GREAT WORLD SPIN;by Colum McCann;6 weeks on the list,,ANTICANCER;by David Servan-Schreiber;2 weeks on the list,IN DEFENSE OF FOOD;by Michael Pollan;31 weeks on the list,THE SPARK;by Chris Downie;,SKINNY BITCH;by Kim Barnouin;,,,,,,,
12,PIRATE LATITUDES;by Michael Crichton;7 weeks on the list,GUILTY PLEASURE;by Lora Leigh;New this week,,"ARGUING WITH IDIOTS;written and edited by Glenn Beck, Kevin Balfe and others;16 weeks on the list",MY LIFE IN FRANCE;by Julia Child with Alex Prud’homme;23 weeks on the list,DR. COLBERT'S I CAN DO THIS DIET;by Don Colbert;,THE PURPOSE-DRIVEN LIFE;by Rick Warren;,,,,,,,
13,ALTAR OF EDEN;by James Rollins;2 weeks on the list,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;30 weeks on the list,,TOO BIG TO FAIL;by Andrew Ross Sorkin;9 weeks on the list,SAME KIND OF DIFFERENT AS ME;by Ron Hall and Denver Moore with Lynn Vincent;64 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE SOUTH BEACH DIET SUPERCHARGED;by Arthur Agatston with Joseph Signorile;,,,,,,,
14,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;13 weeks on the list,TRUE COLORS;by Kristin Hannah;New this week,,ALL THINGS AT ONCE;by Mika Brzezinski with Daniel Paisner;New this week,MY HORIZONTAL LIFE;by Chelsea Handler;63 weeks on the list,IT'S YOUR TIME;by Joel Osteen;,THE SKINNYGIRL DISH;by Bethenny Frankel with Eve Adamson;,,,,,,,
15,"I, SNIPER;by Stephen Hunter;2 weeks on the list",THE PIANO TEACHER;by Janice Y. K. Lee;8 weeks on the list,,TRUE COMPASS;by Edward M. Kennedy;17 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;55 weeks on the list,THE FIFTH AGREEMENT;by Don Miguel Ruiz and Don Jose Ruiz with Janet Mills;,MONEY 911;by Jean Chatzky;,,,,,,,
