,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE FOUR WINDS;by Kristin Hannah;2 weeks on the list,THE FOUR WINDS;by Kristin Hannah;2 weeks on the list,FIREFLY LANE;by Kristin Hannah;35 weeks on the list,WALK IN MY COMBAT BOOTS;by James Patterson and Matt Eversmann with Chris Mooney;New this week,WALK IN MY COMBAT BOOTS;by James Patterson and Matt Eversmann with Chris Mooney;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;121 weeks on the list,KEEP SHARP;by Sanjay Gupta with Kristin Loberg;6 weeks on the list,LITTLE LEADERS;by Vashti Harrison;55 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;35 weeks on the list,DOG MAN;by Dav Pilkey;181 weeks on the list,CONCRETE ROSE;by Angie Thomas;5 weeks on the list,THE DUKE AND I;by Julia Quinn;,A PROMISED LAND;by Barack Obama;,ATOMIC HABITS;by James Clear;,CAT KID COMIC CLUB;by Dav Pilkey;,THE DUKE AND I;by Julia Quinn;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,FAITHLESS IN DEATH;by J.D. Robb;New this week,FAITHLESS IN DEATH;by J.D. Robb;New this week,THE SONG OF ACHILLES;by Madeline Miller;17 weeks on the list,JUST AS I AM;by Cicely Tyson with Michelle Burford;3 weeks on the list,JUST AS I AM;by Cicely Tyson with Michelle Burford;3 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;128 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;63 weeks on the list",THE ICKABOG;by J.K. Rowling;14 weeks on the list,LITTLE BLUE TRUCK'S VALENTINE;by Alice Schertle. Illustrated by Jill McElmurry;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;622 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;159 weeks on the list,STAR WARS: LIGHT OF THE JEDI;by Charles Soule;,GREENLIGHTS;by Matthew McConaughey;,DARE TO LEAD;by Brené Brown;,"MY HERO ACADEMIA, VOL. 26;by Kohei Horikoshi;",SHADOWS IN DEATH;by J.D. Robb;,A LONG WALK TO WATER;by Linda Sue Park;,THEY BOTH DIE AT THE END;by Adam Silvera;
3,FIREFLY LANE;by Kristin Hannah;4 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;11 weeks on the list,FAIR WARNING;by Michael Connelly;2 weeks on the list,THINK AGAIN;by Adam Grant;2 weeks on the list,A PROMISED LAND;by Barack Obama;13 weeks on the list,THE BODY;by Bill Bryson;3 weeks on the list,ATOMIC HABITS;by James Clear;64 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;28 weeks on the list,LOVE FROM THE CRAYONS;by Drew Daywalt and Oliver Jeffers;11 weeks on the list,HARRY POTTER;by J.K. Rowling;621 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;47 weeks on the list,THE VISCOUNT WHO LOVED ME;by Julia Quinn;,CASTE;by Isabel Wilkerson;,EVIL GENIUSES;by Kurt Andersen;,BABY-SITTERS LITTLE SISTER: KAREN'S WORST DAY;by Ann M. Martin. Illustrated by Katy Farina;,THE INN;by James Patterson with Candice Fox;,BROWN GIRL DREAMING;by Jacqueline Woodson;,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;
4,RECKLESS ROAD;by Christine Feehan;New this week,THE SANATORIUM;by Sarah Pearse;2 weeks on the list,HOME BODY;by Rupi Kaur;13 weeks on the list,A PROMISED LAND;by Barack Obama;13 weeks on the list,THINK AGAIN;by Adam Grant;2 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;44 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;331 weeks on the list,LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;21 weeks on the list,PETE THE CAT: VALENTINE'S DAY IS COOL;by James Dean and Kimberly Dean;17 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;62 weeks on the list,LORE;by Alexandra Bracken;6 weeks on the list,READY PLAYER TWO;by Ernest Cline;,UNTAMED;by Glennon Doyle;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,NEW KID;by Jerry Craft;,AN IRISH WISH;by Nora Roberts;,WISH;by Barbara O'Connor;,THE BOOK THIEF;by Markus Zusak;
5,THE DUKE AND I;by Julia Quinn;7 weeks on the list,THE VANISHING HALF;by Brit Bennett;37 weeks on the list,MILK AND HONEY;by Rupi Kaur;178 weeks on the list,FOUR HUNDRED SOULS;edited by Ibram X. Kendi and Keisha N. Blain;2 weeks on the list,FOUR HUNDRED SOULS;edited by Ibram X. Kendi and Keisha N. Blain;2 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;59 weeks on the list,A RHYTHM OF PRAYER;edited by Sarah Bessey;New this week,GROUND ZERO;by Alan Gratz;2 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;31 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;101 weeks on the list,THE HATE U GIVE;by Angie Thomas;207 weeks on the list,THE GUEST LIST;by Lucy Foley;,JUST AS I AM;by Cicely Tyson with Michelle Burford;,ONE DECISION;by Mike Bayer;,GUTS;by Raina Telgemeier;,THE LOST AND FOUND BOOKSHOP;by Susan Wiggs;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,LONG WAY DOWN;by Jason Reynolds;
6,THE MIDNIGHT LIBRARY;by Matt Haig;11 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;16 weeks on the list,THE DUKE AND I;by Julia Quinn;7 weeks on the list,GREENLIGHTS;by Matthew McConaughey;17 weeks on the list,GREENLIGHTS;by Matthew McConaughey;17 weeks on the list,BORN A CRIME;by Trevor Noah;105 weeks on the list,"THE BODY IS NOT AN APOLOGY, SECOND EDITION;by Sonya Renee Taylor;New this week",WHEN YOU TRAP A TIGER;by Tae Keller;3 weeks on the list,IN MY HEART;by Jo Witek. Illustrated by Christine Roussey;3 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;254 weeks on the list,THE GILDED ONES;by Namina Forna;New this week,THE MIDNIGHT LIBRARY;by Matt Haig;,BECOMING;by Michelle Obama;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",CLASS ACT;by Jerry Craft;,A MINUTE TO MIDNIGHT;by David Baldacci;,OUT OF MY MIND;by Sharon M. Draper;,SIX OF CROWS;by Leigh Bardugo;
7,RAFAEL;by Laurell K. Hamilton;New this week,THE RUSSIAN;by James Patterson and James O. Born;3 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;73 weeks on the list,CASTE;by Isabel Wilkerson;28 weeks on the list,UNMASKED;by Andy Ngo;2 weeks on the list,JUST MERCY;by Bryan Stevenson;241 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;54 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;90 weeks on the list,BRONCO AND FRIENDS: A PARTY TO REMEMBER;by Tim Tebow with A.J. Gregory. Illustrated by Jane Chapman;4 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;109 weeks on the list,STAR WARS: INTO THE DARK;by Claudia Gray;2 weeks on the list,THE VANISHING HALF;by Brit Bennett;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"KNOW YOURSELF, KNOW YOUR MONEY;by Rachel Cruze;","JUJUTSU KAISEN, VOL. 1;by Gege Akutami;",MORAL COMPASS;by Danielle Steel;,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
8,THE SANATORIUM;by Sarah Pearse;2 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;128 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;83 weeks on the list,UNMASKED;by Andy Ngo;2 weeks on the list,CASTE;by Isabel Wilkerson;28 weeks on the list,SAPIENS;by Yuval Noah Harari;131 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;35 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;94 weeks on the list,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;26 weeks on the list,THE BAD GUYS;by Aaron Blabey;112 weeks on the list,THE COUSINS;by Karen M. McManus;11 weeks on the list,AN OFFER FROM A GENTLEMAN;by Julia Quinn;,TALKING TO STRANGERS;by Malcolm Gladwell;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THEY CALLED US ENEMY;by George Takei, Justin Eisinger and Steven Scott. Illustrated by Harmony Becker;",FINALLY YOU;by Debbie Macomber;,GHOST BOYS;by Jewell Parker Rhodes;,DEAR MARTIN;by Nic Stone;
9,THE VISCOUNT WHO LOVED ME;by Julia Quinn;7 weeks on the list,THE PARIS LIBRARY;by Janet Skeslien Charles;New this week,THE DUTCH HOUSE;by Ann Patchett;6 weeks on the list,UNTAMED;by Glennon Doyle;49 weeks on the list,UNTAMED;by Glennon Doyle;49 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;30 weeks on the list,YOU ARE A BADASS;by Jen Sincero;226 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;41 weeks on the list,AMBITIOUS GIRL;by Meena Harris. Illustrated by Marissa Valdez;4 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;60 weeks on the list,THE INHERITANCE GAMES;by Jennifer Lynn Barnes;8 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,GRIT;by Angela Duckworth;,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1;by Koyoharu Gotouge;",PREACHER'S CARNAGE;by William W. Johnstone and J.A. Johnstone;,FISH IN A TREE;by Lynda Mullaly Hunt;,KING OF SCARS;by Leigh Bardugo;
10,THE VANISHING HALF;by Brit Bennett;37 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;22 weeks on the list,THE GIRL FROM THE CHANNEL ISLANDS;by Jenny Lecoat;2 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;25 weeks on the list,BETWEEN TWO KINGDOMS;by Suleika Jaouad;New this week,THE NEW JIM CROW;by Michelle Alexander;221 weeks on the list,FORGIVING WHAT YOU CAN'T FORGET;by Lysa TerKeurst;9 weeks on the list,AMARI AND THE NIGHT BROTHERS;by B.B. Alston;3 weeks on the list,WE ARE WATER PROTECTORS;by Carole Lindstrom. Illustrated by Michaela Goade;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;263 weeks on the list,LEGENDBORN;by Tracy Deonn;5 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;,BORN A CRIME;by Trevor Noah;,OUTLIERS;by Malcolm Gladwell;,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;",BITTER PILL;by Fern Michaels;,BLENDED;by Sharon M. Draper;,ALL THE BRIGHT PLACES;by Jennifer Niven;
