,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE SUMMER HOUSE;by James Patterson and Brendan DuBois;New this week,WHERE THE CRAWDADS SING;by Delia Owens;93 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;58 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;12 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;15 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;4 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;35 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;6 weeks on the list,THE WORLD NEEDS MORE PURPLE PEOPLE;by Kristen Bell and Benjamin Hart. Illustrated by Daniel Wiseman;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;234 weeks on the list,THE HATE U GIVE;by Angie Thomas;172 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,BLUE MOON;by Lee Child;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,THE BOOK THIEF;by Markus Zusak;
2,DADDY'S GIRLS;by Danielle Steel;New this week,CAMINO WINDS;by John Grisham;7 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;48 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;4 weeks on the list,COUNTDOWN 1945;by Chris Wallace with Mitch Weiss;New this week,WHITE FRAGILITY;by Robin DiAngelo;93 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;32 weeks on the list",WONDER;by R.J. Palacio;252 weeks on the list,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;9 weeks on the list,ARTEMIS FOWL;by Eoin Colfer;122 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;12 weeks on the list,CAMINO WINDS;by John Grisham;,BECOMING;by Michelle Obama;,"HUSTLE HARDER, HUSTLE SMARTER;by Curtis ""50 Cent"" Jackson;",NEW KID;by Jerry Craft;,SHADOW FLIGHT;by Christine Feehan;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,ALL THE BRIGHT PLACES;by Jennifer Niven;
3,TOM CLANCY: FIRING POINT;by Mike Maden;New this week,THE VANISHING HALF;by Brit Bennett;2 weeks on the list,NORMAL PEOPLE;by Sally Rooney;17 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;7 weeks on the list,UNTAMED;by Glennon Doyle;14 weeks on the list,STAMPED FROM THE BEGINNING;by Ibram X. Kendi;4 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;10 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;61 weeks on the list,THE DAY YOU BEGIN;by Jacqueline Woodson. Illustrated by Rafael López;14 weeks on the list,HARRY POTTER;by J.K. Rowling;586 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;125 weeks on the list,IF IT BLEEDS;by Stephen King;,TALKING TO STRANGERS;by Malcolm Gladwell;,THE RIDE OF A LIFETIME;by Robert Iger;,BECOMING BRIANNA;by Terri Libenson;,LITTLE FIRES EVERYWHERE;by Celeste Ng;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
4,WHERE THE CRAWDADS SING;by Delia Owens;92 weeks on the list,THE SUMMER HOUSE;by James Patterson and Brendan DuBois;New this week,CIRCE;by Madeline Miller;8 weeks on the list,STAMPED FROM THE BEGINNING;by Ibram X. Kendi;2 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;89 weeks on the list,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?;by Beverly Daniel Tatum;2 weeks on the list,RELATIONSHIP GOALS;by Michael Todd;7 weeks on the list,REFUGEE;by Alan Gratz;98 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;10 weeks on the list,DOG MAN;by Dav Pilkey;146 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;116 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,FORTITUDE;by Dan Crenshaw;,GRIT;by Angela Duckworth;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,EVERY BREATH;by Nicholas Sparks;,A LONG WALK TO WATER;by Linda Sue Park;,TURTLES ALL THE WAY DOWN;by John Green;
5,THE VANISHING HALF;by Brit Bennett;2 weeks on the list,DADDY'S GIRLS;by Danielle Steel;New this week,A MINUTE TO MIDNIGHT;by David Baldacci;New this week,COUNTDOWN 1945;by Chris Wallace with Mitch Weiss;New this week,BECOMING;by Michelle Obama;79 weeks on the list,JUST MERCY;by Bryan Stevenson;209 weeks on the list,ATOMIC HABITS;by James Clear;31 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;18 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;238 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;587 weeks on the list,ON THE COME UP;by Angie Thomas;36 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,THE SPLENDID AND THE VILE;by Erik Larson;,DARE TO LEAD;by Brené Brown;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,THE CHEF;by James Patterson and Max DiLallo;,WISH;by Barbara O'Connor;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
6,CAMINO WINDS;by John Grisham;7 weeks on the list,FAIR WARNING;by Michael Connelly;3 weeks on the list,HUSH;by James Patterson and Candice Fox;2 weeks on the list,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?;by Beverly Daniel Tatum;2 weeks on the list,THE SPLENDID AND THE VILE;by Erik Larson;16 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;7 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;313 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;61 weeks on the list,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;13 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;535 weeks on the list,CHAIN OF GOLD;by Cassandra Clare;15 weeks on the list,THE TERMINAL LIST;by Jack Carr;,EDUCATED;by Tara Westover;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",STRANGE PLANET;by Nathan W. Pyle;,LOST AND FOUND;by Danielle Steel;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,LONG WAY DOWN;by Jason Reynolds;
7,FAIR WARNING;by Michael Connelly;3 weeks on the list,IF IT BLEEDS;by Stephen King;8 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;60 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;4 weeks on the list,OUR TIME IS NOW;by Stacey Abrams;New this week,THE NEW JIM CROW;by Michelle Alexander;190 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;183 weeks on the list,WINGS OF FIRE: LEGENDS: DRAGONSLAYER;by Tui T. Sutherland;14 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;60 weeks on the list,THE BAD GUYS;by Aaron Blabey;82 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;28 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,WHITE FRAGILITY;by Robin DiAngelo;,OUTLIERS;by Malcolm Gladwell;,SISTERS;by Raina Telgemeier;,DEEP HARBOR;by Fern Michaels;,THE WILD ROBOT;by Peter Brown;,THE SUN IS ALSO A STAR;by Nicola Yoon;
8,HIDEAWAY;by Nora Roberts;3 weeks on the list,TOM CLANCY: FIRING POINT;by Mike Maden;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;93 weeks on the list,JUST MERCY;by Bryan Stevenson;33 weeks on the list,EDUCATED;by Tara Westover;121 weeks on the list,WHITE RAGE;by Carol Anderson;3 weeks on the list,MAKE YOUR BED;by William H. McRaven;91 weeks on the list,CLEAN GETAWAY;by Nic Stone;6 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;76 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;226 weeks on the list,THE BETROTHED;by Kiera Cass;6 weeks on the list,BIG SUMMER;by Jennifer Weiner;,BORN A CRIME;by Trevor Noah;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,DRAMA;by Raina Telgemeier;,THE ORACLE;by Clive Cussler and Robin Burcell;,THE MIRACULOUS JOURNEY OF EDWARD TULANE;by Kate DiCamillo. Illustrated by Bagram Ibatoulline;,JUST MERCY;by Bryan Stevenson;
9,THE GUEST LIST;by Lucy Foley;2 weeks on the list,HIDEAWAY;by Nora Roberts;3 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;56 weeks on the list,ME AND WHITE SUPREMACY;by Layla F. Saad;4 weeks on the list,UNITED STATES OF SOCIALISM;by Dinesh D'Souza;2 weeks on the list,BORN A CRIME;by Trevor Noah;70 weeks on the list,THE BUDDHA AND THE BADASS;by Vishen Lakhiani;New this week,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;37 weeks on the list,THE UNDEFEATED;by Kwame Alexander. Illustrated by Kadir Nelson;7 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;39 weeks on the list,CLAP WHEN YOU LAND;by Elizabeth Acevedo;6 weeks on the list,WALK THE WIRE;by David Baldacci;,SAPIENS;by Yuval Noah Harari;,THIS IS NOT A FASHION STORY;by Danielle Bernstein with Emily Siegel;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,BACKLASH;by Brad Thor;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;
10,LITTLE FIRES EVERYWHERE;by Celeste Ng;70 weeks on the list,THE GUEST LIST;by Lucy Foley;2 weeks on the list,THE BLUEST EYE;by Toni Morrison;7 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;2 weeks on the list,ME AND WHITE SUPREMACY;by Layla F. Saad;4 weeks on the list,RAISING WHITE KIDS;by Jennifer Harvey;2 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;18 weeks on the list,ALI CROSS;by James Patterson;26 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;44 weeks on the list,DORK DIARIES;by Rachel Renée Russell;323 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;78 weeks on the list,THE 20TH VICTIM;by James Patterson and Maxine Paetro;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE PRICE OF PEACE;by Zachary D. Carter;,"JACKY HA-HA;by James Patterson and Chris Grabenstein, adapted by Adam Rau and Betty C. Tang;",SINS OF THE FATHERS;by J.A. Jance;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,DEAR MARTIN;by Nic Stone;
