,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,THE GIRL ON THE TRAIN;by Paula Hawkins;85 weeks on the list,TWO BY TWO;by Nicholas Sparks;New this week,THE GIRL ON THE TRAIN;by Paula Hawkins;13 weeks on the list,,,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;4 weeks on the list,BORN TO RUN;by Bruce Springsteen;2 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;52 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;4 weeks on the list,IS THIS THE END?;by David Jeremiah;New this week,THE BEST AMERICAN COMICS 2016;edited by Roz Chast and Bill Kartalopoulos;New this week,GHOSTS;by Raina Telgemeier;4 weeks on the list,"YONA OF THE DAWN, VOL. 2;by Mizuho Kusanagi;New this week",THE HAMMER OF THOR;by Rick Riordan;New this week,THE HAMMER OF THOR;by Rick Riordan;New this week,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;61 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;105 weeks on the list,HARRY POTTER;by J.K. Rowling;394 weeks on the list,PRISONERS IN THE PALACE;by Michaela MacColl;New this week,CHILDREN OF EDEN;by Joey Graceffa;New this week,THE BOOK THIEF;by Markus Zusak;61 weeks on the list,THE PERFECT HORSE;by Elizabeth Letts;,THE UPSIDE OF INEQUALITY;by Edward Conard;,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;,JUST MERCY;by Bryan Stevenson;,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;,GRIT;by Angela Duckworth;,THE PIGEON TUNNEL;by John le Carré;,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,PLAYER'S HANDBOOK;by Wizards RPG Team;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;,LOVE WARRIOR;by Glennon Doyle Melton;,LOVE WARRIOR;by Glennon Doyle Melton;,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,UNINVITED;by Lysa TerKeurst;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;
2,TWO BY TWO;by Nicholas Sparks;New this week,THE TRESPASSER;by Tana French;New this week,A MAN CALLED OVE;by Fredrik Backman;41 weeks on the list,,,BORN TO RUN;by Bruce Springsteen;2 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;4 weeks on the list,THE WITCHES;by Stacy Schiff;3 weeks on the list,BORN TO RUN;by Bruce Springsteen;2 weeks on the list,"THINK BETTER, LIVE BETTER;by Joel Osteen;New this week",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;225 weeks on the list,DRAMA;by Raina Telgemeier;165 weeks on the list,"FOOD WARS!, VOL. 14;by Yuto Tsukuda and Shun Saeki;New this week",ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;New this week,WONDER;by R.J. Palacio;61 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;61 weeks on the list,PETE THE CAT: FIVE LITTLE PUMPKINS;by James Dean;12 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;55 weeks on the list,ILLUMINAE;by Amie Kaufman and Jay Kristoff;New this week,CROOKED KINGDOM;by Leigh Bardugo;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;54 weeks on the list,THE TRAINABLE CAT;by John Bradshaw and Sarah Ellis;,DESIGNING YOUR LIFE;by Bill Burnett and Dave Evans;,BETWEEN BREATHS;by Elizabeth Vargas;,AMERICAN HEIRESS;by Jeffrey Toobin;,SAPIENS;by Yuval Noah Harari;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE SNOWDEN FILES;by Luke Harding;,"ATLAS OBSCURA;by Joshua Foer, Dylan Thuras and Ella Morton;",VERN YIP'S DESIGN WISE;by Vern Yip;,THUG KITCHEN;by the staff of Thug Kitchen;,STRESS RELIEF COLORING BOOK;by the Adult Coloring Book Designs staff;,BETWEEN BREATHS;by Elizabeth Vargas;,YUGE!;by G. B. Trudeau;,UNINVITED;by Lysa TerKeurst;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,HILLBILLY ELEGY;by J.D. Vance;,JUST MERCY;by Bryan Stevenson;,PRESENT OVER PERFECT;by Shauna Niequist;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,SHOE DOG;by Phil Knight;,"ATLAS OBSCURA;by Joshua Foer, Dylan Thuras and Ella Morton;"
3,MISSING;by James Patterson and Kathryn Fox;New this week,COMMONWEALTH;by Ann Patchett;4 weeks on the list,MISSING;by James Patterson and Kathryn Fox;New this week,,,HILLBILLY ELEGY;by J.D. Vance;11 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;11 weeks on the list,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;8 weeks on the list,GUILTY AS SIN;by Edward Klein;New this week,DESIGNING YOUR LIFE;by Bill Burnett and Dave Evans;3 weeks on the list,"ANGEL CATBIRD, VOL. 1;by Margaret Atwood and Johnnie Christmas;5 weeks on the list",SMILE;by Raina Telgemeier;226 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;66 weeks on the list",THE SWORD OF SUMMER;by Rick Riordan;45 weeks on the list,DOG MAN;by Dav Pilkey;6 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;61 weeks on the list,PETE THE CAT AND THE MISSING CUPCAKES;by Kimberly Dean and James Dean;New this week,THE MAZE RUNNER;by James Dashner;179 weeks on the list,UNTIL FRIDAY NIGHT;by Abbi Glines;5 weeks on the list,THE WAY THINGS WORK NOW;by David Macaulay with Neil Ardley;New this week,A MONSTER CALLS;by Patrick Ness. Illustrated by Jim Kay;9 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,GRIT;by Angela Duckworth;,IN SUCH GOOD COMPANY;by Carol Burnett;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,THE KINGDOM OF SPEECH;by Tom Wolfe;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",AVENUE OF SPIES;by Alex Kershaw;,INTO THE WILD;by Jon Krakauer;,BEAUTIFUL;written by Mark D. Sikes. Photographs by Amy Neunsinger;,OH SHE GLOWS EVERY DAY;by Angela Liddon;,MONSTER MANUAL;by Wizards RPG Team;,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;,IN SUCH GOOD COMPANY;by Carol Burnett;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,"CARRY ON, WARRIOR;by Glennon Doyle Melton;",YUGE!;by G. B. Trudeau;,THE NEW JIM CROW;by Michelle Alexander;,"CARRY ON, WARRIOR;by Glennon Doyle Melton;",SAPIENS;by Yuval Noah Harari;,RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;,BEST. STATE. EVER;by Dave Barry;
4,THE TRESPASSER;by Tana French;New this week,WOMAN OF GOD;by James Patterson and Maxine Paetro;2 weeks on the list,MILK AND HONEY;by Rupi Kaur;26 weeks on the list,,,LOVE WARRIOR;by Glennon Doyle Melton;5 weeks on the list,LOVE WARRIOR;by Glennon Doyle Melton;5 weeks on the list,YOU CAN'T TOUCH MY HAIR;by Phoebe Robinson;New this week,HILLBILLY ELEGY;by J.D. Vance;11 weeks on the list,FOOD FREEDOM FOREVER;by Melissa Hartwig;New this week,FIGHT CLUB 2;by Chuck Palahniuk and Cameron Stewart;15 weeks on the list,"THE WALKING DEAD, VOL. 26;by Robert Kirkman and Charlie Adlard;3 weeks on the list","ASSASSINATION CLASSROOM, VOL. 12;by Yusei Matsui;New this week",THE HIDDEN ORACLE;by Rick Riordan;23 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;11 weeks on the list,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;17 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;5 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;395 weeks on the list,CROOKED KINGDOM;by Leigh Bardugo;2 weeks on the list,THREE DARK CROWNS;by Kendare Blake;3 weeks on the list,RED QUEEN;by Victoria Aveyard;18 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,"HUSTLE;by Neil Patel, Patrick Vlaskovits and Jonas Koffler;",GOOD VIBRATIONS;by Mike Love;,THE SNOWDEN FILES;by Luke Harding;,SPQR;by Mary Beard;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,RED NOTICE;by Bill Browder;,THE 37TH PARALLEL;by Ben Mezrich;,"SHOPPING, SEDUCTION AND MR. SELFRIDGE;by Lindy Woodhead;","EAT FAT, GET THIN;by Mark Hyman;",HARRY POTTER COLORING BOOK;by various illustrators;,BEING MORTAL;by Atul Gawande;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,DARING GREATLY;by Brené Brown;,THE GLASS CASTLE;by Jeannette Walls;,SCORCHED EARTH;by Michael Savage;,HIDDEN FIGURES;by Margot Lee Shetterly;,THE BOOK OF MYSTERIES;by Jonathan Cahn;,BEING MORTAL;by Atul Gawande;,BELIEVING IN MAGIC;by Cookie Johnson with Denene Millner;,HOW TO READ WATER;by Tristan Gooley;
5,HOME;by Harlan Coben;3 weeks on the list,HOME;by Harlan Coben;3 weeks on the list,THE LIGHT BETWEEN OCEANS;by M. L. Stedman;70 weeks on the list,,,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;8 weeks on the list,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;8 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;124 weeks on the list,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;8 weeks on the list,DEEP RUN ROOTS;by Vivian Howard;New this week,MOONCOP;by Tom Gauld;3 weeks on the list,"BLACK PANTHER: A NATION UNDER OUR FEET, BOOK 1;by Ta-Nehisi Coates and Brian Stelfreeze;4 weeks on the list","BLACK CLOVER, VOL. 3;by Yuki Tabata;New this week","FORTUNATELY, THE MILK;by Neil Gaiman. Illustrated by Skottie Young;4 weeks on the list",THE SWORD OF SUMMER;by Rick Riordan;40 weeks on the list,THE BFG;by Roald Dahl. Illustrated by Quentin Blake;18 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;172 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;19 weeks on the list,CRADLE AND ALL;by James Patterson;3 weeks on the list,REPLICA;by Lauren Oliver;New this week,WE ALL LOOKED UP;by Tommy Wallach;6 weeks on the list,DOG MEDICINE;by Julie Barton;,SHOE DOG;by Phil Knight;,IT'S NOT OKAY;by Andi Dorfman;,BLOOD IN THE WATER;by Heather Ann Thompson;,M TRAIN;by Patti Smith;,WEAPONS OF MATH DESTRUCTION;by Cathy O'Neil;,100 DEADLY SKILLS;by Clint Emerson;,DEAD WAKE;by Erik Larson;,PEACOCK AND VINE;by A. S. Byatt;,THE SEASONED LIFE;by Ayesha Curry;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;","EAT FAT, GET THIN;by Mark Hyman;",I'M JUDGING YOU;by Luvvie Ajayi;,IT'S NOT OKAY;by Andi Dorfman;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,UNHOLY ALLIANCE;by Jay Sekulow;,HIDDEN FIGURES;by Margot Lee Shetterly;,UNBROKEN;by Laura Hillenbrand;,THE WRIGHT BROTHERS;by David McCullough;
6,A MAN CALLED OVE;by Fredrik Backman;20 weeks on the list,TODAY WILL BE DIFFERENT;by Maria Semple;New this week,"IN A DARK, DARK WOOD;by Ruth Ware;20 weeks on the list",,,GUILTY AS SIN;by Edward Klein;New this week,HERO OF THE EMPIRE;by Candice Millard;3 weeks on the list,WHY NOT ME?;by Mindy Kaling;New this week,LOVE WARRIOR;by Glennon Doyle Melton;5 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;174 weeks on the list,HILO BOOK 1: THE BOY WHO CRASHED TO EARTH;by Judd Winick;22 weeks on the list,SISTERS;by Raina Telgemeier;103 weeks on the list,"THE DEMON PRINCE OF MOMOCHI HOUSE, VOL. 6;by Aya Shouoto;New this week",,SOME WRITER!;by Melissa Sweet;New this week,CIRCUS MIRANDUS;by Cassie Beasley. Illustrated by Diana Sudyka;4 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;138 weeks on the list,OLD KINGDOM;by Garth Nix;2 weeks on the list,,HOLDING UP THE UNIVERSE;by Jennifer Niven;New this week,NERVE;by Jeanne Ryan;13 weeks on the list,NO BETTER FRIEND;by Robert Weintraub;,OUTLIERS;by Malcolm Gladwell;,AMERICAN HEIRESS;by Jeffrey Toobin;,WRITING MY WRONGS;by Shaka Senghor;,TRIBE;by Sebastian Junger;,NEUROTRIBES;by Steve Silberman;,THE BILLION DOLLAR SPY;by David E. Hoffman;,THE WRIGHT BROTHERS;by David McCullough;,THE RESIDENCE;by Kate Andersen Brower;,CRAVINGS;by Chrissy Teigen with Adeena Sussman;,ZENDOODLE COLORING: UPLIFTING INSPIRATIONS;illustrated by Justine Lustig;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,BASED ON A TRUE STORY;by Norm Macdonald;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,ARMAGEDDON;by Dick Morris and Eileen McGann;,MARCH: BOOK TWO;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,NO GOD BUT ONE - ALLAH OR JESUS?;by Nabeel Qureshi;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,HEAD BALL COACH;by Steve Spurrier with Buddy Martin;,BARBARIAN DAYS;by William Finnegan;
7,TWELVE DAYS OF CHRISTMAS;by Debbie Macomber;New this week,TWELVE DAYS OF CHRISTMAS;by Debbie Macomber;New this week,THE LAST MILE;by David Baldacci;4 weeks on the list,,,HERO OF THE EMPIRE;by Candice Millard;3 weeks on the list,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;4 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;131 weeks on the list,WAITING TO BE HEARD;by Amanda Knox;7 weeks on the list,YOU ARE A BADASS;by Jen Sincero;39 weeks on the list,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;21 weeks on the list,ROLLER GIRL;by Victoria Jamieson;33 weeks on the list,"BERSERK, VOL. 1;by Kentaro Miura;2 weeks on the list",,THE HIDDEN ORACLE;by Rick Riordan;23 weeks on the list,SERAFINA AND THE BLACK CLOAK;by Robert Beatty;13 weeks on the list,RIVER ROSE AND THE MAGICAL LULLABY;by Kelly Clarkson. Illustrated by Laura Hughes;New this week,THRONE OF GLASS;by Sarah J. Maas;11 weeks on the list,,THE THOUSANDTH FLOOR;by Katharine McGee;5 weeks on the list,FIVE NIGHTS AT FREDDY'S: THE SILVER EYES;by Scott Cawthon and Kira Breed-Wrisley;2 weeks on the list,THE SOUND OF A WILD SNAIL EATING;by Elisabeth Tova Bailey;,TOGETHER IS BETTER;by Simon Sinek;,BASED ON A TRUE STORY;by Norm Macdonald;,FORENSICS;by Val McDermid;,PUSSY;by Regena Thomashauer;,SUBSTITUTE;by Nicholson Baker;,THE DEVIL'S CHESSBOARD;by David Talbot;,BARBARIAN DAYS;by William Finnegan;,NOW I SIT ME DOWN;by Witold Rybczynski;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,LOST OCEAN;illustrated by Johanna Basford;,HOW NOT TO DIE;by Michael Greger with Gene Stone;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,"CARRY ON, WARRIOR;by Glennon Doyle Melton;",THE EXPECTANT FATHER;by Armin A. Brott and Jennifer Ash;,THE UPSIDE OF INEQUALITY;by Edward Conard;,MARCH: BOOK THREE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,INNER ENGINEERING;by Sadhguru;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BARBARIAN DAYS;by William Finnegan;,THE OREGON TRAIL;by Rinker Buck;
8,COMMONWEALTH;by Ann Patchett;4 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;12 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;25 weeks on the list,,,ALEXANDER HAMILTON;by Ron Chernow;41 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;39 weeks on the list,JUST MERCY;by Bryan Stevenson;48 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;39 weeks on the list,UNINVITED;by Lysa TerKeurst;9 weeks on the list,HILO BOOK 2: SAVING THE WHOLE WIDE WORLD;by Judd Winick;17 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;66 weeks on the list,"TWIN STAR EXORCISTS, VOL. 6;by Yoshiaki Sukeno;New this week",,PAX;Sara Pennypacker. Illustrated by Jon Klassen;33 weeks on the list,THE WAR THAT SAVED MY LIFE;by Kimberly Brubaker Bradley;10 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;55 weeks on the list,GIVER QUARTET;by Lois Lowry;134 weeks on the list,,SIX OF CROWS;by Leigh Bardugo;43 weeks on the list,THE CABIN;by Natasha Preston;4 weeks on the list,VOICES IN THE OCEAN;by Susan Casey;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",M TRAIN;by Patti Smith;,DREAMLAND;by Sam Quinones;,THE SIX;by Laura Thompson;,THE GIFT OF FAILURE;by Jessica Lahey;,PLAYING TO THE EDGE;by Michael V. Hayden;,THE OREGON TRAIL;by Rinker Buck;,A FIELD GUIDE TO REDHEADS;written and illustrated by Elizabeth Graeber;,A PERFECT SCORE;by Kathryn Hall and Craig Hall;,HARRY POTTER MAGICAL PLACES AND CHARACTERS COLORING BOOK;by various illustrators;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,BOSSYPANTS;by Tina Fey;,TRIBE;by Sebastian Junger;,ON BECOMING BABYWISE;by Gary Ezzo and Robert Buckram;,CRISIS OF CHARACTER;by Gary J. Byrne with Grant M. Schmidt;,THE OTHER WES MOORE;by Wes Moore;,THE 37TH PARALLEL;by Ben Mezrich;,THE POWER OF HABIT;by Charles Duhigg;,WRITINGS ON THE WALL;by Kareem Abdul-Jabbar and Raymond Obstfeld;,WILD;by Cheryl Strayed;
9,TODAY WILL BE DIFFERENT;by Maria Semple;New this week,THE UNDERGROUND RAILROAD;by Colson Whitehead;10 weeks on the list,INFERNO;by Dan Brown;10 weeks on the list,,,WHEN BREATH BECOMES AIR;by Paul Kalanithi;39 weeks on the list,WHEN NOBODY WAS WATCHING;by Carli Lloyd with Wayne Coffey;2 weeks on the list,ACCIDENTAL SAINTS;by Nadia Bolz-Weber;New this week,DISRUPTED;by Dan Lyons;3 weeks on the list,THE UNIVERSE HAS YOUR BACK;by Gabrielle Bernstein;2 weeks on the list,"JUSTICE LEAGUE, VOL. 8;by Geoff Johns and Jason Fabok;2 weeks on the list",THE BABY-SITTERS CLUB GRAPHIX: CLAUDIA AND MEAN JANINE;by Ann M. Martin and Raina Telgemeier;20 weeks on the list,"TOKYO GHOUL, VOL. 8;by Sui Ishida;8 weeks on the list",,WHEN THE SEA TURNED TO SILVER;by Grace Lin;New this week,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;57 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;76 weeks on the list",I SURVIVED;by Lauren Tarshis;24 weeks on the list,,ALL AMERICAN BOYS;by Jason Reynolds and Brendan Kiely;New this week,ALL THE BRIGHT PLACES;by Jennifer Niven;New this week,THE HIDDEN LIVES OF OWLS;by Leigh Calvez;,A PERFECT SCORE;by Kathryn Hall and Craig Hall;,BOSSYPANTS;by Tina Fey;,SISTERS IN LAW;by Linda Hirshman;,MY LIFE ON THE ROAD;by Gloria Steinem;,THE MAGIC OF MATH;by Arthur Benjamin;,THE INFILTRATOR;by Robert Mazur;,WILD;by Cheryl Strayed;,EMPIRE OF COTTON;by Sven Beckert;,RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;,GUINNESS WORLD RECORDS GAMER'S EDITION 2017;by Guinness World Records with contributions by Ali-A;,MEDICAL MEDIUM;by Anthony William;,SICK IN THE HEAD;by Judd Apatow;,PUSSY;by Regena Thomashauer;,THE SEVEN PRINCIPLES FOR MAKING MARRIAGE WORK;by John Gottman and Nan Silver;,JUST MERCY;by Bryan Stevenson;,CITIZEN;by Claudia Rankine;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,QUIET;by Susan Cain;,THE QUEEN OF KATWE;by Tim Crothers;,PANCAKES IN PARIS;by Craig Carlson;
10,INFERNO;by Dan Brown;31 weeks on the list,WINTER STORMS;by Elin Hilderbrand;New this week,AFTER YOU;by Jojo Moyes;12 weeks on the list,,,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;2 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;65 weeks on the list,SPQR;by Mary Beard;5 weeks on the list,BETWEEN BREATHS;by Elizabeth Vargas;4 weeks on the list,ALTON BROWN:  EVERYDAYCOOK;by Alton Brown;2 weeks on the list,"HOW TO TALK TO GIRLS AT PARTIES;by Neil Gaiman, Fábio Moon and Gabriel Bá;12 weeks on the list","AMULET, VOL. 7;by Kazu Kibuishi;15 weeks on the list","ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;57 weeks on the list",,HOME SWEET MOTEL;by Chris Grabenstein. Illustrated by Brooke Allen;New this week,WHERE THE MOUNTAIN MEETS THE MOON;by Grace Lin;New this week,THE THANK YOU BOOK;by Mo Willems;23 weeks on the list,SEEDS OF AMERICA;by Laurie Halse Anderson;New this week,,A TORCH AGAINST THE NIGHT;by Sabaa Tahir;6 weeks on the list,THE CELLAR;by Natasha Preston;15 weeks on the list,SAD ANIMAL FACTS;written and illustrated by Brooke Barker;,THE POWER OF HABIT;by Charles Duhigg;,SICK IN THE HEAD;by Judd Apatow;,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;,TV (THE BOOK);by Alan Sepinwall and Matt Zoller Seitz;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,ISAAC'S STORM;by Erik Larson;,A (BRIEF) HISTORY OF VICE;by Robert Evans;,THE FOOD LAB;by J. Kenji Lopez-Alt;,MINECRAFT: CONSTRUCTION HANDBOOK;by Matthew Needler;,INNER ENGINEERING;by Sadhguru;,IT GETS WORSE;by Shane Dawson;,CITIZEN;by Claudia Rankine;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,THE NEW JIM CROW;by Michelle Alexander;,WRITINGS ON THE WALL;by Kareem Abdul-Jabbar and Raymond Obstfeld;,THE UNTETHERED SOUL;by Michael A. Singer;,HOW TO READ WATER;by Tristan Gooley;,FIND A WAY;by Diana Nyad;,WHEN IN FRENCH;by Lauren Collins;
