,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;5 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;5 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;11 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;22 weeks on the list,CALYPSO;by David Sedaris;6 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;8 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;13 weeks on the list",WONDER;by R.J. Palacio;152 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;16 weeks on the list,HARRY POTTER;by J.K. Rowling;485 weeks on the list,THE HATE U GIVE;by Angie Thomas;71 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,KITCHEN CONFIDENTIAL;by Anthony Bourdain;,BAD BLOOD;by John Carreyrou;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,SHOE DOG;by Phil Knight;
2,SPYMASTER;by Brad Thor;New this week,SPYMASTER;by Brad Thor;New this week,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;5 weeks on the list,CALYPSO;by David Sedaris;6 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;9 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;40 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;11 weeks on the list,POPULARMMOS PRESENTS A HOLE NEW WORLD;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;3 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;228 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;486 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;18 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,CALYPSO;by David Sedaris;,PRINCIPLES;by Ray Dalio;,SAPIENS;by Yuval Noah Harari;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
3,THE PERFECT COUPLE;by Elin Hilderbrand;3 weeks on the list,THE PERFECT COUPLE;by Elin Hilderbrand;3 weeks on the list,LESS;by Andrew Sean Greer;7 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;6 weeks on the list,EDUCATED;by Tara Westover;20 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;14 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;82 weeks on the list,REFUGEE;by Alan Gratz;20 weeks on the list,AN ELEPHANT AND PIGGIE BIGGIE!;by Mo Willems;11 weeks on the list,DOG MAN;by Dav Pilkey;45 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;39 weeks on the list,THE OUTSIDER;by Stephen King;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,OUTLIERS;by Malcolm Gladwell;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,BELIEVE IT;by Nick Foles with Joshua Cooley;
4,ALL WE EVER WANTED;by Emily Giffin;2 weeks on the list,THE OUTSIDER;by Stephen King;7 weeks on the list,SHARP OBJECTS;by Gillian Flynn;45 weeks on the list,EDUCATED;by Tara Westover;20 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;8 weeks on the list,SAPIENS;by Yuval Noah Harari;8 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;19 weeks on the list,THE WILD ROBOT;by Peter Brown;34 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;235 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;54 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;51 weeks on the list,THE SINGULARITY TRAP;by Dennis E. Taylor;,MAPS OF MEANING;by Jordan B. Peterson;,THE POWER OF HABIT;by Charles Duhigg;,THE POWER OF HABIT;by Charles Duhigg;,THE BOYS IN THE BOAT;by Daniel James Brown;
5,THE ROOSTER BAR;by John Grisham;17 weeks on the list,ALL WE EVER WANTED;by Emily Giffin;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;71 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;9 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;61 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;10 weeks on the list,YOU ARE A BADASS;by Jen Sincero;130 weeks on the list,"HELLO, UNIVERSE;by Erin Entrada Kelly;21 weeks on the list",THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;141 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;126 weeks on the list,LONG WAY DOWN;by Jason Reynolds;17 weeks on the list,BRIEF CASES;by Jim Butcher;,BORN A CRIME;by Trevor Noah;,SHOE DOG;by Phil Knight;,"FIRST, WE MAKE THE BEAST BEAUTIFUL;by Sarah Wilson;",I'M KEITH HERNANDEZ;by Keith Hernandez;
6,SHARP OBJECTS;by Gillian Flynn;6 weeks on the list,THERE THERE;by Tommy Orange;5 weeks on the list,THE ROOSTER BAR;by John Grisham;3 weeks on the list,BAD BLOOD;by John Carreyrou;7 weeks on the list,THE PLOT TO DESTROY DEMOCRACY;by Malcolm Nance;2 weeks on the list,BRAIN ON FIRE;by Susannah Cahalan;50 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;250 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;14 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;18 weeks on the list,DORK DIARIES;by Rachel Renée Russell;259 weeks on the list,THE HAZEL WOOD;by Melissa Albert;23 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;,EDUCATED;by Tara Westover;,MEASURE WHAT MATTERS;by John Doerr;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,MEN IN BLAZERS PRESENT ENCYCLOPEDIA BLAZERTANNICA;by Roger Bennett and Michael Davies;
7,THE OUTSIDER;by Stephen King;7 weeks on the list,THE DEATH OF MRS. WESTAWAY;by Ruth Ware;6 weeks on the list,MILK AND HONEY;by Rupi Kaur;117 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;55 weeks on the list,BAD BLOOD;by John Carreyrou;5 weeks on the list,OUTLIERS;by Malcolm Gladwell;260 weeks on the list,THE PLANT PARADOX COOKBOOK;by Steven R. Gundry;7 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;33 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;9 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;31 weeks on the list,LEGENDARY;by Stephanie Garber;6 weeks on the list,YEAR ONE;by Nora Roberts;,THE POWER OF HABIT;by Charles Duhigg;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",LEONARDO DA VINCI;by Walter Isaacson;,BARBARIAN DAYS;by William Finnegan;
8,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;5 weeks on the list,WHEN LIFE GIVES YOU LULULEMONS;by Lauren Weisberger;5 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;57 weeks on the list,SAPIENS;by Yuval Noah Harari;29 weeks on the list,BARRACOON;by Zora Neale Hurston;9 weeks on the list,JUST MERCY;by Bryan Stevenson;111 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;12 weeks on the list,ENDLING: THE LAST;by Katherine Applegate. Illustrated by Max Kostenko;10 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;42 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;10 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;11 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,BAD BLOOD;by John Carreyrou;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,BEING MORTAL;by Atul Gawande;,BASKETBALL (AND OTHER THINGS);by Shea Serrano. Illustrated by Arturo Torres;
9,LESS;by Andrew Sean Greer;4 weeks on the list,THE FALLEN;by David Baldacci;12 weeks on the list,THE GIRL WHO TAKES AN EYE FOR AN EYE;by David Lagercrantz;2 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;8 weeks on the list,LINCOLN'S LAST TRIAL;by Dan Abrams and David Fisher;5 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;428 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;16 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;37 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;133 weeks on the list",I SURVIVED;by Lauren Tarshis;44 weeks on the list,THE FATES DIVIDE;by Veronica Roth;9 weeks on the list,SHELTER IN PLACE;by Nora Roberts;,I'LL BE GONE IN THE DARK;by Michelle McNamara;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE RISE AND FALL OF THE DINOSAURS;by Steve Brusatte;,SHAKEN;by Tim Tebow;
10,CRAZY RICH ASIANS;by Kevin Kwan;4 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;42 weeks on the list,INTO THE WATER;by Paula Hawkins;10 weeks on the list,BARRACOON;by Zora Neale Hurston;5 weeks on the list,THE SUN DOES SHINE;by Anthony Ray Hinton with Lara Love Hardin;5 weeks on the list,BEING MORTAL;by Atul Gawande;44 weeks on the list,"FIRST, WE MAKE THE BEAST BEAUTIFUL;by Sarah Wilson;2 weeks on the list",ARU SHAH AND THE END OF TIME;by Roshani Chokshi;14 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;53 weeks on the list,FIVE NIGHTS AT FREDDY'S;by Scott Cawthon and Kira Breed-Wrisley;2 weeks on the list,ASH PRINCESS;by Laura Sebastian;8 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,THINGS THAT MATTER;by Charles Krauthammer;,RADICAL CANDOR;by Kim Scott;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THINGS THAT MAKE WHITE PEOPLE UNCOMFORTABLE;by Michael Bennett and Dave Zirin;
