,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Business,Food and Diet,Politics and American History,Science,Sports and Fitness
1,PRIVATE L.A.;by James Patterson and Mark Sullivan;New this week,PRIVATE L.A.;by James Patterson and Mark Sullivan;New this week,COCKROACHES;by Jo Nesbo;New this week,,,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;6 weeks on the list,DUTY;by Robert M. Gates;5 weeks on the list,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;9 weeks on the list,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;6 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;45 weeks on the list,"LOCKE & KEY, VOL. 6;by Joe Hill and Gabriel Rodriguez;2 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;119 weeks on the list","BLEACH, VOL. 59;by Tite Kubo;2 weeks on the list",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;34 weeks on the list,DIVERGENT;by Veronica Roth;17 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,LEAN IN;by Sheryl Sandberg with Nell Scovell;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;,DAVID AND GOLIATH;by Malcolm Gladwell;,SLOW GETTING UP;by Nate Jackson;
2,KILLER;by Jonathan Kellerman;New this week,THE GOLDFINCH;by Donna Tartt;17 weeks on the list,WINTER'S TALE;by Mark Helprin;4 weeks on the list,,,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;13 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;17 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;96 weeks on the list,TWELVE YEARS A SLAVE;by Solomon Northup;19 weeks on the list,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;21 weeks on the list,"FABLES: THE DELUXE EDITION, BOOK EIGHT;by Bill Willingham and Mark Buckingham;New this week","THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;54 weeks on the list","NARUTO, VOL. 64;by Masashi Kishimoto;6 weeks on the list",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,"I'D KNOW YOU ANYWHERE, MY LOVE;by Nancy Tillman;7 weeks on the list",VAMPIRE ACADEMY;by Richelle Mead;50 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,THE WOLF OF WALL STREET;by Jordan Belfort;,SUPER SHRED;by Ian K. Smith;,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;,QUIET;by Susan Cain;,BECOMING A SUPPLE LEOPARD;by Kelly Starrett and Glen Cordoza;
3,THE GOLDFINCH;by Donna Tartt;17 weeks on the list,KILLER;by Jonathan Kellerman;New this week,ORPHAN TRAIN;by Christina Baker Kline;26 weeks on the list,,,DUTY;by Robert M. Gates;5 weeks on the list,DAVID AND GOLIATH;by Malcolm Gladwell;20 weeks on the list,WILD;by Cheryl Strayed;47 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;43 weeks on the list,THE BODY BOOK;by Cameron Diaz with Sandra Bark;6 weeks on the list,"AVATAR, THE LAST AIRBENDER: THE SEARCH;by Gene Luen Yang and others;2 weeks on the list",MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;25 weeks on the list,"TORADORA!, VOL. 6;by Yuyuko Takemiya and Zekkyo;New this week",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,LOCOMOTIVE;by Brian Floca;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;265 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,OUTLIERS;by Malcolm Gladwell;,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;,TWELVE YEARS A SLAVE;by Solomon Northup;,A SHORT GUIDE TO A LONG LIFE;by David B. Agus with Kristin Loberg;,ELEVEN RINGS;by Phil Jackson and Hugh Delehanty;
4,THE INVENTION OF WINGS;by Sue Monk Kidd;6 weeks on the list,THE INVENTION OF WINGS;by Sue Monk Kidd;6 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;101 weeks on the list,,,TWELVE YEARS A SLAVE;by Solomon Northup;10 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;21 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;69 weeks on the list,DRINKING AND DATING;by Brandi Glanville with Leslie Bruce;New this week,THE BANK ON YOURSELF REVOLUTION;by Pamela Yellen;New this week,THE PLANETARY OMNIBUS;by Warren Ellis and John Cassaday;3 weeks on the list,APHRODITE: GODDESS OF LOVE;by George O'Connor;4 weeks on the list,"ATTACK ON TITAN, VOL. 11;by Hajime Isayama;3 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,JOURNEY;by Aaron Becker;14 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;182 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THE DANIEL PLAN;by Rick Warren, Daniel Amen, Mark Hyman and others;",DUTY;by Robert M. Gates;,THE SIXTH EXTINCTION;by Elizabeth Kolbert;,ORR;by Bobby Orr;
5,SYCAMORE ROW;by John Grisham;17 weeks on the list,STILL LIFE WITH BREAD CRUMBS;by Anna Quindlen;3 weeks on the list,THE TRAITOR'S WIFE;by Allison Pataki;New this week,,,KILLING JESUS;by Bill O'Reilly and Martin Dugard;21 weeks on the list,THE SIXTH EXTINCTION;by Elizabeth Kolbert;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;170 weeks on the list,BONHOEFFER;by Eric Metaxas;5 weeks on the list,SUPER SHRED;by Ian K. Smith;7 weeks on the list,"BATMAN, VOL. 3;by Scott Snyder and Greg Capullo;15 weeks on the list","THE WALKING DEAD, VOL. 19;by Robert Kirkman and Charlie Adlard;9 weeks on the list","BLACK BUTLER, VOL. 16;by Yana Toboso;4 weeks on the list",THE ICKABOG;by J.K. Rowling;26 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;124 weeks on the list",THE MORTAL INSTRUMENTS;by Cassandra Clare;127 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,THE DOCTOR'S DIET;by Travis Stork;,UNBROKEN;by Laura Hillenbrand;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",WHERE NOBODY KNOWS YOUR NAME;by John Feinstein;
6,COCKROACHES;by Jo Nesbo;New this week,ONE MORE THING;by B. J. Novak;2 weeks on the list,LIFE AFTER LIFE;by Kate Atkinson;6 weeks on the list,,,THE SIXTH EXTINCTION;by Elizabeth Kolbert;New this week,HRC;by Jonathan Allen and Amie Parnes;New this week,THE WOLF OF WALL STREET;by Jordan Belfort;10 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;21 weeks on the list,FOUR BLOOD MOONS;by John Hagee;4 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;104 weeks on the list",SMILE;by Raina Telgemeier;92 weeks on the list,"SOUL EATER, VOL. 18;by Atsushi Ohkubo;3 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,WHAT DOES THE FOX SAY?;by Ylvis. Illustrated by Svein Nyhus;10 weeks on the list,THE MAZE RUNNER;by James Dashner;71 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,JIM CRAMER'S GET RICH CAREFULLY;by James J. Cramer;,WHEAT BELLY;by William Davis;,THINGS THAT MATTER;by Charles Krauthammer;,THE POWER OF HABIT;by Charles Duhigg;,WOODEN;by Seth Davis;
7,ORPHAN TRAIN;by Christina Baker Kline;4 weeks on the list,SYCAMORE ROW;by John Grisham;17 weeks on the list,DARK PLACES;by Gillian Flynn;32 weeks on the list,,,THINGS THAT MATTER;by Charles Krauthammer;17 weeks on the list,LEAN IN;by Sheryl Sandberg with Nell Scovell;47 weeks on the list,OUTLIERS;by Malcolm Gladwell;141 weeks on the list,THE SIXTH EXTINCTION;by Elizabeth Kolbert;New this week,WHEAT BELLY;by William Davis;39 weeks on the list,THE JOKER: DEATH OF THE FAMILY;by Scott Snyder and various;16 weeks on the list,OLYMPIANS: POSEIDON;by George O'Connor;5 weeks on the list,"DURARARA: SAIKA ARC, VOL. 3;by Ryohgo Narita and Akiyo Satorigi;3 weeks on the list",REFUGEE;by Alan Gratz;129 weeks on the list,PRESS HERE;by Hervé Tullet;128 weeks on the list,LUNAR CHRONICLES;by Marissa Meyer;2 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,TRIPLE PACKAGE;by Amy Chua and Jed Rubenfeld;,THE VIRGIN DIET COOKBOOK;by J. J. Virgin;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,THE FUTURE OF THE MIND;by Michio Kaku;,THE KID;by Ben Bradlee Jr.;
8,THE HUSBAND'S SECRET;by Liane Moriarty;26 weeks on the list,THE COUNTERFEIT AGENT;by Alex Berenson;New this week,A WEEK IN WINTER;by Maeve Binchy;6 weeks on the list,,,DAVID AND GOLIATH;by Malcolm Gladwell;20 weeks on the list,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;15 weeks on the list,QUIET;by Susan Cain;55 weeks on the list,UNBROKEN;by Laura Hillenbrand;159 weeks on the list,THE DOCTOR'S DIET;by Travis Stork;6 weeks on the list,"SNOWPIERCER, VOL. 1;by Jacques Lob and Jean-Marc Rochette;3 weeks on the list",BLUE IS THE WARMEST COLOR;by Julie Maroh;16 weeks on the list,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;36 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,MR. WUFFLES!;by David Wiesner;8 weeks on the list,HEROES OF OLYMPUS;by Rick Riordan;61 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,DECIDE;by Steve McClatchy;,WHEAT BELLY 30-MINUTE (OR LESS!) COOKBOOK;by William Davis;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,MY AGE OF ANXIETY;by Scott Stossel;,MANNING;by Peyton Manning and Archie Manning with John Underwood;
9,STILL LIFE WITH BREAD CRUMBS;by Anna Quindlen;3 weeks on the list,GONE GIRL;by Gillian Flynn;76 weeks on the list,FIFTY SHADES DARKER;by E. L. James;92 weeks on the list,,,WILD;by Cheryl Strayed;64 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;19 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;55 weeks on the list,ALWAYS ON SUNDAY;by Michael Harris;2 weeks on the list,"THE DANIEL PLAN;by Rick Warren, Daniel Amen, Mark Hyman and others;11 weeks on the list",ANT COLONY;by Michael DeForge;2 weeks on the list,"OLYMPIANS: HADES, LORD OF THE DEAD;by George O'Connor;2 weeks on the list","KAMISAMA KISS, VOL. 14;by Julietta Suzuki;2 weeks on the list",GROUND ZERO;by Alan Gratz;10 weeks on the list,"STEAM TRAIN, DREAM TRAIN;by Sherri Duskey Rinker and Tom Lichtenheld;39 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;328 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,DECODED COMPANY;by Leerom Segal and others;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,THE BULLY PULPIT;by Doris Kearns Goodwin;,THE SECOND MACHINE AGE;by Erik Brynjolfsson and Andrew McAfee;,BORN TO RUN;by Christopher McDougall;
10,WINTER'S TALE;by Mark Helprin;2 weeks on the list,THE FIRST PHONE CALL FROM HEAVEN;by Mitch Albom;14 weeks on the list,ME BEFORE YOU;by Jojo Moyes;29 weeks on the list,,,DRINKING AND DATING;by Brandi Glanville with Leslie Bruce;New this week,GLITTER AND GLUE;by Kelly Corrigan;2 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;6 weeks on the list,DUTY;by Robert M. Gates;5 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;41 weeks on the list,THE BEST AMERICAN COMICS 2013;by Jeff Smith and others;15 weeks on the list,"SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;50 weeks on the list","ATTACK ON TITAN, VOL. 2;by Hajime Isayama;21 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;89 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;18 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,THE SECOND MACHINE AGE;by Erik Brynjolfsson and Andrew McAfee;,THE FAST METABOLISM DIET COOKBOOK;by Haylie Pomroy;,HRC;by Jonathan Allen and Amie Parnes;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,EAT AND RUN;by Scott Jurek with Steve Friedman;
