,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE 9TH JUDGMENT;by James Patterson and Maxine Paetro;New this week,SAVOR THE MOMENT;by Nora Roberts;New this week,,THE BIG SHORT;by Michael Lewis;7 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;3 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;7 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;458 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;9 weeks on the list,THE LOSERS: BOOK ONE;by Andy Diggle and Jock;5 weeks on the list,"TSUBASA, VOL. 26;by  Clamp;New this week",THE CARRIE DIARIES;by Candace Bushnell;New this week,THE BOOK THIEF;by Markus Zusak;138 weeks on the list,THE SANDWICH SWAP;by Queen Rania of Jordan with Kelly DiPucchio. Illustrated by Tricia Tusa;New this week,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;87 weeks on the list
2,LOVER MINE;by J. R. Ward;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;45 weeks on the list,,THIS TIME TOGETHER;by Carol Burnett;4 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;18 weeks on the list",THE MASTER YOUR METABOLISM COOKBOOK;by Jillian Michaels;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;144 weeks on the list,TWILIGHT;by Mark Cotta Vaz;7 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;4 weeks on the list,"NARUTO, VOL. 47;by Masashi Kishimoto;13 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;86 weeks on the list,L.A. CANDY;by Lauren Conrad;17 weeks on the list,THE QUIET BOOK;by Deborah Underwood. Illustrated by Renata Liwska;2 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;147 weeks on the list
3,THE HELP;by Kathryn Stockett;57 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;6 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;8 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;169 weeks on the list",THIS IS WHY YOU'RE FAT (AND HOW TO GET THIN FOREVER);by Jackie Warner;New this week,THE BELLY FAT CURE;by Jorge Cruise;15 weeks on the list,WILSON;by Daniel Clowes;New this week,WATCHMEN;by Alan Moore and Dave Gibbons;62 weeks on the list,"YOTSUBA&!, VOL. 8;by Kiyohiko Azuma;2 weeks on the list",CATCHING FIRE;by Suzanne Collins;35 weeks on the list,IF I STAY;by Gayle Forman;4 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;26 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;68 weeks on the list
4,DELIVER US FROM EVIL;by David Baldacci;2 weeks on the list,LITTLE BEE;by Chris Cleave;11 weeks on the list,,OPRAH;by Kitty Kelley;3 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;79 weeks on the list,"SO LONG, INSECURITY;by Beth Moore;8 weeks on the list","FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;18 weeks on the list","Y THE LAST MAN: DELUXE, VOL. 3;by Brian K. Vaughan and Pia Guerra;New this week",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;8 weeks on the list,"ROSARIO   VAMPIRE: SEASON II, VOL. 1;by Akihisa Ikeda;4 weeks on the list",RULES OF ATTRACTION;by Simone Elkeles;3 weeks on the list,SCAT;by Carl Hiaasen;New this week,INSTRUCTIONS;by Neil Gaiman. Illustrated  by Charles Vess;New this week,THE TWILIGHT SAGA;by Stephenie Meyer;143 weeks on the list
5,HANNAH'S LIST;by Debbie Macomber;New this week,THE HOST;by Stephenie Meyer;3 weeks on the list,,THE OTHER WES MOORE;by Wes Moore;New this week,CONSERVATIVE VICTORY;by Sean Hannity;5 weeks on the list,BRINGING UP GIRLS;by James Dobson;3 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;15 weeks on the list","BATMAN AND ROBIN, VOL. 1;by Grant Morrison, Frank Quitely and Philip Tan;3 weeks on the list",BATMAN: HUSH;by Jeph Loeb and Jim Lee;16 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;14 weeks on the list",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;66 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;9 weeks on the list,MORGANVILLE VAMPIRES;by Rachel Caine;5 weeks on the list
6,THE SHADOW OF YOUR SMILE;by Mary Higgins Clark;3 weeks on the list,A RELIABLE WIFE;by Robert Goolrick;17 weeks on the list,,HELLHOUND ON HIS TRAIL;by Hampton Sides;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;170 weeks on the list,SWITCH;by Chip Heath and Dan Heath;10 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;9 weeks on the list,CAPTAIN AMERICA: REBORN;by Ed Brubaker and Bryan Hitch;4 weeks on the list,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;17 weeks on the list",FRUITS BASKET: BANQUET;by Takaya Natsuki;New this week,FALLEN;by Lauren Kate;21 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;55 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;32 weeks on the list,THE 39 CLUES;by various authors;43 weeks on the list
7,THE DOUBLE COMFORT SAFARI CLUB;by Alexander McCall Smith;2 weeks on the list,ALEX CROSS’S ‘TRIAL’;by James Patterson and Richard DiLallo;4 weeks on the list,,THE BEDWETTER;by Sarah Silverman;2 weeks on the list,THE BLIND SIDE;by Michael Lewis;31 weeks on the list,HOME COOKING WITH TRISHA YEARWOOD;by Trisha Yearwood with Gwen Yearwood and Beth Yearwood Bernard;4 weeks on the list,HUNGRY GIRL 1-2-3;by Lisa Lillien;5 weeks on the list,DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;13 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;26 weeks on the list","YU-GI-OH! R, VOL. 4;by Kazuki Takahashi and Akira Ito;4 weeks on the list",THE TIME PIRATE;by Ted Bell;3 weeks on the list,NICK OF TIME;by Ted Bell;3 weeks on the list,LEGO STAR WARS;by Simon Beecroft;20 weeks on the list,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;8 weeks on the list
8,THIS BODY OF DEATH;by Elizabeth George;2 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;64 weeks on the list,,OUTLIERS;by Malcolm Gladwell;75 weeks on the list,THE LOST CITY OF Z;by David Grann;14 weeks on the list,MIKE AND MIKE'S RULES FOR SPORTS AND LIFE;by Mike Greenberg and Mike Golic with Andrew Chaikivsky;4 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;92 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;60 weeks on the list,"FABLES, VOL. 13;by Bill Willingham and Matthew Sturges;11 weeks on the list","SPICE AND WOLF, VOL. 1;by Isuna Hasekura and Keito Koume;2 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;61 weeks on the list,CLASSY;by Derek Blasberg;2 weeks on the list,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;21 weeks on the list",DARKEST POWERS;by Kelley Armstrong;4 weeks on the list
9,LUCID INTERVALS;by Stuart Woods;2 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;14 weeks on the list,,THE PACIFIC;by Hugh Ambrose;9 weeks on the list,TIPPING POINT;by Malcolm Gladwell;291 weeks on the list,A FUNNY THING HAPPENED ON THE WAY TO THE FUTURE;by Michael J. Fox;3 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;80 weeks on the list,HALO: HELLJUMPER;by Peter David and Eric Nguyen;7 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;9 weeks on the list","NIGHTSCHOOL, VOL. 3;by Svetlana Chmakova;2 weeks on the list",BEFORE I FALL;by Lauren Oliver;9 weeks on the list,FANCY NANCY AND THE SENSATIONAL BABYSITTER;by Jane O‘Connor. Illustrated by Robin Preiss Glasser;New this week,THE EARTH BOOK;written and illustrated by Todd Parr;2 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;51 weeks on the list
10,EVERY LAST ONE;by Anna Quindlen;3 weeks on the list,THE LAST SONG;by Nicholas Sparks;14 weeks on the list,,LIFT;by Kelly Corrigan;2 weeks on the list,BLINK;by Malcolm Gladwell;133 weeks on the list,JAMIE'S FOOD REVOLUTION;by Jamie Oliver;6 weeks on the list,"WHAT'S NEW, CUPCAKE?;by Karen Tack and Alan Richardson;3 weeks on the list",THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;29 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;54 weeks on the list,"SOUL EATER, VOL. 2;by Atsushi Ohkubo;9 weeks on the list",SWEET LITTLE LIES;by Lauren Conrad;12 weeks on the list,"FANCY NANCY AND THE LATE, LATE, LATE NIGHT;by Jane O’Connor. Illustrated by Robin Preiss Glasser;New this week",GALLOP!;written and illustrated by Rufus Butler Seder;113 weeks on the list,MAXIMUM RIDE;by James Patterson;63 weeks on the list
