,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,THE PEOPLE VS. ALEX CROSS;by James Patterson;New this week,THE PEOPLE VS. ALEX CROSS;by James Patterson;New this week,THE SUN AND HER FLOWERS;by Rupi Kaur;8 weeks on the list,LEONARDO DA VINCI;by Walter Isaacson;6 weeks on the list,OBAMA;by Pete Souza;3 weeks on the list,COLLUSION;by Luke Harding;2 weeks on the list,THE PIONEER WOMAN COOKS: COME AND GET IT!;by Ree Drummond;5 weeks on the list,WONDER;by R.J. Palacio;120 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;73 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;454 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;7 weeks on the list,CAPITAL GAINES;by Chip Gaines;,LEONARDO DA VINCI;by Walter Isaacson;,TB12 METHOD;by Tom Brady;
2,THE MIDNIGHT LINE;by Lee Child;3 weeks on the list,THE ROOSTER BAR;by John Grisham;5 weeks on the list,MILK AND HONEY;by Rupi Kaur;85 weeks on the list,OBAMA;by Pete Souza;3 weeks on the list,LEONARDO DA VINCI;by Walter Isaacson;6 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;401 weeks on the list,TRIBE OF MENTORS;by Timothy Ferriss;New this week,AUGGIE & ME;by R.J. Palacio;52 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;26 weeks on the list,HARRY POTTER;by J.K. Rowling;453 weeks on the list,THE HATE U GIVE;by Angie Thomas;39 weeks on the list,TRIBE OF MENTORS;by Timothy Ferriss;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,BASKETBALL (AND OTHER THINGS);by Shea Serrano. Illustrated by Arturo Torres;
3,THE ROOSTER BAR;by John Grisham;5 weeks on the list,ORIGIN;by Dan Brown;8 weeks on the list,IT;by Stephen King;15 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;29 weeks on the list,"PROMISE ME, DAD;by Joe Biden;2 weeks on the list",BEING MORTAL;by Atul Gawande;12 weeks on the list,CAPITAL GAINES;by Chip Gaines;6 weeks on the list,THE MAGIC MISFITS;by Neil Patrick Harris;New this week,HOW TO CATCH AN ELF;by Adam Wallace. Illustrated by Andy Elkerton;3 weeks on the list,DORK DIARIES;by Rachel Renée Russell;227 weeks on the list,THE BOOK OF DUST: LA BELLE SAUVAGE;by Philip Pullman;6 weeks on the list,PRINCIPLES;by Ray Dalio;,ENDURANCE;by Scott Kelly;,RELENTLESS;by Julian Edelman with Tom E. Curran;
4,ORIGIN;by Dan Brown;8 weeks on the list,HARDCORE TWENTY-FOUR;by Janet Evanovich;2 weeks on the list,READY PLAYER ONE;by Ernest Cline;34 weeks on the list,SISTERS FIRST;by Jenna Bush Hager and Barbara Pierce Bush. Illustrated by Ramona Kaulitzki;5 weeks on the list,GRANT;by Ron Chernow;7 weeks on the list,THE UNDOING PROJECT;by Michael Lewis;4 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;50 weeks on the list,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;22 weeks on the list,PETE THE CAT SAVES CHRISTMAS;by Eric Litwin. Illustrated by James Dean;19 weeks on the list,DOG MAN;by Dav Pilkey;13 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;22 weeks on the list,DISCIPLINE EQUALS FREEDOM;by Jocko Willink;,SAPIENS;by Yuval Noah Harari;,FIERCE;by Aly Raisman;
5,HARDCORE TWENTY-FOUR;by Janet Evanovich;2 weeks on the list,THE MIDNIGHT LINE;by Lee Child;3 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;34 weeks on the list,"PROMISE ME, DAD;by Joe Biden;2 weeks on the list",ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS;by Brian Kilmeade and Don Yaeger;5 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;148 weeks on the list",YOU ARE A BADASS;by Jen Sincero;98 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;17 weeks on the list,WE'RE ALL WONDERS;by R.J. Palacio;16 weeks on the list,MAGNUS CHASE AND THE GODS OF ASGARD;by Rick Riordan;8 weeks on the list,RENEGADES;by Marissa Meyer;3 weeks on the list,THE UNDOING PROJECT;by Michael Lewis;,THE UNDOING PROJECT;by Michael Lewis;,SHOE DOG;by Phil Knight;
6,END GAME;by David Baldacci;2 weeks on the list,END GAME;by David Baldacci;2 weeks on the list,COUNT TO TEN;by James Patterson and Ashwin Sanghi;2 weeks on the list,GRANT;by Ron Chernow;7 weeks on the list,BOBBY KENNEDY;by Chris Matthews;4 weeks on the list,ON TYRANNY;by Timothy Snyder;39 weeks on the list,THE WISDOM OF SUNDAYS;by Oprah Winfrey;6 weeks on the list,DREAM BIG DREAMS;by Pete Souza;New this week,EVERYTHING IS MAMA;by Jimmy Fallon. Illustrated by Miguel Ordóñez;7 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;94 weeks on the list,FIERCE;by Aly Raisman;2 weeks on the list,SOAR!;by T.D. Jakes;,END OF ALZHEIMER'S;by Dale Bredesen;,THE BOYS IN THE BOAT;by Daniel James Brown;
7,THE SUN AND HER FLOWERS;by Rupi Kaur;8 weeks on the list,ARTEMIS;by Andy Weir;2 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;33 weeks on the list,BOBBY KENNEDY;by Chris Matthews;4 weeks on the list,KILLING ENGLAND;by Bill O'Reilly and Martin Dugard;10 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;88 weeks on the list,PRINCIPLES;by Ray Dalio;9 weeks on the list,JACKY HA-HA: MY LIFE IS A JOKE;by James Patterson and Chris Grabenstein;3 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;196 weeks on the list,BROTHERBAND CHRONICLES;by John Flanagan;3 weeks on the list,WONDER WOMAN: WARBRINGER;by Leigh Bardugo;11 weeks on the list,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,BEING MORTAL;by Atul Gawande;,RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;
8,TWO KINDS OF TRUTH;by Michael Connelly;4 weeks on the list,OATHBRINGER;by Brandon Sanderson;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;42 weeks on the list,KILLING ENGLAND;by Bill O'Reilly and Martin Dugard;10 weeks on the list,SISTERS FIRST;by Jenna Bush Hager and Barbara Pierce Bush. Illustrated by Ramona Kaulitzki;5 weeks on the list,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;10 weeks on the list,MAKE YOUR BED;by William H. McRaven;29 weeks on the list,THE DARK PROPHECY;by Rick Riordan;29 weeks on the list,HERE WE ARE;by Oliver Jeffers;2 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;29 weeks on the list,WARCROSS;by Marie Lu;10 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",QUIET;by Susan Cain;,SHAKEN;by Tim Tebow;
9,ARTEMIS;by Andy Weir;2 weeks on the list,TWO KINDS OF TRUTH;by Michael Connelly;4 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;84 weeks on the list,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS;by Brian Kilmeade and Don Yaeger;5 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;30 weeks on the list,THOMAS JEFFERSON AND THE TRIPOLI PIRATES;by Brian Kilmeade and Don Yaeger;15 weeks on the list,DISCIPLINE EQUALS FREEDOM;by Jocko Willink;5 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;9 weeks on the list,PRESS HERE;by Hervé Tullet;252 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;455 weeks on the list,ONE DARK THRONE;by Kendare Blake;6 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE FIRST MAJOR;by John Feinstein;
10,OATHBRINGER;by Brandon Sanderson;2 weeks on the list,UNCOMMON TYPE;by Tom Hanks;6 weeks on the list,THE BLACK BOOK;by James Patterson and David Ellis;5 weeks on the list,COLLUSION;by Luke Harding;New this week,ENDURANCE;by Scott Kelly;6 weeks on the list,THANK YOU FOR BEING LATE;by Thomas L. Friedman;5 weeks on the list,HIGHER IS WAITING;by Tyler Perry;2 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;46 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;117 weeks on the list",THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;4 weeks on the list,THE LANGUAGE OF THORNS;by Leigh Bardugo. Illustrated by Sara Kipin;8 weeks on the list,THE SILK ROADS;by Peter Frankopan;,WHY WE SLEEP;by Matthew Walker;,ALI: A LIFE;by Jonathan Eig;
