,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,ORIGIN;by Dan Brown;2 weeks on the list,ORIGIN;by Dan Brown;2 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;2 weeks on the list,GRANT;by Ron Chernow;New this week,KILLING ENGLAND;by Bill O'Reilly and Martin Dugard;4 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;395 weeks on the list,RHETT AND LINK'S BOOK OF MYTHICALITY;by Rhett McLaughlin and Link Neal;New this week,WONDER;by R.J. Palacio;114 weeks on the list,EVERYTHING IS MAMA;by Jimmy Fallon. Illustrated by Miguel Ordóñez;New this week,MAGNUS CHASE AND THE GODS OF ASGARD;by Rick Riordan;2 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;New this week,PRINCIPLES;by Ray Dalio;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,TB12 METHOD;by Tom Brady;
2,THE SUN AND HER FLOWERS;by Rupi Kaur;2 weeks on the list,SLEEPING BEAUTIES;by Stephen King and Owen King;3 weeks on the list,IT;by Stephen King;9 weeks on the list,KILLING ENGLAND;by Bill O'Reilly and Martin Dugard;4 weeks on the list,GRANT;by Ron Chernow;New this week,BEING MORTAL;by Atul Gawande;6 weeks on the list,BASKETBALL (AND OTHER THINGS);by Shea Serrano. Illustrated by Arturo Torres;New this week,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;16 weeks on the list,PRINCESSES WEAR PANTS;by Savannah Guthrie and Allison Oppenheim. Illustrated by Eva Byrne;5 weeks on the list,HARRY POTTER;by J.K. Rowling;447 weeks on the list,ALL THE CROOKED SAINTS;by Maggie Stiefvater;New this week,TOOLS OF TITANS;by Tim Ferriss;,END OF ALZHEIMER'S;by Dale Bredesen;,UNSTOPPABLE;by Maria Sharapova with Rich Cohen;
3,FAIRYTALE;by Danielle Steel;New this week,FAIRYTALE;by Danielle Steel;New this week,MILK AND HONEY;by Rupi Kaur;79 weeks on the list,WHAT HAPPENED;by Hillary Clinton;5 weeks on the list,WHAT HAPPENED;by Hillary Clinton;5 weeks on the list,ON TYRANNY;by Timothy Snyder;33 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;44 weeks on the list,THE PURLOINING OF PRINCE OLEOMARGARINE;by Mark Twain and Philip Stead. Illustrated by Erin Stead;3 weeks on the list,PETE THE CAT: FIVE LITTLE PUMPKINS;by James Dean;19 weeks on the list,DOG MAN;by Dav Pilkey;7 weeks on the list,THE HATE U GIVE;by Angie Thomas;33 weeks on the list,GRIT;by Angela Duckworth;,BEING MORTAL;by Atul Gawande;,FINDING GOBI;by Dion Leonard with with Craig Borlase;
4,THE NIGHTINGALE;by Kristin Hannah;63 weeks on the list,A COLUMN OF FIRE;by Ken Follett;5 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;36 weeks on the list,WE WERE EIGHT YEARS IN POWER;by Ta-Nehisi Coates;2 weeks on the list,WE WERE EIGHT YEARS IN POWER;by Ta-Nehisi Coates;2 weeks on the list,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;6 weeks on the list,BRAVING THE WILDERNESS;by Brené Brown;5 weeks on the list,JOJO'S GUIDE TO THE SWEET LIFE;by JoJo Siwa;2 weeks on the list,CREEPY PAIR OF UNDERWEAR;by Aaron Reynolds. Illustrated by Peter Brown;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;448 weeks on the list,WONDER WOMAN: WARBRINGER;by Leigh Bardugo;7 weeks on the list,HIT REFRESH;by Satya Nadella with Greg Shaw and Jill Tracie Nichols;,SAPIENS;by Yuval Noah Harari;,THE BOYS IN THE BOAT;by Daniel James Brown;
5,IT;by Stephen King;10 weeks on the list,THE RULES OF MAGIC;by Alice Hoffman;New this week,THE WOMAN IN CABIN 10;by Ruth Ware;27 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;24 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;24 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;142 weeks on the list",THE KETO RESET DIET;by Mark Sisson with Brad Kearns;2 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;3 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;20 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;88 weeks on the list,ELITES OF EDEN;by Joey Graceffa;2 weeks on the list,LIFE 3.0;by Max Tegmark;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,STRONGER;by Jeff Bauman with Bret Witter;
6,THE CUBAN AFFAIR;by Nelson DeMille;4 weeks on the list,THE CUBAN AFFAIR;by Nelson DeMille;4 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;33 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;64 weeks on the list,RECOVERY;by Russell Brand;2 weeks on the list,SAME KIND OF DIFFERENT AS ME;by Ron Hall and Denver Moore with Lynn Vincent;107 weeks on the list,PRINCIPLES;by Ray Dalio;4 weeks on the list,THE DARK PROPHECY;by Rick Riordan;24 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;190 weeks on the list,SPY SCHOOL;by Stuart Gibbs;4 weeks on the list,WARCROSS;by Marie Lu;5 weeks on the list,IT TAKES TWO;by Jonathan Scott and Drew Scott;,LIFE 3.0;by Max Tegmark;,SHOE DOG;by Phil Knight;
7,SLEEPING BEAUTIES;by Stephen King and Owen King;3 weeks on the list,MANHATTAN BEACH;by Jennifer Egan;2 weeks on the list,THE COUPLE NEXT DOOR;by Shari Lapena;20 weeks on the list,THE STATE OF AFFAIRS;by Esther Perel;New this week,UNBELIEVABLE;by Katy Tur;5 weeks on the list,JUST MERCY;by Bryan Stevenson;82 weeks on the list,YOU ARE A BADASS;by Jen Sincero;92 weeks on the list,THE WAR I FINALLY WON;by Kimberly Brubaker Bradley;2 weeks on the list,AFTER THE FALL;by Dan Santat;2 weeks on the list,MAGISTERIUM;by Holly Black and Cassandra Clare;2 weeks on the list,ONE DARK THRONE;by Kendare Blake;4 weeks on the list,BLUE OCEAN SHIFT;by W. Chan Kim and Renée Mauborgne;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,COACH WOODEN AND ME;by Kareem Abdul-Jabbar;
8,A COLUMN OF FIRE;by Ken Follett;5 weeks on the list,THE GIRL WHO TAKES AN EYE FOR AN EYE;by David Lagercrantz;5 weeks on the list,THE MOUNTAIN BETWEEN US;by Charles Martin;3 weeks on the list,UNBELIEVABLE;by Katy Tur;5 weeks on the list,BILLIONAIRE AT THE BARRICADES;by Laura Ingraham;New this week,HIDDEN FIGURES;by Margot Lee Shetterly;41 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;222 weeks on the list,AUGGIE & ME;by R.J. Palacio;46 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;107 weeks on the list,MR. LEMONCELLO'S LIBRARY;by Chris Grabenstein;New this week,HUNTING PRINCE DRACULA;by Kerri Maniscalco;4 weeks on the list,OUTLIERS;by Malcolm Gladwell;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,SHAKEN;by Tim Tebow;
9,DON'T LET GO;by Harlan Coben;3 weeks on the list,DON'T LET GO;by Harlan Coben;3 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;28 weeks on the list,THE DANGEROUS CASE OF DONALD TRUMP;edited by Bandy X. Lee;2 weeks on the list,MARTIN LUTHER;by Eric Metaxas;2 weeks on the list,NUDGE;by Richard H. Thaler and Cass R. Sunstein;2 weeks on the list,TB12 METHOD;by Tom Brady;4 weeks on the list,LAUGH OUT LOUD;by James Patterson and Chris Grabenstein. Illustrated by Jeff Ebbeler;6 weeks on the list,RUNNY BABBIT RETURNS;by Shel Silverstein;4 weeks on the list,I SURVIVED;by Lauren Tarshis;33 weeks on the list,THE LANGUAGE OF THORNS;by Leigh Bardugo. Illustrated by Sara Kipin;3 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THINKING, FAST AND SLOW;by Daniel Kahneman;",I GOT THIS;by Laurie Hernandez;
10,THE RULES OF MAGIC;by Alice Hoffman;New this week,MERRY AND BRIGHT;by Debbie Macomber;2 weeks on the list,BEHIND CLOSED DOORS;by B. A. Paris;6 weeks on the list,RECOVERY;by Russell Brand;2 weeks on the list,THE STATE OF AFFAIRS;by Esther Perel;New this week,PETTY;by Warren Zanes;New this week,SOAR!;by T.D. Jakes;New this week,MINECRAFT: THE ISLAND;by Max Brooks;12 weeks on the list,"THE WOLF, THE DUCK & THE MOUSE;by Mac Barnett. Illustrated by Jon Klassen;New this week",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;450 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;17 weeks on the list,INVISIBLE INFLUENCE;by Jonah Berger;,HIDDEN FIGURES;by Margot Lee Shetterly;,WHAT MADE MADDY RUN;by Kate Fagan;
