,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,THE SHACK;by William P. Young;8 weeks on the list,THE CUTTHROAT;by Clive Cussler and Justin Scott;New this week,THE SHACK;by William P. Young;145 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;34 weeks on the list,TRUMP'S WAR;by Michael Savage;New this week,HIDDEN FIGURES;by Margot Lee Shetterly;15 weeks on the list,UNSHAKABLE;by Tony Robbins with Peter Mallouk;3 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;12 weeks on the list,"MIGHTY, MIGHTY CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;5 weeks on the list",HARRY POTTER;by J.K. Rowling;417 weeks on the list,THE HATE U GIVE;by Angie Thomas;3 weeks on the list,UNSHAKABLE;by Tony Robbins with Peter Mallouk;,HIDDEN FIGURES;by Margot Lee Shetterly;,SHOE DOG;by Phil Knight;
2,THE DEVIL'S TRIANGLE;by Catherine Coulter and J. T. Ellison;New this week,DANGEROUS GAMES;by Danielle Steel;2 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;64 weeks on the list,TRUMP'S WAR;by Michael Savage;New this week,HILLBILLY ELEGY;by J.D. Vance;34 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;33 weeks on the list,YOU ARE A BADASS;by Jen Sincero;62 weeks on the list,LOST IN A BOOK;by Jennifer Donnelly;7 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;77 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;9 weeks on the list,CARVE THE MARK;by Veronica Roth;9 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,ATTITUDE;by Jay Wright with Michael Sheridan and Mark Dagostino;
3,THE CUTTHROAT;by Clive Cussler and Justin Scott;New this week,NORSE MYTHOLOGY;by Neil Gaiman;6 weeks on the list,MILK AND HONEY;by Rupi Kaur;49 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;22 weeks on the list,PORTRAITS OF COURAGE;by George W. Bush;3 weeks on the list,ON TYRANNY;by Timothy Snyder;3 weeks on the list,GOOD GRIEF;by Theresa Caputo with Kristina Grish;New this week,WONDER;by R.J. Palacio;84 weeks on the list,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;418 weeks on the list,THE MADDIE DIARIES;by Maddie Ziegler;2 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,SAPIENS;by Yuval Noah Harari;,THE BOYS IN THE BOAT;by Daniel James Brown;
4,BIG LITTLE LIES;by Liane Moriarty;31 weeks on the list,THE DEVIL'S TRIANGLE;by Catherine Coulter and J. T. Ellison;New this week,BIG LITTLE LIES;by Liane Moriarty;20 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;14 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;27 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;New this week,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;14 weeks on the list,DOG MAN;by Dav Pilkey;29 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;233 weeks on the list",FABLEHAVEN;by Brandon Mull;16 weeks on the list,CARAVAL;by Stephanie Garber;7 weeks on the list,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,HOMO DEUS;by Yuval Noah Harari;,SHAKEN;by Tim Tebow;
5,THE OBSESSION;by Nora Roberts;8 weeks on the list,IN THIS GRAVE HOUR;by Jacqueline Winspear;New this week,A DOG'S PURPOSE;by W. Bruce Cameron;32 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;6 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;22 weeks on the list,WE SHOULD ALL BE FEMINISTS;by Chimamanda Ngozi Adichie;20 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;192 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;34 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;New this week,MIDDLE SCHOOL;by James Patterson and others;40 weeks on the list,"EVERYTHING, EVERYTHING;by Nicola Yoon;39 weeks on the list",THE UNDOING PROJECT;by Michael Lewis;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,THE 1997 MASTERS: MY STORY;by Tiger Woods with Lorne Rubenstein;
6,A MAN CALLED OVE;by Fredrik Backman;43 weeks on the list,WITHOUT WARNING;by Joel C. Rosenberg;New this week,LILAC GIRLS;by Martha Hall Kelly;3 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;27 weeks on the list,BIG AGENDA;by David Horowitz;6 weeks on the list,LION;by Saroo Brierley;6 weeks on the list,EYES WIDE OPEN;by Isaac Lidsky;New this week,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;11 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;17 weeks on the list,RED QUEEN;by Victoria Aveyard;6 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;20 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE UNDOING PROJECT;by Michael Lewis;,A LIFE WELL PLAYED;by Arnold Palmer;
7,IN THIS GRAVE HOUR;by Jacqueline Winspear;New this week,LINCOLN IN THE BARDO;by George Saunders;5 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;6 weeks on the list,PORTRAITS OF COURAGE;by George W. Bush;3 weeks on the list,THE BENEDICT OPTION;by Rod Dreher;New this week,ALEXANDER HAMILTON;by Ron Chernow;75 weeks on the list,RADICAL CANDOR;by Kim Scott;New this week,WOMEN IN SCIENCE;by Rachel Ignotofsky;24 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;195 weeks on the list,DORK DIARIES;by Rachel Renée Russell;199 weeks on the list,HEARTLESS;by Marissa Meyer;18 weeks on the list,ORIGINALS;by Adam Grant;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",I GOT THIS;by Laurie Hernandez;
8,DANGEROUS GAMES;by Danielle Steel;2 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;18 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;48 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;56 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;55 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;127 weeks on the list",THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;119 weeks on the list,"OUT OF WONDER;by Kwame Alexander, Chris Colderley and Marjory Wentworth. Illustrated by Ekua Holmes;New this week","ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;92 weeks on the list",DOROTHY MUST DIE;by Danielle Paige;2 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;42 weeks on the list,GRIT;by Angela Duckworth;,LAB GIRL;by Hope Jahren;,BARBARIAN DAYS;by William Finnegan;
9,A DOG'S PURPOSE;by W. Bruce Cameron;15 weeks on the list,EXIT WEST;by Mohsin Hamid;2 weeks on the list,ALL THE MISSING GIRLS;by Megan Miranda;4 weeks on the list,THE BENEDICT OPTION;by Rod Dreher;New this week,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;22 weeks on the list,ORIGINALS;by Adam Grant;6 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;76 weeks on the list,RAD AMERICAN WOMEN A-Z;by Kate Schatz. Illustrated by Miriam Klein Stahl;6 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;28 weeks on the list",BIG NATE;written and illustrated by Lincoln Peirce;125 weeks on the list,LADY MIDNIGHT;by Cassandra Clare;42 weeks on the list,RADICAL CANDOR;by Kim Scott;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,COURAGE TO SOAR;by Simone Biles with Michelle Burford;
10,WITHOUT WARNING;by Joel C. Rosenberg;New this week,SILENCE FALLEN;by Patricia Briggs;2 weeks on the list,THE ORPHAN'S TALE;by Pam Jenoff;4 weeks on the list,BIG AGENDA;by David Horowitz;6 weeks on the list,DEAR IJEAWELE;by Chimamanda Ngozi Adichie;2 weeks on the list,EVICTED;by Matthew Desmond;2 weeks on the list,"CHANGE YOUR HOME, CHANGE YOUR LIFE WITH COLOR;by Moll Anderson;New this week",WORD OF MOUSE;by James Patterson and Chris Grabenstein. Illustrated by Joe Sutphin;13 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;161 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;78 weeks on the list,MOON CHOSEN;by P. C. Cast;20 weeks on the list,EYES WIDE OPEN;by Isaac Lidsky;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,THE LEGENDS CLUB;by John Feinstein;
11,MILK AND HONEY;by Rupi Kaur;14 weeks on the list,THE WHISTLER;by John Grisham;21 weeks on the list,,ON TYRANNY;by Timothy Snyder;2 weeks on the list,THE STRANGER IN THE WOODS;by Michael Finkel;2 weeks on the list,,,,,,,,,
12,EXPECTING TO DIE;by Lisa Jackson;3 weeks on the list,A PIECE OF THE WORLD;by Christina Baker Kline;4 weeks on the list,,THE STRANGER IN THE WOODS;by Michael Finkel;2 weeks on the list,HOMO DEUS;by Yuval Noah Harari;4 weeks on the list,,,,,,,,,
13,NORSE MYTHOLOGY;by Neil Gaiman;6 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;23 weeks on the list,,BORN A CRIME;by Trevor Noah;15 weeks on the list,BORN A CRIME;by Trevor Noah;17 weeks on the list,,,,,,,,,
14,THE LAST MILE;by David Baldacci;13 weeks on the list,THE UNDERGROUND RAILROAD;by Colson Whitehead;32 weeks on the list,,THIS LIFE I LIVE;by Rory Feek;4 weeks on the list,"WRITER, SAILOR, SOLDIER, SPY;by Nicholas Reynolds;New this week",,,,,,,,,
15,LILAC GIRLS;by Martha Hall Kelly;2 weeks on the list,"HUMANS, BOW DOWN;by James Patterson and Emily Raymond with Jill Dembowski;4 weeks on the list",,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;16 weeks on the list,SOUTH AND WEST;by Joan Didion;2 weeks on the list,,,,,,,,,
