,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,THE SHACK;by William P. Young;6 weeks on the list,NORSE MYTHOLOGY;by Neil Gaiman;4 weeks on the list,THE SHACK;by William P. Young;143 weeks on the list,PORTRAITS OF COURAGE;by George W. Bush;New this week,PORTRAITS OF COURAGE;by George W. Bush;New this week,HIDDEN FIGURES;by Margot Lee Shetterly;13 weeks on the list,UNSHAKABLE;by Tony Robbins with Peter Mallouk;New this week,DOG MAN UNLEASHED;by Dav Pilkey;10 weeks on the list,"MIGHTY, MIGHTY CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;3 weeks on the list",HARRY POTTER;by J.K. Rowling;415 weeks on the list,THE HATE U GIVE;by Angie Thomas;New this week,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,HIDDEN FIGURES;by Margot Lee Shetterly;,SHOE DOG;by Phil Knight;
2,A MAN CALLED OVE;by Fredrik Backman;41 weeks on the list,LINCOLN IN THE BARDO;by George Saunders;3 weeks on the list,A MAN CALLED OVE;by Fredrik Backman;62 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;12 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;32 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;31 weeks on the list,YOU ARE A BADASS;by Jen Sincero;60 weeks on the list,WONDER;by R.J. Palacio;82 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;231 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;416 weeks on the list,CARVE THE MARK;by Veronica Roth;7 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;
3,A DOG'S PURPOSE;by W. Bruce Cameron;13 weeks on the list,BANANA CREAM PIE MURDER;by Joanne Fluke;New this week,MILK AND HONEY;by Rupi Kaur;47 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;32 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;25 weeks on the list,DERELICTION OF DUTY;by H. R. McMaster;New this week,TOOLS OF TITANS;by Tim Ferriss;13 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;9 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;75 weeks on the list,VEGA JANE;by David Baldacci;New this week,"EVERYTHING, EVERYTHING;by Nicola Yoon;37 weeks on the list",THE UNDOING PROJECT;by Michael Lewis;,THE LOST CITY OF THE MONKEY GOD;by Douglas Preston;,SHAKEN;by Tim Tebow;
4,BIG LITTLE LIES;by Liane Moriarty;29 weeks on the list,THE UNDERGROUND RAILROAD;by Colson Whitehead;30 weeks on the list,BIG LITTLE LIES;by Liane Moriarty;18 weeks on the list,KILLING THE RISING SUN;by Bill O'Reilly and Martin Dugard;25 weeks on the list,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;20 weeks on the list,LION;by Saroo Brierley;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;190 weeks on the list,LOST IN A BOOK;by Jennifer Donnelly;5 weeks on the list,RADIANT CHILD;by Javaka Steptoe;New this week,RED QUEEN;by Victoria Aveyard;4 weeks on the list,CARAVAL;by Stephanie Garber;5 weeks on the list,THANK YOU FOR BEING LATE;by Thomas L. Friedman;,THE UNDOING PROJECT;by Michael Lewis;,I GOT THIS;by Laurie Hernandez;
5,EXPECTING TO DIE;by Lisa Jackson;New this week,ECHOES IN DEATH;by J. D. Robb;4 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;New this week,DERELICTION OF DUTY;by H. R. McMaster;2 weeks on the list,HOMO DEUS;by Yuval Noah Harari;2 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;73 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;12 weeks on the list,DOG MAN;by Dav Pilkey;27 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;193 weeks on the list,DORK DIARIES;by Rachel Renée Russell;197 weeks on the list,STRANGER THAN FANFICTION;by Chris Colfer;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;",YOU ARE THE UNIVERSE;by Deepak Chopra and Menas Kafatos;,COURAGE TO SOAR;by Simone Biles with Michelle Burford;
6,INTO THE FIRE;by Jeaniene Frost;New this week,HEARTBREAK HOTEL;by Jonathan Kellerman;3 weeks on the list,A DOG'S PURPOSE;by W. Bruce Cameron;30 weeks on the list,THE ZOOKEEPER’S WIFE;by Diane Ackerman;4 weeks on the list,BIG AGENDA;by David Horowitz;4 weeks on the list,LAB GIRL;by Hope Jahren;New this week,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;74 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;32 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;90 weeks on the list",BIG NATE;written and illustrated by Lincoln Peirce;123 weeks on the list,LIFEBLOOD;by Gena Showalter;New this week,BLACK EDGE;by Sheelah Kolhatkar;,SAPIENS;by Yuval Noah Harari;,BARBARIAN DAYS;by William Finnegan;
7,BONE BOX;by Faye Kellerman;New this week,"HUMANS, BOW DOWN;by James Patterson and Emily Raymond with Jill Dembowski;2 weeks on the list",MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;46 weeks on the list,SAPIENS;by Yuval Noah Harari;5 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;20 weeks on the list,EVICTED;by Matthew Desmond;New this week,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;117 weeks on the list,WORD OF MOUSE;by James Patterson and Chris Grabenstein. Illustrated by Joe Sutphin;12 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;159 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;76 weeks on the list,HEARTLESS;by Marissa Meyer;17 weeks on the list,SHOE DOG;by Phil Knight;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",A LIFE WELL PLAYED;by Arnold Palmer;
8,A MILLION LITTLE THINGS;by Susan Mallery;New this week,A PIECE OF THE WORLD;by Christina Baker Kline;2 weeks on the list,THE ORPHAN'S TALE;by Pam Jenoff;2 weeks on the list,THE BOOK OF JOY;by the Dalai Lama and Desmond Tutu with Douglas Abrams;15 weeks on the list,THIS LIFE I LIVE;by Rory Feek;3 weeks on the list,ORIGINALS;by Adam Grant;4 weeks on the list,THE WHOLE30 COOKBOOK;by Melissa Hartwig;11 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;22 weeks on the list,"ADA TWIST, SCIENTIST;by Andrea Beaty. Illustrated by David Roberts;26 weeks on the list",MIDDLE SCHOOL;by James Patterson and others;38 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;18 weeks on the list,ORIGINALS;by Adam Grant;,THE HIDDEN LIFE OF TREES;by Peter Wohlleben;,BELICHICK AND BRADY;by Michael Holley;
9,COLE;by Tijan;New this week,A GENTLEMAN IN MOSCOW;by Amor Towles;16 weeks on the list,ALL THE MISSING GIRLS;by Megan Miranda;2 weeks on the list,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;20 weeks on the list,SAPIENS;by Yuval Noah Harari;8 weeks on the list,I AM NOT YOUR NEGRO;from texts by James Baldwin; edited by Raoul Peck;4 weeks on the list,ATTITUDE;by Jay Wright with Michael Sheridan and Mark Dagostino;New this week,PAX;Sara Pennypacker. Illustrated by Jon Klassen;54 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;126 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;7 weeks on the list,MOON CHOSEN;by P. C. Cast;18 weeks on the list,GRIT;by Angela Duckworth;,THE POWER OF HABIT;by Charles Duhigg;,WHAT DOESN’T KILL US;by Scott Carney;
10,LILAC GIRLS;by Martha Hall Kelly;New this week,THE WHISTLER;by John Grisham;19 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;4 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;54 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;53 weeks on the list,ON TYRANNY;by Timothy Snyder;New this week,AGEPROOF;by Jean Chatzky and Michael F. Roizen with Ted Spiker;New this week,SHORT;by Holly Goldberg Sloan;New this week,WAITING IS NOT EASY!;by Mo Willems;47 weeks on the list,HOUSE OF ROBOTS;by James Patterson and Chris Grabenstein. Illustrated by Juliana Neufeld;7 weeks on the list,FROSTBLOOD;by Elly Blake;3 weeks on the list,MAKE YOUR KID A MONEY GENIUS (EVEN IF YOU'RE NOT);by Beth Kobliner;,QUIET;by Susan Cain;,STRING THEORY;by David Foster Wallace;
