,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE FOUR WINDS;by Kristin Hannah;New this week,THE FOUR WINDS;by Kristin Hannah;New this week,FIREFLY LANE;by Kristin Hannah;34 weeks on the list,THINK AGAIN;by Adam Grant;New this week,FOUR HUNDRED SOULS;edited by Ibram X. Kendi and Keisha N. Blain;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;120 weeks on the list,KEEP SHARP;by Sanjay Gupta with Kristin Loberg;5 weeks on the list,GROUND ZERO;by Alan Gratz;New this week,LITTLE BLUE TRUCK'S VALENTINE;by Alice Schertle. Illustrated by Jill McElmurry;6 weeks on the list,DOG MAN;by Dav Pilkey;180 weeks on the list,STAR WARS: INTO THE DARK;by Claudia Gray;New this week,THE DUKE AND I;by Julia Quinn;,A PROMISED LAND;by Barack Obama;,ATOMIC HABITS;by James Clear;,CAT KID COMIC CLUB;by Dav Pilkey;,THE DUKE AND I;by Julia Quinn;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,THE DUKE AND I;by Julia Quinn;6 weeks on the list,THE SURVIVORS;by Jane Harper;New this week,THE DUKE AND I;by Julia Quinn;6 weeks on the list,FOUR HUNDRED SOULS;edited by Ibram X. Kendi and Keisha N. Blain;New this week,THINK AGAIN;by Adam Grant;New this week,WHITE FRAGILITY;by Robin DiAngelo;127 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;62 weeks on the list",THE ICKABOG;by J.K. Rowling;13 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;34 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;61 weeks on the list,CONCRETE ROSE;by Angie Thomas;4 weeks on the list,STAR WARS: LIGHT OF THE JEDI;by Charles Soule;,GREENLIGHTS;by Matthew McConaughey;,DARE TO LEAD;by Brené Brown;,"MY HERO ACADEMIA, VOL. 26;by Kohei Horikoshi;",SHADOWS IN DEATH;by J.D. Robb;,A LONG WALK TO WATER;by Linda Sue Park;,THEY BOTH DIE AT THE END;by Adam Silvera;
3,THE SURVIVORS;by Jane Harper;New this week,THE VANISHING HALF;by Brit Bennett;36 weeks on the list,THE SONG OF ACHILLES;by Madeline Miller;16 weeks on the list,UNMASKED;by Andy Ngo;New this week,JUST AS I AM;by Cicely Tyson with Michelle Burford;2 weeks on the list,THE BODY;by Bill Bryson;2 weeks on the list,ATOMIC HABITS;by James Clear;63 weeks on the list,LITTLE LEADERS;by Vashti Harrison;54 weeks on the list,LOVE FROM THE CRAYONS;by Drew Daywalt and Oliver Jeffers;10 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;621 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;158 weeks on the list,THE VISCOUNT WHO LOVED ME;by Julia Quinn;,CASTE;by Isabel Wilkerson;,EVIL GENIUSES;by Kurt Andersen;,BABY-SITTERS LITTLE SISTER: KAREN'S WORST DAY;by Ann M. Martin. Illustrated by Katy Farina;,THE INN;by James Patterson with Candice Fox;,BROWN GIRL DREAMING;by Jacqueline Woodson;,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;
4,SERPENTINE;by Jonathan Kellerman;New this week,THE RUSSIAN;by James Patterson and James O. Born;2 weeks on the list,HOME BODY;by Rupi Kaur;12 weeks on the list,JUST AS I AM;by Cicely Tyson with Michelle Burford;2 weeks on the list,A PROMISED LAND;by Barack Obama;12 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;58 weeks on the list,LEARNING TO PRAY;by James Martin;New this week,LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;20 weeks on the list,AMBITIOUS GIRL;by Meena Harris. Illustrated by Marissa Valdez;3 weeks on the list,HARRY POTTER;by J.K. Rowling;620 weeks on the list,THE HATE U GIVE;by Angie Thomas;206 weeks on the list,READY PLAYER TWO;by Ernest Cline;,UNTAMED;by Glennon Doyle;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,NEW KID;by Jerry Craft;,AN IRISH WISH;by Nora Roberts;,WISH;by Barbara O'Connor;,THE BOOK THIEF;by Markus Zusak;
5,FIREFLY LANE;by Kristin Hannah;3 weeks on the list,THE SANATORIUM;by Sarah Pearse;New this week,THE DUTCH HOUSE;by Ann Patchett;5 weeks on the list,A PROMISED LAND;by Barack Obama;12 weeks on the list,UNMASKED;by Andy Ngo;New this week,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;29 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;330 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;27 weeks on the list,PETE THE CAT: VALENTINE'S DAY IS COOL;by James Dean and Kimberly Dean;16 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;100 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;46 weeks on the list,THE GUEST LIST;by Lucy Foley;,JUST AS I AM;by Cicely Tyson with Michelle Burford;,ONE DECISION;by Mike Bayer;,GUTS;by Raina Telgemeier;,THE LOST AND FOUND BOOKSHOP;by Susan Wiggs;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,LONG WAY DOWN;by Jason Reynolds;
6,THE VANISHING HALF;by Brit Bennett;36 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;10 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;72 weeks on the list,CASTE;by Isabel Wilkerson;27 weeks on the list,GREENLIGHTS;by Matthew McConaughey;16 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;43 weeks on the list,THAT SOUNDS FUN;by Annie F. Downs;New this week,WHEN YOU TRAP A TIGER;by Tae Keller;2 weeks on the list,BRONCO AND FRIENDS: A PARTY TO REMEMBER;by Tim Tebow with A.J. Gregory. Illustrated by Jane Chapman;3 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;108 weeks on the list,LORE;by Alexandra Bracken;5 weeks on the list,THE MIDNIGHT LIBRARY;by Matt Haig;,BECOMING;by Michelle Obama;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",CLASS ACT;by Jerry Craft;,A MINUTE TO MIDNIGHT;by David Baldacci;,OUT OF MY MIND;by Sharon M. Draper;,SIX OF CROWS;by Leigh Bardugo;
7,THE RUSSIAN;by James Patterson and James O. Born;2 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;15 weeks on the list,FAIR WARNING;by Michael Connelly;New this week,GREENLIGHTS;by Matthew McConaughey;16 weeks on the list,CASTE;by Isabel Wilkerson;27 weeks on the list,BORN A CRIME;by Trevor Noah;104 weeks on the list,CAN'T HURT ME;by David Goggins;18 weeks on the list,WONDER;by R.J. Palacio;283 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;30 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;253 weeks on the list,THE COUSINS;by Karen M. McManus;10 weeks on the list,THE VANISHING HALF;by Brit Bennett;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"KNOW YOURSELF, KNOW YOUR MONEY;by Rachel Cruze;","JUJUTSU KAISEN, VOL. 1;by Gege Akutami;",MORAL COMPASS;by Danielle Steel;,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
8,THE VISCOUNT WHO LOVED ME;by Julia Quinn;6 weeks on the list,SEND FOR ME;by Lauren Fox;New this week,THEN SHE WAS GONE;by Lisa Jewell;82 weeks on the list,UNTAMED;by Glennon Doyle;48 weeks on the list,UNTAMED;by Glennon Doyle;48 weeks on the list,ON TYRANNY;by Timothy Snyder;82 weeks on the list,FORGIVING WHAT YOU CAN'T FORGET;by Lysa TerKeurst;8 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;89 weeks on the list,IN MY HEART;by Jo Witek. Illustrated by Christine Roussey;2 weeks on the list,HILO;by Judd Winick;3 weeks on the list,LEGENDBORN;by Tracy Deonn;4 weeks on the list,AN OFFER FROM A GENTLEMAN;by Julia Quinn;,TALKING TO STRANGERS;by Malcolm Gladwell;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THEY CALLED US ENEMY;by George Takei, Justin Eisinger and Steven Scott. Illustrated by Harmony Becker;",FINALLY YOU;by Debbie Macomber;,GHOST BOYS;by Jewell Parker Rhodes;,DEAR MARTIN;by Nic Stone;
9,THE SANATORIUM;by Sarah Pearse;New this week,WHERE THE CRAWDADS SING;by Delia Owens;127 weeks on the list,CIRCE;by Madeline Miller;35 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;24 weeks on the list,BECOMING;by Michelle Obama;104 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;39 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;53 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;40 weeks on the list,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;25 weeks on the list,THE BAD GUYS;by Aaron Blabey;111 weeks on the list,THESE VIOLENT DELIGHTS;by Chloe Gong;4 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,GRIT;by Angela Duckworth;,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1;by Koyoharu Gotouge;",PREACHER'S CARNAGE;by William W. Johnstone and J.A. Johnstone;,FISH IN A TREE;by Lynda Mullaly Hunt;,KING OF SCARS;by Leigh Bardugo;
10,THE MIDNIGHT LIBRARY;by Matt Haig;10 weeks on the list,GIRL A;by Abigail Dean;New this week,EIGHT PERFECT MURDERS;by Peter Swanson;New this week,WHEN HARRY MET MINNIE;by Martha Teichner;New this week,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;41 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;31 weeks on the list,YOU ARE A BADASS;by Jen Sincero;225 weeks on the list,AMARI AND THE NIGHT BROTHERS;by B.B. Alston;2 weeks on the list,MILO IMAGINES THE WORLD;by Matt de la Peña. Illustrated by Christian Robinson;New this week,FIVE NIGHTS AT FREDDY'S;by Scott Cawthon and Kira Breed-Wrisley;4 weeks on the list,WINGS OF EBONY;by J. Elle;2 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;,BORN A CRIME;by Trevor Noah;,OUTLIERS;by Malcolm Gladwell;,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;",BITTER PILL;by Fern Michaels;,BLENDED;by Sharon M. Draper;,ALL THE BRIGHT PLACES;by Jennifer Niven;
