,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Business,Science,Sports and Fitness
1,SEEING RED;by Sandra Brown;New this week,SEEING RED;by Sandra Brown;New this week,MILK AND HONEY;by Rupi Kaur;71 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;52 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;16 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;387 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;36 weeks on the list,WONDER;by R.J. Palacio;106 weeks on the list,WHAT DO YOU DO WITH A PROBLEM?;by Kobi Yamada. Illustrated by Mae Besom;16 weeks on the list,HARRY POTTER;by J.K. Rowling;439 weeks on the list,THE HATE U GIVE;by Angie Thomas;25 weeks on the list,GRIT;by Angela Duckworth;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,WHAT MADE MADDY RUN;by Kate Fagan;
2,THE STORE;by James Patterson and Richard DiLallo;New this week,THE STORE;by James Patterson and Richard DiLallo;New this week,THE WOMAN IN CABIN 10;by Ruth Ware;19 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;56 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;56 weeks on the list,JUST MERCY;by Bryan Stevenson;74 weeks on the list,MAKE YOUR BED;by William H. McRaven;20 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;5 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;12 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;440 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;9 weeks on the list,OUTLIERS;by Malcolm Gladwell;,SAPIENS;by Yuval Noah Harari;,THE BOYS IN THE BOAT;by Daniel James Brown;
3,I KNOW A SECRET;by Tess Gerritsen;New this week,CAMINO ISLAND;by John Grisham;11 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;28 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;16 weeks on the list,"AL FRANKEN, GIANT OF THE SENATE;by Al Franken;12 weeks on the list",ON TYRANNY;by Timothy Snyder;25 weeks on the list,YOU ARE A BADASS;by Jen Sincero;84 weeks on the list,THE DARK PROPHECY;by Rick Riordan;16 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;183 weeks on the list,THE LAND OF STORIES;by Chris Colfer. Illustrated by Brandon Dorman;39 weeks on the list,LORD OF SHADOWS;by Cassandra Clare;13 weeks on the list,RED NOTICE;by Bill Browder;,END OF ALZHEIMER'S;by Dale Bredesen;,FINDING GOBI;by Dion Leonard with with Craig Borlase;
4,THE LATE SHOW;by Michael Connelly;5 weeks on the list,THE LATE SHOW;by Michael Connelly;5 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;25 weeks on the list,"AL FRANKEN, GIANT OF THE SENATE;by Al Franken;12 weeks on the list",DEVIL'S BARGAIN;by Joshua Green;5 weeks on the list,DUNKIRK;by Joshua Levine;7 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;214 weeks on the list,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;8 weeks on the list,DRAGONS LOVE TACOS 2;by Adam Rubin and Daniel Salmieri;16 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;80 weeks on the list,ONCE AND FOR ALL;by Sarah Dessen;11 weeks on the list,EMIGRANT EDGE;by Brian Buffini;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,BARBARIAN DAYS;by William Finnegan;
5,THE WHISTLER;by John Grisham;22 weeks on the list,ANY DREAM WILL DO;by Debbie Macomber;2 weeks on the list,READY PLAYER ONE;by Ernest Cline;27 weeks on the list,DEVIL'S BARGAIN;by Joshua Green;5 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;17 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;204 weeks on the list,OF MESS AND MOXIE;by Jen Hatmaker;2 weeks on the list,DOG MAN UNLEASHED;by Dav Pilkey;34 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;99 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;22 weeks on the list,MILES MORALES: SPIDER-MAN;by Jason Reynolds;3 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",WHEN BREATH BECOMES AIR;by Paul Kalanithi;,SHOE DOG;by Phil Knight;
6,CAMINO ISLAND;by John Grisham;11 weeks on the list,EXPOSED;by Lisa Scottoline;New this week,IT;by Stephen King;New this week,THE BIG LIE;by Dinesh D'Souza;3 weeks on the list,WHY BUDDHISM IS TRUE;by Robert Wright;2 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;151 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;97 weeks on the list,THE MISADVENTURES OF MAX CRUMBLY: MIDDLE SCHOOL MAYHEM;by Rachel Renée Russell;11 weeks on the list,WE'RE ALL WONDERS;by R.J. Palacio;10 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;442 weeks on the list,THIS IS WHERE IT ENDS;by Marieke Nijkamp;61 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",UNBROKEN;by Laura Hillenbrand;
7,THE WOMAN IN CABIN 10;by Ruth Ware;30 weeks on the list,THE LYING GAME;by Ruth Ware;4 weeks on the list,THE COUPLE NEXT DOOR;by Shari Lapena;12 weeks on the list,WHY BUDDHISM IS TRUE;by Robert Wright;2 weeks on the list,THE BIG LIE;by Dinesh D'Souza;3 weeks on the list,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;2 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;140 weeks on the list,POTTYMOUTH AND STOOPID;by James Patterson and Chris Grabenstein. Illustrated by Stephen Gilpin;10 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;33 weeks on the list,GIVER QUARTET;by Lois Lowry;148 weeks on the list,CRAZY HOUSE;by James Patterson and Gabrielle Charbonnet;13 weeks on the list,INVISIBLE INFLUENCE;by Jonah Berger;,HIDDEN FIGURES;by Margot Lee Shetterly;,PLAYING HURT;by John Saunders with John U. Bacon;
8,EXPOSED;by Lisa Scottoline;New this week,I KNOW A SECRET;by Tess Gerritsen;New this week,TWO BY TWO;by Nicholas Sparks;3 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;18 weeks on the list,HAIL TO THE CHIN;by Bruce Campbell with Craig Sanborn;New this week,EVICTED;by Matthew Desmond;9 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;10 weeks on the list,DOG MAN;by Dav Pilkey;51 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;216 weeks on the list,DORK DIARIES;by Rachel Renée Russell;220 weeks on the list,ALEX AND ELIZA;by Melissa de la Cruz;18 weeks on the list,GET YOUR ------ TOGETHER;by Sarah Knight;,THE POWER OF HABIT;by Charles Duhigg;,COACH WOODEN AND ME;by Kareem Abdul-Jabbar;
9,BEFORE WE WERE YOURS;by Lisa Wingate;3 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;39 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;20 weeks on the list,OPTION B;by Sheryl Sandberg and Adam Grant;17 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;76 weeks on the list,HIDDEN FIGURES;by Margot Lee Shetterly;37 weeks on the list,BRAVETART;by Stella Parks;New this week,THE CROSSOVER;by Kwame Alexander;20 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;110 weeks on the list",DESCENDANTS;by Melissa de la Cruz;13 weeks on the list,THE LAST MAGICIAN;by Lisa Maxwell;5 weeks on the list,TOOLS OF TITANS;by Tim Ferriss;,QUIET;by Susan Cain;,PAPI;by David Ortiz with Michael Holley;
10,MILK AND HONEY;by Rupi Kaur;32 weeks on the list,A STRANGER IN THE HOUSE;by Shari Lapena;New this week,TRULY MADLY GUILTY;by Liane Moriarty;4 weeks on the list,HAIL TO THE CHIN;by Bruce Campbell with Craig Sanborn;New this week,KILLERS OF THE FLOWER MOON;by David Grann;18 weeks on the list,STAMPED FROM THE BEGINNING;by Ibram X. Kendi;New this week,THUG KITCHEN;by the staff of Thug Kitchen;65 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;32 weeks on the list,LITTLE EXCAVATOR;by Anna Dewdney;5 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;23 weeks on the list,THE SUN IS ALSO A STAR;by Nicola Yoon;39 weeks on the list,LIFE 3.0;by Max Tegmark;,ON TRAILS;by Robert Moor;,SHAKEN;by Tim Tebow;
